company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2013.0,FY,2012-09-01,2013-08-31,2015-10-28 17:16:10+00:00,0.1,2.69,1.14,0.11,1499000000.0,2548000000.0,2548000000.0,2548000000.0,0.0,51098000000.0,72217000000.0,0.0,140000000.0,,17543000000.0,51098000000.0,21119000000.0,165000000.0,496000000.0,17543000000.0,3576000000.0,471000000.0,4047000000.0,72217000000.0,946000000.0,947200000.0,955200000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2014.0,FY,2013-09-01,2014-08-31,2016-10-20 17:24:02+00:00,,2.03,1.28,,1526000000.0,2031000000.0,2031000000.0,1932000000.0,99000000.0,54823000000.0,76392000000.0,0.0,-481000000.0,-617000000.0,17992000000.0,54823000000.0,21569000000.0,156000000.0,0.0,17375000000.0,4194000000.0,-637000000.0,3557000000.0,76392000000.0,,953100000.0,965200000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2014.0,Q3,2014-03-01,2014-05-31,2015-07-09 16:17:42+00:00,0.76,0.75,0.315,0.74,357000000.0,756000000.0,756000000.0,714000000.0,42000000.0,13961000000.0,19401000000.0,0.0,124000000.0,,4551000000.0,13961000000.0,5440000000.0,35000000.0,135000000.0,4551000000.0,889000000.0,224000000.0,1113000000.0,19401000000.0,955300000.0,952000000.0,967600000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2014.0,Q2,2013-12-01,2014-02-28,2015-04-09 16:13:41+00:00,0.79,0.75,0.315,0.74,391000000.0,730000000.0,730000000.0,716000000.0,14000000.0,13955000000.0,19605000000.0,0.0,-59000000.0,,4569000000.0,13955000000.0,5650000000.0,37000000.0,136000000.0,4569000000.0,1081000000.0,40000000.0,1121000000.0,19605000000.0,951900000.0,954700000.0,963700000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,FY,2014-09-01,2015-08-31,2017-10-25 17:08:45+00:00,0.82,4.05,1.3730000000000002,4.0,1056000000.0,4279000000.0,4279000000.0,4220000000.0,59000000.0,76691000000.0,103444000000.0,24000000.0,685000000.0,-315000000.0,22400000000.0,76691000000.0,26753000000.0,605000000.0,563000000.0,22085000000.0,4668000000.0,643000000.0,5311000000.0,103444000000.0,5146300000.0,1043200000.0,1053900000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q4,2015-06-01,2015-08-31,,0.78,0.78,0.36,0.78,-64000000.0,32000000.0,32000000.0,26000000.0,6000000.0,21428000000.0,28522000000.0,9000000.0,-479000000.0,-315000000.0,6258000000.0,21428000000.0,7094000000.0,255000000.0,-458000000.0,5943000000.0,1151000000.0,-1192000000.0,-41000000.0,28522000000.0,5146300000.0,1043200000.0,1053900000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q3,2015-03-01,2015-05-31,2016-07-06 17:06:20+00:00,,1.19,0.3375,1.18,408000000.0,1310000000.0,1310000000.0,1302000000.0,8000000.0,21314000000.0,28795000000.0,7000000.0,461000000.0,0.0,6080000000.0,21314000000.0,7481000000.0,151000000.0,0.0,6080000000.0,1401000000.0,310000000.0,1711000000.0,28795000000.0,1091400000.0,1094100000.0,1102400000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q3YTD,2014-09-01,2015-05-31,,0.04,4.05,1.01,4.0,1120000000.0,4247000000.0,4247000000.0,4194000000.0,53000000.0,55263000000.0,74922000000.0,15000000.0,1164000000.0,,16142000000.0,55263000000.0,19659000000.0,350000000.0,1021000000.0,16142000000.0,3517000000.0,1835000000.0,5352000000.0,74922000000.0,1091400000.0,1094100000.0,1102400000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q2YTD,2014-09-01,2015-02-28,,0.04,2.86,0.68,2.82,712000000.0,2937000000.0,2937000000.0,2892000000.0,45000000.0,33949000000.0,46127000000.0,8000000.0,703000000.0,,10062000000.0,33949000000.0,12178000000.0,199000000.0,1021000000.0,10062000000.0,2116000000.0,1525000000.0,3641000000.0,46127000000.0,1043600000.0,1041800000.0,1054700000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q2,2014-12-01,2015-02-28,2016-04-05 16:56:45+00:00,,1.96,0.3375,1.93,391000000.0,2060000000.0,2060000000.0,2042000000.0,18000000.0,19691000000.0,26573000000.0,8000000.0,504000000.0,,5606000000.0,19691000000.0,6882000000.0,144000000.0,807000000.0,5606000000.0,1276000000.0,1167000000.0,2443000000.0,26573000000.0,1043600000.0,1041800000.0,1054700000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q1,2014-09-01,2014-11-30,2016-01-07 16:41:23+00:00,0.04,0.9,0.3375,0.89,321000000.0,877000000.0,877000000.0,850000000.0,27000000.0,14258000000.0,19554000000.0,0.0,199000000.0,,4456000000.0,14258000000.0,5296000000.0,55000000.0,214000000.0,4456000000.0,840000000.0,358000000.0,1198000000.0,19554000000.0,945800000.0,944400000.0,956000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,FY,2015-09-01,2016-08-31,2018-10-11 16:21:49+00:00,3.85,3.85,1.455,3.82,997000000.0,4191000000.0,4191000000.0,4173000000.0,18000000.0,87477000000.0,117351000000.0,44000000.0,-261000000.0,-37000000.0,23910000000.0,87477000000.0,29874000000.0,596000000.0,,23873000000.0,6001000000.0,-857000000.0,5144000000.0,117351000000.0,1083900000.0,1083100000.0,1091100000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q4,2016-06-01,2016-08-31,,3.85,0.95,0.38,0.95,207000000.0,1035000000.0,1035000000.0,1030000000.0,5000000.0,21481000000.0,28636000000.0,9000000.0,264000000.0,-34000000.0,6049000000.0,21481000000.0,7155000000.0,171000000.0,,6015000000.0,1140000000.0,93000000.0,1233000000.0,28636000000.0,1083900000.0,1083100000.0,1091100000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q3,2016-03-01,2016-05-31,2017-06-29 16:21:59+00:00,,1.02,0.36,1.01,322000000.0,1107000000.0,1107000000.0,1103000000.0,4000000.0,22065000000.0,29498000000.0,15000000.0,28000000.0,-3000000.0,5903000000.0,22065000000.0,7433000000.0,147000000.0,,5900000000.0,1533000000.0,-119000000.0,1414000000.0,29498000000.0,,1080800000.0,1088200000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q3YTD,2015-09-01,2016-05-31,,,2.9,1.08,2.87,790000000.0,3156000000.0,3156000000.0,3143000000.0,13000000.0,65996000000.0,88715000000.0,35000000.0,-525000000.0,-3000000.0,17861000000.0,65996000000.0,22719000000.0,425000000.0,,17858000000.0,4861000000.0,-950000000.0,3911000000.0,88715000000.0,,1080800000.0,1088200000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q3TTM,2015-06-01,2016-05-31,,0.78,2.9,1.44,2.87,726000000.0,3188000000.0,3188000000.0,3169000000.0,19000000.0,87424000000.0,117237000000.0,44000000.0,-1004000000.0,-318000000.0,24119000000.0,87424000000.0,29813000000.0,680000000.0,-458000000.0,23801000000.0,6012000000.0,-2142000000.0,3870000000.0,117237000000.0,,1080800000.0,1088200000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q2,2015-12-01,2016-02-29,2017-04-05 16:35:56+00:00,,0.86,0.36,0.85,301000000.0,932000000.0,932000000.0,930000000.0,2000000.0,22317000000.0,30184000000.0,9000000.0,-496000000.0,0.0,6007000000.0,22317000000.0,7867000000.0,140000000.0,,6007000000.0,1860000000.0,-636000000.0,1224000000.0,30184000000.0,,1080200000.0,1088400000.0
