company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q2YTD,2015-09-01,2016-02-29,,,1.88,0.72,1.86,468000000.0,2049000000.0,2049000000.0,2040000000.0,9000000.0,43931000000.0,59217000000.0,20000000.0,-553000000.0,,11958000000.0,43931000000.0,15286000000.0,278000000.0,,11958000000.0,3328000000.0,-831000000.0,2497000000.0,59217000000.0,,1080200000.0,1088400000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q2TTM,2015-03-01,2016-02-29,,0.78,3.07,1.42,3.04,812000000.0,3391000000.0,3391000000.0,3368000000.0,23000000.0,86673000000.0,116534000000.0,36000000.0,-571000000.0,-315000000.0,24296000000.0,86673000000.0,29861000000.0,684000000.0,-458000000.0,23981000000.0,5880000000.0,-1713000000.0,4167000000.0,116534000000.0,,1080200000.0,1088400000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q1,2015-09-01,2015-11-30,2017-01-05 16:22:51+00:00,,1.02,0.36,1.01,167000000.0,1117000000.0,1117000000.0,1110000000.0,7000000.0,21614000000.0,29033000000.0,11000000.0,-57000000.0,0.0,5951000000.0,21614000000.0,7419000000.0,138000000.0,,5951000000.0,1468000000.0,-195000000.0,1273000000.0,29033000000.0,,1089000000.0,1098600000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q1TTM,2014-12-01,2015-11-30,,0.78,4.17,1.4,4.12,902000000.0,4519000000.0,4519000000.0,4480000000.0,39000000.0,84047000000.0,112923000000.0,35000000.0,429000000.0,-315000000.0,23895000000.0,84047000000.0,28876000000.0,688000000.0,349000000.0,23580000000.0,5296000000.0,90000000.0,5386000000.0,112923000000.0,,1089000000.0,1098600000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,FY,2016-09-01,2017-08-31,2019-10-28 16:19:39+00:00,3.8,3.8,1.525,3.78,760000000.0,4101000000.0,4101000000.0,4078000000.0,23000000.0,89052000000.0,118214000000.0,8000000.0,62000000.0,-135000000.0,23813000000.0,89052000000.0,29162000000.0,693000000.0,,23678000000.0,5484000000.0,-631000000.0,4853000000.0,118214000000.0,1073200000.0,1073500000.0,1078500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q4,2017-06-01,2017-08-31,,3.8,0.77,-1.13,0.76,126000000.0,807000000.0,807000000.0,802000000.0,5000000.0,22809000000.0,30149000000.0,1000000.0,84000000.0,8000000.0,6291000000.0,22809000000.0,7340000000.0,193000000.0,,6299000000.0,1041000000.0,-109000000.0,932000000.0,30149000000.0,1073200000.0,1073500000.0,1078500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q3,2017-03-01,2017-05-31,2018-06-28 16:18:45+00:00,,1.08,0.375,1.07,168000000.0,1165000000.0,1165000000.0,1162000000.0,3000000.0,22973000000.0,30118000000.0,-21000000.0,-8000000.0,-84000000.0,5712000000.0,22973000000.0,7145000000.0,155000000.0,,5628000000.0,1517000000.0,-163000000.0,1354000000.0,30118000000.0,,1077100000.0,1082600000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q3YTD,2016-09-01,2017-05-31,,,3.03,1.13,3.02,634000000.0,3294000000.0,3294000000.0,3276000000.0,18000000.0,66243000000.0,88065000000.0,7000000.0,-22000000.0,-143000000.0,17522000000.0,66243000000.0,21822000000.0,500000000.0,,17379000000.0,4443000000.0,-522000000.0,3921000000.0,88065000000.0,,1077100000.0,1082600000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q3TTM,2016-06-01,2017-05-31,,3.85,3.98,1.5,3.97,841000000.0,4329000000.0,4329000000.0,4306000000.0,23000000.0,87724000000.0,116701000000.0,16000000.0,242000000.0,-177000000.0,23571000000.0,87724000000.0,28977000000.0,671000000.0,,23394000000.0,5583000000.0,-429000000.0,5154000000.0,116701000000.0,,1077100000.0,1082600000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q2,2016-12-01,2017-02-28,2018-03-28 16:17:17+00:00,,0.98,0.375,0.98,246000000.0,1062000000.0,1062000000.0,1060000000.0,2000000.0,21885000000.0,29446000000.0,16000000.0,-15000000.0,-42000000.0,6124000000.0,21885000000.0,7561000000.0,172000000.0,,6082000000.0,1479000000.0,-187000000.0,1292000000.0,29446000000.0,,1079700000.0,1085500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q2YTD,2016-09-01,2017-02-28,,,1.95,0.75,1.95,466000000.0,2129000000.0,2129000000.0,2114000000.0,15000000.0,43270000000.0,57947000000.0,28000000.0,-14000000.0,-59000000.0,11810000000.0,43270000000.0,14677000000.0,345000000.0,,11751000000.0,2926000000.0,-359000000.0,2567000000.0,57947000000.0,,1079700000.0,1085500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q2TTM,2016-03-01,2017-02-28,,3.85,3.92,1.49,3.91,995000000.0,4271000000.0,4271000000.0,4247000000.0,24000000.0,86816000000.0,116081000000.0,52000000.0,278000000.0,-96000000.0,23762000000.0,86816000000.0,29265000000.0,663000000.0,,23666000000.0,5599000000.0,-385000000.0,5214000000.0,116081000000.0,,1079700000.0,1085500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q1,2016-09-01,2016-11-30,2018-01-04 16:14:51+00:00,,0.97,0.375,0.97,220000000.0,1067000000.0,1067000000.0,1054000000.0,13000000.0,21385000000.0,28501000000.0,12000000.0,1000000.0,-17000000.0,5686000000.0,21385000000.0,7116000000.0,173000000.0,,5669000000.0,1447000000.0,-172000000.0,1275000000.0,28501000000.0,,1082100000.0,1088300000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q1TTM,2015-12-01,2016-11-30,,3.85,3.8,1.47,3.78,1050000000.0,4141000000.0,4141000000.0,4117000000.0,24000000.0,87248000000.0,116819000000.0,45000000.0,-203000000.0,-54000000.0,23645000000.0,87248000000.0,29571000000.0,631000000.0,,23591000000.0,5980000000.0,-834000000.0,5146000000.0,116819000000.0,,1082100000.0,1088300000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,FY,2017-09-01,2018-08-31,2019-10-28 16:19:39+00:00,5.07,5.07,1.64,5.05,998000000.0,5031000000.0,5031000000.0,5024000000.0,7000000.0,100745000000.0,131537000000.0,54000000.0,302000000.0,-191000000.0,24694000000.0,100745000000.0,30792000000.0,616000000.0,,24503000000.0,6289000000.0,-314000000.0,5975000000.0,131537000000.0,990900000.0,991000000.0,995000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q4,2018-06-01,2018-08-31,,5.07,1.54,0.44,1.53,159000000.0,1514000000.0,1514000000.0,1512000000.0,2000000.0,25867000000.0,33442000000.0,12000000.0,424000000.0,-49000000.0,6228000000.0,25867000000.0,7575000000.0,159000000.0,,6179000000.0,1396000000.0,265000000.0,1661000000.0,33442000000.0,990900000.0,991000000.0,995000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q3,2018-03-01,2018-05-31,2019-06-27 16:31:19+00:00,,1.35,0.4,1.35,109000000.0,1346000000.0,1346000000.0,1342000000.0,4000000.0,26554000000.0,34334000000.0,15000000.0,0.0,-52000000.0,6235000000.0,26554000000.0,7780000000.0,157000000.0,,6183000000.0,1597000000.0,-157000000.0,1440000000.0,34334000000.0,,992100000.0,995300000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q3YTD,2017-09-01,2018-05-31,,,3.53,1.2,3.52,839000000.0,3517000000.0,3517000000.0,3512000000.0,5000000.0,74878000000.0,98095000000.0,42000000.0,-122000000.0,-142000000.0,18466000000.0,74878000000.0,23217000000.0,457000000.0,,18324000000.0,4893000000.0,-579000000.0,4314000000.0,98095000000.0,,992100000.0,995300000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q3TTM,2017-06-01,2018-05-31,,3.8,4.3,0.08,4.28,965000000.0,4324000000.0,4324000000.0,4314000000.0,10000000.0,97687000000.0,128244000000.0,43000000.0,-38000000.0,-134000000.0,24757000000.0,97687000000.0,30557000000.0,650000000.0,,24623000000.0,5934000000.0,-688000000.0,5246000000.0,128244000000.0,,992100000.0,995300000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q2,2017-12-01,2018-02-28,2019-04-02 16:19:47+00:00,,1.36,0.4,1.36,503000000.0,1349000000.0,1349000000.0,1349000000.0,0.0,24925000000.0,33021000000.0,14000000.0,12000000.0,-202000000.0,6321000000.0,24925000000.0,8096000000.0,151000000.0,,6119000000.0,1977000000.0,-139000000.0,1838000000.0,33021000000.0,,991000000.0,995500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q2YTD,2017-09-01,2018-02-28,,,2.18,0.8,2.17,730000000.0,2171000000.0,2171000000.0,2170000000.0,1000000.0,48324000000.0,63761000000.0,27000000.0,-122000000.0,-90000000.0,12231000000.0,48324000000.0,15437000000.0,300000000.0,,12141000000.0,3296000000.0,-422000000.0,2874000000.0,63761000000.0,,991000000.0,995500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q2TTM,2017-03-01,2018-02-28,,3.8,4.03,0.05,4.0,1024000000.0,4143000000.0,4143000000.0,4134000000.0,9000000.0,94106000000.0,124028000000.0,7000000.0,-46000000.0,-166000000.0,24234000000.0,94106000000.0,29922000000.0,648000000.0,,24068000000.0,5854000000.0,-694000000.0,5160000000.0,124028000000.0,,991000000.0,995500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q1,2017-09-01,2017-11-30,2018-12-20 16:16:24+00:00,,0.82,0.4,0.81,227000000.0,822000000.0,822000000.0,821000000.0,1000000.0,23399000000.0,30740000000.0,13000000.0,-134000000.0,112000000.0,5910000000.0,23399000000.0,7341000000.0,149000000.0,,6022000000.0,1319000000.0,-283000000.0,1036000000.0,30740000000.0,,1006100000.0,1011100000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q1TTM,2016-12-01,2017-11-30,,3.8,3.65,0.03,3.62,767000000.0,3856000000.0,3856000000.0,3845000000.0,11000000.0,91066000000.0,120453000000.0,9000000.0,-73000000.0,-6000000.0,24037000000.0,91066000000.0,29387000000.0,669000000.0,,24031000000.0,5356000000.0,-742000000.0,4614000000.0,120453000000.0,,1006100000.0,1011100000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q4,2019-06-01,2019-08-31,,4.32,1.89,1.34,1.89,26000000.0,687000000.0,686000000.0,678000000.0,9000000.0,26727000000.0,33955000000.0,4000000.0,6000000.0,-58000000.0,6407000000.0,26727000000.0,7228000000.0,175000000.0,,6349000000.0,878000000.0,-169000000.0,708000000.0,33955000000.0,921800000.0,921500000.0,923500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,FY,2018-09-01,2019-08-31,2019-10-28 16:19:39+00:00,4.32,4.32,1.778,4.31,588000000.0,3962000000.0,3962000000.0,3982000000.0,-20000000.0,106790000000.0,136866000000.0,23000000.0,233000000.0,-164000000.0,25242000000.0,106790000000.0,30076000000.0,704000000.0,,25078000000.0,4998000000.0,-471000000.0,4527000000.0,136866000000.0,921800000.0,921500000.0,923500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q3,2019-03-01,2019-05-31,2020-07-09 16:09:34+00:00,,,,,156000000.0,1037000000.0,1037000000.0,1025000000.0,12000000.0,27138000000.0,34591000000.0,-5000000.0,182000000.0,16000000.0,6235000000.0,27138000000.0,7453000000.0,187000000.0,,6251000000.0,1203000000.0,-5000000.0,1198000000.0,34591000000.0,,909900000.0,911200000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q3YTD,2018-09-01,2019-05-31,,,2.43,0.44,2.42,562000000.0,3275000000.0,3276000000.0,3304000000.0,-29000000.0,80063000000.0,102911000000.0,19000000.0,227000000.0,-106000000.0,18835000000.0,80063000000.0,22848000000.0,529000000.0,,18729000000.0,4120000000.0,-302000000.0,3819000000.0,102911000000.0,,909900000.0,911200000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q3TTM,2018-06-01,2019-05-31,,5.07,3.97,0.88,3.95,721000000.0,4789000000.0,4790000000.0,4816000000.0,-27000000.0,105930000000.0,136353000000.0,31000000.0,651000000.0,-155000000.0,25063000000.0,105930000000.0,30423000000.0,688000000.0,,24908000000.0,5516000000.0,-37000000.0,5480000000.0,136353000000.0,,909900000.0,911200000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q2,2018-12-01,2019-02-28,2020-04-02 16:12:38+00:00,,1.25,,1.24,226000000.0,1138000000.0,1139000000.0,1156000000.0,-18000000.0,26773000000.0,34527000000.0,9000000.0,19000000.0,-83000000.0,6320000000.0,26773000000.0,7754000000.0,181000000.0,,6237000000.0,1517000000.0,-162000000.0,1356000000.0,34527000000.0,,928400000.0,930700000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q2YTD,2018-09-01,2019-02-28,,,2.43,0.44,2.42,406000000.0,2238000000.0,2239000000.0,2279000000.0,-41000000.0,52925000000.0,68320000000.0,24000000.0,45000000.0,-122000000.0,12600000000.0,52925000000.0,15395000000.0,342000000.0,,12478000000.0,2917000000.0,-297000000.0,2621000000.0,68320000000.0,,928400000.0,930700000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q2TTM,2018-03-01,2019-02-28,,5.07,5.32,1.28,5.3,674000000.0,5098000000.0,5099000000.0,5133000000.0,-35000000.0,105346000000.0,136096000000.0,51000000.0,469000000.0,-223000000.0,25063000000.0,105346000000.0,30750000000.0,658000000.0,,24840000000.0,5910000000.0,-189000000.0,5722000000.0,136096000000.0,,928400000.0,930700000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q1,2018-09-01,2018-11-30,2020-01-08 16:14:44+00:00,,1.18,0.44,1.18,180000000.0,1100000000.0,1100000000.0,1123000000.0,-23000000.0,26152000000.0,33793000000.0,15000000.0,26000000.0,-39000000.0,6280000000.0,26152000000.0,7641000000.0,161000000.0,,6241000000.0,1400000000.0,-135000000.0,1265000000.0,33793000000.0,,948200000.0,951400000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q1TTM,2017-12-01,2018-11-30,,5.07,5.43,1.68,5.42,951000000.0,5309000000.0,5309000000.0,5326000000.0,-17000000.0,103498000000.0,134590000000.0,56000000.0,462000000.0,-342000000.0,25064000000.0,103498000000.0,31092000000.0,628000000.0,,24722000000.0,6370000000.0,-166000000.0,6204000000.0,134590000000.0,,948200000.0,951400000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q3TTM,2019-06-01,2020-05-31,,4.32,1.96,1.8,1.96,178000000.0,755000000.0,753000000.0,761000000.0,-7000000.0,110304000000.0,138745000000.0,17000000.0,32000000.0,-342000000.0,27242000000.0,110304000000.0,28442000000.0,658000000.0,,26900000000.0,1540000000.0,-626000000.0,914000000.0,138745000000.0,,875400000.0,875400000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q3,2020-03-01,2020-05-31,2020-07-09 16:09:34+00:00,,-1.95,,-1.95,-40000000.0,-1726000000.0,-1726000000.0,-1708000000.0,-18000000.0,28193000000.0,34631000000.0,7000000.0,-34000000.0,-243000000.0,8265000000.0,28193000000.0,6438000000.0,155000000.0,,8022000000.0,-1584000000.0,-189000000.0,-1773000000.0,34631000000.0,,875400000.0,875400000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q2,2019-12-01,2020-02-29,2020-04-02 16:12:38+00:00,,1.07,,1.07,160000000.0,952000000.0,952000000.0,946000000.0,5000000.0,28307000000.0,35820000000.0,15000000.0,25000000.0,-28000000.0,6308000000.0,28307000000.0,7513000000.0,162000000.0,,6280000000.0,1233000000.0,-137000000.0,1097000000.0,35820000000.0,,884500000.0,885500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q2YTD,2019-09-01,2020-02-29,,,2.02,0.46,2.02,192000000.0,1794000000.0,1793000000.0,1791000000.0,2000000.0,55384000000.0,70159000000.0,6000000.0,60000000.0,-41000000.0,12570000000.0,55384000000.0,14776000000.0,328000000.0,,12529000000.0,2246000000.0,-268000000.0,1979000000.0,70159000000.0,,884500000.0,885500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q2TTM,2019-03-01,2020-02-29,,4.32,3.91,1.8,3.91,374000000.0,3518000000.0,3516000000.0,3494000000.0,23000000.0,109249000000.0,138705000000.0,5000000.0,248000000.0,-83000000.0,25212000000.0,109249000000.0,29457000000.0,690000000.0,,25129000000.0,4327000000.0,-442000000.0,3885000000.0,138705000000.0,,884500000.0,885500000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q1TTM,2018-12-01,2019-11-30,,4.32,4.09,1.8,4.08,440000000.0,3704000000.0,3703000000.0,3704000000.0,,107715000000.0,137412000000.0,-1000000.0,242000000.0,-138000000.0,25224000000.0,107715000000.0,29698000000.0,709000000.0,,25086000000.0,4611000000.0,-467000000.0,4144000000.0,137412000000.0,,891400000.0,892600000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q1,2019-09-01,2019-11-30,2020-01-08 16:14:44+00:00,,0.95,0.4575,0.95,32000000.0,842000000.0,841000000.0,845000000.0,-3000000.0,27077000000.0,34339000000.0,-9000000.0,35000000.0,-13000000.0,6262000000.0,27077000000.0,7263000000.0,166000000.0,,6249000000.0,1013000000.0,-131000000.0,882000000.0,34339000000.0,,891400000.0,892600000.0
