company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,FY,2010-10-02,2011-09-30,2013-11-18 16:49:45+00:00,16700000.0,1.24,1.24,,1.19,67300000.0,226600000.0,226600000.0,226600000.0,798600000.0,1418900000.0,500000.0,,,168600000.0,2400000.0,137300000.0,798600000.0,620300000.0,1900000.0,325000000.0,295300000.0,-1400000.0,293900000.0,1418900000.0,182700000.0,182900000.0,190700000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q3,2011-04-02,2011-07-01,2011-08-09 16:13:19+00:00,4006000.0,0.28,0.28,,0.27,20211000.0,51548000.0,51548000.0,51548000.0,199850000.0,356075000.0,-2000.0,,,43067000.0,1475000.0,35451000.0,199850000.0,156225000.0,465000.0,83999000.0,72226000.0,-467000.0,71759000.0,356075000.0,184100000.0,183750000.0,191380000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q3YTD,2010-10-02,2011-07-01,,7246000.0,0.89,0.89,,0.85,53604000.0,162376000.0,162376000.0,162376000.0,570862000.0,1016606000.0,-185000.0,,,121228000.0,1475000.0,98167000.0,570862000.0,445744000.0,1463000.0,228116000.0,217628000.0,-1648000.0,215980000.0,1016606000.0,184100000.0,183750000.0,191380000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q3TTM,2010-07-03,2011-07-01,,8880000.0,1.15,1.15,,1.1,71555000.0,209180000.0,209180000.0,209180000.0,747986000.0,1329889000.0,-230000.0,1040000.0,,156637000.0,435000.0,131856000.0,747986000.0,581903000.0,2118000.0,298848000.0,283055000.0,-2348000.0,280735000.0,1329889000.0,184100000.0,183750000.0,191380000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q2,2011-01-01,2011-04-01,2011-05-11 15:37:07+00:00,1638000.0,0.27,0.27,,0.26,17525000.0,49960000.0,49960000.0,49960000.0,184430000.0,325411000.0,-114000.0,,,39618000.0,,31665000.0,184430000.0,140981000.0,461000.0,72921000.0,68060000.0,-575000.0,67485000.0,325411000.0,185000000.0,183471000.0,191961000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q2YTD,2010-10-02,2011-04-01,,3240000.0,0.61,0.61,,0.58,33393000.0,110828000.0,110828000.0,110828000.0,371012000.0,660531000.0,-183000.0,,,78161000.0,,62716000.0,371012000.0,289519000.0,998000.0,144117000.0,145402000.0,-1181000.0,144221000.0,660531000.0,185000000.0,183471000.0,191961000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q2TTM,2010-04-03,2011-04-01,,6375000.0,1.07,1.07,,1.02,69277000.0,192368000.0,192368000.0,192368000.0,705240000.0,1249184000.0,-209000.0,,,148452000.0,-1040000.0,125856000.0,705240000.0,543944000.0,2520000.0,279643000.0,264301000.0,-2729000.0,261645000.0,1249184000.0,185000000.0,183471000.0,191961000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q1,2010-10-02,2010-12-31,2011-02-08 16:57:45+00:00,1602000.0,0.34,0.34,,0.32,15868000.0,60868000.0,60868000.0,60868000.0,186582000.0,335120000.0,-69000.0,,,38543000.0,,31051000.0,186582000.0,148538000.0,537000.0,71196000.0,77342000.0,-606000.0,76736000.0,335120000.0,179000000.0,180706000.0,188541000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q1TTM,2010-01-02,2010-12-31,,6237000.0,0.96,0.96,,0.91,60856000.0,170152000.0,170152000.0,170152000.0,659014000.0,1161831000.0,-303000.0,,,140894000.0,-1040000.0,122173000.0,659014000.0,502817000.0,3242000.0,268264000.0,234553000.0,-3545000.0,231008000.0,1161831000.0,179000000.0,180706000.0,188541000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q4,2012-06-30,2012-09-28,,8540000.0,0.34,0.34,,0.31,13124000.0,61524000.0,61524000.0,61524000.0,243456000.0,421132000.0,-585000.0,,,56523000.0,-9126000.0,46965000.0,243456000.0,177676000.0,-459000.0,102902000.0,74774000.0,-126000.0,74648000.0,421132000.0,185300000.0,185800000.0,191800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,FY,2011-10-01,2012-09-28,2014-11-25 16:07:44+00:00,32800000.0,1.09,1.09,0.0,1.05,52900000.0,202000000.0,202000000.0,202000000.0,901500000.0,1568600000.0,-700000.0,,,212500000.0,7800000.0,158400000.0,901500000.0,667100000.0,,411500000.0,255600000.0,-700000.0,254900000.0,1568600000.0,185300000.0,185800000.0,191800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q3,2012-03-31,2012-06-29,2012-08-01 16:52:58+00:00,8608000.0,0.26,0.26,,0.26,12813000.0,49317000.0,49317000.0,49317000.0,223736000.0,389038000.0,96000.0,,,56050000.0,1137000.0,37463000.0,223736000.0,165302000.0,10000.0,103258000.0,62044000.0,86000.0,62130000.0,389038000.0,189700000.0,186269000.0,192457000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q3YTD,2011-10-01,2012-06-29,,24260000.0,0.75,0.75,,0.74,39776000.0,140476000.0,140476000.0,140476000.0,658044000.0,1147468000.0,-115000.0,,,155977000.0,16926000.0,111435000.0,658044000.0,489424000.0,459000.0,308598000.0,180826000.0,-574000.0,180252000.0,1147468000.0,189700000.0,186269000.0,192457000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q3TTM,2011-07-02,2012-06-29,,33714000.0,1.1,1.1,,1.08,53472000.0,204700000.0,204700000.0,204700000.0,885782000.0,1549762000.0,570000.0,,,203349000.0,17851000.0,150568000.0,885782000.0,663980000.0,896000.0,405482000.0,258498000.0,-326000.0,258172000.0,1549762000.0,189700000.0,186269000.0,192457000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q2,2011-12-31,2012-03-30,2012-05-08 16:38:50+00:00,9340000.0,0.18,0.18,,0.18,9427000.0,34033000.0,34033000.0,34033000.0,212418000.0,364690000.0,-310000.0,,,52986000.0,7862000.0,38270000.0,212418000.0,152272000.0,44000.0,108458000.0,43814000.0,-354000.0,43460000.0,364690000.0,189100000.0,185206000.0,191016000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q2YTD,2011-10-01,2012-03-30,,15652000.0,0.49,0.49,,0.48,26963000.0,91159000.0,91159000.0,91159000.0,434308000.0,758430000.0,-211000.0,,,99927000.0,15789000.0,73972000.0,434308000.0,324122000.0,449000.0,205340000.0,118782000.0,-660000.0,118122000.0,758430000.0,189100000.0,185206000.0,191016000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q2TTM,2011-04-02,2012-03-30,,29112000.0,1.12,1.12,,1.09,60870000.0,206931000.0,206931000.0,206931000.0,861896000.0,1516799000.0,472000.0,,,190366000.0,18189000.0,148556000.0,861896000.0,654903000.0,1351000.0,386223000.0,268680000.0,-879000.0,267801000.0,1516799000.0,189100000.0,185206000.0,191016000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q1,2011-10-01,2011-12-30,2012-02-07 16:54:50+00:00,6312000.0,0.31,0.31,,0.3,17536000.0,57126000.0,57126000.0,57126000.0,221890000.0,393740000.0,99000.0,,,46941000.0,7927000.0,35702000.0,221890000.0,171850000.0,405000.0,96882000.0,74968000.0,-306000.0,74662000.0,393740000.0,184300000.0,183956000.0,189682000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q1TTM,2011-01-01,2011-12-30,,21410000.0,1.21,1.21,,1.17,68968000.0,222858000.0,222858000.0,222858000.0,833908000.0,1477520000.0,668000.0,,,176998000.0,10327000.0,141951000.0,833908000.0,643612000.0,1768000.0,350686000.0,292926000.0,-1100000.0,291826000.0,1477520000.0,184300000.0,183956000.0,189682000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q4,2013-06-29,2013-09-27,,6744000.0,0.45,0.45,,0.45,21651000.0,84207000.0,84207000.0,84207000.0,267842000.0,476977000.0,330000.0,,,55346000.0,-44000.0,41572000.0,267842000.0,209135000.0,-11000.0,103618000.0,105517000.0,341000.0,105858000.0,476977000.0,187900000.0,187500000.0,192200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,FY,2012-09-29,2013-09-27,2014-11-25 16:07:44+00:00,29100000.0,1.48,1.48,0.0,1.45,66400000.0,278100000.0,278100000.0,278100000.0,1025400000.0,1792000000.0,-600000.0,,,226300000.0,6400000.0,159700000.0,1025400000.0,766600000.0,,421500000.0,345100000.0,-600000.0,344500000.0,1792000000.0,187900000.0,187500000.0,192200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q3,2013-03-30,2013-06-28,2013-07-31 16:01:46+00:00,7000000.0,0.35,0.35,,0.34,18800000.0,65700000.0,65700000.0,65700000.0,247900000.0,436100000.0,200000.0,,,56600000.0,0.0,40300000.0,247900000.0,188200000.0,0.0,103900000.0,84300000.0,200000.0,84500000.0,436100000.0,187700000.0,186600000.0,191200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q3YTD,2012-09-29,2013-06-28,,22356000.0,1.03,1.03,,1.0,44749000.0,193893000.0,193893000.0,193893000.0,757558000.0,1315023000.0,-930000.0,,,170954000.0,6444000.0,118128000.0,757558000.0,557465000.0,11000.0,317882000.0,239583000.0,-941000.0,238642000.0,1315023000.0,187700000.0,186600000.0,191200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q3TTM,2012-06-30,2013-06-28,,30896000.0,1.37,1.37,,1.31,57873000.0,255417000.0,255417000.0,255417000.0,1001014000.0,1736155000.0,-1515000.0,,,227477000.0,-2682000.0,165093000.0,1001014000.0,735141000.0,-448000.0,420784000.0,314357000.0,-1067000.0,313290000.0,1736155000.0,187700000.0,186600000.0,191200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q2,2012-12-29,2013-03-29,2013-05-01 16:12:45+00:00,7200000.0,0.33,0.33,,0.32,5600000.0,61700000.0,61700000.0,61700000.0,248500000.0,425200000.0,-1400000.0,,,56300000.0,4800000.0,39700000.0,248500000.0,176700000.0,0.0,108000000.0,68700000.0,-1400000.0,67300000.0,425200000.0,187000000.0,188700000.0,193100000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q2YTD,2012-09-29,2013-03-29,,15356000.0,0.68,0.68,,0.66,25949000.0,128193000.0,128193000.0,128193000.0,509658000.0,878923000.0,-1130000.0,,,114354000.0,6444000.0,77828000.0,509658000.0,369265000.0,11000.0,213982000.0,155283000.0,-1141000.0,154142000.0,878923000.0,187000000.0,188700000.0,193100000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q2TTM,2012-03-31,2013-03-29,,32504000.0,1.28,1.28,,1.23,51886000.0,239034000.0,239034000.0,239034000.0,976850000.0,1689093000.0,-1619000.0,,,226927000.0,-1545000.0,162256000.0,976850000.0,712243000.0,-438000.0,420142000.0,292101000.0,-1181000.0,290920000.0,1689093000.0,187000000.0,188700000.0,193100000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q1,2012-09-29,2012-12-28,2013-01-31 16:53:19+00:00,8156000.0,0.35,0.35,,0.34,20349000.0,66493000.0,66493000.0,66493000.0,261158000.0,453723000.0,270000.0,,,58054000.0,1644000.0,38128000.0,261158000.0,192565000.0,11000.0,105982000.0,86583000.0,259000.0,86842000.0,453723000.0,190000000.0,189377000.0,194001000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q1TTM,2011-12-31,2012-12-28,,34644000.0,1.13,1.13,,1.09,55713000.0,211367000.0,211367000.0,211367000.0,940768000.0,1628583000.0,-529000.0,,,223613000.0,1517000.0,160826000.0,940768000.0,687815000.0,-394000.0,420600000.0,267215000.0,-135000.0,267080000.0,1628583000.0,190000000.0,189377000.0,194001000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,FY,2013-09-28,2014-10-03,2016-11-22 16:24:26+00:00,25900000.0,2.44,2.44,0.22,2.38,107500000.0,457700000.0,457700000.0,457700000.0,1268800000.0,2291500000.0,0.0,,0.0,252200000.0,300000.0,179100000.0,1268800000.0,1022700000.0,,457500000.0,565200000.0,,565200000.0,2291500000.0,187600000.0,187200000.0,192600000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q4,2014-06-28,2014-10-03,,7400000.0,0.93,0.93,0.11,0.91,23300000.0,174900000.0,174900000.0,174900000.0,394200000.0,718300000.0,100000.0,,,68000000.0,300000.0,50300000.0,394200000.0,324100000.0,,126000000.0,198100000.0,100000.0,198200000.0,718300000.0,187600000.0,187200000.0,192600000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q3YTD,2013-09-28,2014-06-27,,18500000.0,1.51,1.51,0.11,1.47,84200000.0,282800000.0,282800000.0,282800000.0,874600000.0,1573200000.0,-100000.0,,,184200000.0,,128800000.0,874600000.0,698600000.0,,331500000.0,367100000.0,-100000.0,367000000.0,1573200000.0,188800000.0,187500000.0,193200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q3TTM,2013-06-29,2014-06-27,,25244000.0,1.96,1.96,0.11,1.92,105851000.0,367007000.0,367007000.0,367007000.0,1142442000.0,2050177000.0,230000.0,,,239546000.0,-44000.0,170372000.0,1142442000.0,907735000.0,-11000.0,435118000.0,472617000.0,241000.0,472858000.0,2050177000.0,188800000.0,187500000.0,193200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q3,2014-03-29,2014-06-27,2015-08-05 16:10:31+00:00,5700000.0,0.59,0.59,0.11,0.58,37100000.0,111400000.0,111400000.0,111400000.0,322800000.0,587000000.0,0.0,,,64200000.0,0.0,45800000.0,322800000.0,264200000.0,,115700000.0,148500000.0,,148500000.0,587000000.0,188800000.0,187500000.0,193200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q2,2013-12-28,2014-03-28,2014-05-02 16:05:12+00:00,6300000.0,0.41,0.41,,0.4,25600000.0,76900000.0,76900000.0,76900000.0,268600000.0,481000000.0,-100000.0,,,61600000.0,0.0,41900000.0,268600000.0,212400000.0,,109800000.0,102600000.0,-100000.0,102500000.0,481000000.0,187600000.0,187400000.0,192200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q2YTD,2013-09-28,2014-03-28,,12800000.0,0.92,0.92,,0.89,47100000.0,171400000.0,171400000.0,171400000.0,551800000.0,986200000.0,-100000.0,,,120000000.0,,83000000.0,551800000.0,434400000.0,,215800000.0,218600000.0,-100000.0,218500000.0,986200000.0,187600000.0,187400000.0,192200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q2TTM,2013-03-30,2014-03-28,,26544000.0,1.72,1.72,,1.68,87551000.0,321307000.0,321307000.0,321307000.0,1067542000.0,1899277000.0,430000.0,,,231946000.0,-44000.0,164872000.0,1067542000.0,831735000.0,-11000.0,423318000.0,408417000.0,441000.0,408858000.0,1899277000.0,187600000.0,187400000.0,192200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q1,2013-09-28,2013-12-27,2014-01-29 16:28:36+00:00,6500000.0,0.51,0.51,,0.49,21500000.0,94500000.0,94500000.0,94500000.0,283200000.0,505200000.0,0.0,,,58400000.0,0.0,41100000.0,283200000.0,222000000.0,,106000000.0,116000000.0,,116000000.0,505200000.0,185300000.0,186200000.0,191200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q1TTM,2012-12-29,2013-12-27,,27444000.0,1.64,1.64,,1.6,67551000.0,306107000.0,306107000.0,306107000.0,1047442000.0,1843477000.0,-870000.0,,,226646000.0,4756000.0,162672000.0,1047442000.0,796035000.0,-11000.0,421518000.0,374517000.0,-859000.0,373658000.0,1843477000.0,185300000.0,186200000.0,191200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,FY,2014-10-04,2015-10-02,2017-11-13 16:12:38+00:00,33500000.0,4.21,4.21,0.65,4.1,225300000.0,798300000.0,798300000.0,798300000.0,1703900000.0,3258400000.0,500000.0,,0.0,303200000.0,3400000.0,191300000.0,1703900000.0,1554500000.0,,531400000.0,1023100000.0,500000.0,1023600000.0,3258400000.0,189600000.0,189500000.0,194900000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q4,2015-07-04,2015-10-02,,8300000.0,1.21,1.21,0.26,1.18,67000000.0,229200000.0,229200000.0,229200000.0,444600000.0,880800000.0,-1400000.0,,,82400000.0,500000.0,47400000.0,444600000.0,436200000.0,,138600000.0,297600000.0,-1400000.0,296200000.0,880800000.0,189600000.0,189500000.0,194900000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q3,2015-04-04,2015-07-03,2016-08-03 17:16:49+00:00,8400000.0,1.09,1.09,0.13,1.06,52000000.0,207400000.0,207400000.0,207400000.0,416900000.0,810000000.0,600000.0,,0.0,76800000.0,500000.0,48600000.0,416900000.0,393100000.0,,134300000.0,258800000.0,600000.0,259400000.0,810000000.0,190300000.0,190000000.0,195400000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q3YTD,2014-10-04,2015-07-03,,25200000.0,3.0,3.0,0.39,2.92,158300000.0,569100000.0,569100000.0,569100000.0,1259300000.0,2377600000.0,1900000.0,,,220800000.0,2900000.0,143900000.0,1259300000.0,1118300000.0,,392800000.0,725500000.0,1900000.0,727400000.0,2377600000.0,190300000.0,190000000.0,195400000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q3TTM,2014-06-28,2015-07-03,,32600000.0,3.93,3.93,0.5,3.83,181600000.0,744000000.0,744000000.0,744000000.0,1653500000.0,3095900000.0,2000000.0,,,288800000.0,3200000.0,194200000.0,1653500000.0,1442400000.0,,518800000.0,923600000.0,2000000.0,925600000.0,3095900000.0,190300000.0,190000000.0,195400000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q2,2015-01-03,2015-04-03,2016-05-04 16:07:50+00:00,8300000.0,0.88,0.88,0.13,0.85,54000000.0,166500000.0,166500000.0,166500000.0,409900000.0,762100000.0,600000.0,,0.0,75500000.0,1100000.0,47400000.0,409900000.0,352200000.0,,132300000.0,219900000.0,600000.0,220500000.0,762100000.0,189200000.0,189900000.0,195200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q2YTD,2014-10-04,2015-04-03,,16800000.0,1.91,1.91,0.26,1.86,106300000.0,361700000.0,361700000.0,361700000.0,842400000.0,1567600000.0,1300000.0,,,144000000.0,2400000.0,95300000.0,842400000.0,725200000.0,,258500000.0,466700000.0,1300000.0,468000000.0,1567600000.0,189200000.0,189900000.0,195200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q2TTM,2014-03-29,2015-04-03,,29900000.0,3.43,3.43,0.48,3.35,166700000.0,648000000.0,648000000.0,648000000.0,1559400000.0,2872900000.0,1400000.0,,,276200000.0,2700000.0,191400000.0,1559400000.0,1313500000.0,,500200000.0,813300000.0,1400000.0,814700000.0,2872900000.0,189200000.0,189900000.0,195200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q1,2014-10-04,2015-01-02,2016-02-03 16:24:47+00:00,8500000.0,1.03,1.03,0.13,1.01,52300000.0,195200000.0,195200000.0,195200000.0,432500000.0,805500000.0,700000.0,,0.0,68500000.0,1300000.0,47900000.0,432500000.0,373000000.0,,126200000.0,246800000.0,700000.0,247500000.0,805500000.0,189500000.0,188700000.0,194200000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q1TTM,2013-12-28,2015-01-02,,27900000.0,2.96,2.96,0.35,2.9,138300000.0,558400000.0,558400000.0,558400000.0,1418100000.0,2591800000.0,700000.0,,,262300000.0,1600000.0,185900000.0,1418100000.0,1173700000.0,,477700000.0,696000000.0,700000.0,696700000.0,2591800000.0,189500000.0,188700000.0,194200000.0
