company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2009.0,FY,,2009-10-02,2010-11-29 17:22:34+00:00,69098000.0,115034000.0,-1380000.0,364221000.0,,1611620000.0,29449000.0,482893000.0,18245000.0,41483000.0,,86097000.0,162299000.0,89163000.0,,18912000.0,15831000.0,,,9864000.0,6086000.0,,5863000.0,-465154000.0,81865000.0,,1352591000.0,1108779000.0,590127000.0,196243000.0,1108779000.0,1108779000.0,243812000.0,1352591000.0,600165000.0,47569000.0,0.0,-36307000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2010.0,FY,,2010-10-01,2011-11-28 16:52:58+00:00,111967000.0,175232000.0,-1297000.0,453257000.0,0.0,1686472000.0,35695000.0,485587000.0,12509000.0,24743000.0,,125059000.0,204363000.0,60569000.0,,30189000.0,6662000.0,,,11159000.0,18389000.0,,6128000.0,-327860000.0,50000000.0,,1564052000.0,1316596000.0,789865000.0,204324000.0,1316596000.0,1316596000.0,247456000.0,1564052000.0,569824000.0,43132000.0,0.0,-40719000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2010.0,Q3,,2010-07-02,2010-08-10 16:19:30+00:00,102588000.0,154783000.0,-1380000.0,383824000.0,,1637382000.0,28888000.0,485624000.0,13743000.0,24421000.0,,118119000.0,187491000.0,66137000.0,,,9643000.0,,,11579000.0,11986000.0,20805000.0,6127000.0,-374664000.0,50000000.0,,1448232000.0,1220706000.0,683658000.0,191119000.0,1220706000.0,1220706000.0,227526000.0,1448232000.0,577083000.0,36407000.0,0.0,-40632000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2010.0,Q2,,2010-04-02,2010-05-11 16:30:28+00:00,76597000.0,107669000.0,-1380000.0,405410000.0,,1633707000.0,29108000.0,484893000.0,15244000.0,42573000.0,,104421000.0,174213000.0,76712000.0,,,14508000.0,,,8389000.0,7637000.0,20391000.0,6127000.0,-409400000.0,50000000.0,,1403469000.0,1183046000.0,644018000.0,170213000.0,1183046000.0,1183046000.0,220423000.0,1403469000.0,585238000.0,50210000.0,0.0,-39881000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,FY,,2011-09-30,2012-11-21 16:15:13+00:00,115290000.0,177940000.0,-1331000.0,410087000.0,,1842555000.0,35684000.0,663041000.0,86808000.0,,,198183000.0,251365000.0,60863000.0,,29412000.0,70033000.0,,,11978000.0,34198000.0,,712000.0,-101275000.0,26089000.0,,1890389000.0,1609095000.0,816334000.0,247096000.0,1609095000.0,1609095000.0,281294000.0,1890389000.0,822690000.0,34198000.0,0.0,-130854000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q3,,2011-07-01,2011-08-09 16:13:19+00:00,116648000.0,186129000.0,-1297000.0,309645000.0,0.0,1819802000.0,28948000.0,672693000.0,96303000.0,,,188795000.0,252755000.0,62088000.0,,26852000.0,73009000.0,,,9627000.0,29076000.0,,712000.0,-165484000.0,25744000.0,,1805599000.0,1532174000.0,712133000.0,244349000.0,1532174000.0,1532174000.0,273425000.0,1805599000.0,840711000.0,29076000.0,0.0,-120847000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q2,,2011-04-01,2011-05-11 15:37:07+00:00,111949000.0,183352000.0,-1297000.0,503801000.0,,1795785000.0,32892000.0,485543000.0,13519000.0,0.0,,151179000.0,241733000.0,55330000.0,,33450000.0,6198000.0,,,10228000.0,25961000.0,,662000.0,-217032000.0,25405000.0,,1678797000.0,1476392000.0,872444000.0,176444000.0,1476392000.0,1476392000.0,202405000.0,1678797000.0,564620000.0,25961000.0,0.0,-101064000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q1,,2010-12-31,2011-02-08 16:57:45+00:00,120535000.0,200905000.0,-1297000.0,450054000.0,,1757063000.0,29454000.0,485544000.0,15257000.0,25071000.0,,142463000.0,223813000.0,58088000.0,,26519000.0,7077000.0,,,10771000.0,20532000.0,,662000.0,-266992000.0,0.0,,1614076000.0,1411407000.0,820603000.0,157066000.0,1411407000.0,1411407000.0,202669000.0,1614076000.0,569660000.0,45603000.0,0.0,-77367000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,FY,,2012-09-28,2013-11-18 16:49:45+00:00,140600000.0,297600000.0,-1600000.0,307100000.0,0.0,1968100000.0,31300000.0,800500000.0,94000000.0,,,232900000.0,279400000.0,65200000.0,41800000.0,45700000.0,10800000.0,,,14200000.0,6600000.0,,,100800000.0,,,2136600000.0,1905500000.0,883300000.0,182700000.0,1905500000.0,1905500000.0,231100000.0,2136600000.0,973900000.0,48400000.0,0.0,-161800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q3,,2012-06-29,2012-08-01 16:52:58+00:00,135597000.0,246894000.0,-1337000.0,327098000.0,0.0,1923895000.0,32733000.0,805413000.0,102494000.0,,,209947000.0,266039000.0,72524000.0,,44734000.0,71241000.0,,,13933000.0,48657000.0,,817000.0,39201000.0,0.0,,2089893000.0,1801665000.0,829490000.0,239571000.0,1801665000.0,1801665000.0,288228000.0,2089893000.0,994364000.0,48657000.0,0.0,-160094000.0
