company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2010.0,Q3,2010-04-03,2010-07-02,,-5000000.0,2013000.0,1351000.0,220000.0,11905000.0,-23284000.0,,,-27737000.0,-30349000.0,36500000.0,-27737000.0,-30349000.0,36500000.0,-21586000.0,34736000.0,34736000.0,11130000.0,21511000.0,,,-25349000.0,-18895000.0,-30353000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2010.0,Q2YTD,2009-10-03,2010-04-02,2010-05-11 16:30:28+00:00,-1000000.0,4837000.0,11518000.0,669000.0,22250000.0,7576000.0,,,-36728000.0,-35260000.0,113177000.0,-36728000.0,-35260000.0,113177000.0,41189000.0,55754000.0,55754000.0,22760000.0,-677000.0,,,-34260000.0,-32477000.0,-3574000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2010.0,Q2TTM,2009-04-04,2010-04-02,,-10136000.0,11297000.0,12017000.0,1767000.0,43848000.0,3311000.0,,100000.0,-23975000.0,-64874000.0,232308000.0,-23975000.0,-64874000.0,232308000.0,143459000.0,132830000.0,132830000.0,41022000.0,35676000.0,,,-54738000.0,-49459000.0,-10292000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2010.0,Q2,2010-01-02,2010-04-02,,,2258000.0,11305000.0,577000.0,11380000.0,5174000.0,,,-31501000.0,-19581000.0,60165000.0,-31501000.0,-19581000.0,60165000.0,9083000.0,27744000.0,27744000.0,13609000.0,-6755000.0,,,-19581000.0,-27259000.0,2513000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2010.0,Q1,2009-10-03,2010-01-01,2011-02-08 16:57:45+00:00,-1000000.0,2579000.0,213000.0,92000.0,10870000.0,2402000.0,,,-5227000.0,-15679000.0,53012000.0,-5227000.0,-15679000.0,53012000.0,32106000.0,28010000.0,28010000.0,9151000.0,6078000.0,,,-14679000.0,-5218000.0,-6087000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q4,2011-07-02,2011-09-30,,529000.0,-8312000.0,4161000.0,233000.0,34880000.0,11453000.0,,-5416000.0,-13069000.0,-14700000.0,122781000.0,-13069000.0,-14700000.0,122781000.0,95012000.0,64224000.0,64224000.0,20536000.0,-17782000.0,,,-15229000.0,,10129000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,FY,2010-10-02,2011-09-30,2013-11-18 16:49:45+00:00,-249300000.0,,16100000.0,500000.0,78000000.0,1500000.0,,,-64500000.0,-349900000.0,365800000.0,-64500000.0,-349900000.0,365800000.0,-48600000.0,226600000.0,226600000.0,59700000.0,55500000.0,,,-100600000.0,-50000000.0,-70000000.0,0.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q3YTD,2010-10-02,2011-07-01,2011-08-09 16:13:19+00:00,-249829000.0,8312000.0,11939000.0,267000.0,43120000.0,-9953000.0,,5416000.0,-51431000.0,-335200000.0,243019000.0,-51431000.0,-335200000.0,243019000.0,-143612000.0,162376000.0,162376000.0,39164000.0,73282000.0,,,-85371000.0,-50000000.0,-80129000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q3TTM,2010-07-03,2011-07-01,,-250229000.0,1462000.0,13827000.0,93000.0,64367000.0,-10431000.0,,5416000.0,-25563000.0,-364920000.0,316304000.0,-25563000.0,-364920000.0,316304000.0,-74179000.0,209180000.0,209180000.0,51726000.0,94560000.0,,,-114691000.0,-79337000.0,-46202000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q3,2011-04-02,2011-07-01,,-245373000.0,4367000.0,2095000.0,4000.0,15238000.0,-431000.0,,-50000.0,-14666000.0,-265464000.0,85974000.0,-14666000.0,-265464000.0,85974000.0,-194156000.0,51548000.0,51548000.0,15252000.0,115513000.0,,,-20091000.0,-50000000.0,-80129000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q2YTD,2010-10-02,2011-04-01,2011-05-11 15:37:07+00:00,-4456000.0,3945000.0,9844000.0,263000.0,27882000.0,-9522000.0,,5466000.0,-36765000.0,-69736000.0,157045000.0,-36765000.0,-69736000.0,157045000.0,50544000.0,110828000.0,110828000.0,23912000.0,-42231000.0,,,-65280000.0,,,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q2TTM,2010-04-03,2011-04-01,,-9856000.0,-892000.0,13083000.0,309000.0,61034000.0,-33284000.0,,5466000.0,-38634000.0,-129805000.0,266830000.0,-38634000.0,-129805000.0,266830000.0,98391000.0,192368000.0,192368000.0,47604000.0,558000.0,,,-119949000.0,-48232000.0,3574000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q2,2011-01-01,2011-04-01,,-525000.0,3595000.0,9556000.0,205000.0,14293000.0,9714000.0,,,-5710000.0,-32766000.0,92223000.0,-5710000.0,-32766000.0,92223000.0,53747000.0,49960000.0,49960000.0,14661000.0,-5710000.0,,,-32241000.0,,,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q1,2010-10-02,2010-12-31,2011-02-08 16:57:45+00:00,-3931000.0,350000.0,288000.0,58000.0,13589000.0,-19236000.0,,5466000.0,-31055000.0,-36970000.0,64822000.0,-31055000.0,-36970000.0,64822000.0,-3203000.0,60868000.0,60868000.0,9251000.0,-36521000.0,,,-33039000.0,,,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2011.0,Q1TTM,2010-01-02,2010-12-31,,-9331000.0,-2229000.0,14832000.0,681000.0,58121000.0,-37824000.0,,5466000.0,-64425000.0,-116620000.0,234772000.0,-64425000.0,-116620000.0,234772000.0,53727000.0,170152000.0,170152000.0,46552000.0,-487000.0,,,-107289000.0,-75491000.0,6087000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q4,2012-06-30,2012-09-28,,28000.0,,786000.0,32000.0,25881000.0,-70027000.0,,-94000.0,-40292000.0,-30734000.0,50315000.0,-40292000.0,-30734000.0,50315000.0,-20711000.0,61524000.0,61524000.0,32937000.0,-40255000.0,,,-30762000.0,52000.0,5000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,FY,2011-10-01,2012-09-28,2014-11-25 16:07:44+00:00,-229600000.0,,19800000.0,200000.0,102700000.0,-101500000.0,,,-86100000.0,-302800000.0,285200000.0,-86100000.0,-302800000.0,285200000.0,-103700000.0,202000000.0,202000000.0,82000000.0,-25600000.0,0.0,,-94100000.0,-48100000.0,-12400000.0,20900000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q3YTD,2011-10-01,2012-06-29,2012-08-01 16:52:58+00:00,-229628000.0,,19014000.0,168000.0,76819000.0,-31473000.0,,94000.0,-45808000.0,-272066000.0,234885000.0,-45808000.0,-272066000.0,234885000.0,-82989000.0,140476000.0,140476000.0,49063000.0,14655000.0,,,-63338000.0,-48152000.0,-12405000.0,20900000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q3TTM,2011-07-02,2012-06-29,,-229099000.0,-8312000.0,23175000.0,401000.0,111699000.0,-20020000.0,,-5322000.0,-58877000.0,-286766000.0,357666000.0,-58877000.0,-286766000.0,357666000.0,12023000.0,204700000.0,204700000.0,69599000.0,-3127000.0,,,-78567000.0,-48152000.0,-2276000.0,20900000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q3,2012-03-31,2012-06-29,,,,9899000.0,11000.0,25742000.0,-45290000.0,,94000.0,11068000.0,-31141000.0,40697000.0,11068000.0,-31141000.0,40697000.0,20624000.0,49317000.0,49317000.0,10928000.0,-4581000.0,,,-31141000.0,45000.0,15510000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q2YTD,2011-10-01,2012-03-30,2012-05-08 16:38:50+00:00,-229628000.0,,9115000.0,157000.0,51077000.0,13817000.0,,,-56876000.0,-240925000.0,194188000.0,-56876000.0,-240925000.0,194188000.0,-103613000.0,91159000.0,91159000.0,38135000.0,19236000.0,,,-32197000.0,-48197000.0,-27915000.0,20900000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q2TTM,2011-04-02,2012-03-30,,-474472000.0,-3945000.0,15371000.0,394000.0,101195000.0,24839000.0,,-5466000.0,-84611000.0,-521089000.0,402943000.0,-84611000.0,-521089000.0,402943000.0,-202757000.0,206931000.0,206931000.0,73923000.0,116967000.0,,,-67517000.0,-98197000.0,-97915000.0,20900000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q2,2011-12-31,2012-03-30,,-229628000.0,,8670000.0,104000.0,27118000.0,29940000.0,,,-21617000.0,-234501000.0,116956000.0,-21617000.0,-234501000.0,116956000.0,-139162000.0,34033000.0,34033000.0,25865000.0,27164000.0,,,-25773000.0,-33271000.0,-15510000.0,20900000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q1,2011-10-01,2011-12-30,2013-01-31 16:53:19+00:00,,,445000.0,53000.0,23959000.0,-16123000.0,,,-35259000.0,-6424000.0,77232000.0,-35259000.0,-6424000.0,77232000.0,35549000.0,57126000.0,57126000.0,12270000.0,-7928000.0,,,-6424000.0,-14926000.0,-12405000.0,0.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2012.0,Q1TTM,2011-01-01,2011-12-30,,-245369000.0,-350000.0,16257000.0,495000.0,88370000.0,4613000.0,,-5466000.0,-68704000.0,-319354000.0,378210000.0,-68704000.0,-319354000.0,378210000.0,-9848000.0,222858000.0,222858000.0,62719000.0,84093000.0,,,-73985000.0,-64926000.0,-82405000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q4,2013-06-29,2013-09-27,,,,6400000.0,,25600000.0,28900000.0,,,-8300000.0,-38400000.0,157500000.0,-8300000.0,-38400000.0,157500000.0,110800000.0,84200000.0,84200000.0,18800000.0,12100000.0,,,-38400000.0,,-20400000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,FY,2012-09-29,2013-09-27,2014-11-25 16:07:44+00:00,0.0,,26200000.0,0.0,103400000.0,39900000.0,,,-172700000.0,-123000000.0,499700000.0,-172700000.0,-123000000.0,499700000.0,204000000.0,278100000.0,278100000.0,78300000.0,12200000.0,0.0,,-123800000.0,0.0,-184900000.0,800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q3YTD,2012-09-29,2013-06-28,2014-07-30 16:11:17+00:00,,,19800000.0,,77800000.0,11000000.0,,,-164400000.0,-84600000.0,342200000.0,-164400000.0,-84600000.0,342200000.0,93200000.0,193900000.0,193900000.0,59500000.0,100000.0,0.0,,-85400000.0,,-164500000.0,800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q3TTM,2012-06-30,2013-06-28,,28000.0,,20586000.0,32000.0,103681000.0,-59027000.0,,-94000.0,-204692000.0,-115334000.0,392515000.0,-204692000.0,-115334000.0,392515000.0,72489000.0,255424000.0,255424000.0,92437000.0,-40155000.0,,,-116162000.0,52000.0,-164495000.0,800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q3,2013-03-30,2013-06-28,,,,11300000.0,,25400000.0,-47100000.0,,,-89400000.0,-33400000.0,64300000.0,-89400000.0,-33400000.0,64300000.0,-58500000.0,65700000.0,65700000.0,20300000.0,2600000.0,,,-33400000.0,,-92000000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q2YTD,2012-09-29,2013-03-29,2014-05-02 16:05:12+00:00,,,8500000.0,,52400000.0,58100000.0,,,-75000000.0,-51200000.0,277900000.0,-75000000.0,-51200000.0,277900000.0,151700000.0,128200000.0,128200000.0,39200000.0,-2500000.0,,,-52000000.0,,-72500000.0,800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q2TTM,2012-03-31,2013-03-29,,28000.0,,19185000.0,43000.0,104023000.0,-57217000.0,,,-104224000.0,-113075000.0,368912000.0,-104224000.0,-113075000.0,368912000.0,151613000.0,239041000.0,239041000.0,83065000.0,-47336000.0,,,-113903000.0,97000.0,-56985000.0,800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q2,2012-12-29,2013-03-29,,,-8200000.0,8000000.0,,33900000.0,19500000.0,,,-24200000.0,-25600000.0,130300000.0,-24200000.0,-25600000.0,130300000.0,80500000.0,61700000.0,61700000.0,23400000.0,6600000.0,,,-25600000.0,,-30800000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q1,2012-09-29,2012-12-28,2014-01-29 16:28:36+00:00,,8200000.0,500000.0,,18500000.0,38600000.0,,,-50800000.0,-25600000.0,147600000.0,-50800000.0,-25600000.0,147600000.0,71200000.0,66500000.0,66500000.0,15800000.0,-9100000.0,,,-26400000.0,,-41700000.0,800000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2013.0,Q1TTM,2011-12-31,2012-12-28,,-229600000.0,8200000.0,19855000.0,147000.0,97241000.0,-46777000.0,,,-101641000.0,-321976000.0,355568000.0,-101641000.0,-321976000.0,355568000.0,-68049000.0,211374000.0,211374000.0,85530000.0,-26772000.0,,,-114076000.0,-33174000.0,-41695000.0,21700000.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,FY,2013-09-28,2014-10-03,2016-11-22 16:24:26+00:00,-148500000.0,,63200000.0,,122700000.0,128700000.0,,,-120600000.0,-357100000.0,772400000.0,-120600000.0,-357100000.0,772400000.0,294700000.0,457700000.0,457700000.0,63300000.0,86500000.0,-41400000.0,,-208600000.0,,-165700000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q4,2014-06-28,2014-10-03,,-148500000.0,,19300000.0,,37700000.0,-40400000.0,,,-56500000.0,-231400000.0,200400000.0,-56500000.0,-231400000.0,200400000.0,-87500000.0,174900000.0,174900000.0,28200000.0,9800000.0,-20500000.0,,-82900000.0,,-45800000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q3TTM,2013-06-29,2014-06-27,,,,50300000.0,,110600000.0,198000000.0,,,-72400000.0,-164100000.0,729500000.0,-72400000.0,-164100000.0,729500000.0,493000000.0,367000000.0,367000000.0,53900000.0,88800000.0,-20900000.0,,-164100000.0,,-140300000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q3,2014-03-29,2014-06-27,,,,20600000.0,,29800000.0,47500000.0,,,-36000000.0,-67500000.0,199000000.0,-36000000.0,-67500000.0,199000000.0,95500000.0,111400000.0,111400000.0,10300000.0,26200000.0,-20900000.0,,-67500000.0,,-41300000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q3YTD,2013-09-28,2014-06-27,2015-08-05 16:10:31+00:00,0.0,,43900000.0,,85000000.0,169100000.0,,,-64100000.0,-125700000.0,572000000.0,-64100000.0,-125700000.0,572000000.0,382200000.0,282800000.0,282800000.0,35100000.0,76700000.0,-20900000.0,,-125700000.0,,-119900000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q2YTD,2013-09-28,2014-03-28,2014-05-02 16:05:12+00:00,,,23300000.0,,55200000.0,121600000.0,,,-28100000.0,-58200000.0,373000000.0,-28100000.0,-58200000.0,373000000.0,286700000.0,171400000.0,171400000.0,24800000.0,50500000.0,,,-58200000.0,,-78600000.0,0.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q2TTM,2013-03-30,2014-03-28,,,,41000000.0,,106200000.0,103400000.0,,,-125800000.0,-130000000.0,594800000.0,-125800000.0,-130000000.0,594800000.0,339000000.0,321300000.0,321300000.0,63900000.0,65200000.0,,,-130000000.0,,-191000000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q2,2013-12-28,2014-03-28,,,-6500000.0,22600000.0,,34400000.0,93500000.0,,,-23100000.0,-41900000.0,214200000.0,-23100000.0,-41900000.0,214200000.0,149200000.0,76900000.0,76900000.0,15900000.0,38400000.0,,,-41900000.0,,-61500000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q1,2013-09-28,2013-12-27,2014-01-29 16:28:36+00:00,,6500000.0,700000.0,,20800000.0,28100000.0,,,-5000000.0,-16300000.0,158800000.0,-5000000.0,-16300000.0,158800000.0,137500000.0,94500000.0,94500000.0,8900000.0,12100000.0,,,-16300000.0,,-17100000.0,0.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2014.0,Q1TTM,2012-12-29,2013-12-27,,,-1700000.0,26400000.0,,105700000.0,29400000.0,,,-126900000.0,-113700000.0,510900000.0,-126900000.0,-113700000.0,510900000.0,270300000.0,306100000.0,306100000.0,71400000.0,33400000.0,,,-113700000.0,,-160300000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,FY,2014-10-04,2015-10-02,2017-11-13 16:12:38+00:00,-24600000.0,,126100000.0,,195800000.0,-65200000.0,,,-300300000.0,-454700000.0,992800000.0,-300300000.0,-454700000.0,992800000.0,237800000.0,798300000.0,798300000.0,63900000.0,60100000.0,-123100000.0,,-430100000.0,0.0,-237300000.0,0.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q4,2015-07-04,2015-10-02,,-400000.0,,31500000.0,,54200000.0,-76500000.0,,,-143900000.0,-151200000.0,232700000.0,-143900000.0,-151200000.0,232700000.0,-62400000.0,229200000.0,229200000.0,25800000.0,16400000.0,-49300000.0,,-150800000.0,,-111000000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q3YTD,2014-10-04,2015-07-03,2016-08-03 17:16:49+00:00,-24200000.0,,94600000.0,,141600000.0,11300000.0,,,-156400000.0,-303500000.0,760100000.0,-156400000.0,-303500000.0,760100000.0,300200000.0,569100000.0,569100000.0,38100000.0,43700000.0,-73800000.0,,-279300000.0,,-126300000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q3TTM,2014-06-28,2015-07-03,,-172700000.0,,113900000.0,,179300000.0,-29100000.0,,,-212900000.0,-534900000.0,960500000.0,-212900000.0,-534900000.0,960500000.0,212700000.0,744000000.0,744000000.0,66300000.0,53500000.0,-94300000.0,,-362200000.0,,-172100000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q3,2015-04-04,2015-07-03,,-6100000.0,,25400000.0,,50300000.0,-54300000.0,,,-55900000.0,-114200000.0,221900000.0,-55900000.0,-114200000.0,221900000.0,51800000.0,207400000.0,207400000.0,18500000.0,15800000.0,-24500000.0,,-108100000.0,,-47200000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q2YTD,2014-10-04,2015-04-03,2016-05-04 16:07:50+00:00,-18100000.0,,69200000.0,,91300000.0,65600000.0,,,-100500000.0,-189300000.0,538200000.0,-100500000.0,-189300000.0,538200000.0,248400000.0,361700000.0,361700000.0,19600000.0,27900000.0,-49300000.0,,-171200000.0,,-79100000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q2TTM,2014-03-29,2015-04-03,,-166600000.0,,109100000.0,,158800000.0,72700000.0,,,-193000000.0,-488200000.0,937600000.0,-193000000.0,-488200000.0,937600000.0,256400000.0,648000000.0,648000000.0,58100000.0,63900000.0,-90700000.0,,-321600000.0,,-166200000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q2,2015-01-03,2015-04-03,,-18100000.0,,67100000.0,,47100000.0,-83900000.0,,,-48600000.0,-102100000.0,155000000.0,-48600000.0,-102100000.0,155000000.0,4300000.0,166500000.0,166500000.0,25300000.0,24200000.0,-24700000.0,,-84000000.0,,-48100000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q1,2014-10-04,2015-01-02,2016-02-03 16:24:47+00:00,,,2100000.0,,44200000.0,149500000.0,,,-51900000.0,-87200000.0,383200000.0,-51900000.0,-87200000.0,383200000.0,244100000.0,195200000.0,195200000.0,-5700000.0,3700000.0,-24600000.0,,-87200000.0,,-31000000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2015.0,Q1TTM,2013-12-28,2015-01-02,,-148500000.0,-6500000.0,64600000.0,,146100000.0,250100000.0,,,-167500000.0,-428000000.0,996800000.0,-167500000.0,-428000000.0,996800000.0,401300000.0,558400000.0,558400000.0,48700000.0,78100000.0,-66000000.0,,-279500000.0,,-179600000.0,
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2016.0,FY,2015-10-03,2016-09-30,2018-11-14 18:44:35+00:00,-61600000.0,,165900000.0,,247800000.0,-199900000.0,,,-786600000.0,-250900000.0,1077700000.0,-786600000.0,-250900000.0,1077700000.0,40200000.0,995200000.0,995200000.0,34600000.0,-60000000.0,-201000000.0,0.0,-189300000.0,0.0,-525600000.0,0.0
Skyworks Solutions Inc,SWKS,549300WZ3ORQ2BVKBD96,4127,2016.0,Q4,2016-07-02,2016-09-30,,-6600000.0,,2500000.0,,61200000.0,118900000.0,,,-305100000.0,-21800000.0,437000000.0,-305100000.0,-21800000.0,437000000.0,110100000.0,246800000.0,246800000.0,10100000.0,-54300000.0,-52200000.0,,-15200000.0,,-198600000.0,
