company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2009.0,FY,,2009-03-29,2010-05-27 14:50:32+00:00,600200000.0,906100000.0,344900000.0,905200000.0,-288200000.0,554500000.0,,1252600000.0,58800000.0,45100000.0,2417800000.0,2048200000.0,138400000.0,250300000.0,,1225700000.0,1143000000.0,3300000.0,,111800000.0,328400000.0,23600000.0,19100000.0,204300000.0,103500000.0,33200000.0,,16000000.0,3895400000.0,55000000.0,6721400000.0,4859800000.0,2784700000.0,1060800000.0,4859800000.0,4863100000.0,1854800000.0,6721400000.0,2793700000.0,794000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,FY,,2010-03-28,2011-06-02 14:20:32+00:00,581800000.0,846600000.0,285800000.0,1014100000.0,-317200000.0,112400000.0,,1405700000.0,82100000.0,0.0,2835900000.0,2220600000.0,468400000.0,234900000.0,372400000.0,1435300000.0,1206500000.0,2900000.0,,137600000.0,284400000.0,24000000.0,11100000.0,203600000.0,212200000.0,51800000.0,6100000.0,21700000.0,4800300000.0,15100000.0,7660700000.0,5888800000.0,2522100000.0,893800000.0,5888800000.0,5891700000.0,1769000000.0,7660700000.0,3932100000.0,875200000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q3,,2009-12-27,2010-02-05 15:00:19+00:00,456100000.0,767200000.0,318600000.0,1023100000.0,-174800000.0,218400000.0,,1352600000.0,64300000.0,0.0,3111800000.0,,285600000.0,265500000.0,,1374200000.0,1254800000.0,2900000.0,,91400000.0,255800000.0,17300000.0,15400000.0,317600000.0,287700000.0,21800000.0,,25100000.0,4563300000.0,23600000.0,7458100000.0,5741100000.0,2466500000.0,810900000.0,5741100000.0,5744000000.0,1711300000.0,7458100000.0,3736800000.0,900400000.0,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q2,,2009-09-27,2009-11-06 13:22:15+00:00,462100000.0,755900000.0,305700000.0,993500000.0,-171200000.0,743000000.0,,1306000000.0,35200000.0,11600000.0,2450000000.0,,139600000.0,236100000.0,,1305800000.0,1216600000.0,2900000.0,,111600000.0,251300000.0,12400000.0,12400000.0,313600000.0,118500000.0,12500000.0,,20900000.0,4334700000.0,23800000.0,7005500000.0,5469500000.0,2873200000.0,812400000.0,5469500000.0,5472400000.0,1529900000.0,7005500000.0,2915700000.0,717500000.0,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q1,,2009-06-28,2009-08-07 13:12:47+00:00,491400000.0,813100000.0,324700000.0,959000000.0,-175300000.0,632100000.0,0.0,1278500000.0,55100000.0,139600000.0,2449900000.0,,141600000.0,250700000.0,,1303000000.0,1219200000.0,3000000.0,,125200000.0,217700000.0,16900000.0,13700000.0,287100000.0,101100000.0,23500000.0,,15600000.0,4131600000.0,55200000.0,6957100000.0,5234800000.0,2835800000.0,1021700000.0,5234800000.0,5237800000.0,1716400000.0,6957100000.0,2902100000.0,694700000.0,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,FY,,2011-04-03,2012-05-31 13:18:25+00:00,607800000.0,978700000.0,304000000.0,1165400000.0,-234600000.0,1159000000.0,0.0,1599400000.0,20000000.0,9300000.0,2889200000.0,2360200000.0,455100000.0,221900000.0,411900000.0,1459400000.0,1194800000.0,3000000.0,,194400000.0,252500000.0,12500000.0,6200000.0,309000000.0,180600000.0,45300000.0,,21000000.0,5796700000.0,14700000.0,8955900000.0,7161500000.0,3650600000.0,942000000.0,7161500000.0,7164500000.0,1791400000.0,8955900000.0,4110500000.0,849400000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q3,,2011-01-02,2011-02-11 12:33:05+00:00,554300000.0,853300000.0,291400000.0,1124500000.0,-253500000.0,822800000.0,,1533300000.0,24900000.0,,2874200000.0,,459700000.0,222100000.0,399500000.0,1520500000.0,1190300000.0,3100000.0,,192900000.0,250000000.0,10600000.0,8400000.0,328700000.0,207000000.0,46300000.0,,23000000.0,5530000000.0,14800000.0,8553800000.0,6809800000.0,3255100000.0,866400000.0,6809800000.0,6812900000.0,1738400000.0,8553800000.0,4108400000.0,872000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q2,,2010-09-26,2010-11-05 15:33:59+00:00,531800000.0,879700000.0,290300000.0,1093200000.0,-254900000.0,410600000.0,,1459700000.0,74500000.0,,2859800000.0,,462100000.0,222800000.0,393000000.0,1499500000.0,1197000000.0,2700000.0,,171700000.0,244000000.0,13100000.0,5200000.0,323400000.0,210700000.0,47400000.0,6100000.0,22500000.0,5277700000.0,14800000.0,8182600000.0,6482500000.0,2899900000.0,842100000.0,6482500000.0,6485200000.0,1697400000.0,8182600000.0,4085700000.0,855300000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q1,,2010-06-27,2010-08-06 13:26:20+00:00,551500000.0,835100000.0,270300000.0,1044800000.0,-323600000.0,286400000.0,,1441300000.0,4400000.0,6500000.0,2836100000.0,,464900000.0,235900000.0,379200000.0,1491900000.0,1190900000.0,3300000.0,,150900000.0,285500000.0,19400000.0,9300000.0,316100000.0,211200000.0,49700000.0,6100000.0,20100000.0,5030900000.0,15100000.0,7894200000.0,6148600000.0,2657300000.0,852700000.0,6148600000.0,6151900000.0,1742300000.0,7894200000.0,4046000000.0,889600000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,FY,,2012-04-01,2013-05-30 15:42:27+00:00,713700000.0,1186400000.0,335000000.0,1286300000.0,-441700000.0,698700000.0,0.0,1798900000.0,7800000.0,1400000.0,3514300000.0,2608500000.0,1228100000.0,207700000.0,442800000.0,1815300000.0,1322200000.0,4100000.0,,259100000.0,358900000.0,48200000.0,20300000.0,195400000.0,279600000.0,70200000.0,17800000.0,29400000.0,7003500000.0,500000.0,10558800000.0,8360700000.0,3785800000.0,1070900000.0,8360700000.0,8364800000.0,2194000000.0,10558800000.0,5450800000.0,1123100000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q3,,2012-01-01,2012-02-10 14:15:50+00:00,671200000.0,1140300000.0,336000000.0,1245300000.0,-288200000.0,337300000.0,0.0,1732700000.0,17100000.0,0.0,3441300000.0,,1244200000.0,207900000.0,439000000.0,1834400000.0,1287400000.0,3900000.0,,347500000.0,251000000.0,13500000.0,10100000.0,367900000.0,253500000.0,42800000.0,,32600000.0,6671700000.0,500000.0,10197800000.0,8116200000.0,3375200000.0,1014200000.0,8116200000.0,8120100000.0,2074100000.0,10197800000.0,5535200000.0,1059900000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q2,,2011-10-02,2011-11-10 13:17:43+00:00,695000000.0,1142100000.0,329300000.0,1211300000.0,-276400000.0,195100000.0,0.0,1661400000.0,19000000.0,0.0,3351500000.0,,1221500000.0,217900000.0,429600000.0,1783800000.0,1279500000.0,3500000.0,,331900000.0,246200000.0,13600000.0,7500000.0,356300000.0,259900000.0,43700000.0,,35600000.0,6368700000.0,26400000.0,9871300000.0,7753700000.0,3189200000.0,1058100000.0,7753700000.0,7757200000.0,2114000000.0,9871300000.0,5402600000.0,1055900000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q1,,2011-07-03,2011-08-12 13:15:37+00:00,675800000.0,1034100000.0,285200000.0,1198700000.0,-218100000.0,1315800000.0,0.0,1636300000.0,0.0,36300000.0,2905300000.0,,453000000.0,222400000.0,420800000.0,1613500000.0,1187700000.0,3500000.0,,206600000.0,252900000.0,13100000.0,7000000.0,362100000.0,177100000.0,44700000.0,,20000000.0,6078300000.0,6800000.0,9370100000.0,7496500000.0,3996500000.0,1010900000.0,7496500000.0,7500000000.0,1869900000.0,9370100000.0,4185900000.0,859000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,FY,,2013-03-31,2014-05-29 15:57:00+00:00,940000000.0,1507000000.0,552000000.0,1440000000.0,-553000000.0,280000000.0,0.0,1923000000.0,106000000.0,,5904000000.0,3517000000.0,3021000000.0,3602000000.0,445000000.0,2980000000.0,2077000000.0,21000000.0,,762000000.0,548000000.0,48000000.0,16000000.0,300000000.0,457000000.0,69000000.0,11000000.0,159000000.0,8413000000.0,204000000.0,16896000000.0,9783000000.0,5080000000.0,1712000000.0,9783000000.0,9804000000.0,7092000000.0,16896000000.0,9739000000.0,5380000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q3,,2012-12-30,2013-02-08 14:09:45+00:00,802400000.0,1408700000.0,559900000.0,1403000000.0,-437100000.0,483300000.0,0.0,1933900000.0,84800000.0,0.0,5673800000.0,,2804800000.0,3620800000.0,446300000.0,3049800000.0,2190400000.0,391000000.0,,769300000.0,469100000.0,41200000.0,14400000.0,315400000.0,346800000.0,44600000.0,11800000.0,146800000.0,8002700000.0,204900000.0,16689900000.0,9499500000.0,5214600000.0,1581600000.0,9499500000.0,9890500000.0,6799400000.0,16689900000.0,9284900000.0,5217800000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q2,,2012-09-30,2012-11-09 16:15:27+00:00,741900000.0,1223700000.0,345500000.0,1364700000.0,-438400000.0,193400000.0,0.0,1841000000.0,25700000.0,0.0,4167300000.0,,1754200000.0,661800000.0,445900000.0,2103700000.0,1556000000.0,4000000.0,,362200000.0,336200000.0,37500000.0,12800000.0,227000000.0,257400000.0,37400000.0,12800000.0,39000000.0,7669100000.0,4500000.0,11810800000.0,9071700000.0,3623000000.0,1104700000.0,9071700000.0,9075700000.0,2735100000.0,11810800000.0,6631800000.0,1630400000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q1,,2012-07-01,2012-08-08 17:14:10+00:00,757400000.0,1237200000.0,323700000.0,1312200000.0,-489600000.0,193100000.0,0.0,1820600000.0,800000.0,125400000.0,3973300000.0,,1494200000.0,235500000.0,440800000.0,1976200000.0,1403900000.0,4000000.0,,304100000.0,326700000.0,44300000.0,19700000.0,206400000.0,282000000.0,69500000.0,16600000.0,27800000.0,7340800000.0,600000.0,11067500000.0,8671800000.0,3479400000.0,1226800000.0,8671800000.0,8675800000.0,2391700000.0,11067500000.0,6184200000.0,1164900000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,FY,,2014-03-30,2015-05-28 14:55:04+00:00,1039000000.0,1568000000.0,554000000.0,1678000000.0,-418000000.0,361000000.0,0.0,1632000000.0,18000000.0,,6613000000.0,3978000000.0,3440000000.0,3569000000.0,416000000.0,3426000000.0,2300000000.0,27000000.0,,950000000.0,442000000.0,29000000.0,13000000.0,262000000.0,598000000.0,48000000.0,6000000.0,105000000.0,10172000000.0,2000000.0,18586000000.0,11386000000.0,5507000000.0,1608000000.0,11386000000.0,11413000000.0,7173000000.0,18586000000.0,10779000000.0,5565000000.0,0.0
