company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q3,,2013-12-29,2014-02-06 16:32:57+00:00,959000000.0,1470000000.0,605000000.0,1624000000.0,-421000000.0,337000000.0,0.0,1764000000.0,76000000.0,,6535000000.0,,3426000000.0,3618000000.0,426000000.0,3312000000.0,2257000000.0,24000000.0,,912000000.0,540000000.0,6000000.0,6000000.0,316000000.0,630000000.0,27000000.0,,144000000.0,9692000000.0,3000000.0,18332000000.0,11035000000.0,5345000000.0,1572000000.0,11035000000.0,11059000000.0,7272000000.0,18332000000.0,10730000000.0,5700000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q2,,2013-09-29,2013-11-07 14:32:01+00:00,815000000.0,1531000000.0,545000000.0,1558000000.0,-447000000.0,269000000.0,0.0,1696000000.0,96000000.0,,6007000000.0,,3014000000.0,3354000000.0,425000000.0,3189000000.0,2163000000.0,25000000.0,,784000000.0,523000000.0,4000000.0,7000000.0,299000000.0,412000000.0,27000000.0,,157000000.0,9264000000.0,203000000.0,17181000000.0,10513000000.0,5246000000.0,1568000000.0,10513000000.0,10538000000.0,6641000000.0,17181000000.0,9772000000.0,5073000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q1,,2013-06-30,2013-08-08 14:03:08+00:00,868000000.0,1476000000.0,541000000.0,1494000000.0,-557000000.0,293000000.0,0.0,1896000000.0,95000000.0,150000000.0,5958000000.0,,2929000000.0,3181000000.0,422000000.0,3112000000.0,2087000000.0,23000000.0,,750000000.0,504000000.0,6000000.0,8000000.0,292000000.0,428000000.0,29000000.0,,142000000.0,8845000000.0,204000000.0,16841000000.0,10184000000.0,5124000000.0,1768000000.0,10184000000.0,10207000000.0,6631000000.0,16841000000.0,9630000000.0,4863000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2015.0,FY,,2015-03-29,2015-11-05 16:49:04+00:00,1162000000.0,1710000000.0,559000000.0,1854000000.0,-955000000.0,474000000.0,0.0,199000000.0,39000000.0,0.0,6661000000.0,4328000000.0,3744000000.0,3493000000.0,238000000.0,3640000000.0,2474000000.0,28000000.0,0.0,924000000.0,678000000.0,28000000.0,13000000.0,311000000.0,546000000.0,28000000.0,3000000.0,81000000.0,11685000000.0,1093000000.0,19428000000.0,10929000000.0,5972000000.0,2827000000.0,10929000000.0,10957000000.0,8471000000.0,19428000000.0,10982000000.0,5644000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2015.0,Q3,,2014-12-28,2015-02-05 17:16:41+00:00,1108000000.0,1701000000.0,584000000.0,1823000000.0,-633000000.0,430000000.0,0.0,866000000.0,24000000.0,22000000.0,6717000000.0,4247000000.0,3765000000.0,3498000000.0,415000000.0,3740000000.0,2424000000.0,26000000.0,,951000000.0,456000000.0,29000000.0,14000000.0,291000000.0,554000000.0,37000000.0,3000000.0,78000000.0,11554000000.0,648000000.0,19651000000.0,11787000000.0,6002000000.0,2376000000.0,11787000000.0,11813000000.0,7838000000.0,19651000000.0,11225000000.0,5462000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2015.0,Q2,,2014-09-28,2014-11-06 14:37:37+00:00,1015000000.0,1666000000.0,599000000.0,1786000000.0,-507000000.0,404000000.0,0.0,1026000000.0,17000000.0,10000000.0,6781000000.0,,3787000000.0,3999000000.0,420000000.0,3656000000.0,2407000000.0,25000000.0,,934000000.0,450000000.0,31000000.0,15000000.0,274000000.0,562000000.0,38000000.0,,81000000.0,11113000000.0,321000000.0,19562000000.0,11632000000.0,5855000000.0,1957000000.0,11632000000.0,11657000000.0,7902000000.0,19562000000.0,11300000000.0,5945000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2015.0,Q1,,2014-06-29,2014-08-07 15:31:28+00:00,978000000.0,1656000000.0,557000000.0,1746000000.0,-387000000.0,373000000.0,0.0,1525000000.0,6000000.0,164000000.0,6828000000.0,,3810000000.0,3910000000.0,416000000.0,3599000000.0,2395000000.0,25000000.0,,916000000.0,444000000.0,9000000.0,5000000.0,271000000.0,684000000.0,25000000.0,,87000000.0,10651000000.0,3000000.0,19475000000.0,11789000000.0,5730000000.0,1705000000.0,11789000000.0,11814000000.0,7659000000.0,19475000000.0,11350000000.0,5954000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2016.0,Q3,,2016-01-03,2016-04-08 15:19:12+00:00,893000000.0,1502000000.0,549000000.0,2022000000.0,-896000000.0,343000000.0,0.0,138000000.0,126000000.0,35000000.0,7002000000.0,4682000000.0,4275000000.0,5184000000.0,225000000.0,3779000000.0,2660000000.0,30000000.0,,1001000000.0,551000000.0,26000000.0,8000000.0,495000000.0,534000000.0,5000000.0,3000000.0,59000000.0,12467000000.0,0.0,20497000000.0,11709000000.0,5835000000.0,1485000000.0,11709000000.0,11739000000.0,8758000000.0,20497000000.0,12002000000.0,7273000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2016.0,Q2,,2015-09-27,2015-11-05 16:49:04+00:00,945000000.0,1582000000.0,506000000.0,1988000000.0,-938000000.0,632000000.0,0.0,137000000.0,75000000.0,44000000.0,6875000000.0,4576000000.0,3961000000.0,4491000000.0,229000000.0,3769000000.0,2588000000.0,29000000.0,12000000.0,989000000.0,664000000.0,29000000.0,11000000.0,341000000.0,524000000.0,31000000.0,3000000.0,65000000.0,12277000000.0,507000000.0,20189000000.0,11476000000.0,6152000000.0,2013000000.0,11476000000.0,11505000000.0,8684000000.0,20189000000.0,11449000000.0,6671000000.0,0.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2016.0,Q1,,2015-06-28,2015-08-07 17:02:20+00:00,1041000000.0,1644000000.0,519000000.0,1932000000.0,-833000000.0,1056000000.0,0.0,137000000.0,3000000.0,119000000.0,6918000000.0,4478000000.0,3736000000.0,4779000000.0,235000000.0,3760000000.0,2546000000.0,29000000.0,12000000.0,957000000.0,663000000.0,29000000.0,11000000.0,337000000.0,536000000.0,29000000.0,3000000.0,77000000.0,11915000000.0,506000000.0,20382000000.0,11219000000.0,6569000000.0,2196000000.0,11219000000.0,11248000000.0,9134000000.0,20382000000.0,11267000000.0,6938000000.0,0.0
