company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2008.0,FY,2007-04-02,2008-03-30,2010-05-27 14:50:32+00:00,-254200000.0,402200000.0,52300000.0,125200000.0,41400000.0,24600000.0,-194400000.0,53600000.0,,-437400000.0,-426600000.0,876900000.0,-700000.0,-2700000.0,36800000.0,-438100000.0,-429300000.0,913700000.0,70900000.0,988500000.0,957300000.0,31200000.0,-11200000.0,43200000.0,10900000.0,-16600000.0,-224700000.0,-517600000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2009.0,Q4,2008-12-29,2009-03-29,,200000.0,414000000.0,18200000.0,32700000.0,,-2900000.0,-8000000.0,24000000.0,-2400000.0,14400000.0,-43500000.0,301700000.0,-200000.0,700000.0,7400000.0,14200000.0,-42800000.0,309100000.0,277600000.0,260200000.0,263400000.0,-3200000.0,13600000.0,1000000.0,10800000.0,-4200000.0,-54500000.0,-4000000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2009.0,FY,2008-03-31,2009-03-29,2011-06-02 14:20:32+00:00,-490500000.0,414000000.0,18200000.0,135800000.0,14600000.0,-86400000.0,-119200000.0,36700000.0,,-18500000.0,-668700000.0,1088100000.0,-900000.0,4600000.0,15000000.0,-19400000.0,-664100000.0,1103100000.0,333200000.0,1044800000.0,1036900000.0,7900000.0,34600000.0,11500000.0,11100000.0,-16700000.0,-203900000.0,-50000000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2009.0,Q3,2008-09-29,2008-12-28,,-469500000.0,,,31900000.0,,-56200000.0,33900000.0,700000.0,2400000.0,-1200000.0,-519300000.0,314700000.0,-200000.0,4700000.0,2100000.0,-1400000.0,-514600000.0,316800000.0,-255400000.0,239200000.0,234900000.0,4300000.0,14000000.0,300000.0,-4000000.0,-4100000.0,-45800000.0,-500000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2009.0,Q3YTD,2008-03-31,2008-12-28,2010-02-05 15:00:19+00:00,-490700000.0,,,103100000.0,14600000.0,-83500000.0,-111200000.0,12700000.0,2400000.0,-32900000.0,-625200000.0,786400000.0,-700000.0,3900000.0,7600000.0,-33600000.0,-621300000.0,794000000.0,55600000.0,784600000.0,773500000.0,11100000.0,21000000.0,10500000.0,300000.0,-12500000.0,-149400000.0,-46000000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2009.0,Q2,2008-06-30,2008-09-28,,-20800000.0,,,36600000.0,14600000.0,-27700000.0,-77500000.0,1600000.0,,-17000000.0,-66700000.0,231000000.0,-200000.0,-400000.0,-500000.0,-17200000.0,-67100000.0,230500000.0,118500000.0,269500000.0,265100000.0,4400000.0,6800000.0,1100000.0,-4600000.0,-4200000.0,-55900000.0,-15500000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2009.0,Q2YTD,2008-03-31,2008-09-28,2009-11-06 13:22:15+00:00,-21200000.0,,,71200000.0,14600000.0,-27300000.0,-145100000.0,12000000.0,,-31700000.0,-105900000.0,471700000.0,-500000.0,-800000.0,5500000.0,-32200000.0,-106700000.0,477200000.0,311000000.0,545400000.0,538600000.0,6800000.0,7000000.0,10200000.0,4300000.0,-8400000.0,-103600000.0,-45500000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2009.0,Q1,2008-03-31,2008-06-29,2009-08-07 13:12:47+00:00,-400000.0,,,34600000.0,,400000.0,-67600000.0,10400000.0,,-14700000.0,-39200000.0,240700000.0,-300000.0,-400000.0,6000000.0,-15000000.0,-39600000.0,246700000.0,192500000.0,275900000.0,273500000.0,2400000.0,200000.0,9100000.0,8900000.0,-4200000.0,-47700000.0,-30000000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q4,2009-12-28,2010-03-28,,-347900000.0,405600000.0,15400000.0,39100000.0,24800000.0,-22900000.0,-400000.0,34500000.0,,-2300000.0,-354200000.0,282700000.0,-800000.0,2300000.0,-10800000.0,-3100000.0,-351900000.0,271900000.0,-106000000.0,241500000.0,237600000.0,3900000.0,6400000.0,6500000.0,500000.0,-4200000.0,-31600000.0,-39100000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,FY,2009-03-30,2010-03-28,2012-05-31 13:18:25+00:00,-1215200000.0,405600000.0,15400000.0,151800000.0,24800000.0,-15000000.0,-182700000.0,89000000.0,,39900000.0,-1377800000.0,915100000.0,-1000000.0,2000000.0,-5300000.0,38900000.0,-1375800000.0,909800000.0,-442100000.0,922600000.0,925900000.0,-3300000.0,20100000.0,23100000.0,-17900000.0,-16900000.0,-169500000.0,-55300000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q3TTM,2008-12-29,2009-12-27,,-867100000.0,414000000.0,18200000.0,145400000.0,,5000000.0,-190300000.0,78500000.0,-2400000.0,56600000.0,-1067100000.0,934100000.0,-400000.0,400000.0,12900000.0,56200000.0,-1066700000.0,947000000.0,-58500000.0,941300000.0,951700000.0,-10400000.0,27300000.0,17600000.0,-7600000.0,-16900000.0,-192400000.0,-20200000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q3,2009-09-28,2009-12-27,,-850000000.0,,,40000000.0,,-6500000.0,23500000.0,27000000.0,,61900000.0,-879100000.0,293700000.0,100000.0,-200000.0,5500000.0,62000000.0,-879300000.0,299200000.0,-524600000.0,233200000.0,228900000.0,4300000.0,1300000.0,9300000.0,-700000.0,-4300000.0,-28400000.0,29900000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q3YTD,2009-03-30,2009-12-27,2011-02-11 12:33:05+00:00,-867300000.0,,,112700000.0,0.0,7900000.0,-182300000.0,54500000.0,,42200000.0,-1023600000.0,632400000.0,-200000.0,-300000.0,5500000.0,42000000.0,-1023900000.0,637900000.0,-336100000.0,681100000.0,688300000.0,-7200000.0,13700000.0,16600000.0,-18400000.0,-12700000.0,-137900000.0,-16200000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q2TTM,2008-09-29,2009-09-27,,-486600000.0,414000000.0,18200000.0,137300000.0,,-44700000.0,-179900000.0,52200000.0,,-6500000.0,-707300000.0,955100000.0,-700000.0,5300000.0,9500000.0,-7200000.0,-702000000.0,964600000.0,210700000.0,947300000.0,957700000.0,-10400000.0,40000000.0,8600000.0,-10900000.0,-16700000.0,-209800000.0,-50600000.0,,
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q2YTD,2009-03-30,2009-09-27,2010-11-05 15:33:59+00:00,-17300000.0,,,72700000.0,,14400000.0,-205800000.0,27500000.0,,-19700000.0,-144500000.0,338700000.0,-300000.0,-100000.0,,-20000000.0,-144600000.0,338700000.0,188500000.0,447900000.0,459400000.0,-11500000.0,12400000.0,7300000.0,-17700000.0,-8400000.0,-109500000.0,-46100000.0,,
