company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q3YTD,2009-03-30,2009-12-27,,4.85,4.85,,4.8,364000000.0,681100000.0,688300000.0,-7200000.0,680600000.0,500000.0,2690300000.0,4025500000.0,,,272800000.0,2690300000.0,1335200000.0,12400000.0,2300000.0,272800000.0,1062400000.0,-10100000.0,1052300000.0,4025500000.0,141200000.0,140800000.0,142300000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q3TTM,2008-12-29,2009-12-27,,6.71,6.71,0.12,6.66,496300000.0,941300000.0,950100000.0,-8800000.0,940900000.0,400000.0,3752600000.0,5576800000.0,,-900000.0,365000000.0,3752600000.0,1824200000.0,16800000.0,3100000.0,364100000.0,1460100000.0,-13700000.0,1446400000.0,5576800000.0,141200000.0,140800000.0,142300000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q3,2009-09-28,2009-12-27,2011-02-11 12:33:05+00:00,1.65,1.65,,1.64,121800000.0,233200000.0,228900000.0,4300000.0,232900000.0,300000.0,921600000.0,1364600000.0,0.0,,88600000.0,921600000.0,443000000.0,4300000.0,600000.0,88600000.0,354400000.0,-3700000.0,350700000.0,1364600000.0,141200000.0,140800000.0,142300000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q2YTD,2009-03-30,2009-09-27,,3.2,3.2,,3.16,242200000.0,447900000.0,459400000.0,-11500000.0,447700000.0,200000.0,1768700000.0,2660900000.0,,,184200000.0,1768700000.0,892200000.0,8100000.0,1700000.0,184200000.0,708000000.0,-6400000.0,701600000.0,2660900000.0,140100000.0,140300000.0,141600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q2TTM,2008-09-29,2009-09-27,,6.78,6.78,0.12,6.72,498300000.0,947300000.0,957700000.0,-10400000.0,947100000.0,200000.0,3975100000.0,5822900000.0,,10900000.0,368900000.0,3975100000.0,1847800000.0,16900000.0,4900000.0,379800000.0,1468000000.0,-12000000.0,1456000000.0,5822900000.0,140100000.0,140300000.0,141600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q2,2009-06-29,2009-09-27,2010-11-05 15:33:59+00:00,1.48,1.48,,1.46,116000000.0,207400000.0,218500000.0,-11100000.0,207300000.0,100000.0,865200000.0,1291000000.0,,,88500000.0,865200000.0,425800000.0,3700000.0,900000.0,88500000.0,337300000.0,-2800000.0,334500000.0,1291000000.0,140100000.0,140300000.0,141600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q1TTM,2008-06-30,2009-06-28,,7.23,7.23,0.12,7.17,519500000.0,1009400000.0,1004300000.0,5100000.0,1009100000.0,300000.0,4409600000.0,6330600000.0,,10900000.0,375300000.0,4409600000.0,1921000000.0,17800000.0,6800000.0,386200000.0,1534800000.0,-11000000.0,1523800000.0,6330600000.0,139800000.0,140100000.0,141200000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2010.0,Q1,2009-03-30,2009-06-28,2010-08-06 13:26:20+00:00,1.72,1.72,,1.7,126200000.0,240500000.0,240900000.0,-400000.0,240400000.0,100000.0,903500000.0,1369900000.0,,,95700000.0,903500000.0,466400000.0,4400000.0,800000.0,95700000.0,370700000.0,-3600000.0,367100000.0,1369900000.0,139800000.0,140100000.0,141200000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q4,2011-01-03,2011-04-03,,1.89,1.89,0.12,1.87,130600000.0,271200000.0,270200000.0,1000000.0,271000000.0,200000.0,1172600000.0,1663500000.0,2100000.0,,90800000.0,1172600000.0,490900000.0,3000000.0,1600000.0,90800000.0,400100000.0,-1400000.0,398700000.0,1663500000.0,142700000.0,142700000.0,143900000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,FY,2010-03-29,2011-04-03,2013-05-30 15:42:27+00:00,7.1,7.1,0.12,7.04,499400000.0,1014800000.0,1009700000.0,5100000.0,1013500000.0,1300000.0,4318200000.0,6208700000.0,16600000.0,,389000000.0,4318200000.0,1890500000.0,13500000.0,4500000.0,389000000.0,1501500000.0,-9000000.0,1492500000.0,6208700000.0,142700000.0,142700000.0,143900000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q3YTD,2010-03-29,2011-01-02,,5.21,5.21,,5.17,368800000.0,743600000.0,739500000.0,4100000.0,742500000.0,1100000.0,3145600000.0,4545200000.0,14500000.0,,298200000.0,3145600000.0,1399600000.0,10500000.0,2900000.0,298200000.0,1101400000.0,-7600000.0,1093800000.0,4545200000.0,142500000.0,142800000.0,144100000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q3TTM,2009-12-28,2011-01-02,,6.91,6.91,0.12,6.86,490500000.0,985100000.0,977100000.0,8000000.0,983700000.0,1400000.0,4124100000.0,5978900000.0,15900000.0,,392500000.0,4124100000.0,1854800000.0,14300000.0,3700000.0,392500000.0,1462300000.0,-10600000.0,1451700000.0,5978900000.0,142500000.0,142800000.0,144100000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q3,2010-09-27,2011-01-02,2012-02-10 14:15:50+00:00,1.8,1.8,,1.78,127900000.0,256900000.0,259100000.0,-2200000.0,256500000.0,400000.0,1101700000.0,1590300000.0,2500000.0,,101700000.0,1101700000.0,488600000.0,3700000.0,1300000.0,101700000.0,386900000.0,-2400000.0,384500000.0,1590300000.0,142500000.0,142800000.0,144100000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q2YTD,2010-03-29,2010-09-26,,3.41,3.41,,3.39,240900000.0,486700000.0,480400000.0,6300000.0,486000000.0,700000.0,2043900000.0,2954900000.0,12000000.0,,196500000.0,2043900000.0,911000000.0,6800000.0,1600000.0,196500000.0,714500000.0,-5200000.0,709300000.0,2954900000.0,142600000.0,142300000.0,143500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q2TTM,2009-09-28,2010-09-26,,6.76,6.76,0.12,6.72,484400000.0,961400000.0,946900000.0,14500000.0,960100000.0,1300000.0,3944000000.0,5753200000.0,13400000.0,,379400000.0,3944000000.0,1809200000.0,14900000.0,3000000.0,379400000.0,1429800000.0,-11900000.0,1417900000.0,5753200000.0,142600000.0,142300000.0,143500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q2,2010-06-28,2010-09-26,2011-11-10 13:17:43+00:00,1.76,1.76,,1.75,122500000.0,251300000.0,243900000.0,7400000.0,251000000.0,300000.0,1047200000.0,1508100000.0,6200000.0,,98300000.0,1047200000.0,460900000.0,3400000.0,1000000.0,98300000.0,362600000.0,-2400000.0,360200000.0,1508100000.0,142600000.0,142300000.0,143500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q1TTM,2009-06-29,2010-06-27,,6.48,6.48,0.12,6.43,477900000.0,917500000.0,921500000.0,-4000000.0,916400000.0,1100000.0,3762000000.0,5536100000.0,7200000.0,,369600000.0,3762000000.0,1774100000.0,15200000.0,2900000.0,369600000.0,1404500000.0,-12300000.0,1392200000.0,5536100000.0,142400000.0,142100000.0,143400000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2011.0,Q1,2010-03-29,2010-06-27,2011-08-12 13:15:37+00:00,1.65,1.65,,1.64,118400000.0,235400000.0,236500000.0,-1100000.0,235000000.0,400000.0,996700000.0,1446800000.0,5800000.0,,98200000.0,996700000.0,450100000.0,3400000.0,600000.0,98200000.0,351900000.0,-2800000.0,349100000.0,1446800000.0,142400000.0,142100000.0,143400000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q4,2012-01-02,2012-04-01,,2.31,2.31,0.12,2.3,161400000.0,336800000.0,339200000.0,-2400000.0,336000000.0,800000.0,1327300000.0,1942700000.0,3600000.0,,118100000.0,1327300000.0,615400000.0,3000000.0,2700000.0,118100000.0,497300000.0,-300000.0,497000000.0,1942700000.0,144300000.0,144400000.0,145600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,FY,2011-04-04,2012-04-01,2014-05-29 15:57:00+00:00,8.48,8.48,0.12,8.41,594000000.0,1226000000.0,1232000000.0,-6000000.0,1224000000.0,2000000.0,4940000000.0,7202000000.0,15000000.0,,446000000.0,4940000000.0,2262000000.0,13000000.0,8000000.0,446000000.0,1816000000.0,-5000000.0,1811000000.0,7202000000.0,144300000.0,144400000.0,145600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q3YTD,2011-04-04,2012-01-01,,6.17,6.17,,6.11,432600000.0,889200000.0,892800000.0,-3600000.0,888000000.0,1200000.0,3612700000.0,5259300000.0,11400000.0,,327900000.0,3612700000.0,1646600000.0,10000000.0,5300000.0,327900000.0,1318700000.0,-4700000.0,1314000000.0,5259300000.0,144300000.0,144400000.0,145600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q3TTM,2011-01-03,2012-01-01,,8.06,8.06,0.12,7.98,563200000.0,1160400000.0,1163000000.0,-2600000.0,1159000000.0,1400000.0,4785300000.0,6922800000.0,13500000.0,,418700000.0,4785300000.0,2137500000.0,13000000.0,6900000.0,418700000.0,1718800000.0,-6100000.0,1712700000.0,6922800000.0,144300000.0,144400000.0,145600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q3,2011-10-03,2012-01-01,2013-02-08 14:09:45+00:00,2.13,2.13,,2.11,151800000.0,307700000.0,310100000.0,-2400000.0,307300000.0,400000.0,1231000000.0,1802400000.0,4100000.0,,111300000.0,1231000000.0,571400000.0,3900000.0,1600000.0,111300000.0,460100000.0,-2300000.0,457800000.0,1802400000.0,144300000.0,144400000.0,145600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q2YTD,2011-04-04,2011-10-02,,4.04,4.04,,4.0,280800000.0,581500000.0,582700000.0,-1200000.0,580700000.0,800000.0,2381700000.0,3456900000.0,7300000.0,,216600000.0,2381700000.0,1075200000.0,6100000.0,3700000.0,216600000.0,858600000.0,-2400000.0,856200000.0,3456900000.0,143800000.0,144100000.0,145300000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q2TTM,2010-09-27,2011-10-02,,7.73,7.73,0.12,7.65,539300000.0,1109600000.0,1112000000.0,-2400000.0,1108200000.0,1400000.0,4656000000.0,6710700000.0,11900000.0,,409100000.0,4656000000.0,2054700000.0,12800000.0,6600000.0,409100000.0,1645600000.0,-6200000.0,1639400000.0,6710700000.0,143800000.0,144100000.0,145300000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q2,2011-07-04,2011-10-02,2012-11-09 16:15:27+00:00,2.05,2.05,,2.03,145200000.0,295000000.0,296600000.0,-1600000.0,294700000.0,300000.0,1231400000.0,1781600000.0,4100000.0,,111100000.0,1231400000.0,550200000.0,3200000.0,1800000.0,111100000.0,439100000.0,-1400000.0,437700000.0,1781600000.0,143800000.0,144100000.0,145300000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q1TTM,2010-06-28,2011-07-03,,7.44,7.44,0.12,7.37,516600000.0,1065900000.0,1059300000.0,6600000.0,1064500000.0,1400000.0,4471800000.0,6437200000.0,14000000.0,,396300000.0,4471800000.0,1965400000.0,13000000.0,5800000.0,396300000.0,1569100000.0,-7200000.0,1561900000.0,6437200000.0,143700000.0,143800000.0,145100000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2012.0,Q1,2011-04-04,2011-07-03,2012-08-08 17:14:10+00:00,1.99,1.99,,1.97,135600000.0,286500000.0,286100000.0,400000.0,286000000.0,500000.0,1150300000.0,1675300000.0,3200000.0,,105500000.0,1150300000.0,525000000.0,2900000.0,1900000.0,105500000.0,419500000.0,-1000000.0,418500000.0,1675300000.0,143700000.0,143800000.0,145100000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q4,2012-12-31,2013-03-31,,2.83,2.83,0.12,2.82,192000000.0,417000000.0,418000000.0,-1000000.0,415000000.0,2000000.0,1634000000.0,2420000000.0,,,158000000.0,1634000000.0,786000000.0,20000000.0,4000000.0,158000000.0,628000000.0,-16000000.0,610000000.0,2420000000.0,145800000.0,145700000.0,146700000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,FY,2012-04-02,2013-03-31,2015-05-28 14:55:04+00:00,9.79,9.79,0.12,9.72,695000000.0,1430000000.0,1434000000.0,-4000000.0,1427000000.0,3000000.0,5654000000.0,8347000000.0,1000000.0,0.0,534000000.0,5654000000.0,2693000000.0,38000000.0,7000000.0,534000000.0,2159000000.0,-31000000.0,2128000000.0,8347000000.0,145800000.0,145700000.0,146700000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q3YTD,2012-04-02,2012-12-30,,6.96,6.96,,6.9,503000000.0,1013000000.0,1016000000.0,-3000000.0,1012000000.0,1000000.0,4020000000.0,5927000000.0,1000000.0,,376000000.0,4020000000.0,1907000000.0,18000000.0,3000000.0,376000000.0,1531000000.0,-15000000.0,1518000000.0,5927000000.0,145700000.0,145800000.0,146800000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q3TTM,2012-01-02,2012-12-30,,9.27,9.27,0.12,9.2,664400000.0,1349800000.0,1355200000.0,-5400000.0,1348000000.0,1800000.0,5347300000.0,7869700000.0,4600000.0,,494100000.0,5347300000.0,2522400000.0,21000000.0,5700000.0,494100000.0,2028300000.0,-15300000.0,2015000000.0,7869700000.0,145700000.0,145800000.0,146800000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q3,2012-10-01,2012-12-30,2014-02-06 16:32:57+00:00,2.32,2.32,,2.3,167000000.0,338000000.0,339000000.0,-1000000.0,338000000.0,0.0,1381000000.0,2034000000.0,-2000000.0,,135000000.0,1381000000.0,653000000.0,12000000.0,2000000.0,135000000.0,518000000.0,-10000000.0,508000000.0,2034000000.0,145700000.0,145800000.0,146800000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q2YTD,2012-04-02,2012-09-30,,4.64,4.64,,4.6,336000000.0,675000000.0,677000000.0,-2000000.0,674000000.0,1000000.0,2639000000.0,3893000000.0,3000000.0,,241000000.0,2639000000.0,1254000000.0,6000000.0,1000000.0,241000000.0,1013000000.0,-5000000.0,1010000000.0,3893000000.0,145000000.0,145400000.0,146400000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q2TTM,2011-10-03,2012-09-30,,9.08,9.08,0.12,9.01,649200000.0,1319500000.0,1326300000.0,-6800000.0,1317300000.0,2200000.0,5197300000.0,7638100000.0,10700000.0,,470400000.0,5197300000.0,2440800000.0,12900000.0,5300000.0,470400000.0,1970400000.0,-7600000.0,1964800000.0,7638100000.0,145000000.0,145400000.0,146400000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q2,2012-07-02,2012-09-30,2013-11-07 14:32:01+00:00,2.29,2.29,,2.27,164000000.0,333000000.0,333000000.0,0.0,332000000.0,1000000.0,1308000000.0,1927000000.0,1000000.0,,121000000.0,1308000000.0,619000000.0,3000000.0,-1000000.0,121000000.0,498000000.0,-4000000.0,496000000.0,1927000000.0,145000000.0,145400000.0,146400000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q1TTM,2011-07-04,2012-07-01,,8.84,8.84,0.12,8.77,630400000.0,1281500000.0,1289900000.0,-8400000.0,1280000000.0,1500000.0,5120700000.0,7492700000.0,13800000.0,,460500000.0,5120700000.0,2372000000.0,13100000.0,8100000.0,460500000.0,1911500000.0,-5000000.0,1906500000.0,7492700000.0,145500000.0,145300000.0,146400000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2013.0,Q1,2012-04-02,2012-07-01,2013-08-08 14:03:08+00:00,2.35,2.35,,2.33,172000000.0,342000000.0,344000000.0,-2000000.0,342000000.0,0.0,1331000000.0,1966000000.0,2000000.0,,120000000.0,1331000000.0,635000000.0,3000000.0,2000000.0,120000000.0,515000000.0,-1000000.0,514000000.0,1966000000.0,145500000.0,145300000.0,146400000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,FY,2013-04-01,2014-03-30,2016-04-08 15:19:12+00:00,12.2,12.2,0.12,12.12,830000000.0,1784000000.0,1759000000.0,25000000.0,1777000000.0,7000000.0,6253000000.0,9533000000.0,1000000.0,0.0,621000000.0,6253000000.0,3280000000.0,76000000.0,5000000.0,621000000.0,2659000000.0,-71000000.0,2588000000.0,9533000000.0,145700000.0,145600000.0,146600000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q3YTD,2013-04-01,2013-12-29,,8.87,8.87,,8.81,608000000.0,1298000000.0,1281000000.0,17000000.0,1293000000.0,5000000.0,4644000000.0,7046000000.0,1000000.0,,458000000.0,4644000000.0,2402000000.0,59000000.0,-1000000.0,458000000.0,1944000000.0,-60000000.0,1888000000.0,7046000000.0,145300000.0,145300000.0,146500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q3TTM,2012-12-31,2013-12-29,,11.7,11.7,0.12,11.63,800000000.0,1715000000.0,1699000000.0,16000000.0,1708000000.0,7000000.0,6278000000.0,9466000000.0,1000000.0,,616000000.0,6278000000.0,3188000000.0,79000000.0,3000000.0,616000000.0,2572000000.0,-76000000.0,2498000000.0,9466000000.0,145300000.0,145300000.0,146500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q3,2013-09-30,2013-12-29,2015-02-05 17:16:41+00:00,2.98,2.98,,2.96,204000000.0,435000000.0,432000000.0,3000000.0,433000000.0,2000000.0,1533000000.0,2338000000.0,0.0,,150000000.0,1533000000.0,805000000.0,20000000.0,1000000.0,150000000.0,655000000.0,-19000000.0,636000000.0,2338000000.0,145300000.0,145300000.0,146500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q2YTD,2013-04-01,2013-09-29,,5.89,5.89,,5.85,404000000.0,863000000.0,849000000.0,14000000.0,860000000.0,3000000.0,3111000000.0,4708000000.0,1000000.0,,308000000.0,3111000000.0,1597000000.0,39000000.0,-2000000.0,308000000.0,1289000000.0,-41000000.0,1252000000.0,4708000000.0,145700000.0,145500000.0,146500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q2TTM,2012-10-01,2013-09-29,,11.04,11.04,0.12,10.97,763000000.0,1618000000.0,1606000000.0,12000000.0,1613000000.0,5000000.0,6126000000.0,9162000000.0,-1000000.0,,601000000.0,6126000000.0,3036000000.0,71000000.0,4000000.0,601000000.0,2435000000.0,-67000000.0,2370000000.0,9162000000.0,145700000.0,145500000.0,146500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q2,2013-07-01,2013-09-29,2014-11-06 14:37:37+00:00,2.91,2.91,,2.89,204000000.0,425000000.0,423000000.0,2000000.0,424000000.0,1000000.0,1541000000.0,2341000000.0,0.0,,155000000.0,1541000000.0,800000000.0,19000000.0,-1000000.0,155000000.0,645000000.0,-20000000.0,627000000.0,2341000000.0,145700000.0,145500000.0,146500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q1TTM,2012-07-02,2013-06-30,,10.42,10.42,0.12,10.35,723000000.0,1526000000.0,1516000000.0,10000000.0,1521000000.0,5000000.0,5893000000.0,8748000000.0,,,567000000.0,5893000000.0,2855000000.0,55000000.0,4000000.0,567000000.0,2288000000.0,-51000000.0,2239000000.0,8748000000.0,146300000.0,146200000.0,147100000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2014.0,Q1,2013-04-01,2013-06-30,2014-08-07 15:31:28+00:00,2.98,2.98,,2.96,200000000.0,438000000.0,426000000.0,12000000.0,436000000.0,2000000.0,1570000000.0,2367000000.0,1000000.0,,153000000.0,1570000000.0,797000000.0,20000000.0,-1000000.0,153000000.0,644000000.0,-21000000.0,625000000.0,2367000000.0,146300000.0,146200000.0,147100000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2015.0,FY,2014-03-31,2015-03-29,2016-04-08 15:19:12+00:00,10.73,10.73,0.12,10.66,816000000.0,1533000000.0,1548000000.0,-15000000.0,1530000000.0,3000000.0,6752000000.0,10005000000.0,-175000000.0,8000000.0,641000000.0,6752000000.0,3253000000.0,69000000.0,4000000.0,649000000.0,2604000000.0,-65000000.0,2539000000.0,10005000000.0,142600000.0,142600000.0,143500000.0
Precision Castparts Corp ,PCP,0XOOAY5P5J7Q734SEC89,79958,2015.0,Q4,2014-12-29,2015-03-29,,1.01,1.01,0.12,1.0,149000000.0,137000000.0,152000000.0,-15000000.0,135000000.0,2000000.0,1838000000.0,2504000000.0,-173000000.0,8000000.0,167000000.0,1838000000.0,666000000.0,18000000.0,1000000.0,175000000.0,491000000.0,-17000000.0,474000000.0,2504000000.0,142600000.0,142600000.0,143500000.0
