company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2009.0,FY,,2009-12-26,2011-04-06 06:11:42+00:00,1081381000.0,1121160000.0,1280296000.0,238379000.0,,659898000.0,,1195964000.0,16637000.0,6683000.0,19431000.0,25333000.0,662740000.0,1252929000.0,1277655000.0,2827000.0,81706000.0,654851000.0,,,,,,,279892000.0,,,155705000.0,355308000.0,-590195000.0,59845000.0,4890346000.0,786415000.0,3206329000.0,2428205000.0,786415000.0,789242000.0,3745796000.0,4890346000.0,406362000.0,1317591000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2009.0,Q3,,2009-09-26,2011-04-06 06:11:42+00:00,1061345000.0,1165003000.0,1249575000.0,241619000.0,,692886000.0,,1197811000.0,19502000.0,4854000.0,19431000.0,26360000.0,667025000.0,1176659000.0,1281066000.0,3074000.0,96312000.0,665758000.0,,,,,,,257563000.0,,,170454000.0,340218000.0,-528575000.0,60265000.0,4905236000.0,853122000.0,3224504000.0,2376039000.0,853122000.0,856196000.0,3708822000.0,4905236000.0,399666000.0,1332783000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2009.0,Q2,,2009-06-27,2011-04-06 06:09:54+00:00,1176649000.0,1137088000.0,1101177000.0,221216000.0,,558710000.0,,1206328000.0,225721000.0,20508000.0,19431000.0,26725000.0,669273000.0,1264355000.0,1316286000.0,3588000.0,283318000.0,668369000.0,,,,,,,259229000.0,,,175777000.0,325322000.0,-130541000.0,62484000.0,5266640000.0,1239270000.0,3361651000.0,2360818000.0,1239270000.0,1242858000.0,3698460000.0,5266640000.0,588703000.0,1337642000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,FY,,2010-12-25,2012-02-28 08:00:42+00:00,1080276000.0,963787000.0,1188233000.0,223807000.0,,627478000.0,0.0,1164240000.0,,2568000.0,19431000.0,21840000.0,659820000.0,1233657000.0,1157013000.0,479000.0,33319000.0,514218000.0,,,,,,,309892000.0,,,203020000.0,355979000.0,-634818000.0,72368000.0,4569437000.0,695496000.0,3027942000.0,2343445000.0,695496000.0,695975000.0,3517483000.0,4569437000.0,384482000.0,1174038000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q3,,2010-09-25,2011-10-25 08:07:02+00:00,1045121000.0,987013000.0,1170788000.0,205761000.0,,678717000.0,0.0,1167355000.0,,6653000.0,19431000.0,22634000.0,657164000.0,1183854000.0,1219151000.0,-2295000.0,81395000.0,582081000.0,,,,,,,313628000.0,,,163119000.0,355979000.0,-535407000.0,73475000.0,4668942000.0,779976000.0,3012703000.0,2296037000.0,779976000.0,777681000.0,3535282000.0,4668942000.0,437088000.0,1239245000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q2,,2010-06-26,2011-07-26 08:03:50+00:00,984915000.0,936260000.0,1123461000.0,155148000.0,,577840000.0,0.0,1187748000.0,,18109000.0,19431000.0,22782000.0,656995000.0,1176018000.0,1230351000.0,4151000.0,62818000.0,593054000.0,,,,,,,305494000.0,,,180327000.0,355979000.0,-576664000.0,66158000.0,4511321000.0,708499000.0,2870445000.0,2192643000.0,708499000.0,712650000.0,3442692000.0,4511321000.0,410525000.0,1250049000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q1,,2010-03-27,2011-04-26 08:01:55+00:00,973422000.0,1009642000.0,1171088000.0,201474000.0,,663299000.0,,1192425000.0,,18652000.0,19431000.0,24066000.0,661104000.0,1142478000.0,1236772000.0,4689000.0,76634000.0,615300000.0,,,,,,,292846000.0,,,169633000.0,355979000.0,-560727000.0,59128000.0,4634801000.0,775439000.0,2985052000.0,2222290000.0,775439000.0,780128000.0,3498694000.0,4634801000.0,412977000.0,1276404000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,FY,,2011-12-31,2013-02-20 12:00:37+00:00,993636000.0,862831000.0,1010011000.0,194522000.0,,570681000.0,0.0,1141406000.0,,7389000.0,61899000.0,35223000.0,648313000.0,1146974000.0,1067040000.0,214000.0,47791000.0,452313000.0,,,,,,,294899000.0,,,163646000.0,363636000.0,-539124000.0,36401000.0,4250984000.0,739071000.0,2744132000.0,2047437000.0,739071000.0,739285000.0,3148063000.0,4250984000.0,439812000.0,1100626000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q3,,2011-09-24,2012-11-06 08:00:58+00:00,877090000.0,918580000.0,1039776000.0,216273000.0,,452652000.0,0.0,1146802000.0,,4052000.0,61608000.0,36752000.0,647674000.0,1124013000.0,1081905000.0,213000.0,37913000.0,464586000.0,,,,,,,291448000.0,,,165620000.0,355979000.0,-559474000.0,35253000.0,4170491000.0,745868000.0,2660865000.0,1956171000.0,745868000.0,746081000.0,3068431000.0,4170491000.0,427721000.0,1112260000.0,-57733000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q2,,2011-06-25,2012-08-07 08:01:01+00:00,950108000.0,954264000.0,1046185000.0,266723000.0,,374155000.0,0.0,1151839000.0,,5825000.0,64448000.0,39569000.0,652692000.0,1253231000.0,1119505000.0,254000.0,42669000.0,543511000.0,,,,,,,312966000.0,,,174217000.0,355979000.0,-660346000.0,79987000.0,4335024000.0,700483000.0,2755867000.0,2082105000.0,700483000.0,700737000.0,3278308000.0,4335024000.0,459652000.0,1196203000.0,-57733000.0
