company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q1,2009-12-27,2010-03-27,2011-04-26 08:01:55+00:00,0.07,0.07,,0.07,,15127000.0,29240000.0,29240000.0,,19993000.0,-228000.0,2158239000.0,3071970000.0,,6099000.0,,9475000.0,,858228000.0,2158239000.0,913731000.0,17772000.0,537000.0,858228000.0,55503000.0,-11136000.0,44367000.0,3071970000.0,285600000.0,274233000.0,274233000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,FY,2010-12-26,2011-12-31,2014-02-25 06:14:00+00:00,0.22,0.22,,0.22,11000000.0,-63000000.0,96000000.0,96000000.0,,60000000.0,,8784000000.0,11489000000.0,,31000000.0,,36000000.0,56000000.0,2604000000.0,8784000000.0,2705000000.0,33000000.0,1000000.0,2671000000.0,34000000.0,-1000000.0,33000000.0,11489000000.0,278000000.0,278000000.0,278000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q4,2011-09-25,2011-12-31,,0.09,0.09,,0.1,6472000.0,-10654000.0,20657000.0,20657000.0,,12295000.0,1000.0,2791422000.0,2969162000.0,,11131000.0,,8361000.0,56000000.0,102750000.0,2791422000.0,177740000.0,13488000.0,-158000.0,165222000.0,12518000.0,-2515000.0,10003000.0,2969162000.0,278000000.0,278000000.0,278000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q3YTD,2010-12-26,2011-09-24,,0.13,0.13,,0.12,4528000.0,-52346000.0,75343000.0,75343000.0,,47705000.0,-1000.0,5992578000.0,8519838000.0,,19869000.0,,27639000.0,,2501250000.0,5992578000.0,2527260000.0,19512000.0,1158000.0,2505778000.0,21482000.0,1515000.0,22997000.0,8519838000.0,316100000.0,316100000.0,327400000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q3TTM,2010-09-26,2011-09-24,,-0.27,-0.27,,-0.28,55823000.0,-30320000.0,-24584000.0,-24584000.0,,-60921000.0,-517000.0,8106975000.0,11481770000.0,,32351000.0,,36854000.0,,3371001000.0,8106975000.0,3374795000.0,37554000.0,2328000.0,3426824000.0,-52029000.0,-2875000.0,-54904000.0,11481770000.0,316100000.0,316100000.0,327400000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q3,2011-06-26,2011-09-24,2012-11-06 08:00:58+00:00,0.29,0.29,,0.28,4528000.0,-58573000.0,100849000.0,100849000.0,,91659000.0,-23000.0,1981717000.0,2836737000.0,,5536000.0,,9213000.0,,831375000.0,1981717000.0,855020000.0,-17306000.0,317000.0,835903000.0,19117000.0,23159000.0,42276000.0,2836737000.0,316100000.0,316100000.0,327400000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q2YTD,2010-12-26,2011-06-25,,-0.16,-0.16,,-0.16,,6227000.0,-25506000.0,-25506000.0,,-43954000.0,22000.0,4010861000.0,5683101000.0,,14333000.0,,18426000.0,,1669875000.0,4010861000.0,1672240000.0,36818000.0,841000.0,1669875000.0,2365000.0,-21644000.0,-19279000.0,5683101000.0,277336000.0,277336000.0,277336000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q2TTM,2010-06-27,2011-06-25,,-0.44,-0.44,,-0.44,51295000.0,3553000.0,-84811000.0,-84811000.0,,-120536000.0,-1126000.0,8195792000.0,11544750000.0,,38004000.0,,36851000.0,,3360496000.0,8195792000.0,3348958000.0,60953000.0,4524000.0,3411791000.0,-62833000.0,-18425000.0,-81258000.0,11544750000.0,277336000.0,277336000.0,277336000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q2,2011-03-27,2011-06-25,2012-08-07 08:01:01+00:00,-0.11,-0.11,,-0.11,,-7596000.0,-20116000.0,-20116000.0,,-29327000.0,-2000.0,1916089000.0,2710141000.0,,6988000.0,,9213000.0,,810163000.0,1916089000.0,794052000.0,18831000.0,242000.0,810163000.0,-16111000.0,-11601000.0,-27712000.0,2710141000.0,277336000.0,277336000.0,277336000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q1TTM,2010-03-28,2011-03-26,,-0.42,-0.42,,-0.42,51295000.0,-11774000.0,-80835000.0,-80835000.0,,-116356000.0,-1330000.0,8212490000.0,11534084000.0,,35697000.0,,36851000.0,,3344617000.0,8212490000.0,3321594000.0,58713000.0,4725000.0,3395912000.0,-74318000.0,-18291000.0,-92609000.0,11534084000.0,292500000.0,276986000.0,276986000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q1,2010-12-26,2011-03-26,2012-05-01 07:21:04+00:00,-0.05,-0.05,,-0.05,,13823000.0,-5390000.0,-5390000.0,,-14627000.0,24000.0,2094772000.0,2972960000.0,,7345000.0,,9213000.0,,859712000.0,2094772000.0,878188000.0,17987000.0,599000.0,859712000.0,18476000.0,-10043000.0,8433000.0,2972960000.0,292500000.0,276986000.0,276986000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q4,2012-09-30,2012-12-29,,-0.3,-0.05,,-0.05,9247000.0,1659000.0,-7187000.0,-7187000.0,,-17440000.0,18000.0,2016379000.0,2623108000.0,,8981000.0,314000.0,10235000.0,56000000.0,536111000.0,2016379000.0,606729000.0,19762000.0,196000.0,601672000.0,5057000.0,-10585000.0,-5528000.0,2623108000.0,282100000.0,282100000.0,282100000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,FY,2012-01-01,2012-12-29,2015-02-24 07:02:30+00:00,-0.39,-0.39,,-0.39,139000000.0,2000000.0,-77000000.0,-77000000.0,,-110000000.0,,8160000000.0,10696000000.0,,35000000.0,-68000000.0,33000000.0,56000000.0,2440000000.0,8160000000.0,2536000000.0,81000000.0,2000000.0,2567000000.0,-31000000.0,-44000000.0,-75000000.0,10696000000.0,282100000.0,282100000.0,282100000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q3YTD,2012-01-01,2012-09-29,,-0.09,-0.34,,-0.34,129753000.0,341000.0,-69813000.0,-69813000.0,,-92560000.0,-18000.0,6143621000.0,8072892000.0,,26019000.0,-68314000.0,22765000.0,,1903889000.0,6143621000.0,1929271000.0,61238000.0,1804000.0,1965328000.0,-36057000.0,-33415000.0,-69472000.0,8072892000.0,,278300000.0,278300000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q3TTM,2011-09-25,2012-09-29,,,-0.25,,-0.24,136225000.0,-10313000.0,-49156000.0,-49156000.0,,-80265000.0,-17000.0,8935043000.0,11042054000.0,,37150000.0,-68314000.0,31126000.0,56000000.0,2006639000.0,8935043000.0,2107011000.0,74726000.0,1646000.0,2130550000.0,-23539000.0,-35930000.0,-59469000.0,11042054000.0,,278300000.0,278300000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q3,2012-07-01,2012-09-29,2013-11-05 16:01:56+00:00,,-0.25,,-0.25,87998000.0,3433000.0,-61925000.0,-61925000.0,,-69566000.0,-9000.0,2030261000.0,2692933000.0,,13073000.0,,7650000.0,,629774000.0,2030261000.0,662672000.0,16947000.0,482000.0,717772000.0,-55100000.0,-3392000.0,-58492000.0,2692933000.0,,278300000.0,278300000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q2YTD,2012-01-01,2012-06-30,,-0.09,-0.09,,-0.09,41755000.0,-3092000.0,-7888000.0,-7888000.0,,-22994000.0,-9000.0,4113360000.0,5379959000.0,,12946000.0,-68314000.0,15115000.0,,1274115000.0,4113360000.0,1266599000.0,44291000.0,1322000.0,1247556000.0,19043000.0,-30023000.0,-10980000.0,5379959000.0,279522000.0,279522000.0,279522000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q2TTM,2011-06-26,2012-06-30,,0.29,0.29,,0.29,52755000.0,-72319000.0,113618000.0,113618000.0,,80960000.0,-31000.0,8886499000.0,11185858000.0,,29613000.0,-68314000.0,32689000.0,56000000.0,2208240000.0,8886499000.0,2299359000.0,40473000.0,1481000.0,2248681000.0,50678000.0,-9379000.0,41299000.0,11185858000.0,279522000.0,279522000.0,279522000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q2,2012-04-01,2012-06-30,2013-07-30 08:00:48+00:00,-0.23,-0.23,,-0.23,23861000.0,-14082000.0,-57387000.0,-57387000.0,,-64281000.0,-5000.0,1934954000.0,2507150000.0,,3967000.0,,6899000.0,,606982000.0,1934954000.0,572196000.0,17744000.0,955000.0,630843000.0,-58647000.0,-12822000.0,-71469000.0,2507150000.0,279522000.0,279522000.0,279522000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q1TTM,2011-03-27,2012-03-31,,0.41,0.41,,0.41,28894000.0,-65833000.0,150889000.0,150889000.0,,115914000.0,-28000.0,8867634000.0,11388849000.0,,32634000.0,-68314000.0,35003000.0,56000000.0,2411421000.0,8867634000.0,2521215000.0,41560000.0,768000.0,2428001000.0,93214000.0,-8158000.0,85056000.0,11388849000.0,294900000.0,294900000.0,294900000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q1,2012-01-01,2012-03-31,2013-04-30 08:01:05+00:00,0.14,0.14,,0.14,17894000.0,10990000.0,49499000.0,49499000.0,,41287000.0,-4000.0,2178406000.0,2872809000.0,,8979000.0,-68314000.0,8216000.0,,667133000.0,2178406000.0,694403000.0,26547000.0,367000.0,616713000.0,77690000.0,-17201000.0,60489000.0,2872809000.0,294900000.0,294900000.0,294900000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,FY,2012-12-30,2013-12-28,2016-02-23 06:55:16+00:00,-0.29,-0.29,,-0.29,70000000.0,147000000.0,-20000000.0,-20000000.0,,-93000000.0,,8616000000.0,11242000000.0,,14000000.0,,73000000.0,201000000.0,2560000000.0,8616000000.0,2626000000.0,69000000.0,387000000.0,2831000000.0,-205000000.0,332000000.0,127000000.0,11242000000.0,318000000.0,318000000.0,318000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q4,2013-09-29,2013-12-28,,-0.42,-0.42,,-0.41,12000000.0,-14000000.0,-120000000.0,-120000000.0,,-145000000.0,,2699000000.0,3486000000.0,-20000000.0,,,45000000.0,111000000.0,782000000.0,2699000000.0,787000000.0,21000000.0,5000000.0,905000000.0,-118000000.0,-16000000.0,-134000000.0,3486000000.0,318000000.0,318000000.0,318000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q3YTD,2012-12-30,2013-09-28,,0.13,0.13,,0.12,58000000.0,161000000.0,100000000.0,100000000.0,,52000000.0,,5917000000.0,7756000000.0,20000000.0,14000000.0,,28000000.0,90000000.0,1778000000.0,5917000000.0,1839000000.0,48000000.0,382000000.0,1926000000.0,-87000000.0,348000000.0,261000000.0,7756000000.0,316700000.0,316700000.0,324400000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q3TTM,2012-09-30,2013-09-28,,-0.17,0.08,,0.07,67247000.0,162659000.0,92813000.0,92813000.0,,34560000.0,18000.0,7933379000.0,10379108000.0,20000000.0,22981000.0,314000.0,38235000.0,146000000.0,2314111000.0,7933379000.0,2445729000.0,67762000.0,382196000.0,2527672000.0,-81943000.0,337415000.0,255472000.0,10379108000.0,316700000.0,316700000.0,324400000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q3,2013-06-30,2013-09-28,2014-11-04 06:54:02+00:00,0.42,0.42,,0.41,49000000.0,154000000.0,161000000.0,161000000.0,,133000000.0,,1986000000.0,2619000000.0,,,,28000000.0,44000000.0,592000000.0,1986000000.0,633000000.0,15000000.0,382000000.0,685000000.0,-52000000.0,367000000.0,315000000.0,2619000000.0,316700000.0,316700000.0,324400000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q2,2013-03-31,2013-06-29,2014-08-05 07:01:31+00:00,-0.23,-0.23,,-0.23,4000000.0,,-54000000.0,-54000000.0,,-64000000.0,,1873000000.0,2419000000.0,10000000.0,8000000.0,,,27000000.0,560000000.0,1873000000.0,546000000.0,17000000.0,,591000000.0,-45000000.0,-9000000.0,-54000000.0,2419000000.0,281000000.0,281000000.0,281000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q2YTD,2012-12-30,2013-06-29,,-0.29,-0.29,,-0.29,9000000.0,7000000.0,-61000000.0,-61000000.0,,-81000000.0,,3931000000.0,5137000000.0,20000000.0,14000000.0,,,46000000.0,1186000000.0,3931000000.0,1206000000.0,33000000.0,,1241000000.0,-35000000.0,-19000000.0,-54000000.0,5137000000.0,281000000.0,281000000.0,281000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q2TTM,2012-07-01,2013-06-29,,-0.59,-0.59,,-0.59,106245000.0,12092000.0,-130112000.0,-130112000.0,,-168006000.0,9000.0,7977640000.0,10453041000.0,20000000.0,36054000.0,314000.0,17885000.0,102000000.0,2351885000.0,7977640000.0,2475401000.0,69709000.0,678000.0,2560444000.0,-85043000.0,-32977000.0,-118020000.0,10453041000.0,281000000.0,281000000.0,281000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q1,2012-12-30,2013-03-30,2014-05-06 07:01:53+00:00,-0.06,-0.06,,-0.06,5000000.0,7000000.0,-7000000.0,-7000000.0,,-17000000.0,,2058000000.0,2718000000.0,10000000.0,6000000.0,,,19000000.0,626000000.0,2058000000.0,660000000.0,16000000.0,,650000000.0,10000000.0,-10000000.0,0.0,2718000000.0,282000000.0,282000000.0,282000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q1TTM,2012-04-01,2013-03-30,,-0.59,-0.59,,-0.59,126106000.0,-1990000.0,-133499000.0,-133499000.0,,-168287000.0,4000.0,8039594000.0,10541191000.0,10000000.0,32021000.0,314000.0,24784000.0,75000000.0,2398867000.0,8039594000.0,2501597000.0,70453000.0,1633000.0,2600287000.0,-98690000.0,-36799000.0,-135489000.0,10541191000.0,282000000.0,282000000.0,282000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,FY,2013-12-29,2014-12-27,2017-03-01 06:57:45+00:00,-0.66,-0.66,,-0.66,56000000.0,2000000.0,-352000000.0,-293000000.0,-59000000.0,-354000000.0,2000000.0,9734000000.0,12710000000.0,,2000000.0,81000000.0,,334000000.0,2733000000.0,9734000000.0,2976000000.0,87000000.0,22000000.0,3204000000.0,-228000000.0,-63000000.0,-291000000.0,12710000000.0,535000000.0,535000000.0,535000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q4,2014-09-28,2014-12-27,,-0.14,-0.14,,-0.14,-22000000.0,-3000000.0,-84000000.0,-25000000.0,-59000000.0,-84000000.0,1000000.0,355000000.0,446000000.0,-1000000.0,2000000.0,,,58000000.0,68000000.0,355000000.0,91000000.0,21000000.0,4000000.0,104000000.0,-13000000.0,-15000000.0,-28000000.0,446000000.0,535000000.0,535000000.0,535000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q3,2014-06-29,2014-09-27,2015-11-03 06:56:08+00:00,0.05,0.05,,0.05,6000000.0,2000000.0,29000000.0,29000000.0,,29000000.0,,3082000000.0,4069000000.0,,1000000.0,1000000.0,,72000000.0,859000000.0,3082000000.0,987000000.0,25000000.0,6000000.0,938000000.0,49000000.0,-18000000.0,31000000.0,4069000000.0,580000000.0,580000000.0,580000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q3YTD,2013-12-29,2014-09-27,,-0.52,-0.52,,-0.52,78000000.0,5000000.0,-268000000.0,-268000000.0,,-270000000.0,1000000.0,9379000000.0,12264000000.0,1000000.0,,81000000.0,,276000000.0,2665000000.0,9379000000.0,2885000000.0,66000000.0,18000000.0,3100000000.0,-215000000.0,-48000000.0,-263000000.0,12264000000.0,580000000.0,580000000.0,580000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q3TTM,2013-09-29,2014-09-27,,-0.94,-0.94,,-0.93,90000000.0,-9000000.0,-388000000.0,-388000000.0,,-415000000.0,1000000.0,12078000000.0,15750000000.0,-19000000.0,,81000000.0,45000000.0,387000000.0,3447000000.0,12078000000.0,3672000000.0,87000000.0,23000000.0,4005000000.0,-333000000.0,-64000000.0,-397000000.0,15750000000.0,580000000.0,580000000.0,580000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q2YTD,2013-12-29,2014-06-28,,-0.57,-0.57,,-0.57,72000000.0,3000000.0,-297000000.0,-297000000.0,,-299000000.0,1000000.0,6297000000.0,8195000000.0,1000000.0,-1000000.0,80000000.0,,204000000.0,1806000000.0,6297000000.0,1898000000.0,41000000.0,12000000.0,2162000000.0,-264000000.0,-30000000.0,-294000000.0,8195000000.0,535000000.0,535000000.0,535000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q2TTM,2013-06-30,2014-06-28,,-0.57,-0.57,,-0.57,133000000.0,143000000.0,-256000000.0,-256000000.0,,-311000000.0,1000000.0,10982000000.0,14300000000.0,-19000000.0,-1000000.0,80000000.0,73000000.0,359000000.0,3180000000.0,10982000000.0,3318000000.0,77000000.0,399000000.0,3752000000.0,-434000000.0,321000000.0,-113000000.0,14300000000.0,535000000.0,535000000.0,535000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q2,2014-03-30,2014-06-28,2015-08-04 06:58:25+00:00,-0.36,-0.36,,-0.36,22000000.0,-8000000.0,-189000000.0,-189000000.0,,-190000000.0,1000000.0,2958000000.0,3841000000.0,,-2000000.0,80000000.0,,103000000.0,863000000.0,2958000000.0,883000000.0,16000000.0,6000000.0,1068000000.0,-185000000.0,-12000000.0,-197000000.0,3841000000.0,535000000.0,535000000.0,535000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q1,2013-12-29,2014-03-29,2015-05-05 06:54:04+00:00,-0.21,-0.21,,-0.21,50000000.0,11000000.0,-108000000.0,-108000000.0,,-109000000.0,,3339000000.0,4354000000.0,1000000.0,1000000.0,,,101000000.0,943000000.0,3339000000.0,1015000000.0,25000000.0,6000000.0,1094000000.0,-79000000.0,-18000000.0,-97000000.0,4354000000.0,519000000.0,519000000.0,519000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q1TTM,2013-03-31,2014-03-29,,-0.44,-0.44,,-0.44,115000000.0,151000000.0,-121000000.0,-121000000.0,,-185000000.0,,9897000000.0,12878000000.0,-9000000.0,9000000.0,,73000000.0,283000000.0,2877000000.0,9897000000.0,2981000000.0,78000000.0,393000000.0,3275000000.0,-294000000.0,324000000.0,30000000.0,12878000000.0,519000000.0,519000000.0,519000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,FY,2014-12-28,2015-12-26,2018-02-28 06:57:49+00:00,0.01,0.01,,0.01,13000000.0,23000000.0,8000000.0,92000000.0,-84000000.0,8000000.0,,8864000000.0,11727000000.0,,1000000.0,,,242000000.0,2425000000.0,8864000000.0,2863000000.0,91000000.0,22000000.0,2680000000.0,183000000.0,-68000000.0,115000000.0,11727000000.0,800000000.0,800000000.0,800000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q4,2015-09-27,2015-12-26,,0.04,0.03,,0.03,3000000.0,-14000000.0,15000000.0,63000000.0,-48000000.0,15000000.0,,1039000000.0,1364000000.0,,,,,,257000000.0,1039000000.0,325000000.0,21000000.0,5000000.0,260000000.0,65000000.0,-16000000.0,49000000.0,1364000000.0,800000000.0,800000000.0,800000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q3,2015-06-28,2015-09-26,2016-11-02 06:57:03+00:00,,0.01,,0.01,1000000.0,21000000.0,6000000.0,42000000.0,-36000000.0,6000000.0,,2259000000.0,3046000000.0,,-1000000.0,,,79000000.0,626000000.0,2259000000.0,787000000.0,22000000.0,5000000.0,706000000.0,81000000.0,-18000000.0,63000000.0,3046000000.0,,600000000.0,600000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q3YTD,2014-12-28,2015-09-26,,-0.03,-0.02,,-0.02,10000000.0,37000000.0,-7000000.0,29000000.0,-36000000.0,-7000000.0,,7825000000.0,10363000000.0,,1000000.0,,,242000000.0,2168000000.0,7825000000.0,2538000000.0,70000000.0,17000000.0,2420000000.0,118000000.0,-52000000.0,66000000.0,10363000000.0,,600000000.0,600000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q3TTM,2014-09-28,2015-09-26,,-0.17,-0.16,,-0.16,-12000000.0,34000000.0,-91000000.0,4000000.0,-95000000.0,-91000000.0,1000000.0,8180000000.0,10809000000.0,-1000000.0,3000000.0,,,300000000.0,2236000000.0,8180000000.0,2629000000.0,91000000.0,21000000.0,2524000000.0,105000000.0,-67000000.0,38000000.0,10809000000.0,,600000000.0,600000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q2,2015-03-29,2015-06-27,2016-08-03 06:56:02+00:00,-0.11,-0.11,,-0.11,4000000.0,-9000000.0,-58000000.0,-58000000.0,,-58000000.0,,2626000000.0,3440000000.0,,1000000.0,,,120000000.0,741000000.0,2626000000.0,814000000.0,23000000.0,6000000.0,865000000.0,-51000000.0,-16000000.0,-67000000.0,3440000000.0,547000000.0,547000000.0,547000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q2YTD,2014-12-28,2015-06-27,,-0.03,-0.03,,-0.03,9000000.0,16000000.0,-13000000.0,-13000000.0,,-13000000.0,,5566000000.0,7317000000.0,,2000000.0,,,163000000.0,1542000000.0,5566000000.0,1751000000.0,48000000.0,12000000.0,1714000000.0,37000000.0,-34000000.0,3000000.0,7317000000.0,547000000.0,547000000.0,547000000.0
