company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2009.0,FY,,2009-12-31,2011-02-24 13:15:33+00:00,6122000.0,54537000.0,42822000.0,455000.0,166487000.0,,525080000.0,32299000.0,,478000.0,4988000.0,0.0,2046000.0,24971000.0,61535000.0,,1969000.0,961000.0,18251000.0,,-252499000.0,19978000.0,355240000.0,273036000.0,261299000.0,81243000.0,273036000.0,273036000.0,82204000.0,355240000.0,68970000.0,961000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2010.0,FY,,2010-12-31,2012-02-29 16:52:11+00:00,7768000.0,65430000.0,51358000.0,134000.0,294664000.0,0.0,555859000.0,33848000.0,,478000.0,2188000.0,9089000.0,2544000.0,30684000.0,42439000.0,,3454000.0,6222000.0,17358000.0,,-178246000.0,8615000.0,476943000.0,377747000.0,388611000.0,92974000.0,377747000.0,377747000.0,99196000.0,476943000.0,57648000.0,6222000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2010.0,Q3,,2010-09-30,2010-11-04 12:56:05+00:00,5826000.0,63811000.0,44074000.0,317000.0,264924000.0,,547236000.0,30136000.0,,478000.0,2888000.0,7829000.0,2382000.0,28102000.0,43778000.0,,4218000.0,5797000.0,19429000.0,,-188151000.0,7396000.0,445235000.0,359402000.0,357942000.0,80036000.0,359402000.0,359402000.0,85833000.0,445235000.0,59191000.0,5797000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2010.0,Q2,,2010-06-30,2010-08-05 14:01:57+00:00,5316000.0,62930000.0,41455000.0,-249000.0,235801000.0,,539168000.0,27036000.0,,478000.0,3588000.0,,2487000.0,27249000.0,44171000.0,,2109000.0,932000.0,20881000.0,,-204966000.0,8998000.0,408692000.0,333953000.0,331097000.0,73807000.0,333953000.0,333953000.0,74739000.0,408692000.0,50346000.0,932000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,FY,,2011-12-31,2013-03-01 08:03:41+00:00,19265000.0,91537000.0,76600000.0,46000.0,240675000.0,0.0,607248000.0,52252000.0,,135383000.0,50022000.0,0.0,9402000.0,53965000.0,22337000.0,,2741000.0,10366000.0,31781000.0,4026000.0,-116513000.0,7395000.0,649264000.0,490781000.0,384816000.0,148117000.0,490781000.0,490781000.0,158483000.0,649264000.0,210483000.0,10366000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q3,,2011-09-30,2011-11-04 12:05:18+00:00,14138000.0,86648000.0,58281000.0,346000.0,202229000.0,0.0,588509000.0,47768000.0,,135743000.0,50279000.0,677000.0,8278000.0,46388000.0,22945000.0,,2754000.0,8857000.0,21794000.0,,-131979000.0,8185000.0,585920000.0,456876000.0,327134000.0,120187000.0,456876000.0,456876000.0,129044000.0,585920000.0,212398000.0,8857000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q2,,2011-06-30,2011-08-08 14:36:18+00:00,10407000.0,82130000.0,56020000.0,743000.0,168607000.0,0.0,580282000.0,43024000.0,,135768000.0,52113000.0,4112000.0,6272000.0,37122000.0,28546000.0,,2815000.0,7816000.0,22809000.0,,-151243000.0,6755000.0,547049000.0,429782000.0,286573000.0,109451000.0,429782000.0,429782000.0,117267000.0,547049000.0,223354000.0,7816000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q1,,2011-03-31,2011-05-05 15:07:59+00:00,6594000.0,73904000.0,44201000.0,624000.0,308608000.0,,563886000.0,37199000.0,,478000.0,1488000.0,5615000.0,2867000.0,30722000.0,38024000.0,,2714000.0,6883000.0,16243000.0,7991000.0,-162405000.0,8328000.0,496982000.0,402105000.0,417941000.0,87994000.0,402105000.0,402105000.0,94877000.0,496982000.0,48319000.0,6883000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,FY,,2012-12-31,2014-02-28 17:18:39+00:00,19549000.0,98992000.0,74247000.0,203000.0,306386000.0,0.0,670740000.0,61975000.0,,99236000.0,45777000.0,21252000.0,15122000.0,79191000.0,21609000.0,,3454000.0,19224000.0,36808000.0,,-89626000.0,28485000.0,756312000.0,581317000.0,485793000.0,155771000.0,581317000.0,581317000.0,174995000.0,756312000.0,191328000.0,19224000.0,0.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q3,,2012-09-30,2012-11-09 16:26:11+00:00,14415000.0,105902000.0,71949000.0,-19000.0,304907000.0,0.0,676613000.0,65324000.0,,111162000.0,46817000.0,20802000.0,15137000.0,75248000.0,27189000.0,,2700000.0,14311000.0,33594000.0,1564000.0,-74429000.0,23142000.0,768164000.0,602165000.0,484246000.0,151688000.0,602165000.0,602165000.0,165999000.0,768164000.0,208670000.0,14311000.0,0.0
