company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 15:07:59+00:00,,0.2,0.2,0.19,,5214000.0,27946000.0,14930000.0,14930000.0,14930000.0,20380000.0,85422000.0,,-553000.0,,4668000.0,,6116000.0,,14951000.0,20380000.0,69710000.0,,,49013000.0,20697000.0,-553000.0,20144000.0,90090000.0,74700000.0,75166000.0,77597000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q4,2011-10-01,2011-12-31,,983000.0,0.26,0.26,0.25,,5897000.0,36112000.0,20449000.0,20449000.0,20449000.0,33355000.0,128905000.0,,-636000.0,,,,9568000.0,,22457000.0,33355000.0,95550000.0,,552000.0,69120000.0,26430000.0,-84000.0,26346000.0,128905000.0,77600000.0,77988000.0,80294000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,FY,2011-01-01,2011-12-31,2013-03-01 08:03:41+00:00,2443000.0,0.86,0.86,0.83,0.0,23225000.0,142174000.0,66716000.0,66716000.0,66716000.0,118458000.0,479741000.0,,-971000.0,,,0.0,37154000.0,,89152000.0,118458000.0,361283000.0,,552000.0,270923000.0,90360000.0,-419000.0,89941000.0,479741000.0,77600000.0,77988000.0,80294000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q3TTM,2010-10-01,2011-09-30,,1460000.0,0.73,0.73,0.7,,21942000.0,136285000.0,56172000.0,56172000.0,56172000.0,106240000.0,448397000.0,,-1122000.0,-8666000.0,-4668000.0,9905000.0,34479000.0,,85326000.0,106240000.0,337489000.0,19000.0,555000.0,258789000.0,78700000.0,-586000.0,78114000.0,443729000.0,77100000.0,78455000.0,80266000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q3,2011-07-01,2011-09-30,2011-11-04 12:05:18+00:00,868000.0,0.25,0.25,0.24,,6930000.0,34655000.0,19264000.0,19264000.0,19264000.0,33524000.0,125894000.0,,-118000.0,,,,8926000.0,,21609000.0,33524000.0,92370000.0,,,66058000.0,26312000.0,-118000.0,26194000.0,125894000.0,77100000.0,78455000.0,80266000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q3YTD,2011-01-01,2011-09-30,,1460000.0,0.6,0.6,0.58,,17328000.0,106062000.0,46267000.0,46267000.0,46267000.0,85103000.0,350836000.0,,-335000.0,,,,27586000.0,,66695000.0,85103000.0,265733000.0,,,201803000.0,63930000.0,-335000.0,63595000.0,350836000.0,77100000.0,78455000.0,80266000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q2TTM,2010-07-01,2011-06-30,,592000.0,0.7,0.7,0.68,,20037000.0,128535000.0,53723000.0,53723000.0,53723000.0,93730000.0,418450000.0,,-1087000.0,-8666000.0,-4668000.0,13215000.0,32145000.0,,79920000.0,93730000.0,320052000.0,19000.0,555000.0,245741000.0,74311000.0,-551000.0,73760000.0,413782000.0,79700000.0,77888000.0,80321000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q2,2011-04-01,2011-06-30,2011-08-08 14:36:18+00:00,592000.0,0.14,0.14,0.14,,5127000.0,38586000.0,11162000.0,11162000.0,11162000.0,28949000.0,120086000.0,,-306000.0,,,,9270000.0,,26094000.0,28949000.0,91137000.0,,,74542000.0,16595000.0,-306000.0,16289000.0,120086000.0,79700000.0,77888000.0,80321000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q2YTD,2011-01-01,2011-06-30,,592000.0,0.35,0.35,0.34,,10398000.0,71407000.0,27003000.0,27003000.0,27003000.0,51579000.0,224942000.0,,-217000.0,,,,18660000.0,,45086000.0,51579000.0,173363000.0,,,135745000.0,37618000.0,-217000.0,37401000.0,224942000.0,79700000.0,77888000.0,80321000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q1TTM,2010-04-01,2011-03-31,,,0.99,0.99,0.96,,27807000.0,118888000.0,75164000.0,75164000.0,75164000.0,85959000.0,406560000.0,,-625000.0,-8666000.0,-4668000.0,4549000.0,29271000.0,,68831000.0,85959000.0,315933000.0,19000.0,555000.0,212873000.0,103060000.0,-89000.0,102971000.0,401892000.0,75400000.0,76844000.0,79361000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 16:58:22+00:00,,0.21,0.21,0.2,,5271000.0,32821000.0,15841000.0,15841000.0,15841000.0,22630000.0,104856000.0,,89000.0,,,,9390000.0,,18992000.0,22630000.0,82226000.0,,,61203000.0,21023000.0,89000.0,21112000.0,104856000.0,75400000.0,76844000.0,79361000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,FY,2012-01-01,2012-12-31,2014-02-28 17:18:39+00:00,,0.73,0.73,0.71,36591000.0,25605000.0,152041000.0,58691000.0,58691000.0,58691000.0,143653000.0,560041000.0,,-1296000.0,,,,42869000.0,,99295000.0,143653000.0,416388000.0,,,330796000.0,85592000.0,-1296000.0,84296000.0,560041000.0,80400000.0,80529000.0,83040000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q4,2012-10-01,2012-12-31,,-2624000.0,0.12,0.12,0.11,11926000.0,6840000.0,37769000.0,9559000.0,9559000.0,9559000.0,36362000.0,142840000.0,,-672000.0,,,,11711000.0,,30625000.0,36362000.0,106478000.0,,,89407000.0,17071000.0,-672000.0,16399000.0,142840000.0,80400000.0,80529000.0,83040000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q3TTM,2011-10-01,2012-09-30,,3607000.0,0.87,0.87,0.85,24665000.0,24662000.0,150384000.0,69581000.0,69581000.0,69581000.0,140646000.0,546106000.0,,-1260000.0,,,,40726000.0,,91127000.0,140646000.0,405460000.0,,552000.0,310509000.0,94951000.0,-708000.0,94243000.0,546106000.0,,81437000.0,81437000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q3,2012-07-01,2012-09-30,2012-11-09 16:26:11+00:00,870000.0,0.0,0.0,0.0,24665000.0,4494000.0,36468000.0,-344000.0,-344000.0,-344000.0,36146000.0,136496000.0,,-353000.0,,,,9952000.0,,23892000.0,36146000.0,100350000.0,,,95847000.0,4503000.0,-353000.0,4150000.0,136496000.0,,81437000.0,81437000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q3YTD,2012-01-01,2012-09-30,,2624000.0,0.61,0.61,0.6,24665000.0,18765000.0,114272000.0,49132000.0,49132000.0,49132000.0,107291000.0,417201000.0,,-624000.0,,,,31158000.0,,68670000.0,107291000.0,309910000.0,,,241389000.0,68521000.0,-624000.0,67897000.0,417201000.0,,81437000.0,81437000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q2TTM,2011-07-01,2012-06-30,,3605000.0,1.12,1.12,1.09,,27098000.0,148571000.0,89189000.0,89189000.0,89189000.0,138024000.0,535504000.0,,-1025000.0,,,,39700000.0,,88844000.0,138024000.0,397480000.0,,552000.0,280720000.0,116760000.0,-473000.0,116287000.0,535504000.0,81400000.0,80384000.0,82954000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q2,2012-04-01,2012-06-30,2012-08-02 16:23:50+00:00,869000.0,0.35,0.35,0.34,,8061000.0,39087000.0,28492000.0,28492000.0,28492000.0,36826000.0,145626000.0,,541000.0,,,,10680000.0,,22152000.0,36826000.0,108800000.0,,,72788000.0,36012000.0,541000.0,36553000.0,145626000.0,81400000.0,80384000.0,82954000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q2YTD,2012-01-01,2012-06-30,,1754000.0,0.61,0.61,0.6,,14271000.0,77804000.0,49476000.0,49476000.0,49476000.0,71145000.0,280705000.0,,-271000.0,,,,21206000.0,,44778000.0,71145000.0,209560000.0,,,145542000.0,64018000.0,-271000.0,63747000.0,280705000.0,81400000.0,80384000.0,82954000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q1TTM,2011-04-01,2012-03-31,,3328000.0,0.91,0.91,0.89,,24164000.0,148070000.0,71859000.0,71859000.0,71859000.0,130147000.0,509964000.0,,-1872000.0,,,,38290000.0,,92786000.0,130147000.0,379817000.0,,552000.0,282474000.0,97343000.0,-1320000.0,96023000.0,509964000.0,80700000.0,79235000.0,81856000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2012.0,Q1,2012-01-01,2012-03-31,2012-05-08 16:58:22+00:00,885000.0,0.26,0.26,0.26,,6210000.0,38717000.0,20984000.0,20984000.0,20984000.0,34319000.0,135079000.0,,-812000.0,,,,10526000.0,,22626000.0,34319000.0,100760000.0,,,72754000.0,28006000.0,-812000.0,27194000.0,135079000.0,80700000.0,79235000.0,81856000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q4,2013-10-01,2013-12-31,,,0.53,0.53,0.52,,10302000.0,44694000.0,42421000.0,42421000.0,42421000.0,41816000.0,178292000.0,,-199000.0,,,,10970000.0,,27890000.0,41816000.0,136476000.0,,,83554000.0,52922000.0,-199000.0,52723000.0,178292000.0,80400000.0,80551000.0,82589000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,FY,2013-01-01,2013-12-31,2015-02-26 17:12:02+00:00,,0.8,0.8,0.78,67013000.0,28844000.0,180046000.0,64295000.0,64295000.0,64295000.0,162100000.0,660206000.0,,-1073000.0,,,,44083000.0,,112752000.0,162100000.0,498106000.0,,,403894000.0,94212000.0,-1073000.0,93139000.0,660206000.0,80400000.0,80551000.0,82589000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q3TTM,2012-10-01,2013-09-30,,-2624000.0,0.39,0.39,0.37,78939000.0,25382000.0,173121000.0,31433000.0,31433000.0,31433000.0,156646000.0,624754000.0,,-1546000.0,,,,44824000.0,,115487000.0,156646000.0,468108000.0,,,409747000.0,58361000.0,-1546000.0,56815000.0,624754000.0,80300000.0,79967000.0,81848000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q3,2013-07-01,2013-09-30,2013-11-01 07:34:12+00:00,,0.43,0.43,0.42,0.0,7376000.0,45224000.0,34537000.0,34537000.0,34537000.0,39416000.0,164506000.0,,449000.0,,,,10915000.0,,27487000.0,39416000.0,125090000.0,,,83626000.0,41464000.0,449000.0,41913000.0,164506000.0,80300000.0,79967000.0,81848000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q3YTD,2013-01-01,2013-09-30,,,0.27,0.27,0.26,67013000.0,18542000.0,135352000.0,21874000.0,21874000.0,21874000.0,120284000.0,481914000.0,,-874000.0,,,,33113000.0,,84862000.0,120284000.0,361630000.0,,,320340000.0,41290000.0,-874000.0,40416000.0,481914000.0,80300000.0,79967000.0,81848000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q2TTM,2012-07-01,2013-06-30,,-1754000.0,-0.04,-0.04,-0.05,103604000.0,22500000.0,164365000.0,-3448000.0,-3448000.0,-3448000.0,153376000.0,596744000.0,,-2348000.0,,,,43861000.0,,111892000.0,153376000.0,443368000.0,,,421968000.0,21400000.0,-2348000.0,19052000.0,596744000.0,81400000.0,80576000.0,82149000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q2,2013-04-01,2013-06-30,2013-08-02 16:08:53+00:00,,0.36,0.36,0.36,0.0,8246000.0,47847000.0,29320000.0,29320000.0,29320000.0,40137000.0,163828000.0,,-335000.0,,,,10916000.0,,27027000.0,40137000.0,123691000.0,,,85790000.0,37901000.0,-335000.0,37566000.0,163828000.0,81400000.0,80576000.0,82149000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q2YTD,2013-01-01,2013-06-30,,,-0.16,-0.16,-0.16,67013000.0,11166000.0,90128000.0,-12663000.0,-12663000.0,-12663000.0,80868000.0,317408000.0,,-1323000.0,,,,22198000.0,,57375000.0,80868000.0,236540000.0,,,236714000.0,-174000.0,-1323000.0,-1497000.0,317408000.0,81400000.0,80576000.0,82149000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q1TTM,2012-04-01,2013-03-31,,-885000.0,-0.05,-0.05,-0.07,103604000.0,22315000.0,155605000.0,-4276000.0,-4276000.0,-4276000.0,150065000.0,578542000.0,,-1472000.0,,,,43625000.0,,107017000.0,150065000.0,428477000.0,,,408966000.0,19511000.0,-1472000.0,18039000.0,578542000.0,80700000.0,81248000.0,81248000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2013.0,Q1,2013-01-01,2013-03-31,2013-05-03 17:08:40+00:00,,-0.52,-0.52,-0.52,67013000.0,2920000.0,42281000.0,-41983000.0,-41983000.0,-41983000.0,40731000.0,153580000.0,,-988000.0,,,,11282000.0,,30348000.0,40731000.0,112849000.0,,,150924000.0,-38075000.0,-988000.0,-39063000.0,153580000.0,80700000.0,81248000.0,81248000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 16:21:32+00:00,,1.81,1.81,1.77,,44537000.0,332068000.0,145832000.0,145832000.0,145832000.0,183210000.0,761653000.0,0.0,-3207000.0,,,,52799000.0,,,183210000.0,578443000.0,,,384867000.0,193576000.0,-3207000.0,190369000.0,761653000.0,80600000.0,80754000.0,82283000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q4,2014-10-01,2014-12-31,,,0.5,0.5,0.48,,10236000.0,85893000.0,39541000.0,39541000.0,39541000.0,47938000.0,198600000.0,,-1716000.0,,,,13276000.0,,,47938000.0,150662000.0,,,99169000.0,51493000.0,-1716000.0,49777000.0,198600000.0,80600000.0,80754000.0,82283000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q3TTM,2013-10-01,2014-09-30,,,1.84,1.84,1.81,,44603000.0,290869000.0,148712000.0,148712000.0,148712000.0,177088000.0,741345000.0,,-1690000.0,,,,50493000.0,,27890000.0,177088000.0,564257000.0,,,369252000.0,195005000.0,-1690000.0,193315000.0,741345000.0,81400000.0,80629000.0,82014000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q3,2014-07-01,2014-09-30,2015-10-29 16:09:03+00:00,,0.47,0.47,0.47,,11301000.0,80653000.0,38247000.0,38247000.0,38247000.0,44822000.0,189876000.0,,-1999000.0,,,,12854000.0,,,44822000.0,145054000.0,,,93507000.0,51547000.0,-1999000.0,49548000.0,189876000.0,81400000.0,80629000.0,82014000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q3YTD,2014-01-01,2014-09-30,,,1.31,1.31,1.29,,34301000.0,246175000.0,106291000.0,106291000.0,106291000.0,135272000.0,563053000.0,,-1491000.0,,,,39523000.0,,,135272000.0,427781000.0,,,285698000.0,142083000.0,-1491000.0,140592000.0,563053000.0,81400000.0,80629000.0,82014000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q2TTM,2013-07-01,2014-06-30,,,1.8,1.8,1.76,,40678000.0,255440000.0,145002000.0,145002000.0,145002000.0,171682000.0,715975000.0,,758000.0,,,,48554000.0,,55377000.0,171682000.0,544293000.0,,,359371000.0,184922000.0,758000.0,185680000.0,715975000.0,80900000.0,81027000.0,82341000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q2,2014-04-01,2014-06-30,2015-07-30 17:23:01+00:00,,0.44,0.44,0.43,,13039000.0,83455000.0,35600000.0,35600000.0,35600000.0,47055000.0,192531000.0,,-93000.0,,,,13289000.0,,,47055000.0,145476000.0,,,96744000.0,48732000.0,-93000.0,48639000.0,192531000.0,80900000.0,81027000.0,82341000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q2YTD,2014-01-01,2014-06-30,,,0.84,0.84,0.82,,23000000.0,165522000.0,68044000.0,68044000.0,68044000.0,90450000.0,373177000.0,,508000.0,,,,26669000.0,,,90450000.0,282727000.0,,,192191000.0,90536000.0,508000.0,91044000.0,373177000.0,80900000.0,81027000.0,82341000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q1TTM,2013-04-01,2014-03-31,,,1.72,1.72,1.69,,35885000.0,219832000.0,138722000.0,138722000.0,138722000.0,164764000.0,687272000.0,,516000.0,,,,46181000.0,,82404000.0,164764000.0,522508000.0,,,348417000.0,174091000.0,516000.0,174607000.0,687272000.0,81100000.0,81120000.0,82817000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2014.0,Q1,2014-01-01,2014-03-31,2015-04-30 21:40:21+00:00,,0.4,0.4,0.39,,9961000.0,82067000.0,32444000.0,32444000.0,32444000.0,43395000.0,180646000.0,,601000.0,,,,13380000.0,,,43395000.0,137251000.0,,,95447000.0,41804000.0,601000.0,42405000.0,180646000.0,81100000.0,81120000.0,82817000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 16:03:20+00:00,,1.8,1.8,1.77,,42081000.0,390239000.0,144020000.0,144020000.0,144020000.0,205376000.0,845486000.0,0.0,-2533000.0,,,,61237000.0,,,205376000.0,640110000.0,,,451476000.0,188634000.0,-2533000.0,186101000.0,845486000.0,80000000.0,79998000.0,81521000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q4,2015-10-01,2015-12-31,,,0.61,0.61,0.6,,10775000.0,390239000.0,48877000.0,48877000.0,48877000.0,57466000.0,230276000.0,,313000.0,,,,13889000.0,,-290657000.0,57466000.0,172810000.0,,,113471000.0,59339000.0,313000.0,59652000.0,230276000.0,80000000.0,79998000.0,81521000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q3,2015-07-01,2015-09-30,2016-11-08 16:47:15+00:00,,0.35,0.35,0.34,,8862000.0,,27616000.0,27616000.0,27616000.0,50060000.0,207636000.0,0.0,-1568000.0,,,,17779000.0,,101751000.0,50060000.0,157576000.0,,,119530000.0,38046000.0,-1568000.0,36478000.0,207636000.0,78900000.0,79808000.0,81092000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q3YTD,2015-01-01,2015-09-30,,,1.19,1.19,1.17,,31306000.0,,95143000.0,95143000.0,95143000.0,147910000.0,615210000.0,,-2846000.0,,,,47348000.0,,290657000.0,147910000.0,467300000.0,,,338005000.0,129295000.0,-2846000.0,126449000.0,615210000.0,78900000.0,79808000.0,81092000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q3TTM,2014-10-01,2015-09-30,,,1.69,1.69,1.65,,41542000.0,85893000.0,134684000.0,134684000.0,134684000.0,195848000.0,813810000.0,,-4562000.0,,,,60624000.0,,290657000.0,195848000.0,617962000.0,,,437174000.0,180788000.0,-4562000.0,176226000.0,813810000.0,78900000.0,79808000.0,81092000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q2,2015-04-01,2015-06-30,2016-08-04 16:03:13+00:00,,0.39,0.39,0.39,,11149000.0,,31350000.0,31350000.0,31350000.0,50854000.0,209488000.0,,174000.0,,,,15684000.0,,100625000.0,50854000.0,158634000.0,,,116309000.0,42325000.0,174000.0,42499000.0,209488000.0,80400000.0,80257000.0,81394000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q2YTD,2015-01-01,2015-06-30,,,0.84,0.84,0.83,,22444000.0,,67527000.0,67527000.0,67527000.0,97850000.0,407574000.0,,-1278000.0,,,,29569000.0,,188906000.0,97850000.0,309724000.0,,,218475000.0,91249000.0,-1278000.0,89971000.0,407574000.0,80400000.0,80257000.0,81394000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q2TTM,2014-07-01,2015-06-30,,,1.81,1.81,1.78,,43981000.0,166546000.0,145315000.0,145315000.0,145315000.0,190610000.0,796050000.0,,-4993000.0,,,,55699000.0,,188906000.0,190610000.0,605440000.0,,,411151000.0,194289000.0,-4993000.0,189296000.0,796050000.0,80400000.0,80257000.0,81394000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 17:18:21+00:00,,0.45,0.45,0.44,,11295000.0,,36177000.0,36177000.0,36177000.0,46996000.0,198086000.0,,-1452000.0,,,,13885000.0,,88281000.0,46996000.0,151090000.0,,,102166000.0,48924000.0,-1452000.0,47472000.0,198086000.0,80400000.0,80459000.0,81824000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2015.0,Q1TTM,2014-04-01,2015-03-31,,,1.86,1.86,1.82,,45871000.0,250001000.0,149565000.0,149565000.0,149565000.0,186811000.0,779093000.0,,-5260000.0,,,,53304000.0,,88281000.0,186811000.0,592282000.0,,,391586000.0,200696000.0,-5260000.0,195436000.0,779093000.0,80400000.0,80459000.0,81824000.0
Align Technology Inc,ALGN,549300N5YSE0U3LCP840,1097149,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 09:04:23+00:00,,2.38,2.38,2.33,,51200000.0,490653000.0,189682000.0,189682000.0,189682000.0,264580000.0,1079874000.0,-1684000.0,-10568000.0,,,,75720000.0,,,264580000.0,815294000.0,,4213000.0,566373000.0,248921000.0,-6355000.0,242566000.0,1079874000.0,79700000.0,79856000.0,81484000.0
