company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
American Water Works Company Inc,AWK,,1410636,2010.0,Q2TTM,2009-07-01,2010-06-30,,-19716000.0,-20144000.0,11205000.0,303958000.0,330543000.0,152809000.0,2944000.0,383762000.0,24373000.0,-677732000.0,664957000.0,,,24373000.0,-677732000.0,664957000.0,11598000.0,231566000.0,231566000.0,-29817000.0,15548000.0,53239000.0,-146693000.0,-712370000.0,-230960000.0,,-228000.0,1115000.0
American Water Works Company Inc,AWK,,1410636,2010.0,Q2,2010-04-01,2010-06-30,,-1044000.0,,,,80698000.0,-35060000.0,1064000.0,95928000.0,79902000.0,-193444000.0,121519000.0,,,79902000.0,-193444000.0,121519000.0,7977000.0,72751000.0,72751000.0,3130000.0,3691000.0,-7815000.0,-36689000.0,-184597000.0,15914000.0,,-6000.0,12000.0
American Water Works Company Inc,AWK,,1410636,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-03 16:46:18+00:00,-1572000.0,,,,162754000.0,41747000.0,1865000.0,150621000.0,32071000.0,-331226000.0,297509000.0,,,32071000.0,-331226000.0,297509000.0,-1646000.0,103559000.0,103559000.0,-10551000.0,521000.0,-2474000.0,-73368000.0,-327279000.0,-47552000.0,,-16000.0,99000.0
American Water Works Company Inc,AWK,,1410636,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 16:41:42+00:00,-528000.0,,,,82056000.0,76807000.0,801000.0,54693000.0,-47831000.0,-137782000.0,175990000.0,,,-47831000.0,-137782000.0,175990000.0,-9623000.0,30808000.0,30808000.0,-13681000.0,-3170000.0,5341000.0,-36679000.0,-142682000.0,-63466000.0,,-10000.0,87000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q4,2011-10-01,2011-12-31,,-839000.0,,14269000.0,331944000.0,89278000.0,99728000.0,3503000.0,91882000.0,72669000.0,-306396000.0,232313000.0,,,72669000.0,-306396000.0,232313000.0,-1414000.0,64848000.0,64848000.0,-21541000.0,6531000.0,-5567000.0,-40392000.0,-302918000.0,12893000.0,,-1748000.0,2928000.0
American Water Works Company Inc,AWK,,1410636,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 19:32:42+00:00,-7220000.0,,14269000.0,331944000.0,351821000.0,247920000.0,13866000.0,316173000.0,105135000.0,-912397000.0,808357000.0,,,105135000.0,-912397000.0,808357000.0,1095000.0,309613000.0,309613000.0,-100997000.0,22298000.0,9709000.0,-157855000.0,-924858000.0,-87459000.0,,-1888000.0,9972000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q3TTM,2010-10-01,2011-09-30,,-6353000.0,,-30108000.0,329417000.0,346048000.0,207087000.0,13251000.0,361513000.0,74962000.0,-846792000.0,767072000.0,,,74962000.0,-846792000.0,763950000.0,-7880000.0,284919000.0,284919000.0,-70982000.0,17834000.0,17914000.0,-155939000.0,-865486000.0,-161479000.0,,-218000.0,7133000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q3,2011-07-01,2011-09-30,,-1612000.0,,,,88323000.0,133009000.0,1511000.0,-36329000.0,-80917000.0,-230576000.0,313648000.0,,,-80917000.0,-230576000.0,313648000.0,2155000.0,137422000.0,137422000.0,-45106000.0,4574000.0,797000.0,-40358000.0,-230148000.0,-10181000.0,,-134000.0,387000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-07 17:08:20+00:00,-6381000.0,,,,262543000.0,148192000.0,10363000.0,224291000.0,32466000.0,-606001000.0,576044000.0,,,32466000.0,-606001000.0,576044000.0,2509000.0,244765000.0,244765000.0,-79456000.0,15767000.0,15276000.0,-117463000.0,-621940000.0,-100352000.0,,-140000.0,7044000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q2TTM,2010-07-01,2011-06-30,,-4839000.0,,-30108000.0,329417000.0,341730000.0,180686000.0,13698000.0,488760000.0,43978000.0,-790942000.0,742942000.0,,,43978000.0,-790942000.0,739820000.0,-7144000.0,271611000.0,271611000.0,-51085000.0,17714000.0,37249000.0,-154038000.0,-830149000.0,-321938000.0,,-218000.0,6797000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q2,2011-04-01,2011-06-30,,-3324000.0,,,,87342000.0,-65579000.0,2158000.0,125105000.0,108305000.0,-209237000.0,100870000.0,,,108305000.0,-209237000.0,100870000.0,-62000.0,81110000.0,81110000.0,-2003000.0,6082000.0,2969000.0,-38580000.0,-215381000.0,13546000.0,,-6000.0,6499000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-02 16:54:52+00:00,-4769000.0,,,,174220000.0,15183000.0,8852000.0,260620000.0,113383000.0,-375425000.0,262396000.0,,,113383000.0,-375425000.0,262396000.0,354000.0,107343000.0,107343000.0,-34350000.0,11193000.0,14479000.0,-77105000.0,-391792000.0,-90171000.0,,-6000.0,6657000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q1TTM,2010-04-01,2011-03-31,,-2559000.0,,-30108000.0,329417000.0,335086000.0,211205000.0,12604000.0,459583000.0,15575000.0,-775149000.0,763591000.0,,,15575000.0,-775149000.0,760469000.0,895000.0,263252000.0,263252000.0,-45952000.0,15323000.0,26465000.0,-152147000.0,-799365000.0,-319570000.0,,-218000.0,310000.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 16:57:38+00:00,-1445000.0,,,,86878000.0,80762000.0,6694000.0,135515000.0,5078000.0,-166188000.0,161526000.0,,,5078000.0,-166188000.0,161526000.0,416000.0,26233000.0,26233000.0,-32347000.0,5111000.0,11510000.0,-38525000.0,-176411000.0,-103717000.0,,0.0,158000.0
American Water Works Company Inc,AWK,,1410636,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 18:40:19+00:00,-44560000.0,,5352000.0,329331000.0,381503000.0,236406000.0,27860000.0,352182000.0,-563016000.0,-382356000.0,955598000.0,,,-563016000.0,-382356000.0,955598000.0,10226000.0,358070000.0,358070000.0,-20381000.0,,29039000.0,-213459000.0,-928574000.0,-725223000.0,,-4376000.0,561739000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q4,2012-10-01,2012-12-31,,-227000.0,,5352000.0,329331000.0,100851000.0,58552000.0,5798000.0,333499000.0,-17682000.0,-197000000.0,220584000.0,,,-17682000.0,-197000000.0,220584000.0,5902000.0,55478000.0,55478000.0,5703000.0,-22182000.0,49800000.0,-88436000.0,-248217000.0,-245912000.0,,-449000.0,1644000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q3TTM,2011-10-01,2012-09-30,,-45172000.0,,14269000.0,331944000.0,369930000.0,277582000.0,25565000.0,110565000.0,-472665000.0,-491752000.0,967327000.0,,,-472665000.0,-491752000.0,967327000.0,2910000.0,367440000.0,367440000.0,-47625000.0,28713000.0,-26328000.0,-165415000.0,-983275000.0,-466418000.0,,-5675000.0,563023000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q3,2012-07-01,2012-09-30,,-40000.0,,,,96219000.0,173730000.0,9468000.0,1705000.0,-197506000.0,-215025000.0,418143000.0,,,-197506000.0,-215025000.0,418143000.0,5612000.0,153812000.0,153812000.0,-5618000.0,5462000.0,-11013000.0,-44080000.0,-204057000.0,-167234000.0,,-2827000.0,85000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-06 17:31:08+00:00,-44333000.0,,,,280652000.0,177854000.0,22062000.0,18683000.0,-545334000.0,-185356000.0,735014000.0,,,-545334000.0,-185356000.0,735014000.0,4324000.0,302592000.0,302592000.0,-26084000.0,22182000.0,-20761000.0,-125023000.0,-680357000.0,-479311000.0,,-3927000.0,560095000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q2TTM,2011-07-01,2012-06-30,,-46744000.0,,14269000.0,331944000.0,362034000.0,236861000.0,17608000.0,72531000.0,-356076000.0,-507303000.0,862832000.0,,,-356076000.0,-507303000.0,862832000.0,-547000.0,351050000.0,351050000.0,-87113000.0,27825000.0,-14518000.0,-161693000.0,-1009366000.0,-309365000.0,,-2982000.0,563325000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q2,2012-04-01,2012-06-30,,-44189000.0,,,,92329000.0,-30933000.0,2960000.0,577000.0,34581000.0,-199936000.0,168772000.0,,,34581000.0,-199936000.0,168772000.0,3417000.0,107026000.0,107026000.0,350000.0,8900000.0,-11448000.0,-40529000.0,-242934000.0,62673000.0,,,98635000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-07 17:23:39+00:00,-44293000.0,,,,184433000.0,4124000.0,12594000.0,16978000.0,-347828000.0,29669000.0,316871000.0,,,-347828000.0,29669000.0,316871000.0,-1288000.0,148780000.0,148780000.0,-20466000.0,16720000.0,-9748000.0,-80943000.0,-476300000.0,-312077000.0,,-1100000.0,560010000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q1TTM,2011-04-01,2012-03-31,,-5879000.0,,14269000.0,331944000.0,357047000.0,202215000.0,16806000.0,197059000.0,-282352000.0,-516604000.0,794930000.0,,,-282352000.0,-516604000.0,794930000.0,-4026000.0,325134000.0,325134000.0,-89466000.0,25007000.0,-101000.0,-159744000.0,-981813000.0,-358492000.0,,-2988000.0,471189000.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 17:09:17+00:00,-104000.0,,,,92104000.0,35057000.0,9634000.0,16401000.0,-382409000.0,229605000.0,148099000.0,,,-382409000.0,229605000.0,148099000.0,-4705000.0,41754000.0,41754000.0,-20816000.0,7820000.0,1700000.0,-40414000.0,-233366000.0,-374750000.0,,-1100000.0,461375000.0
American Water Works Company Inc,AWK,,1410636,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 20:10:46+00:00,-24000000.0,,8000000.0,318000000.0,407000000.0,113000000.0,26000000.0,783000000.0,160000000.0,-1053000000.0,896000000.0,,,160000000.0,-1053000000.0,896000000.0,3000000.0,369000000.0,369000000.0,7000000.0,,-50000000.0,-149000000.0,-980000000.0,-500000000.0,,,1000000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q4,2013-10-01,2013-12-31,,-7446000.0,,8000000.0,318000000.0,103998000.0,35793000.0,6212000.0,660813000.0,121288000.0,-333920000.0,207451000.0,287000.0,-127000.0,121288000.0,-333633000.0,207324000.0,-5021000.0,59429000.0,59429000.0,8231000.0,-13486000.0,-11700000.0,-49446000.0,-315025000.0,-485725000.0,,2920000.0,251000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q3TTM,2012-10-01,2013-09-30,,-16781000.0,,5352000.0,329331000.0,403853000.0,135759000.0,25586000.0,455686000.0,21030000.0,-916080000.0,909133000.0,-287000.0,127000.0,21030000.0,-916367000.0,909260000.0,13923000.0,365049000.0,365049000.0,4472000.0,-8696000.0,11500000.0,-187990000.0,-913192000.0,-260187000.0,,-3369000.0,2393000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q3,2013-07-01,2013-09-30,,-11952000.0,,,,101987000.0,133938000.0,5008000.0,-75668000.0,-126411000.0,-259693000.0,398352000.0,-287000.0,127000.0,-126411000.0,-259980000.0,398479000.0,12088000.0,150665000.0,150665000.0,11762000.0,2625000.0,-12765000.0,-49810000.0,-235145000.0,-8566000.0,,,169000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-05 16:59:32+00:00,-16554000.0,,,,303002000.0,77207000.0,19788000.0,122187000.0,38712000.0,-719080000.0,688549000.0,-287000.0,127000.0,38712000.0,-719367000.0,688676000.0,8021000.0,309571000.0,309571000.0,-1231000.0,13486000.0,-38300000.0,-99554000.0,-664975000.0,-14275000.0,,-2920000.0,749000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q2TTM,2012-07-01,2013-06-30,,-4869000.0,,5352000.0,329331000.0,398085000.0,175551000.0,30046000.0,533059000.0,-50065000.0,-871412000.0,928924000.0,,,-50065000.0,-871412000.0,928924000.0,7447000.0,368196000.0,368196000.0,-12908000.0,-5859000.0,13252000.0,-182260000.0,-882104000.0,-418855000.0,,-6196000.0,2309000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q2,2013-04-01,2013-06-30,,-1766000.0,,,,101366000.0,-58095000.0,6639000.0,132676000.0,90290000.0,-231677000.0,140572000.0,,,90290000.0,-231677000.0,140572000.0,-815000.0,101263000.0,101263000.0,-3962000.0,5756000.0,-13467000.0,-49744000.0,-216744000.0,-3317000.0,,-1720000.0,300000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-06 17:08:51+00:00,-4602000.0,,,,201015000.0,-56731000.0,14780000.0,197855000.0,165123000.0,-459387000.0,290197000.0,,,165123000.0,-459387000.0,290197000.0,-4067000.0,158906000.0,158906000.0,-12993000.0,10861000.0,-25535000.0,-49744000.0,-429830000.0,-5709000.0,,-2920000.0,580000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q1TTM,2012-04-01,2013-03-31,,-47292000.0,,5352000.0,329331000.0,389048000.0,202713000.0,26367000.0,400960000.0,-105774000.0,-839671000.0,957124000.0,,,-105774000.0,-839671000.0,957124000.0,11679000.0,373959000.0,373959000.0,-8596000.0,-2715000.0,15271000.0,-173045000.0,-908294000.0,-352865000.0,,-4476000.0,100644000.0
American Water Works Company Inc,AWK,,1410636,2013.0,Q1,2013-01-01,2013-03-31,2014-05-07 16:43:25+00:00,-2836000.0,,,,99649000.0,1364000.0,8141000.0,65179000.0,74833000.0,-227710000.0,149625000.0,,,74833000.0,-227710000.0,149625000.0,-3252000.0,57643000.0,57643000.0,-9031000.0,5105000.0,-12068000.0,0.0,-213086000.0,-2392000.0,,-1200000.0,280000.0
American Water Works Company Inc,AWK,,1410636,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 16:32:56+00:00,-9000000.0,,16000000.0,301000000.0,424000000.0,257000000.0,21000000.0,603000000.0,-87000000.0,-1014000000.0,1097000000.0,,,-87000000.0,-1014000000.0,1097000000.0,-4000000.0,423000000.0,423000000.0,-7000000.0,6000000.0,-63000000.0,-216000000.0,-956000000.0,-501000000.0,,,14000000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q4,2014-10-01,2014-12-31,,-2947000.0,,16000000.0,301000000.0,104950000.0,75423000.0,5554000.0,46210000.0,-15243000.0,-292659000.0,256738000.0,,,-15243000.0,-292659000.0,256738000.0,-51164000.0,93393000.0,93393000.0,-17028000.0,-4715000.0,-11779000.0,-55152000.0,-291129000.0,-7140000.0,,,13196000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-04 17:22:52+00:00,-6053000.0,,,,319050000.0,181577000.0,15446000.0,556790000.0,-71757000.0,-721341000.0,840262000.0,,,-71757000.0,-721341000.0,840262000.0,47164000.0,329607000.0,329607000.0,10028000.0,10715000.0,-51221000.0,-160848000.0,-664871000.0,-493860000.0,,,804000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q3TTM,2013-10-01,2014-09-30,,-13499000.0,,8000000.0,318000000.0,423048000.0,217370000.0,21658000.0,1217603000.0,49531000.0,-1055261000.0,1047713000.0,287000.0,-127000.0,49531000.0,-1054974000.0,1047586000.0,42143000.0,389036000.0,389036000.0,18259000.0,-2771000.0,-62921000.0,-210294000.0,-979896000.0,-979585000.0,,2920000.0,1055000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q3,2014-07-01,2014-09-30,,-3184000.0,,,,107110000.0,149702000.0,3277000.0,220258000.0,-64485000.0,-283167000.0,389647000.0,,,-64485000.0,-283167000.0,389647000.0,41995000.0,152185000.0,152185000.0,-19350000.0,733000.0,-17032000.0,-55458000.0,-263090000.0,-233295000.0,,,139000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-05 16:32:03+00:00,-2869000.0,,,,211940000.0,31875000.0,12169000.0,336532000.0,-7272000.0,-438174000.0,450615000.0,,,-7272000.0,-438174000.0,450615000.0,5169000.0,177422000.0,177422000.0,29378000.0,9982000.0,-34189000.0,-105390000.0,-401781000.0,-260565000.0,,,665000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q2TTM,2013-07-01,2014-06-30,,-22267000.0,,8000000.0,318000000.0,417925000.0,201606000.0,23389000.0,921677000.0,-12395000.0,-1031787000.0,1056418000.0,,,-12395000.0,-1031787000.0,1056418000.0,12236000.0,387516000.0,387516000.0,49371000.0,-879000.0,-58654000.0,-204646000.0,-951951000.0,-754856000.0,,2920000.0,1085000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q2,2014-04-01,2014-06-30,,-590000.0,,,,105862000.0,-35674000.0,3970000.0,106254000.0,28611000.0,-232974000.0,205741000.0,,,28611000.0,-232974000.0,205741000.0,1378000.0,109299000.0,109299000.0,26254000.0,9982000.0,-23491000.0,-55422000.0,-209315000.0,-37373000.0,,1200000.0,422000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 17:22:08+00:00,-2279000.0,,,,106078000.0,67549000.0,8199000.0,230278000.0,-35883000.0,-205200000.0,244874000.0,,,-35883000.0,-205200000.0,244874000.0,3791000.0,68123000.0,68123000.0,3124000.0,,-10698000.0,-49968000.0,-192466000.0,-223192000.0,,-1200000.0,243000.0
American Water Works Company Inc,AWK,,1410636,2014.0,Q1TTM,2013-04-01,2014-03-31,,-23443000.0,,8000000.0,318000000.0,413429000.0,179185000.0,26058000.0,948099000.0,49284000.0,-1030490000.0,991249000.0,,,49284000.0,-1030490000.0,991249000.0,10043000.0,379480000.0,379480000.0,19155000.0,-5105000.0,-48630000.0,-198968000.0,-959380000.0,-720800000.0,,,963000.0
American Water Works Company Inc,AWK,,1410636,2015.0,FY,2015-01-01,2015-12-31,2018-02-20 16:33:54+00:00,-197000000.0,,12000000.0,309000000.0,440000000.0,299000000.0,39000000.0,831000000.0,290000000.0,-1459000000.0,1195000000.0,,,290000000.0,-1459000000.0,1195000000.0,26000000.0,476000000.0,476000000.0,-20000000.0,-16000000.0,-107000000.0,-239000000.0,-1160000000.0,-199000000.0,-126000000.0,,5000000.0
American Water Works Company Inc,AWK,,1410636,2015.0,Q4,2015-10-01,2015-12-31,,-21000000.0,,12000000.0,309000000.0,113000000.0,133000000.0,7000000.0,187000000.0,49000000.0,-414000000.0,339000000.0,,,49000000.0,-414000000.0,339000000.0,-26000000.0,99000000.0,99000000.0,-6000000.0,-23000000.0,-24000000.0,-61000000.0,-369000000.0,26000000.0,-87000000.0,,
American Water Works Company Inc,AWK,,1410636,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-02 16:31:41+00:00,-176000000.0,,,,327000000.0,166000000.0,32000000.0,644000000.0,241000000.0,-1045000000.0,856000000.0,,,241000000.0,-1045000000.0,856000000.0,52000000.0,377000000.0,377000000.0,-14000000.0,7000000.0,-83000000.0,-178000000.0,-791000000.0,-225000000.0,-39000000.0,,5000000.0
American Water Works Company Inc,AWK,,1410636,2015.0,Q3TTM,2014-10-01,2015-09-30,,-178947000.0,,16000000.0,301000000.0,431950000.0,241423000.0,37554000.0,690210000.0,225757000.0,-1337659000.0,1112738000.0,,,225757000.0,-1337659000.0,1112738000.0,836000.0,470393000.0,470393000.0,-31028000.0,2285000.0,-94779000.0,-233152000.0,-1082129000.0,-232140000.0,-39000000.0,,18196000.0
American Water Works Company Inc,AWK,,1410636,2015.0,Q3,2015-07-01,2015-09-30,,-135000000.0,,,,111000000.0,167000000.0,19000000.0,252000000.0,-30000000.0,-478000000.0,438000000.0,,,-30000000.0,-478000000.0,438000000.0,-70000000.0,174000000.0,174000000.0,-14000000.0,3000000.0,-31000000.0,-61000000.0,-312000000.0,-217000000.0,-26000000.0,,
American Water Works Company Inc,AWK,,1410636,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-03 16:33:26+00:00,-41000000.0,,,,216000000.0,-1000000.0,13000000.0,392000000.0,271000000.0,-567000000.0,418000000.0,,,271000000.0,-567000000.0,418000000.0,122000000.0,203000000.0,203000000.0,0.0,4000000.0,-52000000.0,-117000000.0,-479000000.0,-8000000.0,-13000000.0,,5000000.0
American Water Works Company Inc,AWK,,1410636,2015.0,Q2TTM,2014-07-01,2015-06-30,,-47131000.0,,16000000.0,301000000.0,428060000.0,224125000.0,21831000.0,658468000.0,191272000.0,-1142826000.0,1064385000.0,,,191272000.0,-1142826000.0,1064385000.0,112831000.0,448578000.0,448578000.0,-36378000.0,18000.0,-80811000.0,-227610000.0,-1033219000.0,-248435000.0,-13000000.0,,18335000.0
American Water Works Company Inc,AWK,,1410636,2015.0,Q2,2015-04-01,2015-06-30,,-41000000.0,,,,109000000.0,-16000000.0,7000000.0,292000000.0,222000000.0,-321000000.0,220000000.0,,,222000000.0,-321000000.0,220000000.0,121000000.0,123000000.0,123000000.0,4000000.0,1000000.0,-31000000.0,-61000000.0,-253000000.0,-4000000.0,-13000000.0,,4000000.0
American Water Works Company Inc,AWK,,1410636,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 17:08:27+00:00,,,,,107000000.0,15000000.0,6000000.0,100000000.0,49000000.0,-246000000.0,198000000.0,,,49000000.0,-246000000.0,198000000.0,1000000.0,80000000.0,80000000.0,-4000000.0,3000000.0,-21000000.0,-56000000.0,-226000000.0,-4000000.0,,,1000000.0
American Water Works Company Inc,AWK,,1410636,2015.0,Q1TTM,2014-04-01,2015-03-31,,-6721000.0,,16000000.0,301000000.0,424922000.0,204451000.0,18801000.0,472722000.0,-2117000.0,-1054800000.0,1050126000.0,,,-2117000.0,-1054800000.0,1050126000.0,-6791000.0,434877000.0,434877000.0,-14124000.0,9000000.0,-73302000.0,-222032000.0,-989534000.0,-281808000.0,,1200000.0,14757000.0
