company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
American Water Works Company Inc,AWK,,1410636,2009.0,FY,,2009-12-31,2011-02-25 20:58:29+00:00,138609000.0,335730000.0,,,-64677000.0,322281000.0,,22256000.0,,6141823000.0,17920000.0,45552000.0,,1250381000.0,,,5288180000.0,29521000.0,10677393000.0,,633509000.0,884267000.0,667055000.0,,52680000.0,189538000.0,,60128000.0,1005538000.0,1020605000.0,20212000.0,41020000.0,-2076287000.0,173565000.0,13452651000.0,4000859000.0,499127000.0,607392000.0,4005416000.0,4005416000.0,9423289000.0,13452651000.0,2276131000.0,8815897000.0,4557000.0,0.0
American Water Works Company Inc,AWK,,1410636,2010.0,FY,,2010-12-31,2012-02-28 15:14:21+00:00,188343000.0,278623000.0,,,-71446000.0,296121000.0,,13112000.0,0.0,6158425000.0,6473000.0,36939000.0,,1195585000.0,,,5394135000.0,27743000.0,10381640000.0,4547000.0,397164000.0,1141219000.0,628730000.0,71589000.0,28464000.0,182060000.0,937705000.0,434425000.0,1024528000.0,967706000.0,26718000.0,94066000.0,-1959235000.0,264997000.0,14086246000.0,4127725000.0,1457775000.0,1106764000.0,4127725000.0,4132272000.0,9931839000.0,14086246000.0,2246831000.0,8825075000.0,,-19000.0
American Water Works Company Inc,AWK,,1410636,2010.0,Q3,,2010-09-30,2010-11-03 16:26:37+00:00,166388000.0,412770000.0,,,-61086000.0,337296000.0,,23501000.0,,6153098000.0,6394000.0,57002000.0,,1250692000.0,,,5371548000.0,31345000.0,11013347000.0,,617147000.0,1081708000.0,619090000.0,,53415000.0,189090000.0,,103119000.0,1065907000.0,1055907000.0,26330000.0,99974000.0,-1960806000.0,225825000.0,13983675000.0,4131206000.0,627399000.0,741424000.0,4135753000.0,4135753000.0,9824120000.0,13983675000.0,2342929000.0,9082696000.0,4547000.0,
American Water Works Company Inc,AWK,,1410636,2010.0,Q2,,2010-06-30,2010-08-04 16:34:35+00:00,147573000.0,384609000.0,,,-62546000.0,332201000.0,,20610000.0,,6148191000.0,4073000.0,54906000.0,,1250692000.0,,,5305167000.0,29908000.0,10872323000.0,,616300000.0,1000776000.0,649181000.0,,57208000.0,181136000.0,,59997000.0,1056483000.0,1048650000.0,3905000.0,93705000.0,-2046326000.0,309825000.0,13773516000.0,4039319000.0,590113000.0,753437000.0,4043866000.0,4043866000.0,9705712000.0,13773516000.0,2311080000.0,8952275000.0,4547000.0,
American Water Works Company Inc,AWK,,1410636,2011.0,FY,,2011-12-31,2013-03-01 06:06:23+00:00,243709000.0,385733000.0,,,-97677000.0,325829000.0,,14207000.0,0.0,6182315000.0,7672000.0,36606000.0,,1195069000.0,,,5339947000.0,28598000.0,11021098000.0,4547000.0,386970000.0,1271263000.0,649084000.0,,-847000.0,223597000.0,929858000.0,441285000.0,1137062000.0,1052672000.0,25503000.0,32438000.0,-1848801000.0,543908000.0,14776391000.0,4235837000.0,1397659000.0,1489105000.0,4235837000.0,4240384000.0,10514870000.0,14776391000.0,2357634000.0,9025765000.0,21137000.0,
American Water Works Company Inc,AWK,,1410636,2011.0,Q3,,2011-09-30,2011-11-02 16:39:41+00:00,190556000.0,309111000.0,,,-68555000.0,309822000.0,,15621000.0,0.0,6175536000.0,134000.0,47962000.0,,1195510000.0,,,5361531000.0,30491000.0,10787844000.0,4547000.0,394956000.0,1265367000.0,553308000.0,62934000.0,71151000.0,232208000.0,943155000.0,491341000.0,1056189000.0,988561000.0,19729000.0,46864000.0,-1848338000.0,417947000.0,14538733000.0,4258643000.0,1479461000.0,1380014000.0,4258643000.0,4263190000.0,10253559000.0,14538733000.0,2271428000.0,8873545000.0,,0.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q2,,2011-06-30,2011-08-03 16:46:18+00:00,159024000.0,294569000.0,,,-68696000.0,301317000.0,,13466000.0,0.0,6171801000.0,3443000.0,47475000.0,,1195510000.0,,,5362604000.0,31414000.0,10599942000.0,4547000.0,396440000.0,1194052000.0,600039000.0,73125000.0,74940000.0,222924000.0,937202000.0,439844000.0,1041338000.0,980528000.0,17212000.0,65055000.0,-1945185000.0,458379000.0,14347216000.0,4157920000.0,1493214000.0,1327646000.0,4157920000.0,4162467000.0,10162626000.0,14347216000.0,2254060000.0,8834980000.0,,0.0
American Water Works Company Inc,AWK,,1410636,2011.0,Q1,,2011-03-31,2011-05-04 16:41:42+00:00,132725000.0,312192000.0,,,-69958000.0,299544000.0,,13528000.0,,6166636000.0,5680000.0,65291000.0,,1204227000.0,,,5362325000.0,30606000.0,10555698000.0,,408701000.0,1167020000.0,607760000.0,,61906000.0,166750000.0,801184000.0,434462000.0,1043109000.0,974656000.0,20234000.0,80443000.0,-1950571000.0,335652000.0,14128807000.0,4146107000.0,1305539000.0,1134880000.0,4150654000.0,4150654000.0,9954886000.0,14128807000.0,2267570000.0,8820006000.0,4547000.0,0.0
American Water Works Company Inc,AWK,,1410636,2012.0,FY,,2012-12-31,2014-02-26 19:32:42+00:00,279613000.0,402283000.0,,,-116191000.0,364181000.0,,24433000.0,0.0,6224414000.0,9594000.0,35555000.0,,1207250000.0,,,5190509000.0,29772000.0,11739364000.0,1720000.0,379737000.0,1573422000.0,715794000.0,,3609000.0,239950000.0,,53810000.0,1262124000.0,1036652000.0,10791000.0,29756000.0,-1664955000.0,385904000.0,14718976000.0,4443268000.0,499447000.0,994832000.0,4443268000.0,4444988000.0,10255127000.0,14718976000.0,2480165000.0,9260295000.0,18861000.0,0.0
American Water Works Company Inc,AWK,,1410636,2012.0,Q3,,2012-09-30,2012-11-07 17:08:20+00:00,202283000.0,370281000.0,,,-91507000.0,355720000.0,,18531000.0,0.0,6214805000.0,7815000.0,43670000.0,,1207572000.0,,,5184546000.0,31925000.0,11534327000.0,1720000.0,378446000.0,1563029000.0,609536000.0,61462000.0,64806000.0,321024000.0,0.0,106074000.0,1193974000.0,1033723000.0,21137000.0,87705000.0,-1675678000.0,332823000.0,14599535000.0,4447620000.0,642525000.0,1005874000.0,4447620000.0,4449340000.0,10130874000.0,14599535000.0,2422683000.0,9125000000.0,19321000.0,
