company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Chevron Corp,CVX,,93410,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 12:56:14+00:00,,8708000000.0,120000000.0,17000000.0,,650000000.0,-14295000000.0,-13933000000.0,24977000000.0,-14295000000.0,-13933000000.0,24977000000.0,-3131000000.0,18795000000.0,18795000000.0,-2543000000.0,,-4868000000.0,-799000000.0,-16678000000.0,-3688000000.0,-6389000000.0,206000000.0,3338000000.0
Chevron Corp,CVX,,93410,2008.0,Q4,2008-10-01,2008-12-31,,,2589000000.0,-129000000.0,-1117000000.0,,1986000000.0,-656000000.0,-5712000000.0,5208000000.0,-656000000.0,-5712000000.0,5208000000.0,-1289000000.0,4995000000.0,4995000000.0,-1259000000.0,,-1312000000.0,,-6034000000.0,-39000000.0,-1291000000.0,215000000.0,107000000.0
Chevron Corp,CVX,,93410,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 12:52:15+00:00,,9528000000.0,-166000000.0,-2159000000.0,,2647000000.0,-10400000000.0,-17081000000.0,29632000000.0,-10400000000.0,-17081000000.0,29632000000.0,1985000000.0,24031000000.0,24031000000.0,-1768000000.0,,-5261000000.0,,-19666000000.0,-965000000.0,-6821000000.0,1094000000.0,1491000000.0
Chevron Corp,CVX,,93410,2008.0,Q3,2008-07-01,2008-09-30,,,2449000000.0,-86000000.0,80000000.0,,353000000.0,-3035000000.0,-3536000000.0,9113000000.0,-3035000000.0,-3536000000.0,9113000000.0,2456000000.0,7893000000.0,7893000000.0,-1309000000.0,,-1370000000.0,,-4661000000.0,-49000000.0,-1969000000.0,159000000.0,966000000.0
Chevron Corp,CVX,,93410,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 11:12:07+00:00,,6939000000.0,-37000000.0,-1042000000.0,,661000000.0,-9744000000.0,-11369000000.0,24424000000.0,-9744000000.0,-11369000000.0,24424000000.0,3274000000.0,19036000000.0,19036000000.0,-509000000.0,,-3949000000.0,,-13632000000.0,-926000000.0,-5530000000.0,879000000.0,1384000000.0
Chevron Corp,CVX,,93410,2008.0,Q2,2008-04-01,2008-06-30,,,2275000000.0,-36000000.0,-1938000000.0,,-78000000.0,-3161000000.0,-4035000000.0,7204000000.0,-3161000000.0,-4035000000.0,7204000000.0,-28000000.0,5975000000.0,5975000000.0,892000000.0,,-1360000000.0,,-4519000000.0,-61000000.0,-1662000000.0,323000000.0,161000000.0
Chevron Corp,CVX,,93410,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 11:27:55+00:00,,4490000000.0,49000000.0,-1122000000.0,,308000000.0,-6709000000.0,-7833000000.0,15311000000.0,-6709000000.0,-7833000000.0,15311000000.0,818000000.0,11143000000.0,11143000000.0,800000000.0,,-2579000000.0,,-8971000000.0,-877000000.0,-3561000000.0,720000000.0,418000000.0
Chevron Corp,CVX,,93410,2008.0,Q1,2008-01-01,2008-03-31,2009-05-07 11:18:40+00:00,,2215000000.0,85000000.0,816000000.0,,386000000.0,-3548000000.0,-3798000000.0,8107000000.0,-3548000000.0,-3798000000.0,8107000000.0,846000000.0,5168000000.0,5168000000.0,-92000000.0,,-1219000000.0,,-4452000000.0,-816000000.0,-1899000000.0,397000000.0,257000000.0
Chevron Corp,CVX,,93410,2009.0,Q4,2009-10-01,2009-12-31,,,3156000000.0,47000000.0,45000000.0,82000000.0,8000000.0,-1270000000.0,-4649000000.0,7020000000.0,-1270000000.0,-4649000000.0,7020000000.0,1148000000.0,3102000000.0,3102000000.0,717000000.0,,-1391000000.0,,-5355000000.0,31000000.0,,274000000.0,432000000.0
Chevron Corp,CVX,,93410,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 13:51:37+00:00,,12110000000.0,114000000.0,-3630000000.0,168000000.0,5347000000.0,-3546000000.0,-16572000000.0,19373000000.0,-3546000000.0,-16572000000.0,19373000000.0,-631000000.0,10563000000.0,10563000000.0,330000000.0,,-5373000000.0,,-19843000000.0,-3688000000.0,,707000000.0,2564000000.0
