company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,otherequity,othernoncurrentassets,othernoncurrentnonoperatingassets,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Chevron Corp,CVX,,93410,2008.0,FY,,2008-12-31,2010-02-25 12:56:14+00:00,16580000000.0,8077000000.0,81519000000.0,-4358000000.0,341000000.0,9347000000.0,16280000000.0,3079000000.0,4619000000.0,173299000000.0,5742000000.0,20920000000.0,6854000000.0,91780000000.0,469000000.0,17678000000.0,11539000000.0,6725000000.0,2413000000.0,15856000000.0,,,4711000000.0,252000000.0,1469000000.0,4200000000.0,101102000000.0,2818000000.0,213000000.0,161165000000.0,86648000000.0,36470000000.0,32023000000.0,86648000000.0,87117000000.0,74048000000.0,161165000000.0,32915000000.0,42025000000.0,0.0,-26376000000.0
Chevron Corp,CVX,,93410,2009.0,FY,,2009-12-31,2011-02-24 12:52:15+00:00,16437000000.0,5375000000.0,91820000000.0,-4670000000.0,301000000.0,8716000000.0,16463000000.0,2624000000.0,4618000000.0,188288000000.0,9829000000.0,21158000000.0,5529000000.0,96468000000.0,647000000.0,17390000000.0,11521000000.0,6808000000.0,2282000000.0,17703000000.0,,,2879000000.0,,1391000000.0,5162000000.0,106289000000.0,384000000.0,106000000.0,164621000000.0,91914000000.0,37216000000.0,26211000000.0,91914000000.0,92561000000.0,72060000000.0,164621000000.0,30937000000.0,45849000000.0,0.0,-26168000000.0
Chevron Corp,CVX,,93410,2009.0,Q3,,2009-09-30,2009-11-05 11:12:07+00:00,15715000000.0,5501000000.0,89290000000.0,-4090000000.0,329000000.0,7568000000.0,16416000000.0,2562000000.0,4619000000.0,183547000000.0,9973000000.0,21564000000.0,6323000000.0,94257000000.0,576000000.0,17497000000.0,11738000000.0,6409000000.0,2394000000.0,17070000000.0,,,3870000000.0,316000000.0,1375000000.0,4459000000.0,104575000000.0,240000000.0,121000000.0,162561000000.0,90646000000.0,35541000000.0,25393000000.0,90646000000.0,91222000000.0,71339000000.0,162561000000.0,32763000000.0,45946000000.0,0.0,-26255000000.0
Chevron Corp,CVX,,93410,2009.0,Q2,,2009-06-30,2009-08-06 11:27:55+00:00,15584000000.0,5428000000.0,86401000000.0,-4209000000.0,342000000.0,7236000000.0,16371000000.0,2106000000.0,4619000000.0,180074000000.0,10850000000.0,21548000000.0,6484000000.0,93673000000.0,522000000.0,17889000000.0,11391000000.0,6885000000.0,2389000000.0,16617000000.0,,,4156000000.0,100000000.0,1378000000.0,4271000000.0,102097000000.0,868000000.0,108000000.0,161201000000.0,87958000000.0,34716000000.0,25364000000.0,87958000000.0,88480000000.0,72721000000.0,161201000000.0,32812000000.0,47357000000.0,0.0,-26301000000.0
Chevron Corp,CVX,,93410,2010.0,FY,,2010-12-31,2012-02-23 13:51:37+00:00,19259000000.0,5324000000.0,102863000000.0,-4777000000.0,286000000.0,14060000000.0,16628000000.0,2776000000.0,4617000000.0,207367000000.0,11003000000.0,21520000000.0,5493000000.0,104504000000.0,730000000.0,19264000000.0,12697000000.0,6696000000.0,2077000000.0,20759000000.0,,,3210000000.0,,1466000000.0,5519000000.0,119641000000.0,187000000.0,3010000000.0,184769000000.0,105081000000.0,48841000000.0,29012000000.0,105081000000.0,105811000000.0,78958000000.0,184769000000.0,31424000000.0,49946000000.0,0.0,-26411000000.0
Chevron Corp,CVX,,93410,2010.0,Q3,,2010-09-30,2010-11-05 14:32:28+00:00,17237000000.0,5405000000.0,100376000000.0,-4252000000.0,306000000.0,10995000000.0,16599000000.0,2588000000.0,4618000000.0,202108000000.0,10143000000.0,21764000000.0,6137000000.0,101732000000.0,722000000.0,18409000000.0,12204000000.0,6322000000.0,2147000000.0,17994000000.0,,,2455000000.0,,1450000000.0,5818000000.0,115784000000.0,170000000.0,3539000000.0,177199000000.0,102243000000.0,44483000000.0,26850000000.0,102243000000.0,102965000000.0,74234000000.0,177199000000.0,30984000000.0,47384000000.0,0.0,-25888000000.0
Chevron Corp,CVX,,93410,2010.0,Q2,,2010-06-30,2010-08-05 11:54:06+00:00,16370000000.0,5086000000.0,97493000000.0,-4438000000.0,305000000.0,9396000000.0,16549000000.0,2725000000.0,4618000000.0,196032000000.0,9793000000.0,21682000000.0,5911000000.0,98539000000.0,722000000.0,17206000000.0,11412000000.0,6726000000.0,2208000000.0,17893000000.0,,,2305000000.0,,1457000000.0,5375000000.0,113456000000.0,375000000.0,3819000000.0,171746000000.0,99569000000.0,42394000000.0,26013000000.0,99569000000.0,100291000000.0,71455000000.0,171746000000.0,30813000000.0,45442000000.0,0.0,-25998000000.0
Chevron Corp,CVX,,93410,2010.0,Q1,,2010-03-31,2010-05-05 11:11:50+00:00,16787000000.0,5209000000.0,94630000000.0,-4531000000.0,290000000.0,7376000000.0,16511000000.0,3718000000.0,4618000000.0,191977000000.0,9793000000.0,21290000000.0,6078000000.0,97347000000.0,703000000.0,17277000000.0,11328000000.0,6626000000.0,2399000000.0,17921000000.0,,,2452000000.0,,1550000000.0,5672000000.0,109484000000.0,302000000.0,3779000000.0,168932000000.0,95349000000.0,40826000000.0,27566000000.0,95349000000.0,96052000000.0,72880000000.0,168932000000.0,30759000000.0,45314000000.0,0.0,-26115000000.0
Chevron Corp,CVX,,93410,2011.0,FY,,2011-12-31,2013-02-22 11:55:46+00:00,22147000000.0,5287000000.0,110824000000.0,-6320000000.0,128000000.0,15864000000.0,16988000000.0,4584000000.0,4642000000.0,233432000000.0,9684000000.0,22868000000.0,5543000000.0,122608000000.0,799000000.0,19181000000.0,15544000000.0,9156000000.0,2233000000.0,21793000000.0,,,3889000000.0,,1242000000.0,5827000000.0,140399000000.0,340000000.0,4207000000.0,209474000000.0,121382000000.0,53234000000.0,33600000000.0,121382000000.0,122181000000.0,87293000000.0,209474000000.0,33632000000.0,53693000000.0,0.0,-29685000000.0
Chevron Corp,CVX,,93410,2011.0,Q3,,2011-09-30,2011-11-03 11:17:58+00:00,20746000000.0,5366000000.0,108159000000.0,-4365000000.0,114000000.0,14229000000.0,16942000000.0,4864000000.0,4654000000.0,226536000000.0,9384000000.0,22410000000.0,6072000000.0,118377000000.0,785000000.0,18823000000.0,16126000000.0,5638000000.0,2125000000.0,20878000000.0,,,3026000000.0,482000000.0,1117000000.0,5740000000.0,136873000000.0,245000000.0,6106000000.0,204099000000.0,120891000000.0,53025000000.0,32338000000.0,120891000000.0,121676000000.0,82423000000.0,204099000000.0,32697000000.0,50085000000.0,0.0,-28559000000.0
