company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-28 09:02:22+00:00,-63000000.0,-3000000.0,111500000.0,,5600000.0,-401900000.0,31900000.0,-327700000.0,-83600000.0,-161800000.0,-327700000.0,-83600000.0,-161800000.0,-567500000.0,58400000.0,58400000.0,73200000.0,-24800000.0,29100000.0,,-34900000.0,,-49700000.0,-34000000.0,0.0,-265900000.0,0.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q2TTM,2009-07-01,2010-06-30,,-49000000.0,-3500000.0,159600000.0,30900000.0,16900000.0,213500000.0,-10200000.0,-432900000.0,-76600000.0,662000000.0,-432900000.0,-76600000.0,662000000.0,169400000.0,198400000.0,198400000.0,94000000.0,-5900000.0,8100000.0,,-44500000.0,,-67700000.0,-106400000.0,,-265900000.0,1100000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q2,2010-04-01,2010-06-30,,-3400000.0,-800000.0,36800000.0,800000.0,-30200000.0,208400000.0,600000.0,-299700000.0,-22300000.0,353300000.0,-299700000.0,-22300000.0,353300000.0,1100000.0,83100000.0,83100000.0,25800000.0,,-800000.0,,-14500000.0,,-18900000.0,-19900000.0,,-265900000.0,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 09:12:38+00:00,-9000000.0,-1800000.0,74200000.0,30900000.0,-37900000.0,-338900000.0,3600000.0,-315900000.0,-9300000.0,-202200000.0,-315900000.0,-9300000.0,-202200000.0,-565300000.0,12800000.0,12800000.0,51500000.0,0.0,-2900000.0,,-25900000.0,,-28300000.0,-27700000.0,0.0,-265900000.0,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 09:00:29+00:00,-5600000.0,-1000000.0,37400000.0,30100000.0,-7700000.0,-547300000.0,3000000.0,-16200000.0,13000000.0,-555500000.0,-16200000.0,13000000.0,-555500000.0,-566400000.0,-70300000.0,-70300000.0,25700000.0,0.0,-2100000.0,,-11400000.0,,-9400000.0,-7800000.0,0.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q4,2011-10-01,2011-12-31,,-12800000.0,-2400000.0,41400000.0,133500000.0,-13500000.0,375500000.0,41900000.0,-118300000.0,-67900000.0,717400000.0,-118300000.0,-67900000.0,717400000.0,517700000.0,278300000.0,278300000.0,24600000.0,7400000.0,1900000.0,,-35200000.0,,-57000000.0,-600000.0,-131800000.0,,-133500000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 08:36:42+00:00,-63100000.0,-8700000.0,150900000.0,133500000.0,-46700000.0,-378300000.0,95500000.0,-541000000.0,-58800000.0,273500000.0,-541000000.0,-58800000.0,273500000.0,-373000000.0,551500000.0,551500000.0,-41900000.0,-51100000.0,11100000.0,,-145700000.0,,-140300000.0,-38900000.0,-400800000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q3TTM,2010-10-01,2011-09-30,,-49200000.0,-7700000.0,146400000.0,,-19400000.0,-45500000.0,39100000.0,-642700000.0,-15800000.0,535200000.0,-642700000.0,-15800000.0,535200000.0,-142700000.0,496000000.0,496000000.0,-54000000.0,-63200000.0,29800000.0,,-116700000.0,,-129900000.0,-232900000.0,-269000000.0,,133500000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q3,2011-07-01,2011-09-30,,-11700000.0,-2300000.0,36200000.0,-7000000.0,-74200000.0,21800000.0,24600000.0,-202000000.0,93600000.0,157800000.0,-202000000.0,93600000.0,157800000.0,-24800000.0,217500000.0,217500000.0,-115400000.0,-22600000.0,9000000.0,,-37200000.0,,-30200000.0,-36800000.0,-130000000.0,,133500000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-26 08:57:01+00:00,-50300000.0,-6300000.0,109500000.0,,-33200000.0,-753800000.0,53600000.0,-422700000.0,9100000.0,-443900000.0,-422700000.0,9100000.0,-443900000.0,-890700000.0,273200000.0,273200000.0,-66500000.0,-58500000.0,9200000.0,,-110500000.0,,-83300000.0,-38300000.0,-269000000.0,,133500000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q2TTM,2010-07-01,2011-06-30,,-91500000.0,-6600000.0,147500000.0,-23900000.0,98300000.0,-130300000.0,42800000.0,-452500000.0,-183700000.0,417800000.0,-452500000.0,-183700000.0,417800000.0,-120100000.0,324100000.0,324100000.0,83100000.0,-65400000.0,52800000.0,,-88500000.0,,-121100000.0,-202400000.0,-139000000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q2,2011-04-01,2011-06-30,,-36500000.0,-2100000.0,37700000.0,4600000.0,12600000.0,36000000.0,29000000.0,-175300000.0,-67700000.0,200000000.0,-175300000.0,-67700000.0,200000000.0,-30400000.0,108900000.0,108900000.0,19500000.0,-44300000.0,400000.0,,-38800000.0,,-36200000.0,7300000.0,-128500000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 09:02:32+00:00,-38600000.0,-4000000.0,73300000.0,7000000.0,41000000.0,-775600000.0,29000000.0,-220700000.0,-84500000.0,-601700000.0,-220700000.0,-84500000.0,-601700000.0,-865900000.0,55700000.0,55700000.0,48900000.0,-35900000.0,200000.0,,-73300000.0,,-53100000.0,-1500000.0,-139000000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q1TTM,2010-04-01,2011-03-31,,-58400000.0,-5300000.0,146600000.0,-27700000.0,55500000.0,42100000.0,14400000.0,-576900000.0,-138300000.0,571100000.0,-576900000.0,-138300000.0,571100000.0,-88600000.0,298300000.0,298300000.0,89400000.0,-21100000.0,51600000.0,,-64200000.0,,-103800000.0,-229600000.0,-10500000.0,-265900000.0,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 09:00:46+00:00,-2100000.0,-1900000.0,35600000.0,2400000.0,28400000.0,-811600000.0,0.0,-45400000.0,-16800000.0,-801700000.0,-45400000.0,-16800000.0,-801700000.0,-835500000.0,-53200000.0,-53200000.0,29400000.0,8400000.0,-200000.0,,-34500000.0,,-16900000.0,-8800000.0,-10500000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q3TTM,2011-10-01,2012-09-30,,-153400000.0,-2100000.0,150200000.0,145600000.0,-14600000.0,-365900000.0,334200000.0,-558000000.0,-297200000.0,272100000.0,-558000000.0,-297200000.0,272100000.0,-597700000.0,405800000.0,405800000.0,84100000.0,-20200000.0,1200000.0,,-134200000.0,-800000.0,-156300000.0,-404600000.0,-333200000.0,,-133500000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q3,2012-07-01,2012-09-30,,-89000000.0,1000000.0,37400000.0,-500000.0,20300000.0,-223000000.0,17000000.0,-98600000.0,-131700000.0,-104700000.0,-98600000.0,-131700000.0,-104700000.0,-314700000.0,67700000.0,67700000.0,12200000.0,-800000.0,-600000.0,,-31900000.0,-500000.0,-41100000.0,400000.0,-83300000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-24 16:16:34+00:00,-140600000.0,300000.0,108800000.0,12100000.0,-1100000.0,-741400000.0,292300000.0,-439700000.0,-229300000.0,-445300000.0,-439700000.0,-229300000.0,-445300000.0,-1115400000.0,127500000.0,127500000.0,59500000.0,-27600000.0,-700000.0,,-99000000.0,-800000.0,-99300000.0,-404000000.0,-201400000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q2TTM,2011-07-01,2012-06-30,,-76100000.0,-5400000.0,149000000.0,139100000.0,-109100000.0,-121100000.0,341800000.0,-661400000.0,-71900000.0,534600000.0,-661400000.0,-71900000.0,534600000.0,-307800000.0,555600000.0,555600000.0,-43500000.0,-42000000.0,10800000.0,,-139500000.0,-300000.0,-145400000.0,-441800000.0,-379900000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q2,2012-04-01,2012-06-30,,-49500000.0,1000000.0,36800000.0,12600000.0,-40600000.0,1100000.0,24700000.0,-112100000.0,-76300000.0,157900000.0,-112100000.0,-76300000.0,157900000.0,-71100000.0,105500000.0,105500000.0,13500000.0,-31700000.0,-3600000.0,,-36200000.0,,-35800000.0,-3300000.0,-65600000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-25 08:30:42+00:00,-51600000.0,-700000.0,71400000.0,12600000.0,-21400000.0,-518400000.0,275300000.0,-341100000.0,-97600000.0,-340600000.0,-341100000.0,-97600000.0,-340600000.0,-800700000.0,59800000.0,59800000.0,47300000.0,-26800000.0,-100000.0,,-67100000.0,-300000.0,-58200000.0,-404400000.0,-118100000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q1TTM,2011-04-01,2012-03-31,,-63100000.0,-8500000.0,149900000.0,131100000.0,-55900000.0,-86200000.0,346100000.0,-724600000.0,-63300000.0,576700000.0,-724600000.0,-63300000.0,576700000.0,-267100000.0,559000000.0,559000000.0,-37500000.0,-54600000.0,14800000.0,,-142100000.0,-300000.0,-145800000.0,-431200000.0,-442800000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 09:16:32+00:00,-2100000.0,-1700000.0,34600000.0,,19200000.0,-519500000.0,250600000.0,-229000000.0,-21300000.0,-498500000.0,-229000000.0,-21300000.0,-498500000.0,-729600000.0,-45700000.0,-45700000.0,33800000.0,4900000.0,3500000.0,,-30900000.0,-300000.0,-22400000.0,-401100000.0,-52500000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,FY,2013-01-01,2013-12-31,2016-02-22 08:35:20+00:00,-61500000.0,8600000.0,157400000.0,2500000.0,-94100000.0,63900000.0,5400000.0,-1212300000.0,-224500000.0,592900000.0,-1212300000.0,-224500000.0,592900000.0,-938000000.0,288900000.0,288900000.0,74100000.0,19800000.0,-3300000.0,,-152500000.0,,-173000000.0,-603200000.0,-481800000.0,,10800000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,Q2,2013-04-01,2013-06-30,,-13300000.0,2600000.0,39200000.0,3100000.0,-51000000.0,53900000.0,18400000.0,-121900000.0,-42600000.0,183700000.0,-121900000.0,-42600000.0,183700000.0,-31800000.0,86100000.0,86100000.0,1900000.0,-5300000.0,-3900000.0,,-40400000.0,,-29000000.0,10200000.0,-104800000.0,,500000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-24 07:59:29+00:00,-48200000.0,4000000.0,77400000.0,3100000.0,-61100000.0,-721200000.0,19200000.0,-226000000.0,-82400000.0,-591400000.0,-226000000.0,-82400000.0,-591400000.0,-960900000.0,27600000.0,27600000.0,20800000.0,12100000.0,-2100000.0,,-75500000.0,,-46800000.0,-1200000.0,-180600000.0,,11600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,Q1,2013-01-01,2013-03-31,2014-04-23 08:26:05+00:00,-34900000.0,1400000.0,38200000.0,,-10100000.0,-775100000.0,800000.0,-104100000.0,-39800000.0,-775100000.0,-104100000.0,-39800000.0,-775100000.0,-929100000.0,-58500000.0,-58500000.0,18900000.0,17400000.0,1800000.0,,-35100000.0,,-17800000.0,-11400000.0,-75800000.0,,11100000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 08:47:50+00:00,-67800000.0,5100000.0,163000000.0,,-101000000.0,-63100000.0,499100000.0,-372700000.0,-198900000.0,696400000.0,-372700000.0,-198900000.0,696400000.0,23800000.0,505400000.0,505400000.0,86000000.0,8400000.0,17600000.0,,-176000000.0,,-148700000.0,-429100000.0,-275100000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q4,2014-10-01,2014-12-31,,-4900000.0,1400000.0,41300000.0,-15900000.0,-57900000.0,680900000.0,,-197900000.0,-57000000.0,1077400000.0,-197900000.0,-57000000.0,1077400000.0,764600000.0,331300000.0,331300000.0,22500000.0,4300000.0,17600000.0,,-42200000.0,500000.0,-54300000.0,-33000000.0,-127000000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-22 09:10:50+00:00,-62900000.0,3700000.0,121700000.0,15900000.0,-43100000.0,-744000000.0,499100000.0,-174800000.0,-141900000.0,-381000000.0,-174800000.0,-141900000.0,-381000000.0,-740800000.0,174100000.0,174100000.0,63500000.0,4100000.0,,,-133800000.0,-500000.0,-94400000.0,-396100000.0,-148100000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q3,2014-07-01,2014-09-30,,-12100000.0,1400000.0,41000000.0,5400000.0,-47000000.0,24200000.0,,-85500000.0,-42800000.0,176200000.0,-85500000.0,-42800000.0,176200000.0,900000.0,92800000.0,92800000.0,16800000.0,-2300000.0,100000.0,,-41600000.0,-500000.0,-35700000.0,9200000.0,-50800000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q2TTM,2013-07-01,2014-06-30,,-64100000.0,6900000.0,160700000.0,9900000.0,-29100000.0,16900000.0,485300000.0,-1075600000.0,-241200000.0,627100000.0,-1075600000.0,-241200000.0,627100000.0,-718800000.0,342600000.0,342600000.0,100000000.0,14100000.0,-1300000.0,,-169200000.0,,-184900000.0,-1007300000.0,-398500000.0,,-800000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q2,2014-04-01,2014-06-30,,-28700000.0,1300000.0,40200000.0,10500000.0,6200000.0,-500000.0,498500000.0,1400000.0,-52000000.0,168500000.0,1400000.0,-52000000.0,168500000.0,124100000.0,103700000.0,103700000.0,23800000.0,200000.0,-1700000.0,,-46300000.0,,-32100000.0,-398600000.0,-52400000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-23 08:53:22+00:00,-50800000.0,2300000.0,80700000.0,10500000.0,3900000.0,-768200000.0,499100000.0,-89300000.0,-99100000.0,-557200000.0,-89300000.0,-99100000.0,-557200000.0,-741700000.0,81300000.0,81300000.0,46700000.0,6400000.0,-100000.0,,-92200000.0,,-58700000.0,-405300000.0,-97300000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q1TTM,2013-04-01,2014-03-31,,-48700000.0,8200000.0,159700000.0,2500000.0,-86300000.0,71300000.0,5200000.0,-1198900000.0,-231800000.0,642300000.0,-1198900000.0,-231800000.0,642300000.0,-874700000.0,325000000.0,325000000.0,78100000.0,8600000.0,-3500000.0,,-163300000.0,,-181800000.0,-598500000.0,-450900000.0,,-300000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q1,2014-01-01,2014-03-31,2015-04-24 09:04:46+00:00,-22100000.0,1000000.0,40500000.0,,-2300000.0,-767700000.0,600000.0,-90700000.0,-47100000.0,-725700000.0,-90700000.0,-47100000.0,-725700000.0,-865800000.0,-22400000.0,-22400000.0,22900000.0,6200000.0,1600000.0,,-45900000.0,,-26600000.0,-6700000.0,-44900000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,FY,2015-01-01,2015-12-31,2018-02-26 08:47:30+00:00,-28600000.0,5800000.0,157000000.0,,,-110800000.0,54700000.0,-490900000.0,-199700000.0,688500000.0,-490900000.0,-199700000.0,688500000.0,-2100000.0,480500000.0,480500000.0,156000000.0,-47000000.0,-10000000.0,,-211400000.0,,-161100000.0,-2000000.0,-285200000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q4,2015-10-01,2015-12-31,,-22700000.0,1600000.0,40700000.0,,128500000.0,558600000.0,22700000.0,-161900000.0,-109200000.0,926800000.0,-161900000.0,-109200000.0,926800000.0,784200000.0,282900000.0,282900000.0,43000000.0,-18600000.0,-6100000.0,,-51100000.0,,-80400000.0,-2000000.0,-112900000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-27 08:54:16+00:00,-5900000.0,4200000.0,116300000.0,,-128500000.0,-669400000.0,32000000.0,-329000000.0,-90500000.0,-238300000.0,-329000000.0,-90500000.0,-238300000.0,-786300000.0,197600000.0,197600000.0,113000000.0,-28400000.0,-3900000.0,,-160300000.0,,-80700000.0,,-172300000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q3TTM,2014-10-01,2015-09-30,,-10800000.0,5600000.0,157600000.0,-15900000.0,-186400000.0,11500000.0,32000000.0,-526900000.0,-147500000.0,839100000.0,-526900000.0,-147500000.0,839100000.0,-21700000.0,528900000.0,528900000.0,135500000.0,-24100000.0,13700000.0,,-202500000.0,500000.0,-135000000.0,-33000000.0,-299300000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q3,2015-07-01,2015-09-30,,-5900000.0,1400000.0,38100000.0,,-63800000.0,103000000.0,-24400000.0,-152000000.0,-40600000.0,281800000.0,-152000000.0,-40600000.0,281800000.0,25400000.0,78000000.0,78000000.0,61300000.0,-3700000.0,-3800000.0,,-53600000.0,,-30900000.0,,-70300000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-28 08:39:36+00:00,0.0,2800000.0,78200000.0,,-64700000.0,-772400000.0,56400000.0,-177000000.0,-49900000.0,-520100000.0,-177000000.0,-49900000.0,-520100000.0,-811700000.0,119600000.0,119600000.0,51700000.0,-24700000.0,-100000.0,,-106700000.0,,-49800000.0,,-102000000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q2TTM,2014-07-01,2015-06-30,,-17000000.0,5600000.0,160500000.0,-10500000.0,-169600000.0,-67300000.0,56400000.0,-460400000.0,-149700000.0,733500000.0,-460400000.0,-149700000.0,733500000.0,-46200000.0,543700000.0,543700000.0,91000000.0,-22700000.0,17600000.0,,-190500000.0,,-139800000.0,-23800000.0,-279800000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q2,2015-04-01,2015-06-30,,,1400000.0,39500000.0,,-6400000.0,74600000.0,21000000.0,-109700000.0,-29900000.0,260600000.0,-109700000.0,-29900000.0,260600000.0,114600000.0,123800000.0,123800000.0,21300000.0,-23700000.0,-300000.0,,-56200000.0,,-29600000.0,,-50800000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q1,2015-01-01,2015-03-31,2016-04-22 08:53:42+00:00,0.0,1400000.0,38700000.0,,-58300000.0,-847000000.0,35400000.0,-67300000.0,-20000000.0,-780700000.0,-67300000.0,-20000000.0,-780700000.0,-926300000.0,-4200000.0,-4200000.0,30400000.0,-1000000.0,200000.0,,-50500000.0,,-20200000.0,,-51200000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2015.0,Q1TTM,2014-04-01,2015-03-31,,-45700000.0,5500000.0,161200000.0,,-157000000.0,-142400000.0,533900000.0,-349300000.0,-171800000.0,641400000.0,-349300000.0,-171800000.0,641400000.0,-36700000.0,523600000.0,523600000.0,93500000.0,1200000.0,16200000.0,,-180600000.0,,-142300000.0,-422400000.0,-281400000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2016.0,FY,2016-01-01,2016-12-31,2018-02-26 08:47:30+00:00,-52000000.0,5600000.0,160200000.0,,,-464700000.0,700000.0,-666400000.0,-263900000.0,512800000.0,-666400000.0,-263900000.0,512800000.0,-417500000.0,632500000.0,632500000.0,179200000.0,-53700000.0,-11200000.0,,-252100000.0,,-200700000.0,-58000000.0,-303300000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2016.0,Q4,2016-10-01,2016-12-31,,-4100000.0,1400000.0,42700000.0,,,98000000.0,-300000.0,-199500000.0,-96400000.0,539700000.0,-199500000.0,-96400000.0,539700000.0,243800000.0,336900000.0,336900000.0,60700000.0,-4500000.0,-6100000.0,,-61700000.0,,-86200000.0,-23000000.0,-110000000.0,,
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-26 08:49:10+00:00,-47900000.0,4200000.0,117500000.0,,,-562700000.0,1000000.0,-466900000.0,-167500000.0,-26900000.0,-466900000.0,-167500000.0,-26900000.0,-661300000.0,295600000.0,295600000.0,118500000.0,-49200000.0,-5100000.0,,-190400000.0,,-114500000.0,-35000000.0,-193300000.0,,
