company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 09:02:37+00:00,0.57,0.57,,,0.52,156600000.0,318000000.0,318000000.0,265200000.0,23000000.0,4342600000.0,6962700000.0,3100000.0,3100000.0,29800000.0,17100000.0,2013300000.0,4342600000.0,2620100000.0,211900000.0,90600000.0,2030400000.0,589700000.0,-118200000.0,471500000.0,6962700000.0,465300000.0,461500000.0,518300000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 09:09:28+00:00,0.2,0.2,0.0,,0.19,90100000.0,143400000.0,143400000.0,93600000.0,22100000.0,3961200000.0,6007400000.0,1100000.0,11700000.0,27700000.0,4600000.0,1700300000.0,3961200000.0,2046200000.0,155600000.0,35000000.0,1704900000.0,341300000.0,-108900000.0,232400000.0,6007400000.0,468000000.0,468200000.0,508100000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 09:00:05+00:00,,0.04,,,0.03,3700000.0,25900000.0,25900000.0,17200000.0,1800000.0,943500000.0,1426700000.0,500000.0,1000000.0,6900000.0,-500000.0,425400000.0,943500000.0,483200000.0,37800000.0,7600000.0,424900000.0,58300000.0,-29200000.0,29100000.0,1426700000.0,,470500000.0,513800000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 09:00:02+00:00,0.04,0.04,,,0.04,3700000.0,31400000.0,31400000.0,20900000.0,3600000.0,968400000.0,1474400000.0,-1500000.0,-23300000.0,6900000.0,0.0,409100000.0,968400000.0,506000000.0,45100000.0,8100000.0,409100000.0,96900000.0,-60300000.0,36600000.0,1474400000.0,522500000.0,467100000.0,507500000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q4,2010-10-01,2010-12-31,,0.41,0.41,,,0.39,98900000.0,222800000.0,222800000.0,195000000.0,24900000.0,1139600000.0,2005200000.0,1500000.0,17600000.0,2900000.0,-2300000.0,537200000.0,1139600000.0,865600000.0,37400000.0,9300000.0,534900000.0,330700000.0,-10500000.0,320200000.0,2005200000.0,475800000.0,473600000.0,542100000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 09:01:00+00:00,0.57,0.57,0.0,,0.47,171300000.0,281200000.0,281200000.0,271200000.0,20100000.0,4117000000.0,6507300000.0,1900000.0,12900000.0,-10100000.0,,1841600000.0,4117000000.0,2390300000.0,139700000.0,28700000.0,1841600000.0,548700000.0,-98100000.0,450600000.0,6507300000.0,475800000.0,473600000.0,542100000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.16,0.16,,,0.08,72400000.0,58400000.0,58400000.0,76200000.0,-4800000.0,2977400000.0,4502100000.0,400000.0,-4700000.0,-13000000.0,2300000.0,1304400000.0,2977400000.0,1524700000.0,102300000.0,19400000.0,1306700000.0,218000000.0,-87600000.0,130400000.0,4502100000.0,471100000.0,474700000.0,533600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 09:02:22+00:00,0.09,0.09,0.0,,0.08,24400000.0,45600000.0,45600000.0,42400000.0,300000.0,1007100000.0,1553400000.0,800000.0,-3100000.0,2900000.0,1400000.0,444700000.0,1007100000.0,546300000.0,34700000.0,6800000.0,446100000.0,100200000.0,-31000000.0,69200000.0,1553400000.0,471100000.0,474700000.0,533600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.07,0.07,,,0.07,48000000.0,12800000.0,12800000.0,33800000.0,-5100000.0,1970300000.0,2948700000.0,-400000.0,-1600000.0,-15900000.0,900000.0,859700000.0,1970300000.0,978400000.0,67600000.0,12600000.0,860600000.0,117800000.0,-56600000.0,61200000.0,2948700000.0,478600000.0,473000000.0,544900000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q2,2010-04-01,2010-06-30,2011-07-28 09:12:38+00:00,0.22,0.22,0.0,,0.15,63300000.0,83100000.0,83100000.0,105300000.0,600000.0,991000000.0,1611700000.0,200000.0,-2100000.0,-22800000.0,600000.0,442900000.0,991000000.0,620700000.0,35000000.0,6100000.0,443500000.0,177200000.0,-31000000.0,146200000.0,1611700000.0,478600000.0,473000000.0,544900000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 09:00:29+00:00,-0.15,-0.15,0.0,,-0.15,-15300000.0,-70300000.0,-70300000.0,-71500000.0,-5700000.0,979300000.0,1337000000.0,-600000.0,500000.0,6900000.0,300000.0,416800000.0,979300000.0,357700000.0,32600000.0,6500000.0,417100000.0,-59400000.0,-25600000.0,-85000000.0,1337000000.0,471300000.0,476700000.0,476700000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q4,2011-10-01,2011-12-31,,0.56,0.56,0.06,,0.5,93700000.0,278300000.0,278300000.0,259000000.0,16400000.0,1138300000.0,2072600000.0,1600000.0,13900000.0,2900000.0,200000.0,548800000.0,1138300000.0,934300000.0,38900000.0,10100000.0,549000000.0,385300000.0,-14900000.0,370400000.0,2072600000.0,464900000.0,465500000.0,540600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 08:36:42+00:00,1.12,1.12,0.24,,0.99,190200000.0,551500000.0,551500000.0,520700000.0,19200000.0,4402100000.0,7014600000.0,3300000.0,150200000.0,11600000.0,1000000.0,1924300000.0,4402100000.0,2612500000.0,136800000.0,37800000.0,1925300000.0,687200000.0,51200000.0,738400000.0,7014600000.0,464900000.0,465500000.0,540600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.56,0.56,0.18,,0.49,96500000.0,273200000.0,273200000.0,261700000.0,2800000.0,3263800000.0,4942000000.0,1700000.0,136300000.0,8700000.0,800000.0,1375500000.0,3263800000.0,1678200000.0,97900000.0,27700000.0,1376300000.0,301900000.0,66100000.0,368000000.0,4942000000.0,462400000.0,464700000.0,537600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.97,0.97,0.18,,0.88,195400000.0,496000000.0,496000000.0,456700000.0,27700000.0,4403400000.0,6947200000.0,3200000.0,153900000.0,11600000.0,-1500000.0,1912700000.0,4403400000.0,2543800000.0,135300000.0,37000000.0,1911200000.0,632600000.0,55600000.0,688200000.0,6947200000.0,462400000.0,464700000.0,537600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q3,2011-07-01,2011-09-30,2012-10-26 08:57:01+00:00,0.45,0.45,0.06,,0.4,70400000.0,217500000.0,217500000.0,208100000.0,6500000.0,1088000000.0,1726500000.0,800000.0,137100000.0,2900000.0,,465300000.0,1088000000.0,638500000.0,32900000.0,9700000.0,465300000.0,173200000.0,113900000.0,287100000.0,1726500000.0,462400000.0,464700000.0,537600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.11,0.11,0.12,,0.09,26100000.0,55700000.0,55700000.0,53600000.0,-3700000.0,2175800000.0,3215500000.0,900000.0,-800000.0,5800000.0,800000.0,910200000.0,2175800000.0,1039700000.0,65000000.0,18000000.0,911000000.0,128700000.0,-47800000.0,80900000.0,3215500000.0,484300000.0,473100000.0,546900000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.61,0.61,0.12,,0.56,149400000.0,324100000.0,324100000.0,291000000.0,21500000.0,4322500000.0,6774100000.0,3200000.0,13700000.0,11600000.0,-100000.0,1892100000.0,4322500000.0,2451600000.0,137100000.0,34100000.0,1892000000.0,559600000.0,-89300000.0,470300000.0,6774100000.0,484300000.0,473100000.0,546900000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q2,2011-04-01,2011-06-30,2012-07-26 09:02:32+00:00,0.21,0.21,0.06,,0.19,47600000.0,108900000.0,108900000.0,101700000.0,4300000.0,1095700000.0,1740700000.0,600000.0,5300000.0,2900000.0,,471000000.0,1095700000.0,645000000.0,33100000.0,9700000.0,471000000.0,174000000.0,-18100000.0,155900000.0,1740700000.0,484300000.0,473100000.0,546900000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.62,0.62,0.06,,0.52,165100000.0,298300000.0,298300000.0,294600000.0,17800000.0,4217800000.0,6645100000.0,2800000.0,6300000.0,-14100000.0,500000.0,1864000000.0,4217800000.0,2427300000.0,139000000.0,30500000.0,1864500000.0,562800000.0,-102200000.0,460600000.0,6645100000.0,481000000.0,481000000.0,481000000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 09:00:46+00:00,-0.1,-0.1,0.06,,-0.1,-21500000.0,-53200000.0,-53200000.0,-48100000.0,-8000000.0,1080100000.0,1474800000.0,300000.0,-6100000.0,2900000.0,800000.0,439200000.0,1080100000.0,394700000.0,31900000.0,8300000.0,440000000.0,-45300000.0,-29700000.0,-75000000.0,1474800000.0,481000000.0,481000000.0,481000000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q4,2012-10-01,2012-12-31,,0.72,0.72,0.06,,0.67,140500000.0,337100000.0,337100000.0,313300000.0,20900000.0,1133800000.0,2063300000.0,800000.0,95400000.0,2900000.0,-1200000.0,520800000.0,1133800000.0,929500000.0,36600000.0,8100000.0,519600000.0,409900000.0,66900000.0,476800000.0,2063300000.0,430800000.0,432500000.0,481400000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 08:41:45+00:00,1.01,1.01,0.24,,0.94,213300000.0,464600000.0,464600000.0,435100000.0,17900000.0,4391900000.0,6956200000.0,3100000.0,100500000.0,11600000.0,-1200000.0,1887200000.0,4391900000.0,2564300000.0,133500000.0,29500000.0,1886000000.0,678300000.0,-3500000.0,674800000.0,6956200000.0,430800000.0,432500000.0,481400000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.29,0.29,0.18,,0.27,72800000.0,127500000.0,127500000.0,121800000.0,-3000000.0,3258100000.0,4892900000.0,2300000.0,5100000.0,8700000.0,,1366400000.0,3258100000.0,1634800000.0,96900000.0,21400000.0,1366400000.0,268400000.0,-70400000.0,198000000.0,4892900000.0,429400000.0,431300000.0,456100000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.85,0.85,0.24,,0.77,166500000.0,405800000.0,405800000.0,380800000.0,13400000.0,4396400000.0,6965500000.0,3900000.0,19000000.0,11600000.0,200000.0,1915200000.0,4396400000.0,2569100000.0,135800000.0,31500000.0,1915400000.0,653700000.0,-85300000.0,568400000.0,6965500000.0,429400000.0,431300000.0,456100000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q3,2012-07-01,2012-09-30,2013-10-24 16:16:34+00:00,0.16,0.16,0.06,,0.15,41900000.0,67700000.0,67700000.0,68700000.0,-3900000.0,1064300000.0,1670400000.0,1400000.0,1700000.0,2900000.0,,474700000.0,1064300000.0,606100000.0,31600000.0,6700000.0,474700000.0,131400000.0,-23200000.0,108200000.0,1670400000.0,429400000.0,431300000.0,456100000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.13,0.13,0.12,,0.12,30900000.0,59800000.0,59800000.0,53100000.0,900000.0,2193800000.0,3222500000.0,900000.0,3400000.0,5800000.0,,891700000.0,2193800000.0,1028700000.0,65300000.0,14700000.0,891700000.0,137000000.0,-47200000.0,89800000.0,3222500000.0,430400000.0,437400000.0,477700000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.14,1.14,0.24,,1.02,195000000.0,555600000.0,555600000.0,520200000.0,23800000.0,4420100000.0,7021600000.0,3300000.0,154400000.0,11600000.0,200000.0,1905800000.0,4420100000.0,2601500000.0,137100000.0,34500000.0,1906000000.0,695500000.0,51800000.0,747300000.0,7021600000.0,430400000.0,437400000.0,477700000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q2,2012-04-01,2012-06-30,2013-07-25 08:30:42+00:00,0.23,0.23,0.06,,0.22,50100000.0,105500000.0,105500000.0,99000000.0,3600000.0,1088900000.0,1715700000.0,500000.0,4700000.0,2900000.0,,450400000.0,1088900000.0,626800000.0,32700000.0,6700000.0,450400000.0,176400000.0,-21300000.0,155100000.0,1715700000.0,430400000.0,437400000.0,477700000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.12,1.12,0.24,,0.99,192500000.0,559000000.0,559000000.0,522900000.0,24500000.0,4426900000.0,7046600000.0,3400000.0,155000000.0,11600000.0,200000.0,1926400000.0,4426900000.0,2619700000.0,137500000.0,37500000.0,1926600000.0,693100000.0,55000000.0,748100000.0,7046600000.0,437600000.0,459000000.0,459000000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 09:16:32+00:00,-0.1,-0.1,0.06,,-0.1,-19200000.0,-45700000.0,-45700000.0,-45900000.0,-2700000.0,1104900000.0,1506800000.0,400000.0,-1300000.0,2900000.0,,441300000.0,1104900000.0,401900000.0,32600000.0,8000000.0,441300000.0,-39400000.0,-25900000.0,-65300000.0,1506800000.0,437600000.0,459000000.0,459000000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,FY,2013-01-01,2013-12-31,2016-02-22 08:35:20+00:00,0.62,0.62,0.3,,0.61,181200000.0,288900000.0,288900000.0,259200000.0,21000000.0,4545500000.0,7122300000.0,2100000.0,-32300000.0,8700000.0,60600000.0,1917900000.0,4545500000.0,2576800000.0,122700000.0,24700000.0,1978500000.0,598300000.0,-130300000.0,468000000.0,7122300000.0,418100000.0,421100000.0,429600000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.05,0.05,0.15,,0.04,49600000.0,27600000.0,27600000.0,20700000.0,1100000.0,2252300000.0,3299200000.0,300000.0,6600000.0,5800000.0,,914500000.0,2252300000.0,1046900000.0,74300000.0,12200000.0,914500000.0,132400000.0,-55500000.0,76900000.0,3299200000.0,420500000.0,425100000.0,448300000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.93,0.93,0.27,,0.86,232000000.0,432400000.0,432400000.0,402700000.0,18100000.0,4450400000.0,7032900000.0,2500000.0,103700000.0,11600000.0,-1200000.0,1910000000.0,4450400000.0,2582500000.0,142500000.0,27000000.0,1908800000.0,673700000.0,-11800000.0,661900000.0,7032900000.0,420500000.0,425100000.0,448300000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,Q2,2013-04-01,2013-06-30,2014-07-24 07:59:29+00:00,0.19,0.19,0.075,,0.18,62000000.0,86100000.0,86100000.0,79900000.0,3300000.0,1120200000.0,1756200000.0,200000.0,4800000.0,2900000.0,,461200000.0,1120200000.0,636000000.0,37500000.0,5800000.0,461200000.0,174800000.0,-26900000.0,147900000.0,1756200000.0,420500000.0,425100000.0,448300000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.97,0.97,0.26,,0.9,220100000.0,451800000.0,451800000.0,421800000.0,18400000.0,4419100000.0,6992400000.0,2800000.0,103600000.0,11600000.0,-1200000.0,1899200000.0,4419100000.0,2573300000.0,137700000.0,27900000.0,1898000000.0,675300000.0,-6200000.0,669100000.0,6992400000.0,414200000.0,422900000.0,422900000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2013.0,Q1,2013-01-01,2013-03-31,2014-04-23 08:26:05+00:00,-0.14,-0.14,0.075,,-0.14,-12400000.0,-58500000.0,-58500000.0,-59200000.0,-2200000.0,1132100000.0,1543000000.0,100000.0,1800000.0,2900000.0,,453300000.0,1132100000.0,410900000.0,36800000.0,6400000.0,453300000.0,-42400000.0,-28600000.0,-71000000.0,1543000000.0,414200000.0,422900000.0,422900000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 08:47:50+00:00,1.14,1.14,0.38,,1.12,216500000.0,505400000.0,505400000.0,477100000.0,28300000.0,4820400000.0,7537100000.0,1200000.0,-10200000.0,,,1928300000.0,4820400000.0,2716700000.0,84900000.0,27400000.0,1928300000.0,788400000.0,-67700000.0,720700000.0,7537100000.0,418500000.0,419200000.0,425400000.0
Interpublic Group of Companies Inc,IPG,5493008IUOJ5VWTRC333,51644,2014.0,Q4,2014-10-01,2014-12-31,,0.74,0.74,0.1,,0.73,87900000.0,331300000.0,331300000.0,308900000.0,22400000.0,1266400000.0,2207100000.0,600000.0,-100000.0,,,507700000.0,1266400000.0,940700000.0,21400000.0,7100000.0,507700000.0,433000000.0,-14400000.0,418600000.0,2207100000.0,418500000.0,419200000.0,425400000.0
