company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2008.0,FY,,2008-12-31,2010-02-16 17:29:39+00:00,531000000.0,999000000.0,945000000.0,308000000.0,1028000000.0,,351000000.0,,3371000000.0,299000000.0,3915000000.0,941000000.0,2136000000.0,160000000.0,1040000000.0,,,377000000.0,,,,332000000.0,2162000000.0,71000000.0,,9483000000.0,2821000000.0,3300000000.0,1547000000.0,2821000000.0,2981000000.0,6502000000.0,9483000000.0,4047000000.0,4955000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2009.0,FY,,2009-12-31,2011-02-18 16:17:00+00:00,578000000.0,983000000.0,839000000.0,366000000.0,1413000000.0,,392000000.0,,3108000000.0,290000000.0,3604000000.0,743000000.0,1981000000.0,188000000.0,973000000.0,,,345000000.0,,,,312000000.0,1871000000.0,364000000.0,,9175000000.0,2629000000.0,3451000000.0,1781000000.0,2629000000.0,2817000000.0,6358000000.0,9175000000.0,3743000000.0,4577000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2009.0,Q3,,2009-09-30,2009-10-29 14:41:39+00:00,623000000.0,1193000000.0,867000000.0,421000000.0,1199000000.0,,384000000.0,,3387000000.0,293000000.0,3606000000.0,798000000.0,2007000000.0,181000000.0,1028000000.0,,,360000000.0,,,,325000000.0,2083000000.0,369000000.0,,9562000000.0,2888000000.0,3515000000.0,1859000000.0,2888000000.0,3069000000.0,6493000000.0,9562000000.0,4040000000.0,4634000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2009.0,Q2,,2009-06-30,2009-08-25 16:27:49+00:00,637000000.0,1236000000.0,862000000.0,387000000.0,926000000.0,,373000000.0,,3378000000.0,295000000.0,3610000000.0,886000000.0,2066000000.0,163000000.0,1003000000.0,,,354000000.0,,,,346000000.0,2082000000.0,370000000.0,,9487000000.0,2842000000.0,3394000000.0,1869000000.0,2842000000.0,3005000000.0,6482000000.0,9487000000.0,4027000000.0,4613000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2010.0,FY,,2010-12-31,2012-02-21 16:51:13+00:00,602000000.0,888000000.0,819000000.0,273000000.0,1715000000.0,,391000000.0,,2383000000.0,269000000.0,4032000000.0,732000000.0,1737000000.0,198000000.0,1039000000.0,,,287000000.0,,0.0,,129000000.0,720000000.0,66000000.0,,8140000000.0,1384000000.0,3464000000.0,1487000000.0,1384000000.0,1582000000.0,6558000000.0,8140000000.0,2939000000.0,5071000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2010.0,Q3,,2010-09-30,2010-10-28 13:16:28+00:00,650000000.0,1106000000.0,842000000.0,339000000.0,1537000000.0,,384000000.0,,3098000000.0,282000000.0,4036000000.0,802000000.0,1838000000.0,195000000.0,959000000.0,,,302000000.0,,,,288000000.0,1782000000.0,66000000.0,,9253000000.0,2505000000.0,3733000000.0,1558000000.0,2505000000.0,2700000000.0,6553000000.0,9253000000.0,3682000000.0,4995000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2010.0,Q2,,2010-06-30,2010-07-29 14:29:31+00:00,729000000.0,1157000000.0,823000000.0,262000000.0,1384000000.0,,371000000.0,,3077000000.0,283000000.0,4038000000.0,840000000.0,1851000000.0,161000000.0,927000000.0,,,302000000.0,,,,297000000.0,1814000000.0,66000000.0,,9191000000.0,2447000000.0,3678000000.0,1618000000.0,2447000000.0,2608000000.0,6583000000.0,9191000000.0,3662000000.0,4965000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2010.0,Q1,,2010-03-31,2010-04-30 09:05:17+00:00,673000000.0,1147000000.0,777000000.0,325000000.0,1378000000.0,,356000000.0,,3095000000.0,286000000.0,4100000000.0,805000000.0,1920000000.0,185000000.0,967000000.0,,,345000000.0,,,,310000000.0,1837000000.0,66000000.0,,9286000000.0,2518000000.0,3640000000.0,1516000000.0,2518000000.0,2703000000.0,6583000000.0,9286000000.0,3726000000.0,5067000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2011.0,FY,,2011-12-31,2013-02-15 16:49:57+00:00,770000000.0,914000000.0,782000000.0,76000000.0,1656000000.0,0.0,413000000.0,,1891000000.0,196000000.0,3222000000.0,769000000.0,1567000000.0,215000000.0,970000000.0,20000000.0,8000000.0,209000000.0,,5000000.0,,70000000.0,38000000.0,803000000.0,,7297000000.0,527000000.0,3429000000.0,2363000000.0,527000000.0,742000000.0,6555000000.0,7297000000.0,2301000000.0,4192000000.0,0.0
Masco Corp,MAS,5GCSNMQXHEYA1JO8QN11,62996,2011.0,Q3,,2011-09-30,2011-10-28 12:05:46+00:00,866000000.0,1133000000.0,813000000.0,231000000.0,1610000000.0,,398000000.0,,2387000000.0,256000000.0,3224000000.0,850000000.0,1656000000.0,220000000.0,1016000000.0,,,202000000.0,,,,118000000.0,638000000.0,806000000.0,,8212000000.0,1267000000.0,3711000000.0,2485000000.0,1267000000.0,1487000000.0,6725000000.0,8212000000.0,2845000000.0,4240000000.0,0.0
