company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2013.0,FY,2013-01-01,2013-12-31,2016-02-11 16:44:06+00:00,,28000000.0,14000000.0,453000000.0,3000000.0,-146000000.0,0.0,,-85000000.0,-1721000000.0,1993000000.0,-85000000.0,-1721000000.0,1993000000.0,190000000.0,955000000.0,955000000.0,229000000.0,48000000.0,,502000000.0,-2134000000.0,-391000000.0,-133000000.0,,804000000.0,0.0
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2014.0,FY,2014-01-01,2014-12-31,2017-02-08 16:35:30+00:00,,47000000.0,19000000.0,516000000.0,-26000000.0,-299000000.0,0.0,,1284000000.0,-2881000000.0,2220000000.0,1284000000.0,-2881000000.0,2220000000.0,597000000.0,419000000.0,419000000.0,938000000.0,1305000000.0,-24000000.0,646000000.0,-10131000000.0,-492000000.0,-21000000.0,0.0,7766000000.0,0.0
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2014.0,Q4,2014-10-01,2014-12-31,,,14000000.0,6000000.0,132000000.0,-9000000.0,-58000000.0,,,1312000000.0,-1992000000.0,631000000.0,1312000000.0,-1992000000.0,631000000.0,-58000000.0,286000000.0,286000000.0,-375000000.0,1272000000.0,-24000000.0,646000000.0,-9222000000.0,-123000000.0,40000000.0,,7377000000.0,
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2014.0,Q3,2014-07-01,2014-09-30,,,8000000.0,4000000.0,129000000.0,-17000000.0,6000000.0,,,15000000.0,-439000000.0,604000000.0,15000000.0,-439000000.0,604000000.0,163000000.0,234000000.0,234000000.0,235000000.0,-11000000.0,377000000.0,,-651000000.0,-173000000.0,26000000.0,,8000000.0,
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-29 16:18:35+00:00,,33000000.0,13000000.0,384000000.0,-17000000.0,-241000000.0,0.0,,-28000000.0,-889000000.0,1589000000.0,-28000000.0,-889000000.0,1589000000.0,655000000.0,133000000.0,133000000.0,1313000000.0,33000000.0,,,-909000000.0,-369000000.0,-61000000.0,,389000000.0,0.0
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-29 16:44:33+00:00,,25000000.0,9000000.0,255000000.0,0.0,-247000000.0,,,-43000000.0,-450000000.0,985000000.0,-43000000.0,-450000000.0,985000000.0,492000000.0,-101000000.0,-101000000.0,1078000000.0,44000000.0,-377000000.0,,-258000000.0,-196000000.0,-87000000.0,,381000000.0,0.0
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2015.0,FY,2015-01-01,2015-12-31,2018-02-07 16:32:44+00:00,,216000000.0,16000000.0,608000000.0,-44000000.0,-506000000.0,75000000.0,,4728000000.0,-8038000000.0,2546000000.0,4728000000.0,-8038000000.0,2546000000.0,-808000000.0,1228000000.0,1228000000.0,407000000.0,5515000000.0,-395000000.0,809000000.0,-23670000000.0,-722000000.0,-862000000.0,0.0,16723000000.0,26000000.0
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2015.0,Q4,2015-10-01,2015-12-31,,,160000000.0,2000000.0,164000000.0,-3000000.0,-171000000.0,0.0,,,-1716000000.0,728000000.0,504000000.0,-1716000000.0,728000000.0,-487000000.0,367000000.0,367000000.0,-441000000.0,0.0,-709000000.0,809000000.0,-5988000000.0,-164000000.0,0.0,,5145000000.0,
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-25 16:22:20+00:00,,56000000.0,14000000.0,444000000.0,-41000000.0,-335000000.0,36000000.0,,4238000000.0,-6322000000.0,1818000000.0,4224000000.0,-6322000000.0,1818000000.0,-321000000.0,861000000.0,861000000.0,848000000.0,5079000000.0,314000000.0,,-17682000000.0,-558000000.0,-877000000.0,0.0,11578000000.0,26000000.0
PayPal Holdings Inc,PYPL,5493005X2GO78EFZ3E94,1633917,2015.0,Q3TTM,2014-10-01,2015-09-30,,,70000000.0,20000000.0,576000000.0,-50000000.0,-393000000.0,36000000.0,,5550000000.0,-8314000000.0,2449000000.0,5536000000.0,-8314000000.0,2449000000.0,-379000000.0,1147000000.0,1147000000.0,473000000.0,6351000000.0,290000000.0,646000000.0,-26904000000.0,-681000000.0,-837000000.0,,18955000000.0,26000000.0
