company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2008.0,FY,,2008-12-31,2010-02-18 15:30:35+00:00,53859000.0,312243000.0,306120000.0,-127544000.0,1092386000.0,,5185030000.0,1419000.0,16415000.0,51162000.0,588822000.0,434764000.0,,18392000.0,100176000.0,248971000.0,,361705000.0,,190441000.0,114688000.0,,,312955000.0,64989000.0,-1408993000.0,,1129705000.0,4445270000.0,3491328000.0,2841366000.0,527248000.0,3491328000.0,3491328000.0,953942000.0,4445270000.0,1354933000.0,426694000.0,0.0,-157165000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2009.0,FY,,2009-12-31,2011-03-01 16:07:41+00:00,36629000.0,438617000.0,315608000.0,-89425000.0,1102172000.0,,5478798000.0,1827000.0,49817000.0,46874000.0,578116000.0,349542000.0,0.0,21476000.0,100683000.0,297792000.0,0.0,428885000.0,0.0,258935000.0,93767000.0,0.0,0.0,297581000.0,71115000.0,-632246000.0,,1894580000.0,5389311000.0,4394606000.0,3844804000.0,494705000.0,4394606000.0,4394606000.0,994705000.0,5389311000.0,1246715000.0,500000000.0,0.0,-362521000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2009.0,Q3,,2009-09-30,2009-10-30 16:08:08+00:00,47098000.0,406929000.0,286930000.0,-129108000.0,1151055000.0,,5426073000.0,2254000.0,24392000.0,21868000.0,579355000.0,365826000.0,,21246000.0,85088000.0,281153000.0,,409619000.0,,219636000.0,132816000.0,,,334213000.0,72602000.0,-886461000.0,,1613393000.0,5082286000.0,4109099000.0,3500493000.0,490966000.0,4109099000.0,4109099000.0,973187000.0,5082286000.0,1300640000.0,482221000.0,0.0,-301405000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2009.0,Q2,,2009-06-30,2009-07-31 16:22:47+00:00,39246000.0,353627000.0,279452000.0,-126640000.0,866843000.0,,5335775000.0,1973000.0,22752000.0,15489000.0,577596000.0,384934000.0,,19476000.0,76839000.0,266645000.0,,388439000.0,,216980000.0,95210000.0,,,332451000.0,66691000.0,-1103276000.0,,1631125000.0,4749268000.0,3862768000.0,3168166000.0,431370000.0,3862768000.0,3862768000.0,886500000.0,4749268000.0,1314457000.0,455130000.0,0.0,-243091000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2010.0,FY,,2010-12-31,2012-02-22 16:14:57+00:00,94465000.0,706429000.0,592336000.0,-73767000.0,1351128000.0,0.0,6355062000.0,16362000.0,151779000.0,11423000.0,1896344000.0,3248498000.0,1247584000.0,23073000.0,260130000.0,509919000.0,11499000.0,564681000.0,882870000.0,275005000.0,309214000.0,348555000.0,46582000.0,156129000.0,416173000.0,248266000.0,,1250173000.0,10177162000.0,5983973000.0,4343199000.0,1070382000.0,5983973000.0,5995472000.0,4181690000.0,10177162000.0,5324044000.0,3111308000.0,0.0,-545588000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2010.0,Q3,,2010-09-30,2010-11-01 19:39:31+00:00,49852000.0,593086000.0,392708000.0,-49744000.0,2831985000.0,,5623228000.0,4321000.0,73173000.0,9905000.0,763589000.0,759499000.0,,22640000.0,108672000.0,318669000.0,,491042000.0,,240681000.0,286818000.0,,,144285000.0,174219000.0,38699000.0,,698280000.0,6554559000.0,5145694000.0,4545877000.0,743604000.0,5145694000.0,5145694000.0,1408865000.0,6554559000.0,1690013000.0,665261000.0,0.0,-466489000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2010.0,Q2,,2010-06-30,2010-08-03 21:35:53+00:00,66975000.0,477361000.0,307965000.0,58926000.0,855608000.0,,5569753000.0,2886000.0,68751000.0,9013000.0,764612000.0,806313000.0,,23580000.0,100797000.0,309401000.0,,467961000.0,,303368000.0,86564000.0,,,179438000.0,309064000.0,-242452000.0,,2289009000.0,6178238000.0,4927810000.0,4094894000.0,473403000.0,4927810000.0,4927810000.0,1250428000.0,6178238000.0,1773943000.0,777025000.0,0.0,-458417000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2010.0,Q1,,2010-03-31,2010-05-03 16:49:30+00:00,66697000.0,481072000.0,269776000.0,6084000.0,1055546000.0,,5509107000.0,2179000.0,70472000.0,33603000.0,764622000.0,853665000.0,,22767000.0,102479000.0,303729000.0,,452292000.0,,312066000.0,87192000.0,,,120801000.0,309478000.0,-397804000.0,,1898404000.0,5985623000.0,4764406000.0,3920039000.0,459447000.0,4764406000.0,4764406000.0,1221217000.0,5985623000.0,1761855000.0,761770000.0,0.0,-352981000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2011.0,FY,,2011-12-31,2013-02-15 16:09:13+00:00,121525000.0,945531000.0,701707000.0,-62337000.0,1859464000.0,0.0,6769353000.0,14346000.0,116751000.0,30042000.0,1887220000.0,2844698000.0,1275585000.0,,189573000.0,506042000.0,,629088000.0,775022000.0,395094000.0,138424000.0,58122000.0,7244000.0,414725000.0,273516000.0,1566416000.0,526684000.0,788690000.0,10005910000.0,5512727000.0,4353225000.0,1539972000.0,5512727000.0,5512727000.0,4493183000.0,10005910000.0,5146643000.0,2953211000.0,0.0,-2760705000.0
Celgene Corp,CELG,4SIHMF0MOSTTL8CD0X64,816284,2011.0,Q3,,2011-09-30,2011-11-02 16:06:33+00:00,98405000.0,888168000.0,640247000.0,-65870000.0,1794927000.0,0.0,6623788000.0,13626000.0,152365000.0,10078000.0,1896283000.0,2920012000.0,1277316000.0,27470000.0,187525000.0,490192000.0,,643992000.0,786046000.0,242937000.0,132946000.0,52462000.0,7531000.0,326606000.0,278705000.0,1156238000.0,269125000.0,784160000.0,9763107000.0,5605090000.0,4102544000.0,1171958000.0,5605090000.0,5605090000.0,4158017000.0,9763107000.0,5170371000.0,2986059000.0,0.0,-2109066000.0
