company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,extraordinaryincome,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q4,2011-10-01,2011-12-31,,207000000.0,0.91,0.91,0.25,0.91,,1019000000.0,1133000000.0,15054000000.0,2923000000.0,814000000.0,3728000000.0,3728000000.0,3429000000.0,12131000000.0,2329000000.0,47000000.0,299000000.0,750000000.0,4893000000.0,4073000000.0,2184000000.0,,6297000000.0,,2923000000.0,15054000000.0,14540000000.0,9340000000.0,4747000000.0,21471000000.0,3337000000.0,3904000000.0,3900400000.0,3920300000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q3YTD,2011-01-01,2011-09-30,,641000000.0,3.59,3.59,0.75,3.57,,6754000000.0,4778000000.0,46239000000.0,10681000000.0,2329000000.0,15248000000.0,15248000000.0,14139000000.0,35558000000.0,6513000000.0,1546000000.0,1109000000.0,9255000000.0,16148000000.0,13869000000.0,5390000000.0,,22740000000.0,,10681000000.0,46239000000.0,48371000000.0,40205000000.0,22002000000.0,75763000000.0,10757000000.0,3858800000.0,3859600000.0,3872200000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q3TTM,2010-10-01,2011-09-30,,881000000.0,4.7,4.7,0.8,4.69,,8935000000.0,6610000000.0,61851000000.0,14191000000.0,2913000000.0,20079000000.0,20079000000.0,18547000000.0,47660000000.0,8756000000.0,2799000000.0,1532000000.0,11170000000.0,22553000000.0,19168000000.0,8433000000.0,,29311000000.0,,14191000000.0,61851000000.0,64414000000.0,54201000000.0,29014000000.0,101861000000.0,14454000000.0,3858800000.0,3859600000.0,3872200000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 07:14:44+00:00,212000000.0,1.02,1.02,0.25,1.02,,1556000000.0,1052000000.0,15160000000.0,3343000000.0,926000000.0,4262000000.0,4262000000.0,3936000000.0,11817000000.0,2183000000.0,607000000.0,326000000.0,1370000000.0,5305000000.0,5469000000.0,2411000000.0,,6908000000.0,,3343000000.0,15160000000.0,15534000000.0,11946000000.0,5818000000.0,23763000000.0,3448000000.0,3858800000.0,3859600000.0,3872200000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q2YTD,2011-01-01,2011-06-30,,429000000.0,2.57,2.57,0.5,2.55,,5198000000.0,3726000000.0,31079000000.0,7338000000.0,1403000000.0,10986000000.0,10986000000.0,10203000000.0,23741000000.0,4330000000.0,939000000.0,783000000.0,7885000000.0,10843000000.0,8400000000.0,2979000000.0,,15832000000.0,,7338000000.0,31079000000.0,32837000000.0,28259000000.0,16184000000.0,52000000000.0,7309000000.0,3958600000.0,3958400000.0,3983200000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q2TTM,2010-07-01,2011-06-30,,887000000.0,4.7,4.7,0.6,4.68,,9164000000.0,7034000000.0,62297000000.0,13952000000.0,2638000000.0,20235000000.0,20235000000.0,18630000000.0,48345000000.0,8641000000.0,2294000000.0,1605000000.0,12141000000.0,22048000000.0,17914000000.0,9245000000.0,,29064000000.0,,13952000000.0,62297000000.0,63278000000.0,53577000000.0,29399000000.0,101922000000.0,14194000000.0,3958600000.0,3958400000.0,3983200000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q2,2011-04-01,2011-06-30,2012-08-09 08:17:55+00:00,212000000.0,1.28,1.28,0.25,1.27,,2696000000.0,1933000000.0,15632000000.0,3796000000.0,744000000.0,5431000000.0,5431000000.0,5067000000.0,11836000000.0,2152000000.0,837000000.0,364000000.0,3140000000.0,6165000000.0,5330000000.0,1810000000.0,,7569000000.0,,3796000000.0,15632000000.0,16842000000.0,14943000000.0,8127000000.0,26779000000.0,3703000000.0,3958600000.0,3958400000.0,3983200000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q1TTM,2010-04-01,2011-03-31,,910000000.0,4.52,4.52,0.4,4.5,,8780000000.0,6522000000.0,62384000000.0,13188000000.0,2522000000.0,19599000000.0,19599000000.0,17926000000.0,49196000000.0,8537000000.0,2457000000.0,1673000000.0,11091000000.0,19987000000.0,17138000000.0,10798000000.0,,29111000000.0,,13188000000.0,62384000000.0,61067000000.0,51048000000.0,28379000000.0,100244000000.0,13840000000.0,3981400000.0,3981600000.0,4014100000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q1,2011-01-01,2011-03-31,2012-08-09 07:44:21+00:00,217000000.0,1.29,1.29,0.25,1.28,,2502000000.0,1793000000.0,15447000000.0,3542000000.0,659000000.0,5555000000.0,5555000000.0,5136000000.0,11905000000.0,2178000000.0,102000000.0,419000000.0,4745000000.0,4678000000.0,3070000000.0,1169000000.0,,8263000000.0,,3542000000.0,15447000000.0,15995000000.0,13316000000.0,8057000000.0,25221000000.0,3606000000.0,3981400000.0,3981600000.0,4014100000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q4,2012-10-01,2012-12-31,,-566000000.0,1.39,1.39,0.3,1.4,,1258000000.0,1727000000.0,13524000000.0,2402000000.0,648000000.0,5692000000.0,5692000000.0,5320000000.0,11122000000.0,2270000000.0,102000000.0,372000000.0,1194000000.0,6653000000.0,5829000000.0,656000000.0,,7042000000.0,,2402000000.0,13524000000.0,16047000000.0,12531000000.0,6950000000.0,23653000000.0,3679000000.0,3807900000.0,3809400000.0,3822200000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 16:04:18+00:00,,5.22,5.22,1.2,5.2,,7633000000.0,5808000000.0,55953000000.0,11043000000.0,2577000000.0,21284000000.0,21284000000.0,19877000000.0,44910000000.0,9149000000.0,2110000000.0,1407000000.0,5536000000.0,22418000000.0,24799000000.0,3385000000.0,,30585000000.0,,11043000000.0,55953000000.0,64729000000.0,52121000000.0,28917000000.0,97031000000.0,13868000000.0,3807900000.0,3809400000.0,3822200000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q3YTD,2012-01-01,2012-09-30,,566000000.0,3.83,3.83,0.9,3.8,,6375000000.0,4081000000.0,42429000000.0,8641000000.0,1929000000.0,15592000000.0,15592000000.0,14557000000.0,33788000000.0,6879000000.0,2008000000.0,1035000000.0,4342000000.0,15765000000.0,18970000000.0,2729000000.0,,23543000000.0,,8641000000.0,42429000000.0,48682000000.0,39590000000.0,21967000000.0,73378000000.0,10189000000.0,3791500000.0,3803300000.0,3813900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q3TTM,2011-10-01,2012-09-30,,773000000.0,4.74,4.74,1.15,4.71,,7394000000.0,5214000000.0,57483000000.0,11564000000.0,2743000000.0,19320000000.0,19320000000.0,17986000000.0,45919000000.0,9208000000.0,2055000000.0,1334000000.0,5092000000.0,20658000000.0,23043000000.0,4913000000.0,,29840000000.0,,11564000000.0,57483000000.0,63222000000.0,48930000000.0,26714000000.0,94849000000.0,13526000000.0,3791500000.0,3803300000.0,3813900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q3,2012-07-01,2012-09-30,2013-11-01 07:09:50+00:00,182000000.0,1.41,1.41,0.3,1.4,,2278000000.0,1443000000.0,13629000000.0,2653000000.0,607000000.0,5708000000.0,5708000000.0,5346000000.0,10976000000.0,2285000000.0,458000000.0,362000000.0,2047000000.0,4794000000.0,6886000000.0,1789000000.0,,7503000000.0,,2653000000.0,13629000000.0,15371000000.0,14170000000.0,7986000000.0,25146000000.0,3336000000.0,3791500000.0,3803300000.0,3813900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q2YTD,2012-01-01,2012-06-30,,384000000.0,2.42,2.42,0.6,2.4,,4097000000.0,2638000000.0,28800000000.0,5988000000.0,1322000000.0,9884000000.0,9884000000.0,9211000000.0,22812000000.0,4594000000.0,1550000000.0,673000000.0,2295000000.0,10971000000.0,12084000000.0,940000000.0,,16040000000.0,,5988000000.0,28800000000.0,33311000000.0,25420000000.0,13981000000.0,48232000000.0,6853000000.0,3798400000.0,3808900000.0,3820500000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q2TTM,2011-07-01,2012-06-30,,803000000.0,4.35,4.35,1.1,4.33,,6672000000.0,4823000000.0,59014000000.0,12254000000.0,3062000000.0,17874000000.0,17874000000.0,16576000000.0,46760000000.0,9106000000.0,2204000000.0,1298000000.0,4415000000.0,21169000000.0,21626000000.0,5535000000.0,,29245000000.0,,12254000000.0,59014000000.0,63385000000.0,46706000000.0,24546000000.0,93466000000.0,13638000000.0,3798400000.0,3808900000.0,3820500000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 16:25:03+00:00,191000000.0,1.22,1.22,0.3,1.21,,2040000000.0,1257000000.0,14099000000.0,2953000000.0,642000000.0,4960000000.0,4960000000.0,4634000000.0,11146000000.0,2362000000.0,1014000000.0,326000000.0,-427000000.0,4344000000.0,5729000000.0,214000000.0,,7427000000.0,,2953000000.0,14099000000.0,14966000000.0,11034000000.0,7000000000.0,22180000000.0,3461000000.0,3798400000.0,3808900000.0,3820500000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q1TTM,2011-04-01,2012-03-31,,824000000.0,4.41,4.41,1.05,4.39,,7328000000.0,5499000000.0,60547000000.0,13097000000.0,3164000000.0,18345000000.0,18345000000.0,17009000000.0,47450000000.0,8896000000.0,2027000000.0,1336000000.0,7982000000.0,22990000000.0,21227000000.0,7131000000.0,,29387000000.0,,13097000000.0,60547000000.0,65261000000.0,50615000000.0,25673000000.0,98065000000.0,13880000000.0,3814200000.0,3818800000.0,3833400000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 16:09:43+00:00,193000000.0,1.2,1.2,0.3,1.19,,2057000000.0,1381000000.0,14701000000.0,3035000000.0,680000000.0,4924000000.0,4924000000.0,4577000000.0,11666000000.0,2232000000.0,536000000.0,347000000.0,2722000000.0,6627000000.0,6355000000.0,726000000.0,,8613000000.0,,3035000000.0,14701000000.0,18345000000.0,14386000000.0,6981000000.0,26052000000.0,3392000000.0,3814200000.0,3818800000.0,3833400000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,FY,2013-01-01,2013-12-31,2016-02-23 16:17:46+00:00,,4.38,4.38,1.44,4.34,,8789000000.0,6354000000.0,52669000000.0,9350000000.0,2500000000.0,17886000000.0,17886000000.0,16557000000.0,43319000000.0,9118000000.0,667000000.0,1329000000.0,10141000000.0,28039000000.0,21780000000.0,225000000.0,,30810000000.0,,9350000000.0,52669000000.0,70467000000.0,54048000000.0,26675000000.0,97367000000.0,15106000000.0,3780100000.0,3782400000.0,3814900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,Q4,2013-10-01,2013-12-31,,-444000000.0,1.33,1.33,1.14,1.32,,3020000000.0,1685000000.0,13166000000.0,2259000000.0,745000000.0,5241000000.0,5241000000.0,4705000000.0,10907000000.0,2317000000.0,8000000.0,536000000.0,-42000000.0,5882000000.0,7384000000.0,104000000.0,,7052000000.0,,2259000000.0,13166000000.0,15552000000.0,13010000000.0,8261000000.0,23917000000.0,3975000000.0,3780100000.0,3782400000.0,3814900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,Q3YTD,2013-01-01,2013-09-30,,444000000.0,3.05,3.05,0.3,3.02,,5769000000.0,4669000000.0,39503000000.0,7091000000.0,1755000000.0,12645000000.0,12645000000.0,11852000000.0,32412000000.0,6801000000.0,659000000.0,793000000.0,10183000000.0,22157000000.0,14396000000.0,121000000.0,,23758000000.0,,7091000000.0,39503000000.0,54915000000.0,41038000000.0,18414000000.0,73450000000.0,11131000000.0,2235300000.0,3767000000.0,3767000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,Q3TTM,2012-10-01,2013-09-30,,-122000000.0,4.44,4.44,0.6,4.42,,7027000000.0,6396000000.0,53027000000.0,9493000000.0,2403000000.0,18337000000.0,18337000000.0,17172000000.0,43534000000.0,9071000000.0,761000000.0,1165000000.0,11377000000.0,28810000000.0,20225000000.0,777000000.0,,30800000000.0,,9493000000.0,53027000000.0,70962000000.0,53569000000.0,25364000000.0,97103000000.0,14810000000.0,2235300000.0,3767000000.0,3767000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,Q3,2013-07-01,2013-09-30,2014-11-03 17:23:42+00:00,140000000.0,-0.17,-0.17,-0.38,-0.17,,414000000.0,1507000000.0,13066000000.0,2291000000.0,588000000.0,-380000000.0,-380000000.0,-380000000.0,10775000000.0,2303000000.0,26000000.0,,2662000000.0,13270000000.0,4480000000.0,-543000000.0,,7325000000.0,,2291000000.0,13066000000.0,23626000000.0,12342000000.0,34000000.0,23117000000.0,3667000000.0,2235300000.0,3767000000.0,3767000000.0
