company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,extraordinaryincome,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 06:19:22+00:00,1394000000.0,4.38,4.38,1.48,4.33,0.0,7440000000.0,6635000000.0,71387000000.0,44981000000.0,2070000000.0,15365000000.0,15365000000.0,14927000000.0,26406000000.0,6387000000.0,164000000.0,438000000.0,9015000000.0,8954000000.0,14796000000.0,6864000000.0,209000000.0,22689000000.0,,44981000000.0,71387000000.0,41703000000.0,44966000000.0,22805000000.0,71372000000.0,14356000000.0,3408000000.0,3404000000.0,3445000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:27:50+00:00,1263000000.0,1.35,1.35,1.52,1.35,1906000000.0,-926000000.0,5526000000.0,73018000000.0,34239000000.0,1913000000.0,5605000000.0,3699000000.0,4742000000.0,38779000000.0,7353000000.0,1560000000.0,863000000.0,-10699000000.0,9793000000.0,18143000000.0,20979000000.0,432000000.0,22746000000.0,,34239000000.0,73018000000.0,43500000000.0,28473000000.0,2773000000.0,67252000000.0,13943000000.0,3512600000.0,3501100000.0,3521800000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 15:36:03+00:00,305000000.0,0.09,0.09,0.38,0.09,581000000.0,-2133000000.0,1316000000.0,17326000000.0,8332000000.0,453000000.0,527000000.0,-54000000.0,318000000.0,8994000000.0,1878000000.0,424000000.0,209000000.0,-2763000000.0,2547000000.0,3281000000.0,5787000000.0,96000000.0,5858000000.0,,8332000000.0,17326000000.0,11137000000.0,5743000000.0,-2187000000.0,14737000000.0,3485000000.0,3533300000.0,3444600000.0,3444600000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 15:46:09+00:00,316000000.0,0.54,0.54,0.38,0.53,,764000000.0,1612000000.0,16529000000.0,8235000000.0,413000000.0,2003000000.0,2003000000.0,1843000000.0,8294000000.0,1697000000.0,647000000.0,160000000.0,752000000.0,2683000000.0,3466000000.0,3455000000.0,155000000.0,6913000000.0,,8235000000.0,16529000000.0,12177000000.0,10105000000.0,2767000000.0,18399000000.0,3628000000.0,3413000000.0,3426200000.0,3453100000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 10:29:19+00:00,1050000000.0,2.27,2.27,0.2,2.26,76000000.0,4415000000.0,7087000000.0,66350000000.0,15198000000.0,1777000000.0,11728000000.0,11652000000.0,8774000000.0,51152000000.0,8290000000.0,1110000000.0,2954000000.0,9796000000.0,13826000000.0,18749000000.0,32015000000.0,481000000.0,26928000000.0,,15198000000.0,66350000000.0,52352000000.0,49282000000.0,16067000000.0,100434000000.0,12540000000.0,3865200000.0,3862800000.0,3879700000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2009.0,Q4,2009-10-01,2009-12-31,,256000000.0,0.77,0.77,0.05,0.76,,598000000.0,1916000000.0,15615000000.0,3237000000.0,536000000.0,3278000000.0,3278000000.0,2943000000.0,12378000000.0,2126000000.0,381000000.0,335000000.0,838000000.0,3944000000.0,4290000000.0,7284000000.0,30000000.0,5112000000.0,,3237000000.0,15615000000.0,12004000000.0,10786000000.0,3876000000.0,23164000000.0,3361000000.0,3865200000.0,3862800000.0,3879700000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2009.0,Q3YTD,2009-01-01,2009-09-30,,794000000.0,1.5,1.5,0.15,1.5,76000000.0,3817000000.0,5171000000.0,50735000000.0,11961000000.0,1241000000.0,8450000000.0,8374000000.0,5831000000.0,38774000000.0,6164000000.0,729000000.0,2619000000.0,8958000000.0,9882000000.0,14459000000.0,24731000000.0,451000000.0,21816000000.0,,11961000000.0,50735000000.0,40348000000.0,38496000000.0,12191000000.0,77270000000.0,9179000000.0,3951200000.0,3937900000.0,3962000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 19:45:15+00:00,254000000.0,0.82,0.82,0.05,0.82,76000000.0,1551000000.0,1679000000.0,16260000000.0,3523000000.0,440000000.0,3588000000.0,3512000000.0,3240000000.0,12737000000.0,2063000000.0,184000000.0,348000000.0,3860000000.0,3284000000.0,5004000000.0,8104000000.0,103000000.0,7311000000.0,,3523000000.0,16260000000.0,13455000000.0,13885000000.0,5063000000.0,26622000000.0,3158000000.0,3951200000.0,3937900000.0,3962000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2009.0,Q2YTD,2009-01-01,2009-06-30,,540000000.0,0.68,0.68,0.1,0.68,,2266000000.0,3492000000.0,34475000000.0,8438000000.0,801000000.0,4862000000.0,4862000000.0,2591000000.0,26037000000.0,4101000000.0,545000000.0,2271000000.0,5098000000.0,6598000000.0,9455000000.0,16627000000.0,348000000.0,14505000000.0,,8438000000.0,34475000000.0,26893000000.0,24611000000.0,7128000000.0,50648000000.0,6021000000.0,3828600000.0,3811500000.0,3824100000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 15:39:00+00:00,265000000.0,0.28,0.28,0.05,0.28,,1351000000.0,2106000000.0,16549000000.0,3879000000.0,417000000.0,2721000000.0,2721000000.0,1072000000.0,12670000000.0,2070000000.0,347000000.0,1649000000.0,3097000000.0,3708000000.0,4279000000.0,8031000000.0,143000000.0,6917000000.0,,3879000000.0,16549000000.0,13520000000.0,12953000000.0,4072000000.0,25623000000.0,3124000000.0,3828600000.0,3811500000.0,3824100000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 16:00:02+00:00,275000000.0,0.4,0.4,0.05,0.4,,915000000.0,1386000000.0,17926000000.0,4559000000.0,384000000.0,2141000000.0,2141000000.0,1519000000.0,13367000000.0,2031000000.0,198000000.0,622000000.0,2001000000.0,2890000000.0,5176000000.0,8596000000.0,205000000.0,7588000000.0,,4559000000.0,17926000000.0,13373000000.0,11658000000.0,3056000000.0,25025000000.0,2897000000.0,3797500000.0,3755700000.0,3758700000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:06:59+00:00,936000000.0,3.98,3.98,0.2,3.96,,7489000000.0,6190000000.0,63782000000.0,12781000000.0,2446000000.0,17370000000.0,17370000000.0,15764000000.0,51001000000.0,8365000000.0,2965000000.0,1606000000.0,10894000000.0,21325000000.0,18145000000.0,16639000000.0,,28124000000.0,,12781000000.0,63782000000.0,61196000000.0,51693000000.0,24859000000.0,102694000000.0,13499000000.0,3960800000.0,3956300000.0,3976900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q4,2010-10-01,2010-12-31,,240000000.0,1.11,1.11,0.05,1.12,,2181000000.0,1832000000.0,15612000000.0,3510000000.0,584000000.0,4831000000.0,4831000000.0,4408000000.0,12102000000.0,2243000000.0,1253000000.0,423000000.0,1915000000.0,6405000000.0,5299000000.0,3043000000.0,,6571000000.0,,3510000000.0,15612000000.0,16043000000.0,13996000000.0,7012000000.0,26098000000.0,3697000000.0,3960800000.0,3956300000.0,3976900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q3YTD,2010-01-01,2010-09-30,,696000000.0,2.87,2.87,0.15,2.84,,5308000000.0,4358000000.0,48170000000.0,9271000000.0,1862000000.0,12539000000.0,12539000000.0,11356000000.0,38899000000.0,6122000000.0,1712000000.0,1183000000.0,8979000000.0,14920000000.0,12846000000.0,13596000000.0,,21553000000.0,,9271000000.0,48170000000.0,45153000000.0,37697000000.0,17847000000.0,76596000000.0,9802000000.0,3940200000.0,3954300000.0,3971900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q3TTM,2009-10-01,2010-09-30,,952000000.0,3.64,3.64,0.2,3.6,,5906000000.0,6274000000.0,63785000000.0,12508000000.0,2398000000.0,15817000000.0,15817000000.0,14299000000.0,51277000000.0,8248000000.0,2093000000.0,1518000000.0,9817000000.0,18864000000.0,17136000000.0,20880000000.0,30000000.0,26665000000.0,,12508000000.0,63785000000.0,57157000000.0,48483000000.0,21723000000.0,99760000000.0,13163000000.0,3940200000.0,3954300000.0,3971900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 15:18:09+00:00,218000000.0,1.02,1.02,0.05,1.01,,1785000000.0,1476000000.0,15606000000.0,3104000000.0,651000000.0,4418000000.0,4418000000.0,4019000000.0,12502000000.0,2068000000.0,102000000.0,399000000.0,2341000000.0,4800000000.0,4215000000.0,3223000000.0,,6661000000.0,,3104000000.0,15606000000.0,14398000000.0,11322000000.0,6203000000.0,23824000000.0,3188000000.0,3940200000.0,3954300000.0,3971900000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q2YTD,2010-01-01,2010-06-30,,478000000.0,1.85,1.85,0.1,1.83,,3523000000.0,2882000000.0,32564000000.0,6167000000.0,1211000000.0,8121000000.0,8121000000.0,7337000000.0,26397000000.0,4054000000.0,1610000000.0,784000000.0,6638000000.0,10120000000.0,8631000000.0,10373000000.0,,14892000000.0,,6167000000.0,32564000000.0,30755000000.0,26375000000.0,11644000000.0,52772000000.0,6614000000.0,3966400000.0,3983500000.0,4005600000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q2TTM,2009-07-01,2010-06-30,,988000000.0,3.44,3.44,0.2,3.41,76000000.0,5672000000.0,6477000000.0,64439000000.0,12927000000.0,2187000000.0,14987000000.0,14911000000.0,13520000000.0,51512000000.0,8243000000.0,2175000000.0,1467000000.0,11336000000.0,17348000000.0,17925000000.0,25761000000.0,133000000.0,27315000000.0,,12927000000.0,64439000000.0,56214000000.0,51046000000.0,20583000000.0,102558000000.0,13133000000.0,3966400000.0,3983500000.0,4005600000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 14:30:36+00:00,235000000.0,1.1,1.1,0.05,1.09,,2312000000.0,1421000000.0,15719000000.0,3032000000.0,628000000.0,4795000000.0,4795000000.0,4363000000.0,12687000000.0,2048000000.0,1000000000.0,432000000.0,2090000000.0,4104000000.0,4554000000.0,3363000000.0,,7616000000.0,,3032000000.0,15719000000.0,14631000000.0,12414000000.0,7107000000.0,25101000000.0,3349000000.0,3966400000.0,3983500000.0,4005600000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q1TTM,2009-04-01,2010-03-31,,1018000000.0,2.62,2.62,0.2,2.6,76000000.0,4711000000.0,7162000000.0,65269000000.0,13774000000.0,1976000000.0,12913000000.0,12837000000.0,10229000000.0,51495000000.0,8265000000.0,1522000000.0,2684000000.0,12343000000.0,16952000000.0,17650000000.0,30429000000.0,276000000.0,26616000000.0,,13774000000.0,65269000000.0,55103000000.0,51585000000.0,17548000000.0,103080000000.0,12908000000.0,3965300000.0,3970500000.0,3994700000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 21:27:44+00:00,243000000.0,0.75,0.75,0.05,0.74,,1211000000.0,1461000000.0,16845000000.0,3135000000.0,583000000.0,3326000000.0,3326000000.0,2974000000.0,13710000000.0,2006000000.0,610000000.0,352000000.0,4548000000.0,6016000000.0,4077000000.0,7010000000.0,,7276000000.0,,3135000000.0,16845000000.0,16124000000.0,13961000000.0,4537000000.0,27671000000.0,3265000000.0,3965300000.0,3970500000.0,3994700000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,FY,2011-01-01,2011-12-31,2014-02-19 20:02:20+00:00,848000000.0,4.5,4.5,1.0,4.48,,7773000000.0,5911000000.0,61293000000.0,13604000000.0,3143000000.0,18976000000.0,18976000000.0,17568000000.0,47689000000.0,8842000000.0,1593000000.0,1408000000.0,10005000000.0,21041000000.0,17942000000.0,7574000000.0,,29037000000.0,,13604000000.0,61293000000.0,62911000000.0,49545000000.0,26749000000.0,97234000000.0,14094000000.0,3904000000.0,3900400000.0,3920300000.0
