company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdepositsatotherbanks,loansandleases,longtermdebt,mortgageservicingrights,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q2,,2011-06-30,2011-08-05 14:30:36+00:00,80292000000.0,28520000000.0,1638000000.0,30466000000.0,0.0,99113000000.0,254124000000.0,213362000000.0,48882000000.0,3679000000.0,169880000000.0,689736000000.0,279228000000.0,,661216000000.0,13679000000.0,1048685000000.0,120352000000.0,,215990000000.0,184490000000.0,82612000000.0,81368000000.0,2246764000000.0,175079000000.0,182879000000.0,182879000000.0,2063885000000.0,2246764000000.0,7800000000.0,904956000000.0,-8284000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2011.0,Q1,,2011-03-31,2011-05-05 21:27:44+00:00,79236000000.0,29750000000.0,712000000.0,23469000000.0,,98712000000.0,285444000000.0,217356000000.0,48856000000.0,3857000000.0,80842000000.0,685996000000.0,269616000000.0,,656246000000.0,13422000000.0,995829000000.0,119929000000.0,,383948000000.0,,78342000000.0,82726000000.0,2198161000000.0,172798000000.0,180598000000.0,180598000000.0,2017563000000.0,2198161000000.0,7800000000.0,954948000000.0,-4968000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,FY,,2012-12-31,2014-02-19 20:02:20+00:00,60933000000.0,21936000000.0,4102000000.0,53723000000.0,0.0,98688000000.0,240103000000.0,296296000000.0,48175000000.0,2235000000.0,121814000000.0,733796000000.0,249024000000.0,,711860000000.0,14519000000.0,1193593000000.0,109389000000.0,,195109000000.0,195240000000.0,104223000000.0,82003000000.0,2359141000000.0,195011000000.0,204069000000.0,204069000000.0,2155072000000.0,2359141000000.0,9058000000.0,940197000000.0,-12002000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q3,,2012-09-30,2012-11-08 07:14:44+00:00,62989000000.0,22824000000.0,4426000000.0,53343000000.0,,98498000000.0,257218000000.0,281991000000.0,48178000000.0,2641000000.0,104344000000.0,721947000000.0,241140000000.0,,699123000000.0,14271000000.0,1139611000000.0,107924000000.0,,202851000000.0,203042000000.0,99888000000.0,77729000000.0,2321284000000.0,190635000000.0,199693000000.0,199693000000.0,2121591000000.0,2321284000000.0,9058000000.0,946480000000.0,-12177000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q2,,2012-06-30,2012-08-09 08:17:55+00:00,67939000000.0,23791000000.0,2272000000.0,44866000000.0,,98268000000.0,261657000000.0,255188000000.0,48131000000.0,2813000000.0,130383000000.0,727571000000.0,239539000000.0,,703780000000.0,14206000000.0,1115886000000.0,112712000000.0,,202114000000.0,207126000000.0,95518000000.0,72252000000.0,2290146000000.0,183772000000.0,191572000000.0,191572000000.0,2098574000000.0,2290146000000.0,7800000000.0,910128000000.0,-12286000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2012.0,Q1,,2012-03-31,2012-08-09 07:44:21+00:00,64833000000.0,25871000000.0,2645000000.0,55383000000.0,,98137000000.0,250483000000.0,240484000000.0,48208000000.0,3029000000.0,115028000000.0,720967000000.0,255831000000.0,,695096000000.0,14213000000.0,1128512000000.0,110865000000.0,,214046000000.0,204148000000.0,91888000000.0,77875000000.0,2320164000000.0,181469000000.0,189269000000.0,189269000000.0,2130895000000.0,2320164000000.0,7800000000.0,973025000000.0,-11201000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,FY,,2013-12-31,2015-02-24 16:04:18+00:00,65160000000.0,16264000000.0,1199000000.0,39771000000.0,0.0,97912000000.0,181163000000.0,248116000000.0,48081000000.0,1618000000.0,316051000000.0,738418000000.0,267889000000.0,,722154000000.0,14891000000.0,1287765000000.0,119715000000.0,,187361000000.0,194491000000.0,115756000000.0,85842000000.0,2415689000000.0,200020000000.0,211178000000.0,211178000000.0,2204511000000.0,2415689000000.0,11158000000.0,840132000000.0,-14847000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,Q3,,2013-09-30,2013-11-01 07:09:50+00:00,66269000000.0,17571000000.0,390000000.0,30664000000.0,,97639000000.0,218728000000.0,235916000000.0,48100000000.0,1817000000.0,371445000000.0,728679000000.0,263372000000.0,,711108000000.0,14876000000.0,1281102000000.0,120772000000.0,,196977000000.0,212283000000.0,112135000000.0,84177000000.0,2463309000000.0,195512000000.0,206670000000.0,206670000000.0,2256639000000.0,2463309000000.0,11158000000.0,862342000000.0,-14652000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,Q2,,2013-06-30,2013-08-07 16:25:03+00:00,81562000000.0,19384000000.0,136000000.0,29214000000.0,,97500000000.0,258962000000.0,252507000000.0,48057000000.0,1951000000.0,311318000000.0,725586000000.0,266212000000.0,,706202000000.0,14574000000.0,1202950000000.0,120756000000.0,,203683000000.0,211432000000.0,114216000000.0,87016000000.0,2439494000000.0,197781000000.0,209239000000.0,209239000000.0,2230255000000.0,2439494000000.0,11458000000.0,873353000000.0,-14071000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2013.0,Q1,,2013-03-31,2013-05-08 16:09:43+00:00,74208000000.0,20780000000.0,3491000000.0,45524000000.0,,97245000000.0,248245000000.0,218343000000.0,48067000000.0,2082000000.0,257635000000.0,728886000000.0,268361000000.0,,708106000000.0,14541000000.0,1202507000000.0,110050000000.0,,184026000000.0,193089000000.0,109402000000.0,86035000000.0,2389349000000.0,197128000000.0,207086000000.0,207086000000.0,2182263000000.0,2389349000000.0,9958000000.0,910793000000.0,-13010000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2014.0,FY,,2014-12-31,2016-02-23 16:17:46+00:00,70079000000.0,14185000000.0,2189000000.0,27831000000.0,0.0,97354000000.0,192101000000.0,215803000000.0,47647000000.0,1192000000.0,484477000000.0,757336000000.0,276379000000.0,,743151000000.0,15133000000.0,1363427000000.0,109534000000.0,20063000000.0,205135000000.0,206939000000.0,129977000000.0,96566000000.0,2572274000000.0,231727000000.0,231727000000.0,231727000000.0,2340547000000.0,2572274000000.0,,857427000000.0,-17856000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2014.0,Q3,,2014-09-30,2014-11-03 17:23:42+00:00,75504000000.0,14889000000.0,3266000000.0,25372000000.0,0.0,97144000000.0,198746000000.0,214336000000.0,47970000000.0,1274000000.0,414312000000.0,743257000000.0,268721000000.0,,728368000000.0,15177000000.0,1334534000000.0,108804000000.0,,190820000000.0,211055000000.0,127234000000.0,91852000000.0,2527005000000.0,211214000000.0,231277000000.0,231277000000.0,2295728000000.0,2527005000000.0,20063000000.0,895888000000.0,-16430000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2014.0,Q2,,2014-06-30,2014-08-04 16:27:32+00:00,77096000000.0,15326000000.0,3438000000.0,27523000000.0,,96963000000.0,216561000000.0,248149000000.0,48110000000.0,1339000000.0,393909000000.0,746983000000.0,269929000000.0,,731657000000.0,15216000000.0,1319751000000.0,108909000000.0,,184379000000.0,203885000000.0,123497000000.0,98517000000.0,2520336000000.0,208851000000.0,227314000000.0,227314000000.0,2293022000000.0,2520336000000.0,18463000000.0,868428000000.0,-15047000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2014.0,Q1,,2014-03-31,2014-05-02 16:02:43+00:00,73122000000.0,15847000000.0,2276000000.0,26321000000.0,,96707000000.0,217442000000.0,265168000000.0,48065000000.0,1489000000.0,372531000000.0,730971000000.0,274512000000.0,,715124000000.0,14919000000.0,1282705000000.0,111172000000.0,,187397000000.0,202499000000.0,119318000000.0,92776000000.0,2476986000000.0,204572000000.0,219655000000.0,219655000000.0,2257331000000.0,2476986000000.0,15083000000.0,849075000000.0,-13729000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2015.0,FY,,2015-12-31,2017-02-28 16:23:41+00:00,46605000000.0,13555000000.0,192000000.0,20490000000.0,0.0,96584000000.0,152678000000.0,212575000000.0,47325000000.0,1015000000.0,340015000000.0,837299000000.0,288651000000.0,,823744000000.0,14362000000.0,1279715000000.0,112180000000.0,26068000000.0,168776000000.0,177638000000.0,146420000000.0,36667000000.0,2351698000000.0,247573000000.0,247573000000.0,247573000000.0,2104125000000.0,2351698000000.0,,733387000000.0,-21691000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2015.0,Q3,,2015-09-30,2015-11-02 16:21:11+00:00,57926000000.0,13466000000.0,751000000.0,21258000000.0,0.0,96400000000.0,180319000000.0,218467000000.0,47405000000.0,1036000000.0,376196000000.0,809457000000.0,292945000000.0,,795991000000.0,14709000000.0,1273106000000.0,110097000000.0,,190207000000.0,187986000000.0,143050000000.0,46830000000.0,2417121000000.0,219660000000.0,245728000000.0,245728000000.0,2171393000000.0,2417121000000.0,26068000000.0,774036000000.0,-20541000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2015.0,Q2,,2015-06-30,2015-08-03 16:03:18+00:00,69642000000.0,13915000000.0,1102000000.0,24095000000.0,0.0,96288000000.0,180897000000.0,212850000000.0,47476000000.0,1091000000.0,398807000000.0,791247000000.0,286693000000.0,,777332000000.0,15073000000.0,1287332000000.0,109040000000.0,,189424000000.0,191749000000.0,138294000000.0,72299000000.0,2449599000000.0,216287000000.0,241205000000.0,241205000000.0,2208394000000.0,2449599000000.0,24918000000.0,794193000000.0,-19397000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2015.0,Q1,,2015-03-31,2015-05-05 16:08:04+00:00,70006000000.0,14065000000.0,2430000000.0,22821000000.0,0.0,96329000000.0,196578000000.0,219344000000.0,47453000000.0,1128000000.0,506383000000.0,764185000000.0,280608000000.0,,750120000000.0,14963000000.0,1367887000000.0,106437000000.0,,209364000000.0,202157000000.0,134048000000.0,84690000000.0,2577148000000.0,214371000000.0,235864000000.0,235864000000.0,2341284000000.0,2577148000000.0,21493000000.0,838493000000.0,-18436000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2016.0,FY,,2016-12-31,2018-02-27 16:23:03+00:00,52330000000.0,13776000000.0,-1175000000.0,23873000000.0,0.0,95711000000.0,165666000000.0,229967000000.0,,54246000000.0,365762000000.0,894765000000.0,295245000000.0,,880989000000.0,14131000000.0,1375179000000.0,112076000000.0,26068000000.0,175706000000.0,190543000000.0,162440000000.0,34443000000.0,2490972000000.0,254190000000.0,254190000000.0,254190000000.0,2236782000000.0,2490972000000.0,,757598000000.0,-28854000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2016.0,Q3,,2016-09-30,2016-11-01 16:19:05+00:00,64333000000.0,14204000000.0,1474000000.0,21390000000.0,0.0,96187000000.0,168491000000.0,232637000000.0,47302000000.0,887000000.0,396200000000.0,888054000000.0,309418000000.0,,873850000000.0,14208000000.0,1376138000000.0,113787000000.0,26068000000.0,185502000000.0,190412000000.0,157870000000.0,36737000000.0,2521029000000.0,254331000000.0,254331000000.0,254331000000.0,2266698000000.0,2521029000000.0,,756435000000.0,-27268000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2016.0,Q2,,2016-06-30,2016-08-03 16:15:34+00:00,64911000000.0,14227000000.0,1618000000.0,19710000000.0,0.0,96058000000.0,166044000000.0,237267000000.0,47303000000.0,917000000.0,345595000000.0,872804000000.0,295627000000.0,,858577000000.0,14262000000.0,1330958000000.0,114926000000.0,26068000000.0,199185000000.0,184635000000.0,153749000000.0,37224000000.0,2466096000000.0,252423000000.0,252423000000.0,252423000000.0,2213673000000.0,2466096000000.0,,762628000000.0,-25070000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2016.0,Q1,,2016-03-31,2016-04-29 16:18:25+00:00,57649000000.0,13994000000.0,782000000.0,18212000000.0,0.0,95866000000.0,160999000000.0,223220000000.0,47310000000.0,940000000.0,360196000000.0,847313000000.0,290754000000.0,,833319000000.0,14195000000.0,1321816000000.0,114354000000.0,26068000000.0,185955000000.0,176934000000.0,149730000000.0,37193000000.0,2423808000000.0,250157000000.0,250157000000.0,250157000000.0,2173651000000.0,2423808000000.0,,754413000000.0,-22289000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2017.0,FY,,2017-12-31,2019-02-26 16:57:25+00:00,67729000000.0,13604000000.0,-119000000.0,25898000000.0,0.0,94663000000.0,158916000000.0,198422000000.0,,54392000000.0,405406000000.0,930697000000.0,284080000000.0,,917093000000.0,14159000000.0,1443982000000.0,113587000000.0,26068000000.0,149744000000.0,189383000000.0,177676000000.0,51802000000.0,2533600000000.0,255693000000.0,255693000000.0,255693000000.0,2277907000000.0,2533600000000.0,,736914000000.0,-42595000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2017.0,Q3,,2017-09-30,2017-11-01 16:36:54+00:00,61757000000.0,13539000000.0,-309000000.0,21994000000.0,0.0,94781000000.0,169393000000.0,185454000000.0,47309000000.0,808000000.0,435810000000.0,913761000000.0,288582000000.0,,900222000000.0,14218000000.0,1439027000000.0,110116000000.0,26068000000.0,156959000000.0,196764000000.0,175827000000.0,53967000000.0,2563074000000.0,258382000000.0,258382000000.0,258382000000.0,2304692000000.0,2563074000000.0,,785386000000.0,-37985000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2017.0,Q2,,2017-06-30,2017-08-02 16:22:16+00:00,64038000000.0,13363000000.0,-392000000.0,21781000000.0,0.0,94688000000.0,165621000000.0,218570000000.0,47300000000.0,827000000.0,427380000000.0,908767000000.0,292973000000.0,,895404000000.0,14206000000.0,1439473000000.0,112492000000.0,26068000000.0,164321000000.0,189160000000.0,171488000000.0,53143000000.0,2563174000000.0,258483000000.0,258483000000.0,258483000000.0,2304691000000.0,2563174000000.0,,761176000000.0,-33369000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2017.0,Q1,,2017-03-31,2017-05-02 16:15:49+00:00,60038000000.0,13413000000.0,-923000000.0,20484000000.0,0.0,94479000000.0,183316000000.0,190566000000.0,47292000000.0,847000000.0,439911000000.0,895974000000.0,289492000000.0,,882561000000.0,14227000000.0,1422999000000.0,113692000000.0,26068000000.0,172170000000.0,183200000000.0,166663000000.0,39250000000.0,2546290000000.0,255863000000.0,255863000000.0,255863000000.0,2290427000000.0,2546290000000.0,,776672000000.0,-30424000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2018.0,FY,,2018-12-31,2020-02-25 16:31:02+00:00,73200000000.0,13445000000.0,-1507000000.0,22324000000.0,0.0,93246000000.0,182320000000.0,321588000000.0,,54349000000.0,256469000000.0,984554000000.0,282031000000.0,,971109000000.0,14934000000.0,1470666000000.0,121022000000.0,26068000000.0,165014000000.0,196710000000.0,199202000000.0,69276000000.0,2622532000000.0,256515000000.0,256515000000.0,256515000000.0,2366017000000.0,2622532000000.0,,787537000000.0,-60494000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2018.0,Q3,,2018-09-30,2018-10-31 16:35:41+00:00,78792000000.0,13128000000.0,-2425000000.0,23225000000.0,0.0,93417000000.0,181608000000.0,217632000000.0,,54697000000.0,395872000000.0,954318000000.0,270124000000.0,,941190000000.0,14180000000.0,1458762000000.0,115936000000.0,27764000000.0,171391000000.0,209707000000.0,195180000000.0,64635000000.0,2615183000000.0,258956000000.0,258956000000.0,258956000000.0,2356227000000.0,2615183000000.0,,773659000000.0,-54980000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2018.0,Q2,,2018-06-30,2018-08-01 16:49:36+00:00,75669000000.0,13250000000.0,-1138000000.0,23680000000.0,0.0,93476000000.0,175293000000.0,226505000000.0,,54535000000.0,381500000000.0,948414000000.0,273114000000.0,,935164000000.0,14132000000.0,1452122000000.0,118805000000.0,26068000000.0,171161000000.0,196984000000.0,189881000000.0,63918000000.0,2590050000000.0,257458000000.0,257458000000.0,257458000000.0,2332592000000.0,2590050000000.0,,760060000000.0,-50829000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2018.0,Q1,,2018-03-31,2018-05-02 16:20:20+00:00,72659000000.0,13375000000.0,-1063000000.0,24834000000.0,0.0,93295000000.0,179091000000.0,247608000000.0,,54533000000.0,389978000000.0,934424000000.0,274449000000.0,,921049000000.0,14382000000.0,1486961000000.0,118140000000.0,26068000000.0,158121000000.0,192295000000.0,183855000000.0,62667000000.0,2609785000000.0,256201000000.0,256201000000.0,256201000000.0,2353584000000.0,2609785000000.0,,766602000000.0,-45954000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2019.0,FY,,2019-12-31,2020-05-07 16:37:43+00:00,72861000000.0,13123000000.0,1569000000.0,21704000000.0,0.0,92606000000.0,183675000000.0,249157000000.0,,53341000000.0,241927000000.0,959769000000.0,291498000000.0,,946646000000.0,25813000000.0,1562431000000.0,174370000000.0,26993000000.0,137118000000.0,210407000000.0,223211000000.0,40920000000.0,2687379000000.0,261330000000.0,261330000000.0,261330000000.0,2426049000000.0,2687379000000.0,,901560000000.0,-83049000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2019.0,Q3,,2019-09-30,2019-11-04 16:24:10+00:00,88988000000.0,13235000000.0,1800000000.0,21215000000.0,0.0,92596000000.0,247766000000.0,257391000000.0,,53078000000.0,235382000000.0,945218000000.0,296472000000.0,,931983000000.0,25117000000.0,1525261000000.0,123045000000.0,28363000000.0,156858000000.0,225063000000.0,217888000000.0,48893000000.0,2764661000000.0,264348000000.0,264348000000.0,264348000000.0,2500313000000.0,2764661000000.0,,1028462000000.0,-76299000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2019.0,Q2,,2019-06-30,2019-08-05 18:19:56+00:00,88399000000.0,13166000000.0,1114000000.0,23164000000.0,0.0,92443000000.0,201683000000.0,267864000000.0,,53302000000.0,244874000000.0,956889000000.0,288869000000.0,,943723000000.0,24665000000.0,1524361000000.0,120090000000.0,26993000000.0,173224000000.0,216137000000.0,212093000000.0,59890000000.0,2727379000000.0,263215000000.0,263215000000.0,263215000000.0,2464164000000.0,2727379000000.0,,961298000000.0,-69428000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2019.0,Q1,,2019-03-31,2019-05-02 16:35:55+00:00,72240000000.0,13533000000.0,-558000000.0,21946000000.0,0.0,92254000000.0,222677000000.0,299140000000.0,,54168000000.0,280658000000.0,956245000000.0,290893000000.0,,942712000000.0,24160000000.0,1493441000000.0,118211000000.0,26993000000.0,182862000000.0,216173000000.0,205437000000.0,71305000000.0,2737188000000.0,259837000000.0,259837000000.0,259837000000.0,2477351000000.0,2737188000000.0,,923953000000.0,-64289000000.0
JPMorgan Chase & Co,JPM,8I5DZWZKVSZI1NUHU748,19617,2020.0,Q1,,2020-03-31,2020-05-07 16:37:43+00:00,122064000000.0,23244000000.0,7418000000.0,24001000000.0,0.0,91941000000.0,233207000000.0,248580000000.0,,51867000000.0,343533000000.0,1015375000000.0,299344000000.0,,992131000000.0,25882000000.0,1836009000000.0,243010000000.0,30063000000.0,203826000000.0,253874000000.0,220226000000.0,51909000000.0,3139431000000.0,261262000000.0,261262000000.0,261262000000.0,2878169000000.0,3139431000000.0,,1088363000000.0,-88386000000.0
