company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2009.0,FY,,2010-01-02,2011-02-25 18:05:39+00:00,689800000.0,918600000.0,385500000.0,,-145200000.0,138100000.0,,847000000.0,103500000.0,40800000.0,216000000.0,950800000.0,,262200000.0,1088700000.0,477300000.0,1354700000.0,236600000.0,127800000.0,556000000.0,95700000.0,,,,-243100000.0,465300000.0,,1499700000.0,535600000.0,5002800000.0,1362600000.0,1733200000.0,1867700000.0,1362600000.0,1362600000.0,3640200000.0,5002800000.0,1914900000.0,1772500000.0,-595800000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2010.0,FY,,2011-01-01,2012-02-24 20:30:49+00:00,748200000.0,996100000.0,389700000.0,,-142900000.0,127500000.0,0.0,892100000.0,144700000.0,53200000.0,259700000.0,940800000.0,,228900000.0,956200000.0,519900000.0,1262900000.0,266000000.0,124600000.0,541100000.0,163700000.0,,0.0,0.0,-73200000.0,448900000.0,,1727900000.0,381000000.0,5099400000.0,1645700000.0,1951900000.0,1831800000.0,1645700000.0,1645700000.0,3453700000.0,5099400000.0,1884600000.0,1621900000.0,-758200000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2010.0,Q3,,2010-10-02,2010-11-10 06:01:48+00:00,762800000.0,1079200000.0,,1910100000.0,-151400000.0,157800000.0,,866900000.0,161100000.0,64400000.0,,941400000.0,3177800000.0,237400000.0,1065800000.0,576200000.0,1267700000.0,188900000.0,115300000.0,607300000.0,155600000.0,622100000.0,,,-131000000.0,447900000.0,,1635900000.0,443500000.0,5213200000.0,1532000000.0,2129900000.0,1892800000.0,1532000000.0,1532000000.0,3681200000.0,5213200000.0,1815600000.0,1788400000.0,-688400000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2010.0,Q2,,2010-07-03,2010-08-11 16:37:05+00:00,770500000.0,1055800000.0,,1840300000.0,-217800000.0,148900000.0,,835300000.0,95900000.0,43800000.0,,906600000.0,3083300000.0,240500000.0,1060500000.0,564100000.0,1243000000.0,210900000.0,124000000.0,546100000.0,113700000.0,556500000.0,,,-131400000.0,458100000.0,,1593700000.0,526700000.0,5037500000.0,1409400000.0,1978400000.0,1897500000.0,1409400000.0,1409400000.0,3628100000.0,5037500000.0,1816100000.0,1730600000.0,-670400000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2011.0,FY,,2011-12-31,2013-02-27 15:37:52+00:00,736500000.0,877100000.0,301500000.0,,-263200000.0,178000000.0,0.0,902700000.0,117400000.0,81800000.0,145700000.0,759300000.0,,161200000.0,954200000.0,475100000.0,1079400000.0,322300000.0,125800000.0,587100000.0,116300000.0,,454900000.0,154500000.0,,431700000.0,,1810500000.0,227100000.0,4972700000.0,1658500000.0,2218800000.0,1647100000.0,1658500000.0,1658500000.0,3314200000.0,4972700000.0,1674500000.0,1667100000.0,-791500000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2011.0,Q3,,2011-10-01,2011-11-08 17:24:10+00:00,719900000.0,1074500000.0,,1972400000.0,-164000000.0,119700000.0,0.0,894000000.0,147000000.0,65800000.0,,933500000.0,3149700000.0,203600000.0,954500000.0,571200000.0,1177300000.0,252400000.0,125400000.0,489300000.0,124500000.0,523300000.0,,,0.0,456800000.0,,1815800000.0,433200000.0,5060500000.0,1749100000.0,2036900000.0,1742200000.0,1749100000.0,1749100000.0,3311400000.0,5060500000.0,1846300000.0,1569200000.0,-796700000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2011.0,Q2,,2011-07-02,2011-08-08 21:35:54+00:00,765400000.0,1132700000.0,,2025400000.0,-69200000.0,125400000.0,0.0,889600000.0,155200000.0,52200000.0,,962000000.0,3270900000.0,215500000.0,954800000.0,641400000.0,1245500000.0,261900000.0,138700000.0,515300000.0,162000000.0,517200000.0,,,-36700000.0,458400000.0,,1792600000.0,611800000.0,5360000000.0,1804600000.0,2216700000.0,1946600000.0,1804600000.0,1804600000.0,3555400000.0,5360000000.0,1897800000.0,1608800000.0,-771700000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2011.0,Q1,,2011-04-02,2011-05-10 16:48:51+00:00,816600000.0,1072300000.0,,1988400000.0,-73300000.0,120400000.0,,885000000.0,152000000.0,41900000.0,,957500000.0,3243000000.0,223300000.0,955400000.0,630600000.0,1254600000.0,266100000.0,134400000.0,540100000.0,184900000.0,521500000.0,,,-48800000.0,453000000.0,,1746000000.0,567600000.0,5314700000.0,1737200000.0,2160200000.0,1947600000.0,1737200000.0,1737200000.0,3577500000.0,5314700000.0,1899900000.0,1629900000.0,-771700000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2012.0,FY,,2012-12-29,2014-02-26 15:48:56+00:00,804300000.0,972800000.0,321600000.0,,-278000000.0,235400000.0,0.0,925900000.0,129100000.0,65100000.0,202800000.0,764400000.0,,125000000.0,702200000.0,473300000.0,1015500000.0,331600000.0,140500000.0,607200000.0,128900000.0,,472200000.0,160500000.0,,457100000.0,,1910800000.0,520200000.0,5105300000.0,1580900000.0,2411700000.0,2074500000.0,1580900000.0,1580900000.0,3524400000.0,5105300000.0,1678100000.0,1449900000.0,-977800000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2012.0,Q3,,2012-09-29,2012-11-06 13:16:42+00:00,777000000.0,1001500000.0,,1854500000.0,-240200000.0,190700000.0,0.0,918600000.0,132900000.0,69700000.0,,761800000.0,2861900000.0,139300000.0,702700000.0,532700000.0,1007400000.0,298600000.0,138600000.0,521600000.0,116200000.0,485900000.0,475000000.0,147000000.0,,446300000.0,,1890000000.0,674400000.0,5102400000.0,1585500000.0,2449000000.0,2154000000.0,1585500000.0,1585500000.0,3516900000.0,5102400000.0,1646000000.0,1362900000.0,-982900000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2012.0,Q2,,2012-06-30,2012-08-06 21:09:22+00:00,787300000.0,982000000.0,,1813400000.0,-293600000.0,161400000.0,0.0,909600000.0,114100000.0,60400000.0,,751600000.0,2825700000.0,145900000.0,703200000.0,521600000.0,1012300000.0,307500000.0,130900000.0,531000000.0,111500000.0,438100000.0,511200000.0,165000000.0,,438800000.0,,1859400000.0,671500000.0,5057900000.0,1570500000.0,2401800000.0,2122300000.0,1570500000.0,1570500000.0,3487400000.0,5057900000.0,1643800000.0,1365100000.0,-904900000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2012.0,Q1,,2012-03-31,2012-05-07 20:35:11+00:00,764500000.0,961900000.0,,1839700000.0,-217900000.0,190700000.0,0.0,901800000.0,117200000.0,81700000.0,,768500000.0,2899300000.0,154400000.0,703700000.0,518800000.0,1059600000.0,317700000.0,127100000.0,553500000.0,103500000.0,421400000.0,443600000.0,141600000.0,,435000000.0,,1823800000.0,613200000.0,5070900000.0,1664200000.0,2335700000.0,2022400000.0,1664200000.0,1664200000.0,3406700000.0,5070900000.0,1675600000.0,1384300000.0,-843500000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2013.0,FY,,2013-12-28,2015-02-25 16:00:17+00:00,889500000.0,1016500000.0,314300000.0,,-281100000.0,351600000.0,0.0,936400000.0,103400000.0,49300000.0,224100000.0,751100000.0,,96000000.0,950600000.0,494100000.0,922500000.0,263400000.0,137300000.0,476400000.0,124900000.0,,1300000.0,,,485800000.0,,2009100000.0,76900000.0,4610600000.0,1492200000.0,2091800000.0,1554100000.0,1492200000.0,1492200000.0,3118400000.0,4610600000.0,1596300000.0,1564300000.0,-1172200000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2013.0,Q3,,2013-09-28,2013-11-04 16:25:37+00:00,833400000.0,1055500000.0,534400000.0,1764300000.0,-227600000.0,309600000.0,0.0,928900000.0,127100000.0,90800000.0,,754500000.0,2676900000.0,103000000.0,950900000.0,531300000.0,912600000.0,322800000.0,149600000.0,485000000.0,135100000.0,,6300000.0,,,475000000.0,,1993600000.0,114800000.0,4732800000.0,1573900000.0,2164900000.0,1573400000.0,1573900000.0,1573900000.0,3158900000.0,4732800000.0,1655300000.0,1585500000.0,-1121000000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2013.0,Q2,,2013-06-29,2013-08-06 19:57:03+00:00,821300000.0,1009500000.0,501700000.0,1743200000.0,-325000000.0,211600000.0,0.0,924800000.0,127900000.0,53100000.0,,747500000.0,2665600000.0,109200000.0,951400000.0,508000000.0,922400000.0,344300000.0,144800000.0,595300000.0,122600000.0,,609400000.0,170600000.0,,478600000.0,,1974900000.0,438200000.0,5191000000.0,1514600000.0,2589000000.0,1984900000.0,1514600000.0,1514600000.0,3676400000.0,5191000000.0,1679600000.0,1691500000.0,-1060100000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2013.0,Q1,,2013-03-30,2013-05-06 21:01:52+00:00,813200000.0,988700000.0,466500000.0,1718400000.0,-291300000.0,207700000.0,0.0,916400000.0,127400000.0,51200000.0,,756900000.0,2657900000.0,117000000.0,702000000.0,516300000.0,939500000.0,343400000.0,142600000.0,593100000.0,122200000.0,,551500000.0,139900000.0,,467000000.0,,1933900000.0,655400000.0,5137600000.0,1573700000.0,2513800000.0,2126200000.0,1573700000.0,1573700000.0,3563900000.0,5137600000.0,1684300000.0,1437700000.0,-985300000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2014.0,FY,,2015-01-03,2015-11-03 16:32:21+00:00,797800000.0,958100000.0,530800000.0,1779200000.0,-542300000.0,227000000.0,0.0,948000000.0,107500000.0,64900000.0,,721600000.0,2654500000.0,67400000.0,945300000.0,491800000.0,875300000.0,320900000.0,127800000.0,648300000.0,136100000.0,,800000.0,,,463600000.0,,2116500000.0,204300000.0,4370100000.0,1050900000.0,1921300000.0,1597800000.0,1050900000.0,1050900000.0,3319200000.0,4370100000.0,1573500000.0,1721400000.0,-1471300000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2014.0,Q3,,2014-09-27,2014-10-29 16:06:04+00:00,867000000.0,1087600000.0,554000000.0,1805000000.0,-353600000.0,195600000.0,0.0,942700000.0,105600000.0,44800000.0,,742000000.0,2689100000.0,73900000.0,945100000.0,547200000.0,884100000.0,238800000.0,140900000.0,467800000.0,132900000.0,,900000.0,,,484900000.0,,2096200000.0,167100000.0,4493500000.0,1306800000.0,2069800000.0,1632900000.0,1306800000.0,1306800000.0,3186700000.0,4493500000.0,1539600000.0,1553800000.0,-1378500000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2014.0,Q2,,2014-06-28,2014-07-30 18:26:09+00:00,871400000.0,1114600000.0,505000000.0,1820100000.0,-278600000.0,221900000.0,0.0,935800000.0,103800000.0,18800000.0,,758600000.0,2725400000.0,83400000.0,945200000.0,560400000.0,905300000.0,250700000.0,143900000.0,475700000.0,127000000.0,,2200000.0,,,488700000.0,,2063400000.0,227500000.0,4616600000.0,1429100000.0,2129900000.0,1622700000.0,1429100000.0,1429100000.0,3187500000.0,4616600000.0,1581400000.0,1564800000.0,-1291500000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2014.0,Q1,,2014-03-29,2014-05-05 14:45:26+00:00,887300000.0,1086200000.0,449800000.0,1808900000.0,-277800000.0,205100000.0,0.0,928000000.0,101300000.0,35500000.0,,760000000.0,2727900000.0,89700000.0,950400000.0,547600000.0,919000000.0,261600000.0,136300000.0,469100000.0,131500000.0,,1300000.0,,,488000000.0,,2051800000.0,167900000.0,4591300000.0,1495000000.0,2073000000.0,1540500000.0,1495000000.0,1495000000.0,3096300000.0,4591300000.0,1599300000.0,1555800000.0,-1207000000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2015.0,FY,,2016-01-02,2017-02-23 15:14:02+00:00,814600000.0,964700000.0,309500000.0,,-683000000.0,158800000.0,0.0,958100000.0,30900000.0,45100000.0,194600000.0,686200000.0,,45800000.0,963600000.0,478700000.0,847900000.0,372200000.0,107900000.0,637400000.0,139800000.0,,2500000.0,,,406200000.0,,2277600000.0,95300000.0,4133700000.0,965700000.0,1775400000.0,1459100000.0,965700000.0,965700000.0,3168000000.0,4133700000.0,1510400000.0,1708900000.0,-1587000000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2015.0,Q3,,2015-10-03,2015-11-03 16:32:21+00:00,840400000.0,999000000.0,499700000.0,1766300000.0,-655100000.0,171700000.0,0.0,949600000.0,103600000.0,44300000.0,,690700000.0,2606900000.0,50700000.0,968500000.0,512400000.0,840600000.0,312400000.0,133400000.0,622200000.0,129300000.0,,,,,438500000.0,,2244300000.0,85100000.0,4248900000.0,1055300000.0,1916000000.0,1469500000.0,1055300000.0,1055300000.0,3193600000.0,4248900000.0,1492300000.0,1724100000.0,-1483500000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2015.0,Q2,,2015-07-04,2015-08-04 14:14:14+00:00,856000000.0,1011400000.0,465000000.0,1761600000.0,-603400000.0,246000000.0,0.0,942100000.0,102900000.0,47600000.0,,698400000.0,2613300000.0,55700000.0,969500000.0,512100000.0,851700000.0,300300000.0,128000000.0,608600000.0,123700000.0,,2000000.0,,,449400000.0,,2213200000.0,182200000.0,4353600000.0,1096700000.0,1998100000.0,1550800000.0,1096700000.0,1096700000.0,3256900000.0,4353600000.0,1503800000.0,1706100000.0,-1455200000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2015.0,Q1,,2015-04-04,2015-05-05 15:49:28+00:00,825100000.0,988000000.0,433300000.0,1735000000.0,-613700000.0,212500000.0,0.0,934500000.0,102900000.0,64900000.0,,697000000.0,2566200000.0,60900000.0,945300000.0,508900000.0,831200000.0,305800000.0,124100000.0,610400000.0,134100000.0,,17700000.0,17800000.0,,453600000.0,,2175400000.0,265700000.0,4312600000.0,1026000000.0,1964100000.0,1606800000.0,1026000000.0,1026000000.0,3286600000.0,4312600000.0,1517300000.0,1679800000.0,-1470200000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2016.0,FY,,2016-12-31,2018-02-21 17:19:35+00:00,841900000.0,1001000000.0,328000000.0,,-751900000.0,195100000.0,0.0,976100000.0,30300000.0,37900000.0,217400000.0,793600000.0,,66700000.0,713400000.0,519100000.0,915200000.0,313200000.0,92300000.0,660900000.0,152500000.0,,6800000.0,,,402900000.0,,2473300000.0,579100000.0,4396400000.0,925500000.0,1904800000.0,2004300000.0,925500000.0,925500000.0,3470900000.0,4396400000.0,1576400000.0,1466600000.0,-1772000000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2016.0,Q3,,2016-10-01,2016-11-01 16:12:05+00:00,866700000.0,1069700000.0,394000000.0,1780100000.0,-669000000.0,189400000.0,0.0,967200000.0,,,207800000.0,821600000.0,2685500000.0,70900000.0,713000000.0,565300000.0,905400000.0,390700000.0,104400000.0,684500000.0,183300000.0,,5900000.0,,,398200000.0,,2444100000.0,587600000.0,4600400000.0,1042400000.0,2013600000.0,2056100000.0,1042400000.0,1042400000.0,3558000000.0,4600400000.0,1681400000.0,1501900000.0,-1699900000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2016.0,Q2,,2016-07-02,2016-08-02 16:25:56+00:00,867900000.0,1028300000.0,525300000.0,1762100000.0,-688800000.0,216100000.0,0.0,958500000.0,,,,691000000.0,2600800000.0,36400000.0,962900000.0,524100000.0,838700000.0,390400000.0,108700000.0,674500000.0,169600000.0,,4400000.0,,,395800000.0,,2385500000.0,199000000.0,4294800000.0,956500000.0,1942500000.0,1592200000.0,956500000.0,956500000.0,3338300000.0,4294800000.0,1513600000.0,1746100000.0,-1698700000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2016.0,Q1,,2016-04-02,2016-05-03 16:06:50+00:00,836900000.0,1019100000.0,492400000.0,1791300000.0,-661200000.0,169600000.0,0.0,952800000.0,,,,695100000.0,2639200000.0,41300000.0,963300000.0,519500000.0,847900000.0,381800000.0,111500000.0,612100000.0,176700000.0,,2500000.0,,,395900000.0,,2329700000.0,264900000.0,4249400000.0,968300000.0,1887400000.0,1594200000.0,968300000.0,968300000.0,3281100000.0,4249400000.0,1514100000.0,1686900000.0,-1653000000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2017.0,FY,,2017-12-30,2018-10-30 17:00:08+00:00,1007200000.0,1180300000.0,450700000.0,,-680500000.0,224400000.0,0.0,986700000.0,,,248500000.0,985100000.0,,166300000.0,1316300000.0,609600000.0,1097900000.0,196300000.0,173300000.0,629300000.0,217300000.0,,6300000.0,,,453400000.0,,2596700000.0,265400000.0,5136900000.0,1046200000.0,2237900000.0,1971800000.0,1046200000.0,1046200000.0,4090700000.0,5136900000.0,1801100000.0,2118900000.0,-1856700000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2017.0,Q3,,2017-09-30,2017-10-31 15:03:26+00:00,949200000.0,1184800000.0,465000000.0,1894400000.0,-699100000.0,232300000.0,0.0,978700000.0,,,226100000.0,977100000.0,2941400000.0,170100000.0,1298400000.0,620000000.0,1047000000.0,347400000.0,134700000.0,678700000.0,239400000.0,,6800000.0,,,445100000.0,,2693300000.0,383000000.0,5270000000.0,1134900000.0,2283300000.0,2023300000.0,1134900000.0,1134900000.0,4135100000.0,5270000000.0,1939700000.0,2111800000.0,-1838000000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2017.0,Q2,,2017-07-01,2017-08-01 15:44:32+00:00,930900000.0,1138100000.0,408700000.0,1847700000.0,-716400000.0,209400000.0,0.0,970000000.0,,,188800000.0,950400000.0,2865500000.0,168100000.0,1276300000.0,618500000.0,1017800000.0,325100000.0,117300000.0,656000000.0,235500000.0,,8300000.0,,,420600000.0,,2621800000.0,444000000.0,5091800000.0,1069800000.0,2209800000.0,1972400000.0,1069800000.0,1069800000.0,4022000000.0,5091800000.0,1864200000.0,2049600000.0,-1805600000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2017.0,Q1,,2017-04-01,2017-05-02 15:20:23+00:00,906100000.0,1099500000.0,351800000.0,1795900000.0,-712500000.0,294900000.0,0.0,963300000.0,,,168200000.0,826400000.0,2736200000.0,83400000.0,1250200000.0,579900000.0,940300000.0,317800000.0,91900000.0,649900000.0,202300000.0,,8000000.0,,,413400000.0,,2537900000.0,333200000.0,4765900000.0,1014600000.0,2184600000.0,1759300000.0,1014600000.0,1014600000.0,3751300000.0,4765900000.0,1641000000.0,1992000000.0,-1774100000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2018.0,FY,,2018-12-29,2020-02-26 16:02:37+00:00,1030500000.0,1189700000.0,492900000.0,,-682000000.0,232000000.0,0.0,996100000.0,,58100000.0,217900000.0,941800000.0,,144000000.0,1771600000.0,651400000.0,1137400000.0,205300000.0,,334700000.0,224900000.0,,,,,451000000.0,122100000.0,2864900000.0,194600000.0,5177500000.0,955100000.0,2298000000.0,1994000000.0,955100000.0,955100000.0,4222400000.0,5177500000.0,1742100000.0,2228400000.0,-2223900000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2018.0,Q3,,2018-09-29,2018-10-30 17:00:08+00:00,1048000000.0,1235700000.0,534900000.0,,-740400000.0,217600000.0,0.0,986500000.0,,,203600000.0,953100000.0,,148600000.0,1295300000.0,682500000.0,1086900000.0,195100000.0,127800000.0,353500000.0,219400000.0,,3600000.0,,,439400000.0,,2809400000.0,571700000.0,5181900000.0,1047100000.0,2358800000.0,2358200000.0,1047100000.0,1047100000.0,4134800000.0,5181900000.0,1736200000.0,1776600000.0,-2008400000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2018.0,Q2,,2018-06-30,2018-07-31 15:45:45+00:00,1034400000.0,1236200000.0,513600000.0,,-719700000.0,215800000.0,0.0,978600000.0,,,176900000.0,955000000.0,,154700000.0,1289700000.0,660800000.0,1084500000.0,199000000.0,157700000.0,584600000.0,213400000.0,,1900000.0,,,441800000.0,,2702100000.0,384300000.0,5163100000.0,1021900000.0,2328100000.0,2109200000.0,1021900000.0,1021900000.0,4141200000.0,5163100000.0,1750500000.0,2032000000.0,-1939100000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2018.0,Q1,,2018-03-31,2018-05-01 16:01:41+00:00,1064400000.0,1240000000.0,473600000.0,,-639600000.0,187500000.0,0.0,972500000.0,,,173100000.0,1005100000.0,,167200000.0,1342700000.0,678200000.0,1117600000.0,215500000.0,170200000.0,596500000.0,225500000.0,,1100000.0,,,442800000.0,,2647800000.0,370300000.0,5280500000.0,1089700000.0,2332300000.0,2081400000.0,1089700000.0,1089700000.0,4190800000.0,5280500000.0,1830600000.0,2109400000.0,-1891000000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2019.0,FY,,2019-12-28,2020-05-01 16:52:56+00:00,1066100000.0,1212200000.0,527100000.0,,-348100000.0,253700000.0,0.0,998100000.0,,,220400000.0,930800000.0,,126500000.0,1499300000.0,663000000.0,1210700000.0,225400000.0,110300000.0,421400000.0,211700000.0,,,,,654800000.0,,2979100000.0,440200000.0,5488800000.0,1204000000.0,2340600000.0,2253800000.0,1204000000.0,1204000000.0,4284800000.0,5488800000.0,1937500000.0,2031000000.0,-2425100000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2019.0,Q3,,2019-09-28,2019-10-29 15:01:35+00:00,1041200000.0,1224200000.0,520500000.0,,-399300000.0,224200000.0,0.0,988900000.0,,,192000000.0,920400000.0,,129100000.0,1483700000.0,665000000.0,1142100000.0,195800000.0,102700000.0,427000000.0,220000000.0,,,,,617900000.0,,2861700000.0,514200000.0,5338700000.0,1057400000.0,2333400000.0,2267900000.0,1057400000.0,1057400000.0,4281300000.0,5338700000.0,1863200000.0,2013400000.0,-2393900000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2019.0,Q2,,2019-06-29,2019-07-30 16:39:19+00:00,1055400000.0,1232000000.0,495200000.0,,-369800000.0,247300000.0,0.0,981800000.0,,,169400000.0,940800000.0,,136300000.0,1503300000.0,671000000.0,1143800000.0,180200000.0,112100000.0,433300000.0,226900000.0,,,,,611400000.0,,2762300000.0,558500000.0,5389700000.0,1062500000.0,2377200000.0,2278500000.0,1062500000.0,1062500000.0,4327200000.0,5389700000.0,1868700000.0,2048700000.0,-2311800000.0
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2019.0,Q1,,2019-03-30,2019-04-30 16:30:09+00:00,1033700000.0,1198700000.0,497400000.0,,-359400000.0,225700000.0,0.0,975600000.0,,,159100000.0,937200000.0,,140600000.0,1759900000.0,688300000.0,1144900000.0,191500000.0,120400000.0,441000000.0,211000000.0,,,,,615800000.0,,2663500000.0,350300000.0,5353700000.0,991900000.0,2323700000.0,2040500000.0,991900000.0,991900000.0,4361800000.0,5353700000.0,1885100000.0,2321300000.0,-2287800000.0
