company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2008.0,FY,2007-12-30,2008-12-27,2011-02-25 18:05:39+00:00,-131200000.0,73800000.0,204600000.0,,-3700000.0,-67200000.0,,414400000.0,-208500000.0,-293500000.0,539700000.0,-208500000.0,-293500000.0,539700000.0,34000000.0,266100000.0,266100000.0,62400000.0,2700000.0,-61100000.0,,-175000000.0,,-118400000.0,-440800000.0,-9800000.0,17200000.0,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2009.0,FY,2008-12-28,2010-01-02,2011-02-25 18:05:39+00:00,,79700000.0,187600000.0,,2100000.0,-369200000.0,,2200000.0,-432700000.0,-105800000.0,569000000.0,-432700000.0,-105800000.0,569000000.0,32600000.0,746700000.0,746700000.0,-75800000.0,600000.0,-35600000.0,,-134900000.0,-500000.0,-69700000.0,-300600000.0,,,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2009.0,Q4,2009-10-04,2010-01-02,,,23900000.0,49400000.0,,200000.0,-349500000.0,,200000.0,-171100000.0,-35000000.0,252100000.0,-171100000.0,-35000000.0,252100000.0,46200000.0,1543300000.0,1543300000.0,-1015000000.0,600000.0,-10200000.0,,-22600000.0,-500000.0,-24000000.0,-149300000.0,,-300000.0,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2009.0,Q3,2009-07-05,2009-10-03,,,17200000.0,44200000.0,,1400000.0,29800000.0,,-63400000.0,-164200000.0,-21300000.0,184100000.0,-164200000.0,-21300000.0,184100000.0,,62500000.0,62500000.0,30400000.0,-200000.0,-5500000.0,,-22700000.0,,-16000000.0,-77900000.0,,200000.0,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2009.0,Q3YTD,2008-12-28,2009-10-03,2010-11-10 06:01:48+00:00,,55800000.0,138200000.0,,1900000.0,-19700000.0,,2000000.0,-261600000.0,-70800000.0,316900000.0,-261600000.0,-70800000.0,316900000.0,-13600000.0,-796600000.0,-796600000.0,939200000.0,,-25400000.0,,-112300000.0,,-45700000.0,-151300000.0,,300000.0,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2009.0,Q2YTD,2008-12-28,2009-07-04,2010-08-11 16:37:05+00:00,,38600000.0,94000000.0,,500000.0,-49500000.0,,65400000.0,-97400000.0,-49500000.0,132800000.0,-97400000.0,-49500000.0,132800000.0,-13600000.0,-859100000.0,-859100000.0,908800000.0,200000.0,-19900000.0,,-89600000.0,,-29700000.0,-73400000.0,,100000.0,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2010.0,Q4,2010-10-03,2011-01-01,,,19200000.0,40500000.0,,600000.0,300000.0,,249800000.0,-193200000.0,-40800000.0,202600000.0,-193200000.0,-40800000.0,203100000.0,-30300000.0,114200000.0,114200000.0,28400000.0,-249400000.0,-8000000.0,,-22200000.0,,-33400000.0,-62700000.0,-108700000.0,600000.0,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2010.0,FY,2010-01-03,2011-01-01,2013-02-27 15:37:52+00:00,,74700000.0,172900000.0,,2000000.0,-181500000.0,,249800000.0,-391500000.0,-107800000.0,486700000.0,-391500000.0,-107800000.0,486700000.0,-10600000.0,316900000.0,316900000.0,103700000.0,2500000.0,-25100000.0,,-88700000.0,,-83500000.0,-446400000.0,-108700000.0,800000.0,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2010.0,Q3YTD,2010-01-03,2010-10-02,2010-11-10 06:01:48+00:00,,55500000.0,132400000.0,,1400000.0,-181800000.0,,,-198300000.0,-67000000.0,284100000.0,-198300000.0,-67000000.0,283600000.0,19700000.0,202700000.0,202700000.0,75300000.0,251900000.0,-17100000.0,,-66500000.0,,-50100000.0,-383700000.0,,200000.0,
Avery Dennison Corp,AVY,549300PW7VPFCYKLIV37,8818,2010.0,Q3TTM,2009-10-04,2010-10-02,,,79400000.0,181800000.0,,1600000.0,-531300000.0,,200000.0,-369400000.0,-102000000.0,536200000.0,-369400000.0,-102000000.0,535700000.0,65900000.0,1746000000.0,1746000000.0,-939700000.0,252500000.0,-27300000.0,,-89100000.0,-500000.0,-74100000.0,-533000000.0,,-100000.0,
