company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 15:46:19+00:00,48403000.0,3.01,3.01,0.82,112586000.0,2.94,608973000.0,1027358000.0,1027358000.0,,1013559000.0,13799000.0,2527600000.0,6772281000.0,,-17305000.0,,2424085000.0,2527600000.0,4244681000.0,40581000.0,2567769000.0,1676912000.0,-40581000.0,1636331000.0,6772281000.0,336700000.0,336210000.0,344785000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 15:16:44+00:00,58497000.0,2.53,2.53,0.88,119849000.0,2.51,479695000.0,819365000.0,819365000.0,,799491000.0,19874000.0,2518430000.0,6355055000.0,,,0.0,2283595000.0,2518430000.0,3836625000.0,75624000.0,2461941000.0,1374684000.0,-75624000.0,1299060000.0,6355055000.0,316000000.0,315559000.0,318687000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,Q3,2008-07-01,2008-09-30,2009-10-27 21:28:38+00:00,13637000.0,1.25,1.25,0.22,29952000.0,1.23,234099000.0,396815000.0,396815000.0,,390166000.0,6649000.0,755088000.0,2048541000.0,,,0.0,596948000.0,755088000.0,1293453000.0,22002000.0,640537000.0,652916000.0,-22002000.0,630914000.0,2048541000.0,312100000.0,313105000.0,317203000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,Q2,2008-04-01,2008-06-30,2009-07-29 14:20:20+00:00,13144000.0,0.67,0.67,0.22,30411000.0,0.66,127377000.0,216950000.0,216950000.0,,212294000.0,4656000.0,647154000.0,1673225000.0,,,0.0,617835000.0,647154000.0,1026071000.0,20354000.0,661390000.0,364681000.0,-20354000.0,344327000.0,1673225000.0,316900000.0,317746000.0,321087000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q4,2009-10-01,2009-12-31,,13290000.0,0.73,0.53,0.23,21775000.0,0.54,99265000.0,173868000.0,176868000.0,-3000000.0,167792000.0,6076000.0,531676000.0,1380710000.0,13849000.0,,3000000.0,528602000.0,531676000.0,849034000.0,20083000.0,566667000.0,282367000.0,-6234000.0,276133000.0,1380710000.0,312400000.0,312000000.0,313000000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,FY,2009-01-01,2009-12-31,2012-02-07 12:35:19+00:00,50000000.0,2.34,2.34,0.9,106000000.0,2.33,429000000.0,750000000.0,753000000.0,-3000000.0,731000000.0,19000000.0,2339000000.0,5870000000.0,,,3000000.0,2113000000.0,2339000000.0,3531000000.0,77000000.0,2272000000.0,1259000000.0,-77000000.0,1182000000.0,5870000000.0,312400000.0,312000000.0,313000000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q3YTD,2009-01-01,2009-09-30,,36710000.0,1.61,1.81,0.68,84225000.0,1.79,329735000.0,576132000.0,576132000.0,,563208000.0,12924000.0,1807324000.0,4489290000.0,-13849000.0,,,1584398000.0,1807324000.0,2681966000.0,56917000.0,1705333000.0,976633000.0,-70766000.0,905867000.0,4489290000.0,311200000.0,312471000.0,313642000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 07:36:20+00:00,11066000.0,1.08,1.08,0.225,26031000.0,1.07,195882000.0,342256000.0,342256000.0,,336111000.0,6145000.0,735880000.0,1875903000.0,,,0.0,546961000.0,735880000.0,1140023000.0,17827000.0,584058000.0,555965000.0,-17827000.0,538138000.0,1875903000.0,311200000.0,312471000.0,313642000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q2YTD,2009-01-01,2009-06-30,,25644000.0,0.53,0.73,0.45,58194000.0,0.72,133853000.0,233876000.0,233876000.0,,227097000.0,6779000.0,1071444000.0,2613387000.0,-13849000.0,,,1037437000.0,1071444000.0,1541943000.0,39090000.0,1121275000.0,420668000.0,-52939000.0,367729000.0,2613387000.0,309600000.0,312226000.0,313033000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q2,2009-04-01,2009-06-30,2010-07-23 10:44:37+00:00,11440000.0,0.53,0.53,0.225,28782000.0,0.52,96088000.0,167891000.0,167891000.0,,164093000.0,3798000.0,582505000.0,1465180000.0,-13849000.0,,,546126000.0,582505000.0,882675000.0,18499000.0,586348000.0,296327000.0,-32348000.0,263979000.0,1465180000.0,309600000.0,312226000.0,313033000.0
