company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,FY,,2008-12-31,2010-02-24 15:46:19+00:00,337459000.0,1060858000.0,111471000.0,952889000.0,-444022000.0,,471671000.0,,466859000.0,1109893000.0,285364000.0,17209000.0,420515000.0,52994000.0,1703240000.0,1573951000.0,591130000.0,1197611000.0,369679000.0,621062000.0,70535000.0,159115000.0,79559000.0,3406000.0,606331000.0,,464134000.0,,,729434000.0,230105000.0,115151000.0,,,6070793000.0,70022000.0,0.0,6080142000.0,1282336000.0,2302723000.0,2530703000.0,1282336000.0,1352871000.0,4727271000.0,6080142000.0,3156357000.0,2196568000.0,-4811294000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,Q3,,2008-09-30,2009-10-27 21:28:38+00:00,318974000.0,1309550000.0,101315000.0,999848000.0,-51806000.0,,485226000.0,,470796000.0,1079984000.0,285536000.0,180810000.0,394657000.0,260989000.0,1718610000.0,1630095000.0,606161000.0,1197565000.0,423779000.0,630247000.0,75627000.0,161854000.0,13605000.0,142704000.0,278748000.0,,462439000.0,,,732316000.0,238954000.0,108094000.0,,,6024171000.0,307122000.0,,6574113000.0,1633360000.0,2612185000.0,2845301000.0,1633360000.0,1708987000.0,4865126000.0,6574113000.0,3331681000.0,2019825000.0,-4809801000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,Q2,,2008-06-30,2009-07-29 14:20:20+00:00,361467000.0,1266221000.0,57301000.0,978637000.0,-23589000.0,,355304000.0,,514283000.0,1113172000.0,285583000.0,101781000.0,368008000.0,263535000.0,1724192000.0,1626790000.0,620166000.0,1197519000.0,496594000.0,648153000.0,74320000.0,164561000.0,14490000.0,126559000.0,284900000.0,,472332000.0,,,793177000.0,246279000.0,137180000.0,,,5703049000.0,526222000.0,,6604595000.0,1510174000.0,2540882000.0,3000283000.0,1510174000.0,1584494000.0,5020101000.0,6604595000.0,3415560000.0,2019818000.0,-4683569000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,FY,,2009-12-31,2011-02-23 15:16:44+00:00,301828000.0,969662000.0,114157000.0,990654000.0,-343017000.0,,1209927000.0,,416834000.0,1115357000.0,278414000.0,17086000.0,450673000.0,,1690507000.0,1570450000.0,538735000.0,1197791000.0,301229000.0,579796000.0,81890000.0,,,,511683000.0,,452853000.0,,,729816000.0,384645000.0,152562000.0,,,6522613000.0,,24602000.0,6475250000.0,1847287000.0,2936396000.0,2451954000.0,1847287000.0,1929177000.0,4546073000.0,6475250000.0,2959058000.0,2094119000.0,-4749143000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q3,,2009-09-30,2009-10-27 21:28:38+00:00,314571000.0,1174567000.0,98390000.0,1005493000.0,-389681000.0,,957265000.0,,415815000.0,1091558000.0,286075000.0,158472000.0,386090000.0,59396000.0,1691837000.0,1580614000.0,554754000.0,1197747000.0,338997000.0,575121000.0,76234000.0,150707000.0,47513000.0,3357000.0,583197000.0,,466967000.0,,,629907000.0,211149000.0,100035000.0,,,6421323000.0,22000.0,,6415467000.0,1677006000.0,2856939000.0,2516070000.0,1677006000.0,1753240000.0,4662227000.0,6415467000.0,2983407000.0,2146157000.0,-4770451000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q2,,2009-06-30,2010-07-23 10:44:37+00:00,285509000.0,1049447000.0,49435000.0,984012000.0,-410289000.0,,556131000.0,,427703000.0,1109483000.0,283635000.0,75552000.0,326822000.0,57417000.0,1688748000.0,1568055000.0,565608000.0,1197701000.0,389885000.0,584043000.0,72578000.0,153542000.0,53484000.0,3154000.0,599081000.0,,481170000.0,,,711494000.0,220927000.0,118124000.0,,,6156140000.0,89622000.0,0.0,6058016000.0,1393440000.0,2397222000.0,2417593000.0,1393440000.0,1466018000.0,4591998000.0,6058016000.0,3076751000.0,2174405000.0,-4780114000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q1,,2009-03-31,2010-04-28 09:47:01+00:00,275457000.0,832339000.0,31409000.0,957250000.0,-457644000.0,,496799000.0,,422802000.0,1098120000.0,281275000.0,19234000.0,294150000.0,48299000.0,1702152000.0,1553904000.0,576820000.0,1197656000.0,386400000.0,596654000.0,70778000.0,156345000.0,61022000.0,2087000.0,604788000.0,,475726000.0,,,736546000.0,228540000.0,131112000.0,,,6062946000.0,159922000.0,0.0,5849418000.0,1235206000.0,2127925000.0,2354018000.0,1235206000.0,1305984000.0,4543434000.0,5849418000.0,3124839000.0,2189416000.0,-4792898000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,FY,,2010-12-31,2012-02-07 12:35:19+00:00,392000000.0,973000000.0,114000000.0,1009000000.0,-367000000.0,,1526000000.0,0.0,479000000.0,1204000000.0,281000000.0,24000000.0,498000000.0,,1887000000.0,1531000000.0,616000000.0,1198000000.0,275000000.0,522000000.0,81000000.0,,,,436000000.0,,449000000.0,,,647000000.0,440000000.0,298000000.0,,,7057000000.0,0.0,22000000.0,7047000000.0,2211000000.0,3375000000.0,2681000000.0,2211000000.0,2292000000.0,4755000000.0,7047000000.0,3150000000.0,2074000000.0,-4958000000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q3,,2010-09-30,2011-10-21 06:03:32+00:00,332600000.0,1106900000.0,103000000.0,,-330900000.0,,1322800000.0,0.0,477400000.0,1124400000.0,291400000.0,160300000.0,415400000.0,,1865500000.0,,608200000.0,1197900000.0,295100000.0,515700000.0,84400000.0,,,,493600000.0,,452000000.0,,,636200000.0,390600000.0,209700000.0,,,6975500000.0,,32800000.0,6884300000.0,2130100000.0,3258700000.0,2587700000.0,2130100000.0,2214500000.0,4669800000.0,6884300000.0,3109900000.0,2082100000.0,-4991900000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q2,,2010-06-30,2010-07-23 10:44:37+00:00,325029000.0,994039000.0,48672000.0,1023449000.0,-356790000.0,,1117827000.0,,457006000.0,1155761000.0,289544000.0,55073000.0,342302000.0,76962000.0,1688646000.0,1569249000.0,520736000.0,1197879000.0,339654000.0,545800000.0,76980000.0,142001000.0,21782000.0,8971000.0,501360000.0,,432918000.0,,,602147000.0,234112000.0,140093000.0,,,6668804000.0,22000.0,26796000.0,6364026000.0,1842946000.0,2907953000.0,2359777000.0,1842946000.0,1919926000.0,4444100000.0,6364026000.0,2910273000.0,2084323000.0,-4926074000.0
