company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 15:46:19+00:00,-86707000.0,288585000.0,,,112586000.0,,16567000.0,171331000.0,1188803000.0,-1121227000.0,-569693000.0,1716951000.0,-1121227000.0,-569693000.0,1716951000.0,42598000.0,1027358000.0,1027358000.0,,117091000.0,182716000.0,,,-277746000.0,-298984000.0,-246263000.0,-2345000.0,-2212655000.0,,62261000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,Q4,2008-10-01,2008-12-31,,-8800000.0,69170000.0,466148000.0,71879000.0,61847000.0,,-37135000.0,204091000.0,-237100000.0,-328727000.0,-111796000.0,464103000.0,-328727000.0,-111796000.0,464103000.0,-13555000.0,121037000.0,121037000.0,,7958000.0,94000.0,,,-78596000.0,-56842000.0,-46313000.0,,-13125000.0,,159000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 15:16:44+00:00,-48261000.0,328939000.0,466148000.0,71879000.0,149737000.0,,-47633000.0,-138423000.0,70000000.0,-621584000.0,-433258000.0,1178050000.0,-621584000.0,-433258000.0,1178050000.0,75575000.0,819365000.0,819365000.0,,18432000.0,45401000.0,,,-289752000.0,-254106000.0,-131331000.0,,-447233000.0,0.0,440000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,Q3,2008-07-01,2008-09-30,,-4795000.0,138196000.0,,,29952000.0,,-17001000.0,151337000.0,-219100000.0,-433448000.0,-96164000.0,676535000.0,-433448000.0,-96164000.0,676535000.0,129922000.0,396815000.0,396815000.0,,-39765000.0,13255000.0,,,-69044000.0,-65364000.0,-26121000.0,,-158559000.0,,116000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-27 21:28:38+00:00,-39461000.0,259769000.0,,,87890000.0,,-10498000.0,-342514000.0,307100000.0,-292857000.0,-321462000.0,713947000.0,-292857000.0,-321462000.0,713947000.0,89130000.0,698328000.0,698328000.0,,10474000.0,45307000.0,,,-211156000.0,-197264000.0,-85018000.0,,-434108000.0,,281000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-29 14:20:20+00:00,-34666000.0,121573000.0,,,57938000.0,,6503000.0,-493851000.0,526200000.0,140591000.0,-225298000.0,37412000.0,140591000.0,-225298000.0,37412000.0,-40792000.0,301513000.0,301513000.0,,50239000.0,32052000.0,,,-142112000.0,-131900000.0,-58897000.0,,-275549000.0,,165000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q4,2009-10-01,2009-12-31,,,60688000.0,416000000.0,71000000.0,53775000.0,-9731000.0,-4386000.0,123028000.0,,-58041000.0,-111636000.0,426469000.0,-58041000.0,-111636000.0,426469000.0,252406000.0,173868000.0,173868000.0,,15110000.0,12144000.0,15000000.0,,-70185000.0,-72221000.0,-44596000.0,,,,-88000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,FY,2009-01-01,2009-12-31,2012-02-07 12:35:19+00:00,0.0,323000000.0,416000000.0,71000000.0,138000000.0,,22000000.0,51000000.0,,-335000000.0,-279000000.0,1330000000.0,-335000000.0,-279000000.0,1330000000.0,738000000.0,750000000.0,750000000.0,,68000000.0,25000000.0,15000000.0,,-290000000.0,-202000000.0,-92000000.0,-70000000.0,0.0,,
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q3TTM,2008-10-01,2009-09-30,,-8800000.0,331482000.0,466148000.0,71879000.0,146072000.0,9731000.0,-10749000.0,132063000.0,-237100000.0,-605686000.0,-279160000.0,1367634000.0,-605686000.0,-279160000.0,1367634000.0,472039000.0,697169000.0,697169000.0,,60848000.0,12950000.0,,,-298411000.0,-186621000.0,-93717000.0,-70000000.0,-13125000.0,,247000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q3,2009-07-01,2009-09-30,,,138239000.0,,,26031000.0,,16115000.0,99817000.0,-19600000.0,-156853000.0,-67533000.0,609405000.0,-156853000.0,-67533000.0,609405000.0,401134000.0,342256000.0,342256000.0,,3062000.0,5738000.0,,,-72991000.0,-44726000.0,-22835000.0,-70000000.0,,,28000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 07:36:20+00:00,0.0,262312000.0,,,84225000.0,9731000.0,26386000.0,-72028000.0,,-276959000.0,-167364000.0,903531000.0,-276959000.0,-167364000.0,903531000.0,485594000.0,576132000.0,576132000.0,,52890000.0,12856000.0,,,-219815000.0,-129779000.0,-47404000.0,-70000000.0,0.0,,88000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q2TTM,2008-07-01,2009-06-30,,-13595000.0,331439000.0,466148000.0,71879000.0,149993000.0,9731000.0,-43865000.0,183583000.0,-436600000.0,-882281000.0,-307791000.0,1434764000.0,-882281000.0,-307791000.0,1434764000.0,200827000.0,751728000.0,751728000.0,,18021000.0,20467000.0,,,-294464000.0,-207259000.0,-97003000.0,,-171684000.0,,335000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q2,2009-04-01,2009-06-30,,,82578000.0,,,28782000.0,9731000.0,18895000.0,-85330000.0,-70300000.0,-139155000.0,-47403000.0,226995000.0,-139155000.0,-47403000.0,226995000.0,59332000.0,167891000.0,167891000.0,,33074000.0,7118000.0,,,-75973000.0,-42330000.0,-14833000.0,,,,29000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-23 10:44:37+00:00,0.0,124073000.0,,,58194000.0,9731000.0,10271000.0,-171845000.0,19600000.0,-120106000.0,-99831000.0,294126000.0,-120106000.0,-99831000.0,294126000.0,84460000.0,233876000.0,233876000.0,,49828000.0,7118000.0,,,-146824000.0,-85053000.0,-24569000.0,,0.0,,60000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 09:47:01+00:00,,41495000.0,,,29412000.0,,-8624000.0,-86515000.0,89900000.0,19049000.0,-52428000.0,67131000.0,19049000.0,-52428000.0,67131000.0,25128000.0,65985000.0,65985000.0,,16754000.0,0.0,,,-70851000.0,-42723000.0,-9736000.0,,,,31000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q4,2010-10-01,2010-12-31,,-2000000.0,-218200000.0,410000000.0,71000000.0,-4300000.0,,-5800000.0,-73100000.0,,-66000000.0,81200000.0,-349300000.0,-66000000.0,81200000.0,-349300000.0,185100000.0,160100000.0,-91900000.0,252000000.0,38200000.0,22100000.0,-30600000.0,525000000.0,-87900000.0,107500000.0,-20700000.0,,-200000.0,2000000.0,25000000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,FY,2010-01-01,2010-12-31,2013-03-20 15:59:44+00:00,-327000000.0,21000000.0,410000000.0,71000000.0,87000000.0,,-15000000.0,-93000000.0,0.0,-530000000.0,-386000000.0,704000000.0,-530000000.0,-386000000.0,704000000.0,298000000.0,851000000.0,599000000.0,252000000.0,90000000.0,52000000.0,,525000000.0,-326000000.0,,-86000000.0,0.0,-256000000.0,2000000.0,25000000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-21 06:03:32+00:00,-325000000.0,239200000.0,,,91300000.0,,-9200000.0,-19900000.0,,-464000000.0,-467200000.0,1053300000.0,-464000000.0,-467200000.0,1053300000.0,112900000.0,690900000.0,690900000.0,,51800000.0,29900000.0,30600000.0,,-238100000.0,-107500000.0,-65300000.0,,-255800000.0,,
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q3TTM,2009-10-01,2010-09-30,,-325000000.0,299888000.0,416000000.0,71000000.0,145075000.0,-9731000.0,-13586000.0,103128000.0,,-522041000.0,-578836000.0,1479769000.0,-522041000.0,-578836000.0,1479769000.0,365306000.0,864768000.0,864768000.0,,66910000.0,42044000.0,45600000.0,,-308285000.0,-179721000.0,-109896000.0,,-255800000.0,,-88000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q3,2010-07-01,2010-09-30,,-320000000.0,121000000.0,,,30000000.0,,20000000.0,132800000.0,,-142500000.0,-366300000.0,693800000.0,-142500000.0,-366300000.0,693800000.0,205000000.0,389700000.0,389700000.0,,20300000.0,2100000.0,25300000.0,,-75700000.0,-45300000.0,-26300000.0,,-68900000.0,,
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 10:31:42+00:00,-5000000.0,118200000.0,,,61300000.0,,-29200000.0,-152700000.0,,-321500000.0,-100900000.0,359500000.0,-321500000.0,-100900000.0,359500000.0,-92100000.0,301200000.0,301200000.0,,31500000.0,27800000.0,5300000.0,,-162400000.0,-62200000.0,-39000000.0,,-186900000.0,,
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q2TTM,2009-07-01,2010-06-30,,-5000000.0,317127000.0,416000000.0,71000000.0,141106000.0,-9731000.0,-17471000.0,70145000.0,-19600000.0,-536394000.0,-280069000.0,1395374000.0,-536394000.0,-280069000.0,1395374000.0,561440000.0,817324000.0,817324000.0,,49672000.0,45682000.0,20300000.0,,-305576000.0,-179147000.0,-106431000.0,-70000000.0,-186900000.0,,-60000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q2,2010-04-01,2010-06-30,,-5000000.0,82400000.0,,,30900000.0,,-13600000.0,-66100000.0,,-267200000.0,-63900000.0,253100000.0,-267200000.0,-63900000.0,253100000.0,-91600000.0,194200000.0,194200000.0,,11700000.0,4500000.0,5300000.0,,-84800000.0,-31800000.0,-27300000.0,,-186900000.0,,-5100000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q1TTM,2009-04-01,2010-03-31,,,317305000.0,416000000.0,71000000.0,138988000.0,,15024000.0,50915000.0,-89900000.0,-408349000.0,-263572000.0,1369269000.0,-408349000.0,-263572000.0,1369269000.0,712372000.0,791015000.0,791015000.0,,71046000.0,48300000.0,15000000.0,,-296749000.0,-189677000.0,-93964000.0,-70000000.0,,,5069000.0
S&P Global Inc,SPGI,Y6X4K52KMJMZE7I7MY94,64040,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 08:00:29+00:00,0.0,35800000.0,,,30400000.0,,-15600000.0,-86600000.0,,-54300000.0,-37000000.0,106400000.0,-54300000.0,-37000000.0,106400000.0,-500000.0,107000000.0,107000000.0,,19800000.0,23300000.0,,,-77600000.0,-30400000.0,-11700000.0,,0.0,,5100000.0
