company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 16:27:44+00:00,155400000.0,,-10800000.0,-11800000.0,,47300000.0,-319100000.0,-141600000.0,448100000.0,-319100000.0,-141600000.0,448100000.0,-23400000.0,279000000.0,279000000.0,25500000.0,15800000.0,,-23900000.0,-141600000.0,-202600000.0,-155700000.0,
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2009.0,Q4,2009-10-01,2009-12-31,,41900000.0,,200000.0,4100000.0,,128700000.0,92800000.0,-217200000.0,149600000.0,92800000.0,-217200000.0,149600000.0,25400000.0,61900000.0,61900000.0,41700000.0,-410200000.0,,-5800000.0,-215400000.0,394800000.0,-14700000.0,-1800000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 17:06:26+00:00,158800000.0,,4900000.0,-13900000.0,,376200000.0,-108300000.0,-270100000.0,418400000.0,-108300000.0,-270100000.0,418400000.0,44900000.0,240500000.0,240500000.0,33000000.0,10500000.0,,-24200000.0,-270100000.0,-447000000.0,-23800000.0,
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2009.0,Q3,2009-07-01,2009-09-30,,39600000.0,,1400000.0,4800000.0,,-34900000.0,-90100000.0,-20400000.0,123200000.0,-90100000.0,-20400000.0,123200000.0,14100000.0,61400000.0,61400000.0,17400000.0,700000.0,,-5800000.0,-20700000.0,-50100000.0,,300000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 16:33:21+00:00,116900000.0,,4700000.0,-18000000.0,,247500000.0,-201100000.0,-52900000.0,268800000.0,-201100000.0,-52900000.0,268800000.0,19500000.0,178600000.0,178600000.0,-8700000.0,5500000.0,,-18400000.0,-54700000.0,-426600000.0,-9100000.0,1800000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2009.0,Q2,2009-04-01,2009-06-30,,39100000.0,,4300000.0,4900000.0,,22300000.0,-83300000.0,-18500000.0,101100000.0,-83300000.0,-18500000.0,101100000.0,3600000.0,61100000.0,61100000.0,-4000000.0,1700000.0,,-7200000.0,-19000000.0,-100100000.0,,500000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-29 17:05:23+00:00,77300000.0,,3300000.0,-22800000.0,,282400000.0,-111000000.0,-32500000.0,145600000.0,-111000000.0,-32500000.0,145600000.0,5400000.0,117200000.0,117200000.0,-26100000.0,4800000.0,,-12600000.0,-34000000.0,-376500000.0,-9100000.0,1500000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 16:57:27+00:00,38200000.0,,-1000000.0,-27700000.0,,260100000.0,-27700000.0,-14000000.0,44500000.0,-27700000.0,-14000000.0,44500000.0,1800000.0,56100000.0,56100000.0,-22100000.0,3100000.0,,-5400000.0,-15000000.0,-276400000.0,-9100000.0,1000000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2010.0,Q4,2010-10-01,2010-12-31,,42100000.0,181700000.0,-300000.0,-18200000.0,,,-56600000.0,-84500000.0,145200000.0,-56600000.0,-84500000.0,145200000.0,3800000.0,64000000.0,64000000.0,57300000.0,22700000.0,-181700000.0,-22000000.0,-84700000.0,-6200000.0,-51100000.0,200000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 15:17:43+00:00,167800000.0,181700000.0,-2000000.0,-81300000.0,,,-335300000.0,1000000.0,352600000.0,-335300000.0,1000000.0,352600000.0,16300000.0,274800000.0,274800000.0,-8700000.0,32300000.0,,-40300000.0,-182400000.0,-159800000.0,-167500000.0,1700000.0
