company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
NOVELL INC,NOVL,,758004,2008.0,FY,2007-11-01,2008-10-31,2010-12-13 16:38:59+00:00,-231724000.0,42892000.0,564000.0,-22237000.0,-51721000.0,13297000.0,4795000.0,-486728000.0,53310000.0,55870000.0,-486728000.0,53310000.0,55870000.0,-399785000.0,-8745000.0,-8745000.0,,73444000.0,-438000000.0,-58494000.0,-427549000.0,-37716000.0,,-66820000.0,808229000.0,
NOVELL INC,NOVL,,758004,2009.0,Q4,2009-08-01,2009-10-31,,,9657000.0,,6977000.0,12179000.0,641000.0,,-3433000.0,-170000.0,51386000.0,-3433000.0,-170000.0,51418000.0,54792000.0,-255689000.0,-253785000.0,-1904000.0,283335000.0,13000.0,1305000.0,-62745000.0,-7324000.0,-4087000.0,,57846000.0,10748000.0
NOVELL INC,NOVL,,758004,2009.0,FY,2008-11-01,2009-10-31,2010-12-13 16:38:59+00:00,-48472000.0,40675000.0,1036000.0,14826000.0,-68245000.0,3566000.0,,-129404000.0,-42570000.0,68770000.0,-129404000.0,-42570000.0,68770000.0,-88378000.0,-212736000.0,-212736000.0,,309076000.0,-128312000.0,6896000.0,-341500000.0,-22087000.0,-4658000.0,,350809000.0,10748000.0
NOVELL INC,NOVL,,758004,2009.0,Q3YTD,2008-11-01,2009-07-31,2010-09-09 16:05:45+00:00,-48472000.0,31018000.0,1036000.0,7849000.0,-80424000.0,2925000.0,,-125971000.0,-42400000.0,17384000.0,-125971000.0,-42400000.0,17352000.0,-143170000.0,42953000.0,41049000.0,1904000.0,25741000.0,-128325000.0,5591000.0,-278755000.0,-14763000.0,-571000.0,,292963000.0,
NOVELL INC,NOVL,,758004,2010.0,Q4,2010-08-01,2010-10-31,,,7896000.0,233000.0,5085000.0,-284739000.0,1292000.0,,3518000.0,20348000.0,51593000.0,3518000.0,20348000.0,51593000.0,80544000.0,322198000.0,322198000.0,,6238000.0,2226000.0,24243000.0,-79503000.0,-2410000.0,,,77785000.0,
NOVELL INC,NOVL,,758004,2010.0,FY,2009-11-01,2010-10-31,2010-12-13 16:38:59+00:00,,30298000.0,938000.0,-3181000.0,-351928000.0,8940000.0,,11166000.0,10406000.0,75547000.0,11166000.0,10406000.0,75547000.0,93938000.0,377976000.0,377976000.0,,19201000.0,2226000.0,60932000.0,-328270000.0,-17648000.0,,,294454000.0,
NOVELL INC,NOVL,,758004,2010.0,Q3TTM,2009-08-01,2010-07-31,,,32059000.0,705000.0,-1289000.0,-55010000.0,8289000.0,,4215000.0,-10112000.0,75340000.0,4215000.0,-10112000.0,75372000.0,68186000.0,-199911000.0,-198007000.0,-1904000.0,296298000.0,13000.0,37994000.0,-311512000.0,-22562000.0,-4087000.0,,274515000.0,10748000.0
NOVELL INC,NOVL,,758004,2010.0,Q3YTD,2009-11-01,2010-07-31,2010-09-09 16:05:45+00:00,,22402000.0,705000.0,-8266000.0,-67189000.0,7648000.0,,7648000.0,-9942000.0,23954000.0,7648000.0,-9942000.0,23954000.0,13394000.0,55778000.0,55778000.0,,12963000.0,,36689000.0,-248767000.0,-15238000.0,,,216669000.0,
NOVELL INC,NOVL,,758004,2010.0,Q1,2009-11-01,2010-01-31,2011-03-14 15:12:02+00:00,,7437000.0,243000.0,-3193000.0,-22443000.0,832000.0,,833000.0,12558000.0,5196000.0,833000.0,12558000.0,5196000.0,15394000.0,20189000.0,20189000.0,,13000.0,1000.0,1142000.0,-41555000.0,-8128000.0,,,60856000.0,
NOVELL INC,NOVL,,758004,2011.0,Q1TTM,2010-02-01,2011-01-31,,,30208000.0,695000.0,2054000.0,-315829000.0,9474000.0,,11880000.0,280924000.0,79518000.0,11880000.0,280924000.0,79518000.0,374376000.0,339845000.0,339845000.0,,25294000.0,2406000.0,59052000.0,-318144000.0,-10409000.0,,,549730000.0,
NOVELL INC,NOVL,,758004,2011.0,Q1,2010-11-01,2011-01-31,2011-03-14 15:12:02+00:00,,7347000.0,,2042000.0,13656000.0,1366000.0,,1547000.0,283076000.0,9167000.0,1547000.0,283076000.0,9167000.0,295832000.0,-17942000.0,-17942000.0,,6106000.0,181000.0,-738000.0,-31429000.0,-889000.0,,,316132000.0,
