company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2008.0,FY,,2009-01-31,2010-03-30 13:51:40+00:00,3822000000.0,944000000.0,828000000.0,-495000000.0,263000000.0,,4221000000.0,361000000.0,2271000000.0,,,7505000000.0,4905000000.0,13161000000.0,95000000.0,384000000.0,1174000000.0,931000000.0,2077000000.0,,,573000000.0,1248000000.0,209000000.0,7518000000.0,558000000.0,23257000000.0,5205000000.0,7252000000.0,7646000000.0,5205000000.0,5300000000.0,17957000000.0,23257000000.0,2844000000.0,10311000000.0,0.0,-6039000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,FY,,2010-01-30,2011-03-29 14:04:28+00:00,3890000000.0,909000000.0,786000000.0,-593000000.0,424000000.0,,4319000000.0,354000000.0,1158000000.0,,,7477000000.0,4935000000.0,13929000000.0,74000000.0,568000000.0,1082000000.0,954000000.0,2118000000.0,,,556000000.0,1346000000.0,261000000.0,7364000000.0,579000000.0,23126000000.0,4852000000.0,7483000000.0,7727000000.0,4852000000.0,4926000000.0,18200000000.0,23126000000.0,1714000000.0,10473000000.0,0.0,-6238000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,Q3,,2009-11-07,2009-12-17 11:35:27+00:00,4169000000.0,817000000.0,783000000.0,-491000000.0,517000000.0,,4296000000.0,344000000.0,1158000000.0,,,7476000000.0,5245000000.0,13818000000.0,69000000.0,436000000.0,914000000.0,669000000.0,2290000000.0,,,578000000.0,1242000000.0,282000000.0,7123000000.0,578000000.0,23084000000.0,4783000000.0,7530000000.0,8164000000.0,4783000000.0,4852000000.0,18232000000.0,23084000000.0,1736000000.0,10068000000.0,0.0,-6145000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,Q2,,2009-08-15,2009-09-23 11:59:53+00:00,3857000000.0,774000000.0,792000000.0,-496000000.0,369000000.0,,4253000000.0,344000000.0,2271000000.0,,,6957000000.0,4635000000.0,13606000000.0,76000000.0,475000000.0,978000000.0,628000000.0,2132000000.0,,,562000000.0,1231000000.0,300000000.0,8060000000.0,582000000.0,23145000000.0,5721000000.0,6706000000.0,7707000000.0,5721000000.0,5797000000.0,17348000000.0,23145000000.0,2833000000.0,9641000000.0,0.0,-6096000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2010.0,FY,,2011-01-29,2012-03-27 15:28:04+00:00,4227000000.0,845000000.0,888000000.0,-550000000.0,825000000.0,0.0,4353000000.0,220000000.0,1140000000.0,,,7304000000.0,4966000000.0,14147000000.0,2000000.0,750000000.0,946000000.0,666000000.0,2147000000.0,,,597000000.0,1137000000.0,319000000.0,8225000000.0,588000000.0,23505000000.0,5296000000.0,7621000000.0,8070000000.0,5296000000.0,5298000000.0,18207000000.0,23505000000.0,1737000000.0,10137000000.0,0.0,-6732000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2010.0,Q3,,2010-11-06,2010-12-13 15:10:14+00:00,4179000000.0,847000000.0,837000000.0,-565000000.0,758000000.0,,4302000000.0,354000000.0,1158000000.0,,,7261000000.0,5256000000.0,14106000000.0,-3000000.0,577000000.0,989000000.0,755000000.0,2423000000.0,,,584000000.0,1327000000.0,291000000.0,8013000000.0,547000000.0,23755000000.0,5264000000.0,7907000000.0,8340000000.0,5264000000.0,5261000000.0,18494000000.0,23755000000.0,1742000000.0,10154000000.0,0.0,-6486000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2010.0,Q2,,2010-08-14,2010-09-22 09:27:59+00:00,3851000000.0,805000000.0,836000000.0,-573000000.0,1037000000.0,,4292000000.0,354000000.0,1158000000.0,,,7278000000.0,4650000000.0,14003000000.0,4000000.0,555000000.0,1016000000.0,748000000.0,2345000000.0,,,569000000.0,1335000000.0,306000000.0,7877000000.0,539000000.0,23276000000.0,5163000000.0,7546000000.0,7925000000.0,5163000000.0,5167000000.0,18109000000.0,23276000000.0,1727000000.0,10184000000.0,0.0,-6433000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2010.0,Q1,,2010-05-22,2010-06-28 15:11:44+00:00,3963000000.0,828000000.0,832000000.0,-577000000.0,602000000.0,,4323000000.0,354000000.0,1158000000.0,,,6997000000.0,4772000000.0,13976000000.0,-2000000.0,560000000.0,1075000000.0,678000000.0,2124000000.0,,,565000000.0,1342000000.0,302000000.0,7676000000.0,528000000.0,22881000000.0,5108000000.0,7182000000.0,7801000000.0,5108000000.0,5106000000.0,17775000000.0,22881000000.0,1723000000.0,9974000000.0,0.0,-6314000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2011.0,FY,,2012-01-28,2013-04-02 14:02:39+00:00,4329000000.0,949000000.0,1056000000.0,-844000000.0,188000000.0,0.0,4386000000.0,190000000.0,1138000000.0,,,6850000000.0,5114000000.0,14464000000.0,-15000000.0,647000000.0,1393000000.0,786000000.0,2215000000.0,,,549000000.0,1515000000.0,288000000.0,8571000000.0,1315000000.0,23476000000.0,3981000000.0,7325000000.0,9105000000.0,3981000000.0,3966000000.0,19510000000.0,23476000000.0,1687000000.0,10405000000.0,0.0,-8132000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2011.0,Q3,,2011-11-05,2011-12-15 08:45:38+00:00,4653000000.0,877000000.0,956000000.0,-527000000.0,216000000.0,0.0,4377000000.0,215000000.0,1138000000.0,,,6428000000.0,5507000000.0,14451000000.0,-8000000.0,1066000000.0,930000000.0,879000000.0,2402000000.0,,,548000000.0,1149000000.0,344000000.0,8944000000.0,1262000000.0,23960000000.0,4907000000.0,7823000000.0,9488000000.0,4907000000.0,4899000000.0,19061000000.0,23960000000.0,1686000000.0,9573000000.0,0.0,-7887000000.0
