company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2007.0,FY,2007-02-04,2008-02-02,2010-03-30 13:51:40+00:00,1.75,1.75,0.3,1355000000.0,1.73,,664000000.0,1224000000.0,1224000000.0,1209000000.0,15000000.0,53711000000.0,70336000000.0,,643000000.0,12265000000.0,53711000000.0,16625000000.0,474000000.0,14263000000.0,2362000000.0,-474000000.0,1888000000.0,70336000000.0,690900000.0,690000000.0,697000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2008.0,FY,2008-02-03,2009-01-31,2011-03-29 14:04:28+00:00,1.91,1.91,0.36,1443000000.0,1.89,,717000000.0,1250000000.0,1250000000.0,1249000000.0,1000000.0,58544000000.0,76148000000.0,,659000000.0,13050000000.0,58544000000.0,17604000000.0,485000000.0,15152000000.0,2452000000.0,-485000000.0,1967000000.0,76148000000.0,653900000.0,652000000.0,658000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2008.0,Q3,2008-08-17,2008-11-08,2009-12-17 11:35:27+00:00,0.36,0.36,0.09,335000000.0,0.36,,136000000.0,237000000.0,237000000.0,237000000.0,,13545000000.0,17615000000.0,,152000000.0,3104000000.0,13545000000.0,4070000000.0,106000000.0,3591000000.0,479000000.0,-106000000.0,373000000.0,17615000000.0,658300000.0,649000000.0,655000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2008.0,Q2,2008-05-25,2008-08-16,2009-09-23 11:59:53+00:00,0.42,0.42,0.09,327000000.0,0.42,,159000000.0,276000000.0,276000000.0,277000000.0,-1000000.0,14066000000.0,18094000000.0,,151000000.0,3004000000.0,14066000000.0,4028000000.0,111000000.0,3482000000.0,546000000.0,-111000000.0,435000000.0,18094000000.0,659500000.0,651000000.0,658000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,Q4,2009-11-08,2010-01-30,,0.4,0.4,0.1,368000000.0,0.41,,136000000.0,251000000.0,251000000.0,255000000.0,-4000000.0,14274000000.0,18430000000.0,,118000000.0,3164000000.0,14274000000.0,4156000000.0,119000000.0,3650000000.0,506000000.0,-119000000.0,387000000.0,18430000000.0,636400000.0,647000000.0,650000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,FY,2009-02-01,2010-01-30,2012-03-27 15:28:04+00:00,0.11,0.11,0.37,1525000000.0,0.11,1113000000.0,532000000.0,57000000.0,57000000.0,70000000.0,-13000000.0,58848000000.0,76609000000.0,,620000000.0,13412000000.0,58848000000.0,17761000000.0,502000000.0,16670000000.0,1091000000.0,-502000000.0,589000000.0,76609000000.0,636400000.0,647000000.0,650000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,Q3YTD,2009-02-01,2009-11-07,,-0.29,-0.29,0.28,1157000000.0,-0.3,1113000000.0,396000000.0,-194000000.0,-194000000.0,-185000000.0,-9000000.0,44574000000.0,58179000000.0,,502000000.0,10248000000.0,44574000000.0,13605000000.0,383000000.0,13020000000.0,585000000.0,-383000000.0,202000000.0,58179000000.0,648100000.0,646000000.0,646000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,Q3,2009-08-16,2009-11-07,2010-12-13 15:10:14+00:00,-1.35,-1.35,0.095,356000000.0,-1.35,1113000000.0,13000000.0,-876000000.0,-876000000.0,-875000000.0,-1000000.0,13662000000.0,17662000000.0,,152000000.0,3137000000.0,13662000000.0,4000000000.0,105000000.0,4758000000.0,-758000000.0,-105000000.0,-863000000.0,17662000000.0,648100000.0,646000000.0,646000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,Q2YTD,2009-02-01,2009-08-15,,1.06,1.06,0.18,801000000.0,1.05,,383000000.0,682000000.0,682000000.0,690000000.0,-8000000.0,30912000000.0,40517000000.0,,350000000.0,7111000000.0,30912000000.0,9605000000.0,278000000.0,8262000000.0,1343000000.0,-278000000.0,1065000000.0,40517000000.0,653800000.0,648000000.0,651000000.0
Kroger Co,KR,6CPEOKI6OYJ13Q6O7870,56873,2009.0,Q2,2009-05-24,2009-08-15,2010-09-22 09:27:59+00:00,0.39,0.39,0.09,348000000.0,0.39,,133000000.0,251000000.0,251000000.0,255000000.0,-4000000.0,13646000000.0,17728000000.0,,150000000.0,3085000000.0,13646000000.0,4082000000.0,115000000.0,3583000000.0,499000000.0,-115000000.0,384000000.0,17728000000.0,653800000.0,648000000.0,651000000.0
