company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2009.0,FY,,2009-12-31,2011-02-25 10:00:45+00:00,2426000.0,67084000.0,55902000.0,8812000.0,,335878000.0,,802471000.0,169275000.0,17827000.0,12405000.0,1038824000.0,322313000.0,198668000.0,35131000.0,,2576000.0,107313000.0,86735000.0,,5848000.0,34804000.0,,502201000.0,26758000.0,7966000.0,1920182000.0,1314337000.0,515490000.0,266766000.0,1312631000.0,1312631000.0,607551000.0,1920182000.0,1369561000.0,340785000.0,0.0,853000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,FY,,2010-12-31,2012-02-23 11:30:54+00:00,2241000.0,76604000.0,70966000.0,16962000.0,,472479000.0,0.0,857634000.0,199805000.0,17693000.0,6395000.0,1035083000.0,278320000.0,127563000.0,36921000.0,,5796000.0,75026000.0,147402000.0,,56123000.0,82989000.0,,655333000.0,31962000.0,455000.0,2126876000.0,1529929000.0,714633000.0,311369000.0,1529929000.0,1529929000.0,596947000.0,2126876000.0,1375322000.0,285578000.0,0.0,
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,Q3,,2010-09-30,2010-11-04 13:12:40+00:00,3554000.0,54042000.0,60669000.0,16345000.0,,494716000.0,,837602000.0,179272000.0,19828000.0,85357000.0,1035613000.0,289795000.0,138200000.0,34715000.0,,6425000.0,92368000.0,116686000.0,,65542000.0,72231000.0,,606193000.0,26691000.0,1120000.0,2118482000.0,1460140000.0,686392000.0,355543000.0,1460140000.0,1460140000.0,658342000.0,2118482000.0,1397375000.0,302799000.0,0.0,0.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,Q2,,2010-06-30,2010-08-05 13:38:43+00:00,3767000.0,63522000.0,46571000.0,3568000.0,,415488000.0,,828919000.0,190410000.0,16905000.0,11083000.0,1034738000.0,295886000.0,148839000.0,33565000.0,,5366000.0,95154000.0,81730000.0,,5253000.0,33740000.0,,570063000.0,21436000.0,1097000.0,1953550000.0,1402550000.0,578742000.0,273267000.0,1402550000.0,1402550000.0,551000000.0,1953550000.0,1341243000.0,277733000.0,0.0,0.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2011.0,FY,,2011-12-31,2013-02-28 12:13:55+00:00,6987000.0,84602000.0,91973000.0,11876000.0,,471828000.0,0.0,906589000.0,259155000.0,19731000.0,6213000.0,1225375000.0,383420000.0,53149000.0,45638000.0,,7062000.0,101618000.0,163296000.0,,46942000.0,100479000.0,,836008000.0,74423000.0,576000.0,2448470000.0,1754473000.0,740033000.0,438751000.0,1754473000.0,1754473000.0,693997000.0,2448470000.0,1662799000.0,255246000.0,0.0,0.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2011.0,Q3,,2011-09-30,2011-11-03 12:03:00+00:00,4423000.0,65084000.0,76244000.0,15477000.0,,406298000.0,0.0,888989000.0,225729000.0,20272000.0,6589000.0,1229872000.0,396645000.0,79723000.0,40251000.0,,5852000.0,109691000.0,134191000.0,,48858000.0,93995000.0,,788551000.0,58494000.0,582000.0,2347905000.0,1693017000.0,626427000.0,371479000.0,1693017000.0,1693017000.0,654888000.0,2347905000.0,1681227000.0,283409000.0,0.0,
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2011.0,Q2,,2011-06-30,2011-08-04 12:41:54+00:00,4537000.0,68807000.0,66076000.0,23330000.0,,629712000.0,0.0,873959000.0,231719000.0,20623000.0,2583000.0,1035583000.0,257388000.0,106298000.0,38529000.0,,2959000.0,69702000.0,134561000.0,,49265000.0,74224000.0,,743005000.0,42542000.0,548000.0,2237975000.0,1640294000.0,854251000.0,347457000.0,1640294000.0,1640294000.0,597681000.0,2237975000.0,1345195000.0,250224000.0,0.0,
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2011.0,Q1,,2011-03-31,2011-05-05 11:24:41+00:00,4321000.0,71049000.0,59105000.0,20101000.0,,549934000.0,,870056000.0,226426000.0,16780000.0,3427000.0,1035342000.0,267392000.0,116930000.0,37436000.0,,1960000.0,70474000.0,146447000.0,,51485000.0,83797000.0,,697574000.0,37247000.0,535000.0,2178360000.0,1576633000.0,784745000.0,330526000.0,1576633000.0,1576633000.0,601727000.0,2178360000.0,1356179000.0,271201000.0,0.0,-11098000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2012.0,FY,,2012-12-31,2014-02-27 11:40:46+00:00,4924000.0,96598000.0,103930000.0,8651000.0,0.0,576703000.0,0.0,928300000.0,305793000.0,23338000.0,9591000.0,1251247000.0,351173000.0,,52253000.0,,14992000.0,92822000.0,216268000.0,,24393000.0,96917000.0,,1039491000.0,53149000.0,452000.0,2607417000.0,1940291000.0,913359000.0,477387000.0,1940291000.0,1940291000.0,667126000.0,2607417000.0,1641805000.0,189739000.0,0.0,-36151000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2012.0,Q3,,2012-09-30,2012-11-01 11:27:46+00:00,4054000.0,77861000.0,85586000.0,14373000.0,,554887000.0,0.0,936307000.0,273636000.0,21392000.0,10108000.0,1252706000.0,368980000.0,0.0,51178000.0,,13796000.0,97169000.0,171237000.0,,45813000.0,111538000.0,,983428000.0,79723000.0,454000.0,2558304000.0,1896490000.0,825831000.0,453107000.0,1896490000.0,1896490000.0,661814000.0,2558304000.0,1681295000.0,208707000.0,0.0,-37618000.0
