company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 10:00:45+00:00,10713000.0,1.35,1.35,1.29,55020000.0,111671000.0,111671000.0,111671000.0,91414000.0,478339000.0,727000.0,71594000.0,0.0,134887000.0,91414000.0,386925000.0,9342000.0,5575000.0,217194000.0,169731000.0,-3040000.0,166691000.0,478339000.0,82700000.0,82975000.0,86768000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 11:30:54+00:00,16326000.0,1.32,1.32,1.27,57138000.0,116391000.0,116391000.0,116391000.0,97236000.0,516885000.0,-1287000.0,79856000.0,2726000.0,137264000.0,97236000.0,419649000.0,10401000.0,1740000.0,236172000.0,183477000.0,-9948000.0,173529000.0,516885000.0,88200000.0,88486000.0,91785000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 13:12:40+00:00,4115000.0,0.35,0.35,0.33,15269000.0,30529000.0,30529000.0,30529000.0,23889000.0,128187000.0,54000.0,19462000.0,1370000.0,31719000.0,23889000.0,104298000.0,2313000.0,425000.0,56666000.0,47632000.0,-1834000.0,45798000.0,128187000.0,87200000.0,88284000.0,91640000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 13:38:43+00:00,4021000.0,0.31,0.31,0.3,10125000.0,27137000.0,27137000.0,27137000.0,24058000.0,122026000.0,-817000.0,19909000.0,808000.0,32570000.0,24058000.0,97968000.0,2941000.0,360000.0,57308000.0,40660000.0,-3398000.0,37262000.0,122026000.0,87500000.0,87726000.0,91048000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,Q4,2010-10-01,2010-12-31,,4129000.0,0.54,0.54,0.52,16728000.0,49140000.0,49140000.0,49140000.0,26807000.0,166573000.0,645000.0,23317000.0,,46935000.0,26807000.0,139766000.0,792000.0,630000.0,74381000.0,65385000.0,483000.0,65868000.0,166573000.0,90600000.0,90684000.0,93209000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 12:13:55+00:00,16003000.0,1.69,1.69,1.64,63262000.0,153132000.0,153132000.0,153132000.0,100879000.0,580236000.0,-297000.0,88990000.0,,155096000.0,100879000.0,479357000.0,4488000.0,1911000.0,260089000.0,219268000.0,-2874000.0,216394000.0,580236000.0,90600000.0,90684000.0,93209000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,Q3YTD,2010-01-01,2010-09-30,,11874000.0,1.15,1.15,1.12,46534000.0,103992000.0,103992000.0,103992000.0,74072000.0,413663000.0,-942000.0,65673000.0,,108161000.0,74072000.0,339591000.0,3696000.0,1281000.0,185708000.0,153883000.0,-3357000.0,150526000.0,413663000.0,90300000.0,90880000.0,93212000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 12:03:00+00:00,4037000.0,0.4,0.4,0.39,14762000.0,36130000.0,36130000.0,36130000.0,25279000.0,139843000.0,-574000.0,21696000.0,,36954000.0,25279000.0,114564000.0,902000.0,491000.0,62687000.0,51877000.0,-985000.0,50892000.0,139843000.0,90300000.0,90880000.0,93212000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,Q2YTD,2010-01-01,2010-06-30,,7837000.0,0.75,0.75,0.73,31772000.0,67862000.0,67862000.0,67862000.0,48793000.0,273820000.0,-368000.0,43977000.0,,71207000.0,48793000.0,225027000.0,2794000.0,790000.0,123021000.0,102006000.0,-2372000.0,99634000.0,273820000.0,91000000.0,90614000.0,93146000.0
ANSYS Inc,ANSS,549300VJV8H15Z5FJ571,1013462,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 12:41:54+00:00,3875000.0,0.39,0.39,0.38,16206000.0,35493000.0,35493000.0,35493000.0,24140000.0,137767000.0,139000.0,21390000.0,,35979000.0,24140000.0,113627000.0,1245000.0,422000.0,61244000.0,52383000.0,-684000.0,51699000.0,137767000.0,91000000.0,90614000.0,93146000.0
