company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2007.0,FY,2007-02-04,2008-02-02,2010-03-18 12:04:09+00:00,3.37,3.37,,1659000000.0,3.33,1776000000.0,2849000000.0,2849000000.0,,2849000000.0,43766000000.0,63367000000.0,,,,12670000000.0,43766000000.0,19601000000.0,668000000.0,21000000.0,14329000000.0,5272000000.0,-647000000.0,4625000000.0,63367000000.0,845400000.0,845400000.0,850800000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,FY,2008-02-03,2009-01-31,2011-03-11 13:51:51+00:00,2.87,2.87,0.62,1826000000.0,2.86,1322000000.0,2214000000.0,2214000000.0,,2214000000.0,45766000000.0,64948000000.0,,,,12954000000.0,45766000000.0,19182000000.0,894000000.0,28000000.0,14780000000.0,4402000000.0,-866000000.0,3536000000.0,64948000000.0,771400000.0,770400000.0,773600000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,Q3,2008-08-03,2008-11-01,2009-12-04 13:55:09+00:00,0.49,0.49,,469000000.0,0.49,264000000.0,369000000.0,369000000.0,,369000000.0,10533000000.0,15114000000.0,,,,3245000000.0,10533000000.0,4581000000.0,240000000.0,6000000.0,3714000000.0,867000000.0,-234000000.0,633000000.0,15114000000.0,753100000.0,753500000.0,756600000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,Q2,2008-05-04,2008-08-02,2009-08-28 13:04:27+00:00,0.82,0.82,,448000000.0,0.82,369000000.0,634000000.0,634000000.0,,634000000.0,10651000000.0,15472000000.0,,,,3153000000.0,10651000000.0,4821000000.0,227000000.0,10000000.0,3601000000.0,1220000000.0,-217000000.0,1003000000.0,15472000000.0,773200000.0,770300000.0,773900000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q4,2009-11-01,2010-01-30,,1.25,1.25,0.17,536000000.0,1.24,472000000.0,936000000.0,936000000.0,,936000000.0,14351000000.0,20181000000.0,,,,3672000000.0,14351000000.0,5830000000.0,215000000.0,1000000.0,4208000000.0,1622000000.0,-214000000.0,1408000000.0,20181000000.0,751700000.0,752000000.0,754800000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,FY,2009-02-01,2010-01-30,2012-03-15 12:49:28+00:00,3.31,3.31,0.67,2023000000.0,3.3,1384000000.0,2488000000.0,2488000000.0,,2488000000.0,45583000000.0,65357000000.0,,,,13078000000.0,45583000000.0,19774000000.0,804000000.0,3000000.0,15101000000.0,4673000000.0,-801000000.0,3872000000.0,65357000000.0,751700000.0,752000000.0,754800000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q3YTD,2009-02-01,2009-10-31,,2.06,2.06,0.5,1487000000.0,2.06,912000000.0,1552000000.0,1552000000.0,,1552000000.0,31232000000.0,45176000000.0,,,,9406000000.0,31232000000.0,13944000000.0,589000000.0,2000000.0,10893000000.0,3051000000.0,-587000000.0,2464000000.0,45176000000.0,751700000.0,751800000.0,755700000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q3,2009-08-02,2009-10-31,2010-12-03 09:45:49+00:00,0.58,0.58,0.17,537000000.0,0.58,247000000.0,436000000.0,436000000.0,,436000000.0,10610000000.0,15276000000.0,,,,3255000000.0,10610000000.0,4666000000.0,191000000.0,,3792000000.0,874000000.0,-191000000.0,683000000.0,15276000000.0,751700000.0,751800000.0,755700000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q2YTD,2009-02-01,2009-08-01,,1.48,1.48,0.33,950000000.0,1.48,665000000.0,1116000000.0,1116000000.0,,1116000000.0,20622000000.0,29900000000.0,,,,6151000000.0,20622000000.0,9278000000.0,398000000.0,2000000.0,7101000000.0,2177000000.0,-396000000.0,1781000000.0,29900000000.0,751900000.0,752000000.0,754400000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q2,2009-05-02,2009-08-01,2010-08-27 11:08:05+00:00,0.79,0.79,0.17,478000000.0,0.79,363000000.0,594000000.0,594000000.0,,594000000.0,10302000000.0,15067000000.0,,,,3136000000.0,10302000000.0,4765000000.0,195000000.0,1000000.0,3614000000.0,1151000000.0,-194000000.0,957000000.0,15067000000.0,751900000.0,752000000.0,754400000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q1,2009-02-01,2009-05-02,2010-05-28 11:06:46+00:00,0.69,0.69,0.16,472000000.0,0.69,302000000.0,522000000.0,522000000.0,,522000000.0,10320000000.0,14833000000.0,,,,3015000000.0,10320000000.0,4513000000.0,203000000.0,1000000.0,3487000000.0,1026000000.0,-202000000.0,824000000.0,14833000000.0,756500000.0,752200000.0,753000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2010.0,FY,2010-01-31,2011-01-29,2013-03-20 10:25:16+00:00,4.03,4.03,0.92,2084000000.0,4.0,1575000000.0,2920000000.0,2920000000.0,,2920000000.0,46585000000.0,67390000000.0,,,,13469000000.0,46585000000.0,20805000000.0,757000000.0,,15553000000.0,5252000000.0,-757000000.0,4495000000.0,67390000000.0,724600000.0,723600000.0,729400000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2010.0,Q4,2010-10-31,2011-01-29,,1.44,1.44,0.25,539000000.0,1.44,551000000.0,1035000000.0,1035000000.0,,1035000000.0,14626000000.0,20660000000.0,,,,3718000000.0,14626000000.0,6034000000.0,188000000.0,-3000000.0,4257000000.0,1777000000.0,-191000000.0,1586000000.0,20660000000.0,724600000.0,723600000.0,729400000.0
