company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commonequity,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,FY,,2009-01-31,2010-03-18 12:04:09+00:00,6337000000.0,2913000000.0,9060000000.0,-556000000.0,,864000000.0,2825000000.0,34816000000.0,17490000000.0,6705000000.0,25756000000.0,455000000.0,8084000000.0,1835000000.0,,,862000000.0,1937000000.0,,,11443000000.0,1262000000.0,44106000000.0,13712000000.0,17488000000.0,10512000000.0,13712000000.0,13712000000.0,30394000000.0,44106000000.0,862000000.0,19882000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,Q3,,2008-11-01,2009-12-04 13:55:09+00:00,7590000000.0,3057000000.0,8798000000.0,-175000000.0,,918000000.0,2788000000.0,34323000000.0,17444000000.0,9050000000.0,25525000000.0,589000000.0,7999000000.0,2272000000.0,,,1277000000.0,1932000000.0,,,10967000000.0,2849000000.0,47041000000.0,13580000000.0,20239000000.0,13496000000.0,13580000000.0,13580000000.0,33461000000.0,47041000000.0,1277000000.0,19965000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,Q2,,2008-08-02,2009-08-28 13:04:27+00:00,6606000000.0,3030000000.0,8426000000.0,-174000000.0,,1527000000.0,2770000000.0,33578000000.0,17932000000.0,7313000000.0,25152000000.0,534000000.0,7980000000.0,1800000000.0,,,1368000000.0,1858000000.0,,,10861000000.0,1723000000.0,45140000000.0,13457000000.0,18620000000.0,11359000000.0,13457000000.0,13457000000.0,31683000000.0,45140000000.0,1368000000.0,20324000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,FY,,2010-01-30,2011-03-11 13:51:51+00:00,6511000000.0,3120000000.0,10485000000.0,-581000000.0,,2200000000.0,2981000000.0,35765000000.0,15118000000.0,7179000000.0,25280000000.0,835000000.0,6966000000.0,2079000000.0,,,829000000.0,1906000000.0,,,12947000000.0,1696000000.0,44533000000.0,15347000000.0,18424000000.0,11327000000.0,15347000000.0,15347000000.0,29186000000.0,44533000000.0,829000000.0,17859000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q3,,2009-10-31,2010-12-03 09:45:49+00:00,7641000000.0,3117000000.0,10035000000.0,-517000000.0,,864000000.0,2929000000.0,35626000000.0,15895000000.0,9382000000.0,25591000000.0,804000000.0,7023000000.0,2314000000.0,,,805000000.0,1911000000.0,,,12559000000.0,1640000000.0,45979000000.0,14971000000.0,19583000000.0,12398000000.0,14971000000.0,14971000000.0,31008000000.0,45979000000.0,805000000.0,18610000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q2,,2009-08-01,2010-08-27 11:08:05+00:00,6233000000.0,3004000000.0,9543000000.0,-549000000.0,,957000000.0,2885000000.0,35255000000.0,17441000000.0,7528000000.0,25712000000.0,494000000.0,7288000000.0,1910000000.0,,,838000000.0,1886000000.0,,,12266000000.0,573000000.0,44233000000.0,14602000000.0,17683000000.0,9810000000.0,14602000000.0,14602000000.0,29631000000.0,44233000000.0,838000000.0,19821000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2010.0,FY,,2011-01-29,2012-03-15 12:49:28+00:00,6625000000.0,3326000000.0,11555000000.0,-581000000.0,,1712000000.0,3370000000.0,37048000000.0,15607000000.0,7596000000.0,25493000000.0,934000000.0,6153000000.0,1752000000.0,,,999000000.0,1607000000.0,,,12698000000.0,119000000.0,43705000000.0,15487000000.0,17213000000.0,10070000000.0,15487000000.0,15487000000.0,28218000000.0,43705000000.0,999000000.0,18148000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2010.0,Q3,,2010-10-30,2011-11-23 15:05:43+00:00,7761000000.0,3179000000.0,11219000000.0,-562000000.0,,936000000.0,3187000000.0,36809000000.0,15680000000.0,9550000000.0,25590000000.0,814000000.0,5955000000.0,1905000000.0,,,1013000000.0,1786000000.0,,,12254000000.0,850000000.0,44949000000.0,14879000000.0,18346000000.0,11790000000.0,14879000000.0,14879000000.0,30070000000.0,44949000000.0,1013000000.0,18280000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2010.0,Q2,,2010-07-31,2011-08-25 09:36:14+00:00,6228000000.0,3057000000.0,10818000000.0,-567000000.0,,1540000000.0,3145000000.0,36219000000.0,15737000000.0,7728000000.0,25401000000.0,740000000.0,6137000000.0,1840000000.0,,,1009000000.0,1810000000.0,,,12690000000.0,815000000.0,43655000000.0,15268000000.0,17245000000.0,10100000000.0,15268000000.0,15268000000.0,28387000000.0,43655000000.0,1009000000.0,18287000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2010.0,Q1,,2010-05-01,2011-05-26 15:06:16+00:00,6150000000.0,3183000000.0,10445000000.0,-573000000.0,,1578000000.0,3072000000.0,35657000000.0,14794000000.0,7249000000.0,25212000000.0,916000000.0,6330000000.0,2065000000.0,,,889000000.0,1819000000.0,,,13098000000.0,864000000.0,43323000000.0,15597000000.0,17222000000.0,10197000000.0,15597000000.0,15597000000.0,27726000000.0,43323000000.0,889000000.0,17529000000.0
