company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2007.0,FY,2007-02-04,2008-02-02,2010-03-18 12:04:09+00:00,,1734000000.0,633000000.0,1659000000.0,,,-1242000000.0,,8617000000.0,3707000000.0,-6195000000.0,4125000000.0,,,3707000000.0,-6195000000.0,4125000000.0,1637000000.0,2849000000.0,2849000000.0,,859000000.0,-121000000.0,-1921000000.0,-442000000.0,-4369000000.0,-1870000000.0,-2477000000.0,,95000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,Q4,2008-11-02,2009-01-31,,,1399000000.0,873000000.0,474000000.0,,,1170000000.0,,,-1694000000.0,-1010000000.0,2650000000.0,,,-1694000000.0,-1010000000.0,2650000000.0,-54000000.0,609000000.0,609000000.0,,397000000.0,-1373000000.0,-303000000.0,-120000000.0,-720000000.0,-201000000.0,,,13000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,FY,2008-02-03,2009-01-31,2011-03-11 13:51:51+00:00,,1399000000.0,873000000.0,1826000000.0,,,-1008000000.0,,3557000000.0,-1643000000.0,-4373000000.0,4430000000.0,,,-1643000000.0,-4373000000.0,4430000000.0,-1586000000.0,2214000000.0,2214000000.0,,1398000000.0,43000000.0,-865000000.0,-465000000.0,-3547000000.0,-1963000000.0,-2815000000.0,,39000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,Q3,2008-08-03,2008-11-01,,,,,468000000.0,,,-1271000000.0,,,523000000.0,-1158000000.0,26000000.0,,,523000000.0,-1158000000.0,26000000.0,-609000000.0,368000000.0,368000000.0,,461000000.0,1395000000.0,-296000000.0,-121000000.0,-871000000.0,-751000000.0,,,9000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,Q3YTD,2008-02-03,2008-11-01,2009-12-04 13:55:09+00:00,,,,1352000000.0,,,-2178000000.0,,3557000000.0,51000000.0,-3363000000.0,1780000000.0,,,51000000.0,-3363000000.0,1780000000.0,-1532000000.0,1605000000.0,1605000000.0,,1001000000.0,1416000000.0,-562000000.0,-345000000.0,-2827000000.0,-1762000000.0,-2815000000.0,,26000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2008.0,Q2YTD,2008-02-03,2008-08-02,2009-08-28 13:04:27+00:00,,,,884000000.0,,,-907000000.0,,3557000000.0,-472000000.0,-2205000000.0,1754000000.0,,,-472000000.0,-2205000000.0,1754000000.0,-923000000.0,1237000000.0,1237000000.0,,540000000.0,21000000.0,-266000000.0,-224000000.0,-1956000000.0,-1011000000.0,-2815000000.0,,17000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q4,2009-11-01,2010-01-30,,,1040000000.0,805000000.0,536000000.0,,,1071000000.0,,,-1249000000.0,-269000000.0,2854000000.0,,,-1249000000.0,-269000000.0,2854000000.0,1336000000.0,936000000.0,936000000.0,,311000000.0,16000000.0,12000000.0,-127000000.0,-289000000.0,-715000000.0,-423000000.0,,8000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,FY,2009-02-01,2010-01-30,2012-03-15 12:49:28+00:00,,1040000000.0,805000000.0,2023000000.0,,,-61000000.0,,,-2842000000.0,-1703000000.0,5881000000.0,,,-2842000000.0,-1703000000.0,5881000000.0,1336000000.0,2488000000.0,2488000000.0,,1431000000.0,47000000.0,-7000000.0,-496000000.0,-1729000000.0,-1970000000.0,-423000000.0,,33000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q3TTM,2008-11-02,2009-10-31,,,1399000000.0,873000000.0,1961000000.0,,,38000000.0,,,-3287000000.0,-2444000000.0,5677000000.0,,,-3287000000.0,-2444000000.0,5677000000.0,-54000000.0,2161000000.0,2161000000.0,,1517000000.0,-1342000000.0,-322000000.0,-489000000.0,-2160000000.0,-1456000000.0,,,38000000.0
Target Corp,TGT,8WDDFXB5T1Z6J0XC1L66,27419,2009.0,Q3,2009-08-02,2009-10-31,,,,,537000000.0,,,-395000000.0,,,-607000000.0,-462000000.0,976000000.0,,,-607000000.0,-462000000.0,976000000.0,-93000000.0,436000000.0,436000000.0,,398000000.0,22000000.0,-65000000.0,-128000000.0,-398000000.0,-501000000.0,,,1000000.0
