company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Netflix Inc,NFLX,,1065280,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 14:09:32+00:00,0.99,0.99,0.97,44317000.0,218212000.0,66608000.0,66608000.0,66608000.0,786168000.0,1205340000.0,20340000.0,-14196000.0,70979000.0,52404000.0,786168000.0,419172000.0,1188000.0,327399000.0,91773000.0,19152000.0,110925000.0,1205340000.0,67300000.0,67076000.0,68902000.0
Netflix Inc,NFLX,,1065280,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 14:42:40+00:00,1.36,1.36,1.32,48474000.0,199713000.0,83026000.0,83026000.0,83026000.0,910234000.0,1364661000.0,12452000.0,-6327000.0,89873000.0,49662000.0,910234000.0,454427000.0,2458000.0,332921000.0,121506000.0,9994000.0,131500000.0,1364661000.0,61000000.0,60961000.0,62836000.0
Netflix Inc,NFLX,,1065280,2008.0,Q3,2008-07-01,2008-09-30,2009-10-23 21:12:11+00:00,0.34,0.34,0.33,14562000.0,49217000.0,20371000.0,20371000.0,20371000.0,224496000.0,341269000.0,1536000.0,-1628000.0,23368000.0,11742000.0,224496000.0,116773000.0,677000.0,82699000.0,34074000.0,859000.0,34933000.0,341269000.0,59900000.0,60408000.0,62272000.0
Netflix Inc,NFLX,,1065280,2008.0,Q2,2008-04-01,2008-06-30,2009-07-31 15:26:36+00:00,0.43,0.43,0.42,9345000.0,39984000.0,26579000.0,26579000.0,26579000.0,230087000.0,337614000.0,2404000.0,-2263000.0,22186000.0,13419000.0,230087000.0,107527000.0,681000.0,73326000.0,34201000.0,1723000.0,35924000.0,337614000.0,61800000.0,61782000.0,63857000.0
Netflix Inc,NFLX,,1065280,2009.0,Q4,2009-10-01,2009-12-31,,0.57,0.57,0.55,20423000.0,70715000.0,30913000.0,30913000.0,30913000.0,275486000.0,444542000.0,2444000.0,2819000.0,33209000.0,8964000.0,275486000.0,169056000.0,4457000.0,115707000.0,53349000.0,-2013000.0,51336000.0,444542000.0,56500000.0,56560000.0,58416000.0
Netflix Inc,NFLX,,1065280,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 17:29:24+00:00,2.05,2.05,1.98,76332000.0,237744000.0,115860000.0,115860000.0,115860000.0,1079271000.0,1670269000.0,6728000.0,,114542000.0,46773000.0,1079271000.0,590998000.0,6475000.0,399059000.0,191939000.0,253000.0,192192000.0,1670269000.0,56500000.0,56560000.0,58416000.0
Netflix Inc,NFLX,,1065280,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.48,1.48,1.43,55909000.0,167029000.0,84947000.0,84947000.0,84947000.0,803785000.0,1225727000.0,4284000.0,-2819000.0,81333000.0,37809000.0,803785000.0,421942000.0,2018000.0,283352000.0,138590000.0,2266000.0,140856000.0,1225727000.0,55800000.0,56146000.0,57938000.0
Netflix Inc,NFLX,,1065280,2009.0,Q3,2009-07-01,2009-09-30,2010-10-25 18:02:50+00:00,0.54,0.54,0.52,20330000.0,58556000.0,30141000.0,30141000.0,30141000.0,275274000.0,423120000.0,1808000.0,-1604000.0,30014000.0,11543000.0,275274000.0,147846000.0,674000.0,98509000.0,49337000.0,1134000.0,50471000.0,423120000.0,55800000.0,56146000.0,57938000.0
Netflix Inc,NFLX,,1065280,2009.0,Q2,2009-04-01,2009-06-30,2009-07-31 15:26:36+00:00,0.56,0.56,0.54,20531000.0,46231000.0,32443000.0,32443000.0,32443000.0,269243000.0,408509000.0,866000.0,-118000.0,27119000.0,13252000.0,269243000.0,139266000.0,674000.0,86484000.0,52782000.0,192000.0,52974000.0,408509000.0,57900000.0,57872000.0,59660000.0
Netflix Inc,NFLX,,1065280,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.94,0.94,0.91,35579000.0,108473000.0,54806000.0,54806000.0,54806000.0,528511000.0,802607000.0,2476000.0,-1215000.0,51319000.0,26266000.0,528511000.0,274096000.0,1344000.0,184843000.0,89253000.0,1132000.0,90385000.0,802607000.0,57900000.0,57872000.0,59660000.0
