company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Netflix Inc,NFLX,,1065280,2008.0,FY,,2008-12-31,2009-10-23 21:12:11+00:00,100344000.0,31394000.0,84000.0,139881000.0,,338639000.0,83127000.0,5617000.0,37988000.0,18691000.0,124948000.0,22409000.0,13329000.0,,109142000.0,16786000.0,,26539000.0,108452000.0,1152000.0,157390000.0,617946000.0,347155000.0,361447000.0,216017000.0,347155000.0,347155000.0,270791000.0,617946000.0,131551000.0,54774000.0,,-100020000.0
Netflix Inc,NFLX,,1065280,2009.0,FY,,2009-12-31,2011-02-18 14:42:40+00:00,92542000.0,33387000.0,273000.0,134224000.0,,53000.0,100097000.0,,236572000.0,37329000.0,131653000.0,15958000.0,26701000.0,,121110000.0,16583000.0,,26741000.0,198817000.0,1410000.0,186018000.0,679734000.0,199143000.0,411013000.0,227436000.0,199143000.0,199143000.0,480591000.0,679734000.0,137068000.0,253155000.0,0.0,
Netflix Inc,NFLX,,1065280,2009.0,Q3,,2009-09-30,2009-10-23 21:12:11+00:00,93451000.0,29606000.0,552000.0,55717000.0,,378613000.0,79123000.0,5706000.0,36940000.0,32937000.0,122119000.0,17244000.0,18239000.0,,117806000.0,19467000.0,,22618000.0,193399000.0,1342000.0,99745000.0,492131000.0,232202000.0,234962000.0,203522000.0,232202000.0,232202000.0,259929000.0,492131000.0,135050000.0,56407000.0,,-340362000.0
Netflix Inc,NFLX,,1065280,2009.0,Q2,,2009-06-30,2009-07-31 15:26:36+00:00,101634000.0,27782000.0,725000.0,87471000.0,0.0,375638000.0,80495000.0,5594000.0,37301000.0,33519000.0,120346000.0,17225000.0,22381000.0,,111858000.0,19135000.0,,26101000.0,163258000.0,1275000.0,167498000.0,591993000.0,324371000.0,342564000.0,211186000.0,324371000.0,324371000.0,267622000.0,591993000.0,129083000.0,56436000.0,,-215250000.0
Netflix Inc,NFLX,,1065280,2010.0,FY,,2010-12-31,2012-02-10 17:29:24+00:00,222824000.0,38572000.0,750000.0,194499000.0,0.0,51675000.0,127183000.0,,200000000.0,181006000.0,128570000.0,,43621000.0,,216266000.0,103324000.0,,62217000.0,237739000.0,,155888000.0,982067000.0,290164000.0,637231000.0,388579000.0,290164000.0,290164000.0,691903000.0,982067000.0,216266000.0,303324000.0,0.0,
Netflix Inc,NFLX,,1065280,2010.0,Q3,,2010-09-30,2010-10-25 18:02:50+00:00,170120000.0,36974000.0,1279000.0,113108000.0,,52000.0,102986000.0,,234659000.0,138389000.0,125057000.0,19219000.0,37723000.0,,133760000.0,31542000.0,,59322000.0,190644000.0,2027000.0,143705000.0,770283000.0,191975000.0,492247000.0,312107000.0,191975000.0,191975000.0,578308000.0,770283000.0,152979000.0,266201000.0,,
Netflix Inc,NFLX,,1065280,2010.0,Q2,,2010-06-30,2010-07-27 16:21:06+00:00,120031000.0,34746000.0,802000.0,107327000.0,,52000.0,101419000.0,,235185000.0,93123000.0,123292000.0,21951000.0,35173000.0,,107511000.0,23980000.0,,33837000.0,175786000.0,1971000.0,171758000.0,693972000.0,176640000.0,441218000.0,258167000.0,176640000.0,176640000.0,517332000.0,693972000.0,129462000.0,259165000.0,,
Netflix Inc,NFLX,,1065280,2010.0,Q1,,2010-03-31,2010-04-27 19:53:55+00:00,102703000.0,38718000.0,487000.0,79861000.0,,52000.0,100109000.0,,235704000.0,55566000.0,127165000.0,18791000.0,,,122799000.0,22407000.0,,57642000.0,146196000.0,1917000.0,186469000.0,648293000.0,146735000.0,379538000.0,243447000.0,146735000.0,146735000.0,501558000.0,648293000.0,141590000.0,258111000.0,,
Netflix Inc,NFLX,,1065280,2011.0,FY,,2011-12-31,2013-01-31 21:43:16+00:00,1022028000.0,54231000.0,706000.0,508053000.0,0.0,219174000.0,148796000.0,,200000000.0,919709000.0,136353000.0,,57330000.0,,1101986000.0,1001331000.0,,56007000.0,422930000.0,,289758000.0,3069196000.0,642810000.0,1830857000.0,1225055000.0,642810000.0,642810000.0,2426386000.0,3069196000.0,1101986000.0,1201331000.0,0.0,
Netflix Inc,NFLX,,1065280,2011.0,Q3,,2011-09-30,2011-11-04 20:37:06+00:00,750107000.0,54671000.0,588000.0,159199000.0,0.0,53000.0,160929000.0,,232400000.0,705398000.0,143993000.0,28743000.0,41797000.0,,598709000.0,372840000.0,,77146000.0,387711000.0,2259000.0,206573000.0,1961558000.0,388352000.0,1190113000.0,967966000.0,388352000.0,388352000.0,1573206000.0,1961558000.0,627452000.0,605240000.0,,
