company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Alpha Natural Resources Inc ,ANR,,1301063,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 14:37:13+00:00,-43908000.0,2318000.0,,,159579000.0,0.0,10684000.0,0.0,18900000.0,-39429000.0,-165203000.0,225741000.0,-39429000.0,-165203000.0,225741000.0,21109000.0,27734000.0,27734000.0,25426000.0,3972000.0,-1015000.0,,0.0,-126381000.0,-62301000.0,0.0,0.0,6101000.0
Alpha Natural Resources Inc ,ANR,,1301063,2008.0,Q4,2008-10-01,2008-12-31,,,0.0,,,0.0,,0.0,,,17303000.0,-23487000.0,122240000.0,17303000.0,-23487000.0,122240000.0,116056000.0,5608000.0,5608000.0,116632000.0,-933000.0,224000.0,,,-24119000.0,18236000.0,,,408000.0
Alpha Natural Resources Inc ,ANR,,1301063,2008.0,FY,2008-01-01,2008-12-31,2010-03-01 14:37:13+00:00,0.0,0.0,,,172570000.0,45000000.0,-8694000.0,164666000.0,287500000.0,241407000.0,-77625000.0,460293000.0,241407000.0,-77625000.0,458043000.0,621825000.0,165701000.0,165701000.0,130716000.0,5566000.0,-3023000.0,,0.0,-137751000.0,-216325000.0,0.0,1500000.0,16649000.0
Alpha Natural Resources Inc ,ANR,,1301063,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-09 21:11:57+00:00,0.0,2985000.0,,,131366000.0,45000000.0,12326000.0,164666000.0,287500000.0,224104000.0,-54138000.0,335803000.0,224104000.0,-54138000.0,335803000.0,505769000.0,160093000.0,160093000.0,29033000.0,6499000.0,-3247000.0,,,-113632000.0,-234561000.0,0.0,1500000.0,16241000.0
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,Q4,2009-10-01,2009-12-31,,,69625000.0,,,97716000.0,,-117273000.0,,,-8386000.0,-201406000.0,194104000.0,-8386000.0,-201406000.0,194104000.0,-15688000.0,21181000.0,21181000.0,122855000.0,3186000.0,1615000.0,,-119419000.0,-84277000.0,-11193000.0,-379000.0,,675000.0
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,FY,2009-01-01,2009-12-31,2010-03-01 14:37:13+00:00,0.0,127608000.0,,,253736000.0,23505000.0,-160090000.0,0.0,0.0,-284731000.0,-281810000.0,356220000.0,-284731000.0,-281810000.0,356220000.0,-210321000.0,58005000.0,58005000.0,76961000.0,5605000.0,0.0,,-119419000.0,-187093000.0,-281462000.0,-8874000.0,0.0,1197000.0
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,Q3TTM,2008-10-01,2009-09-30,,,0.0,,,0.0,23505000.0,0.0,,,-259042000.0,-103891000.0,284356000.0,-259042000.0,-103891000.0,284356000.0,-78577000.0,42432000.0,42432000.0,241924000.0,1486000.0,-1391000.0,,,-126935000.0,-252033000.0,-8495000.0,,930000.0
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,Q3,2009-07-01,2009-09-30,,1750000.0,57983000.0,-27704000.0,-14356000.0,68000000.0,23505000.0,24728000.0,,,-257496000.0,-32855000.0,104540000.0,-257496000.0,-32855000.0,104540000.0,-185811000.0,-19499000.0,-19499000.0,-26672000.0,2189000.0,-1927000.0,,,-56705000.0,-253217000.0,-6468000.0,,522000.0
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-11-09 21:11:57+00:00,,57983000.0,,,156020000.0,23505000.0,-42817000.0,0.0,0.0,-276345000.0,-80404000.0,162116000.0,-276345000.0,-80404000.0,162116000.0,-194633000.0,36824000.0,36824000.0,-45894000.0,2419000.0,-1615000.0,,,-102816000.0,-270269000.0,-8495000.0,0.0,522000.0
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,Q2,2009-04-01,2009-06-30,,,,14074000.0,7777000.0,41954000.0,,-21976000.0,,,-11357000.0,-27787000.0,13826000.0,-11357000.0,-27787000.0,13826000.0,-25318000.0,15359000.0,15359000.0,-21511000.0,230000.0,188000.0,,,-27975000.0,-11582000.0,-5000.0,,
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 11:43:10+00:00,-1750000.0,0.0,27704000.0,14356000.0,88020000.0,,-67545000.0,,,-18849000.0,-47549000.0,57576000.0,-18849000.0,-47549000.0,57576000.0,-8822000.0,56323000.0,56323000.0,-19222000.0,230000.0,312000.0,,0.0,-46111000.0,-17052000.0,-2027000.0,0.0,
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:00:57+00:00,-1750000.0,0.0,13630000.0,6579000.0,46066000.0,,-45569000.0,,,-7492000.0,-19762000.0,43750000.0,-7492000.0,-19762000.0,43750000.0,16496000.0,40964000.0,40964000.0,2289000.0,0.0,124000.0,,0.0,-18136000.0,-5470000.0,-2022000.0,0.0,
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 10:34:23+00:00,-5000000.0,245345000.0,42289000.0,61056000.0,371103000.0,,-121618000.0,,0.0,-96201000.0,-508497000.0,693601000.0,-96201000.0,-508497000.0,693601000.0,88903000.0,95551000.0,95551000.0,103220000.0,11026000.0,-40108000.0,,-372790000.0,-308864000.0,-65563000.0,-41664000.0,214240000.0,4025000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q4,2010-10-01,2010-12-31,,-2000000.0,71357000.0,-1448000.0,11479000.0,63540000.0,,-3235000.0,,,-7381000.0,-63160000.0,182550000.0,-7381000.0,-63160000.0,182550000.0,112009000.0,10839000.0,10839000.0,40049000.0,-1378000.0,-2043000.0,,-50298000.0,-85904000.0,-5919000.0,-84000.0,73060000.0,4025000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-09 13:50:35+00:00,-3000000.0,173988000.0,43737000.0,49577000.0,307563000.0,,-118383000.0,,0.0,-88820000.0,-445337000.0,511051000.0,-88820000.0,-445337000.0,511051000.0,-23106000.0,84712000.0,84712000.0,63171000.0,12404000.0,-38065000.0,,-322492000.0,-222960000.0,-59644000.0,-41580000.0,141180000.0,
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q3TTM,2009-10-01,2010-09-30,,-3000000.0,243613000.0,43737000.0,49577000.0,405279000.0,,-235656000.0,,,-97206000.0,-646743000.0,705155000.0,-97206000.0,-646743000.0,705155000.0,-38794000.0,105893000.0,105893000.0,186026000.0,15590000.0,-36450000.0,,-441911000.0,-307237000.0,-70837000.0,-41959000.0,141180000.0,675000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q3,2010-07-01,2010-09-30,,,52398000.0,16219000.0,17662000.0,103565000.0,,-29146000.0,,,-356000.0,-148886000.0,173120000.0,-356000.0,-148886000.0,173120000.0,23878000.0,31874000.0,31874000.0,14429000.0,572000.0,-3974000.0,,-141347000.0,-87065000.0,-20000.0,-908000.0,83500000.0,
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-09-08 14:40:33+00:00,-3000000.0,121590000.0,27518000.0,31915000.0,203998000.0,,-89237000.0,,0.0,-88464000.0,-296451000.0,337931000.0,-88464000.0,-296451000.0,337931000.0,-46984000.0,52838000.0,52838000.0,48742000.0,11832000.0,-34091000.0,,-181145000.0,-135895000.0,-59624000.0,-40672000.0,57680000.0,
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q2TTM,2009-07-01,2010-06-30,,-1250000.0,249198000.0,-186000.0,17559000.0,369714000.0,23505000.0,-181782000.0,,,-354346000.0,-530712000.0,636575000.0,-354346000.0,-530712000.0,636575000.0,-248483000.0,54520000.0,54520000.0,144925000.0,17207000.0,-34403000.0,,-300564000.0,-276877000.0,-324034000.0,-47519000.0,57680000.0,1197000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q2,2010-04-01,2010-06-30,,,55633000.0,27518000.0,15681000.0,99460000.0,,-24129000.0,,,-74480000.0,-195151000.0,194681000.0,-74480000.0,-195151000.0,194681000.0,-74950000.0,38797000.0,38797000.0,24920000.0,1765000.0,-34910000.0,,-130585000.0,-75016000.0,-51249000.0,-24996000.0,45360000.0,
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q1TTM,2009-04-01,2010-03-31,,-1250000.0,193565000.0,-13630000.0,9655000.0,312208000.0,23505000.0,-179629000.0,,,-291223000.0,-363348000.0,455720000.0,-291223000.0,-363348000.0,455720000.0,-198851000.0,31082000.0,31082000.0,98494000.0,15672000.0,695000.0,,-169979000.0,-229836000.0,-284367000.0,-22528000.0,12320000.0,1197000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 17:14:09+00:00,-3000000.0,65957000.0,0.0,16234000.0,104538000.0,,-65108000.0,,0.0,-13984000.0,-101300000.0,143250000.0,-13984000.0,-101300000.0,143250000.0,27966000.0,14041000.0,14041000.0,23822000.0,10067000.0,819000.0,,-50560000.0,-60879000.0,-8375000.0,-15676000.0,12320000.0,
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q4,2011-10-01,2011-12-31,,-4805000.0,87286000.0,-45000.0,67025000.0,250184000.0,,-202317000.0,,,-14078000.0,-124743000.0,149405000.0,-14078000.0,-124743000.0,149405000.0,10584000.0,-793431000.0,-793431000.0,807683000.0,241000.0,-69233000.0,,-23431000.0,-148644000.0,-8443000.0,-5876000.0,112900000.0,8470000.0
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-11-09 13:50:35+00:00,-721382000.0,-57023000.0,17874000.0,25112000.0,520585000.0,,-58820000.0,,2100000000.0,505558000.0,-1022264000.0,537232000.0,505558000.0,-1022264000.0,537232000.0,20526000.0,62889000.0,62889000.0,69601000.0,4079000.0,-4672000.0,,-350617000.0,-379942000.0,-1392140000.0,-206381000.0,434349000.0,
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q3TTM,2010-10-01,2011-09-30,,-723382000.0,14334000.0,16426000.0,36591000.0,584125000.0,,-62055000.0,,2100000000.0,498177000.0,-1085424000.0,719782000.0,498177000.0,-1085424000.0,719782000.0,132535000.0,73728000.0,73728000.0,109650000.0,2701000.0,-6715000.0,,-400915000.0,-465846000.0,-1398059000.0,-206465000.0,507409000.0,4025000.0
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q3,2011-07-01,2011-09-30,,-5995000.0,-74078000.0,927000.0,1295000.0,262779000.0,,-292763000.0,,,-484271000.0,2926000.0,-50868000.0,-484271000.0,2926000.0,-50868000.0,-238987000.0,63109000.0,63109000.0,-9915000.0,-3728000.0,-1487000.0,293226000.0,-52602000.0,-171166000.0,-306472000.0,-174071000.0,234176000.0,
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q2TTM,2010-07-01,2011-06-30,,-717387000.0,140810000.0,31718000.0,52958000.0,424911000.0,,201562000.0,,2100000000.0,982092000.0,-1237236000.0,943770000.0,982092000.0,-1237236000.0,943770000.0,395400000.0,42493000.0,42493000.0,133994000.0,7001000.0,-9202000.0,-293226000.0,-489660000.0,-381745000.0,-1091607000.0,-33302000.0,356733000.0,4025000.0
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q2,2011-04-01,2011-06-30,,-713387000.0,-8928000.0,13682000.0,6138000.0,159959000.0,,25719000.0,,2100000000.0,1008643000.0,-861674000.0,176038000.0,1008643000.0,-861674000.0,176038000.0,273425000.0,-50068000.0,-50068000.0,49356000.0,748000.0,1292000.0,-49582000.0,-137643000.0,-151675000.0,-1070998000.0,-21107000.0,139739000.0,
