company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Alpha Natural Resources Inc ,ANR,,1301063,2008.0,FY,,2008-12-31,2009-11-09 21:11:57+00:00,102975000.0,163674000.0,140459000.0,-30107000.0,90565000.0,676190000.0,,484966000.0,0.0,20547000.0,,,432795000.0,86594000.0,356758000.0,83689000.0,0.0,60211000.0,257061000.0,68621000.0,65325000.0,340833000.0,18520000.0,,1709838000.0,795692000.0,991783000.0,261954000.0,795692000.0,795692000.0,914146000.0,1709838000.0,361297000.0,652192000.0,0.0,0.0
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,FY,,2009-12-31,2011-02-25 12:18:11+00:00,152662000.0,232631000.0,273260000.0,5812000.0,190724000.0,465869000.0,,2195513000.0,,382440000.0,,,756753000.0,176372000.0,1082446000.0,,301307000.0,682991000.0,2603632000.0,137857000.0,176953000.0,398838000.0,33500000.0,,5120343000.0,2591289000.0,1051825000.0,459422000.0,2591289000.0,2591289000.0,2529054000.0,5120343000.0,2986072000.0,2069632000.0,0.0,-8874000.0
Alpha Natural Resources Inc ,ANR,,1301063,2009.0,Q3,,2009-09-30,2009-11-09 21:11:57+00:00,146054000.0,265848000.0,250653000.0,-3650000.0,195595000.0,481557000.0,,2181358000.0,26101000.0,372551000.0,,,756553000.0,187855000.0,1063216000.0,0.0,340174000.0,698557000.0,2618782000.0,151982000.0,105887000.0,377657000.0,35359000.0,,5121797000.0,2546870000.0,1067248000.0,432066000.0,2546870000.0,2546870000.0,2574927000.0,5121797000.0,2991333000.0,2142861000.0,0.0,-8495000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,FY,,2010-12-31,2012-02-29 16:43:12+00:00,121553000.0,281138000.0,313754000.0,-27583000.0,209987000.0,554772000.0,0.0,2239768000.0,,382440000.0,,162734000.0,742312000.0,198172000.0,1129222000.0,,249408000.0,719355000.0,2129050000.0,155039000.0,341755000.0,494389000.0,11839000.0,,5179283000.0,2656036000.0,1375837000.0,447146000.0,2656036000.0,2656036000.0,2523247000.0,5179283000.0,2674224000.0,2076101000.0,0.0,-50538000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q3,,2010-09-30,2010-11-05 16:52:00+00:00,165369000.0,317973000.0,298306000.0,-87281000.0,208704000.0,442763000.0,,2232494000.0,,382440000.0,,,734245000.0,197138000.0,1116175000.0,,212902000.0,811142000.0,2389991000.0,150646000.0,327941000.0,483550000.0,14798000.0,,5174421000.0,2578309000.0,1285815000.0,478473000.0,2578309000.0,2578309000.0,2596112000.0,5174421000.0,2772431000.0,2117639000.0,0.0,-50454000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q2,,2010-06-30,2010-08-09 11:43:10+00:00,176430000.0,316390000.0,292481000.0,-15523000.0,198145000.0,418885000.0,,2224731000.0,,380296000.0,,,734060000.0,200549000.0,1095135000.0,,256584000.0,721957000.0,2476193000.0,148592000.0,263978000.0,451676000.0,11839000.0,,5151426000.0,2611338000.0,1199802000.0,480750000.0,2611338000.0,2611338000.0,2540088000.0,5151426000.0,2856489000.0,2059338000.0,0.0,-49546000.0
Alpha Natural Resources Inc ,ANR,,1301063,2010.0,Q1,,2010-03-31,2010-05-07 14:00:57+00:00,151236000.0,307381000.0,246632000.0,4799000.0,194835000.0,493835000.0,,2214072000.0,,357868000.0,,,751637000.0,206604000.0,1077198000.0,,322798000.0,690159000.0,2523942000.0,162900000.0,194069000.0,412879000.0,33500000.0,,5160897000.0,2607200000.0,1201889000.0,431368000.0,2607200000.0,2607200000.0,2553697000.0,5160897000.0,2881810000.0,2122329000.0,0.0,-24550000.0
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,FY,,2011-12-31,2013-03-01 10:34:23+00:00,504059000.0,641975000.0,1359160000.0,-201830000.0,743613000.0,585882000.0,0.0,8075822000.0,,2281191000.0,,347889000.0,2922052000.0,492022000.0,2812069000.0,,1507923000.0,1214724000.0,8604821000.0,921441000.0,828196000.0,-236153000.0,46029000.0,,16594045000.0,7375044000.0,2548075000.0,1909248000.0,7375044000.0,7375044000.0,9219001000.0,16594045000.0,11233901000.0,7309753000.0,0.0,-262795000.0
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q3,,2011-09-30,2011-11-09 13:50:35+00:00,513416000.0,635840000.0,1008100000.0,-127935000.0,743282000.0,575298000.0,0.0,8077957000.0,,2675497000.0,,,2931272000.0,496105000.0,2847355000.0,,1570096000.0,1103170000.0,9270961000.0,1023482000.0,680672000.0,557278000.0,38529000.0,,17181728000.0,8250381000.0,2387915000.0,1560045000.0,8250381000.0,8250381000.0,8931347000.0,17181728000.0,11946458000.0,7371302000.0,0.0,-256919000.0
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q2,,2011-06-30,2011-09-08 14:40:33+00:00,522870000.0,660098000.0,876306000.0,-32558000.0,577447000.0,812291000.0,0.0,8035000000.0,,2537598000.0,,,2614549000.0,572660000.0,2868304000.0,,1950567000.0,1024539000.0,9396977000.0,1134193000.0,1214126000.0,487885000.0,916094000.0,,18062054000.0,8407478000.0,3259175000.0,2315270000.0,8407478000.0,8407478000.0,9616565000.0,18062054000.0,11934575000.0,7301295000.0,0.0,-82849000.0
Alpha Natural Resources Inc ,ANR,,1301063,2011.0,Q1,,2011-03-31,2011-05-06 13:12:04+00:00,233934000.0,356041000.0,297934000.0,-11541000.0,215632000.0,540860000.0,,2257598000.0,,382440000.0,,,748984000.0,217544000.0,1136551000.0,,231176000.0,723211000.0,2288336000.0,154574000.0,424065000.0,544237000.0,11839000.0,,5345837000.0,2728553000.0,1538510000.0,543707000.0,2728553000.0,2728553000.0,2617284000.0,5345837000.0,2670776000.0,2073577000.0,0.0,-61741000.0
