company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Alpha Natural Resources Inc ,ANR,,1301063,2012.0,FY,,2012-12-31,2014-02-28 14:42:32+00:00,255191000.0,418166000.0,872402000.0,-166598000.0,763482000.0,730723000.0,0.0,8078016000.0,,567665000.0,,228552000.0,3291037000.0,398060000.0,2219016000.0,,971001000.0,1195187000.0,7741351000.0,678676000.0,488821000.0,-2673301000.0,95015000.0,297452000.0,13089806000.0,4967815000.0,2333222000.0,1222608000.0,4967815000.0,4967815000.0,8121991000.0,13089806000.0,8537568000.0,6899383000.0,0.0,-270302000.0
Alpha Natural Resources Inc ,ANR,,1301063,2012.0,Q3,,2012-09-30,2012-11-08 14:27:22+00:00,301266000.0,455238000.0,924913000.0,-161222000.0,899157000.0,342204000.0,0.0,8074493000.0,,755859000.0,,254315000.0,2912528000.0,457195000.0,2316640000.0,,961001000.0,1188680000.0,7745782000.0,739211000.0,777898000.0,-2545721000.0,80605000.0,,13105131000.0,5097770000.0,2032535000.0,1306784000.0,5097770000.0,5097770000.0,8007361000.0,13105131000.0,8755956000.0,6700577000.0,0.0,-269780000.0
Alpha Natural Resources Inc ,ANR,,1301063,2012.0,Q2,,2012-06-30,2012-08-09 15:22:01+00:00,364223000.0,534562000.0,1035581000.0,-226241000.0,863585000.0,252192000.0,0.0,8070210000.0,,755859000.0,,284195000.0,2919529000.0,503565000.0,2394587000.0,,953698000.0,1275310000.0,7939986000.0,785250000.0,675745000.0,-2499575000.0,68720000.0,,13340691000.0,5074795000.0,1966064000.0,1468524000.0,5074795000.0,5074795000.0,8265896000.0,13340691000.0,8980040000.0,6797372000.0,0.0,-269599000.0
Alpha Natural Resources Inc ,ANR,,1301063,2012.0,Q1,,2012-03-31,2012-05-10 15:01:25+00:00,366172000.0,440465000.0,1092413000.0,-183971000.0,787333000.0,487507000.0,0.0,8080908000.0,,2260248000.0,0.0,314346000.0,2912683000.0,551934000.0,2723102000.0,,1455630000.0,1219765000.0,8623422000.0,841831000.0,740142000.0,-216006000.0,53529000.0,,16141166000.0,7411810000.0,2220048000.0,1512114000.0,7411810000.0,7411810000.0,8729356000.0,16141166000.0,11198016000.0,7217242000.0,0.0,-269121000.0
Alpha Natural Resources Inc ,ANR,,1301063,2013.0,FY,,2013-12-31,2015-02-26 10:14:20+00:00,234951000.0,287655000.0,978695000.0,-57148000.0,728575000.0,619644000.0,0.0,8187550000.0,,308651000.0,,158465000.0,3398434000.0,304863000.0,1798648000.0,,901552000.0,990124000.0,7545070000.0,465892000.0,439193000.0,-3786799000.0,29169000.0,337069000.0,11799258000.0,4071866000.0,1988424000.0,1242815000.0,4071866000.0,4071866000.0,7727392000.0,11799258000.0,8012186000.0,6484577000.0,0.0,-271737000.0
Alpha Natural Resources Inc ,ANR,,1301063,2013.0,Q3,,2013-09-30,2013-11-08 11:59:26+00:00,224893000.0,299950000.0,1002415000.0,-60706000.0,813443000.0,668102000.0,0.0,8133061000.0,,308651000.0,,177345000.0,3344736000.0,333111000.0,1897685000.0,,790529000.0,1005163000.0,7585841000.0,514120000.0,826320000.0,-3428011000.0,29016000.0,,12097005000.0,4372690000.0,2127483000.0,1256324000.0,4372690000.0,4372690000.0,7724315000.0,12097005000.0,8071837000.0,6467991000.0,0.0,-271654000.0
Alpha Natural Resources Inc ,ANR,,1301063,2013.0,Q2,,2013-06-30,2013-08-08 14:09:50+00:00,259524000.0,386495000.0,913740000.0,-160813000.0,777541000.0,511963000.0,0.0,8127232000.0,,561753000.0,,195053000.0,3354799000.0,383015000.0,1984850000.0,,827205000.0,1165799000.0,7879822000.0,545636000.0,695243000.0,-2969770000.0,28839000.0,,12598194000.0,4725111000.0,1976716000.0,1202103000.0,4725111000.0,4725111000.0,7873083000.0,12598194000.0,8636628000.0,6670980000.0,0.0,-271538000.0
Alpha Natural Resources Inc ,ANR,,1301063,2013.0,Q1,,2013-03-31,2013-05-07 10:14:22+00:00,257576000.0,402249000.0,917599000.0,-164360000.0,772760000.0,610395000.0,0.0,8083451000.0,,567665000.0,,213238000.0,3277030000.0,417711000.0,2108221000.0,,881656000.0,1198643000.0,7788345000.0,573546000.0,739660000.0,-2784089000.0,104912000.0,,12847484000.0,4863762000.0,2170015000.0,1280087000.0,4863762000.0,4863762000.0,7983722000.0,12847484000.0,8569248000.0,6703635000.0,0.0,-271240000.0
Alpha Natural Resources Inc ,ANR,,1301063,2014.0,FY,,2014-12-31,2015-08-03 17:04:46+00:00,216098000.0,314015000.0,615200000.0,-291701000.0,538008000.0,741186000.0,0.0,8213459000.0,,0.0,,97169000.0,3622837000.0,237945000.0,1425667000.0,,773466000.0,1236986000.0,7240316000.0,471820000.0,177999000.0,-4661760000.0,178251000.0,405169000.0,10639466000.0,2986800000.0,1876314000.0,1009549000.0,2986800000.0,2986800000.0,7652666000.0,10639466000.0,7337485000.0,6643117000.0,0.0,-273198000.0
Alpha Natural Resources Inc ,ANR,,1301063,2014.0,Q3,,2014-09-30,2014-11-06 08:23:50+00:00,245311000.0,317684000.0,703309000.0,-73395000.0,723479000.0,809411000.0,0.0,8207166000.0,,0.0,,112696000.0,3714976000.0,305285000.0,1528163000.0,,828070000.0,1024896000.0,7480633000.0,455296000.0,264425000.0,-4540099000.0,176945000.0,374528000.0,11192825000.0,3320543000.0,2071333000.0,1125565000.0,3320543000.0,3320543000.0,7872282000.0,11192825000.0,7593329000.0,6746717000.0,0.0,-273129000.0
Alpha Natural Resources Inc ,ANR,,1301063,2014.0,Q2,,2014-06-30,2014-08-07 17:44:22+00:00,261279000.0,307277000.0,640354000.0,-9206000.0,726391000.0,768501000.0,0.0,8199548000.0,,0.0,,127819000.0,3820483000.0,315061000.0,1601687000.0,,899438000.0,1005614000.0,7653338000.0,435570000.0,277501000.0,-4355124000.0,69686000.0,369950000.0,11421134000.0,3562319000.0,2038290000.0,971319000.0,3562319000.0,3562319000.0,7858815000.0,11421134000.0,7781157000.0,6887496000.0,0.0,-272899000.0
Alpha Natural Resources Inc ,ANR,,1301063,2014.0,Q1,,2014-03-31,2014-05-07 17:54:55+00:00,254466000.0,368898000.0,1006540000.0,-27697000.0,730189000.0,533113000.0,0.0,8192919000.0,,308651000.0,,143177000.0,3366178000.0,303920000.0,1681674000.0,,946439000.0,994270000.0,7662160000.0,456340000.0,438199000.0,-3842497000.0,29335000.0,393911000.0,11833703000.0,4049946000.0,2038041000.0,1290341000.0,4049946000.0,4049946000.0,7783757000.0,11833703000.0,8113988000.0,6493416000.0,0.0,-272779000.0
Alpha Natural Resources Inc ,ANR,,1301063,2015.0,Q2,,2015-06-30,2015-08-03 17:04:46+00:00,184522000.0,254288000.0,533103000.0,-241034000.0,582608000.0,698236000.0,0.0,8216129000.0,,0.0,,73362000.0,34439000.0,237466000.0,1262460000.0,,729034000.0,1166958000.0,6878340000.0,409889000.0,149809000.0,-5061739000.0,3690391000.0,416722000.0,9970683000.0,2639739000.0,1756521000.0,4408016000.0,2639739000.0,2639739000.0,7330944000.0,9970683000.0,6951702000.0,2922928000.0,0.0,-273617000.0
Alpha Natural Resources Inc ,ANR,,1301063,2015.0,Q1,,2015-03-31,2015-05-06 14:30:46+00:00,203276000.0,249266000.0,563842000.0,-287697000.0,551828000.0,476295000.0,0.0,8213227000.0,,0.0,,82264000.0,3142018000.0,244563000.0,1343649000.0,,772410000.0,1240164000.0,7182983000.0,460728000.0,169299000.0,-4593549000.0,176795000.0,421128000.0,10169447000.0,3058386000.0,1560551000.0,943913000.0,3058386000.0,3058386000.0,7111061000.0,10169447000.0,7265247000.0,6167148000.0,0.0,-273595000.0
