company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Digital Realty Trust Inc,DLR,,1297996,2009.0,FY,,2009-12-31,2010-08-12 16:21:21+00:00,-27947000.0,72320000.0,0.0,1156475000.0,21073000.0,,250077000.0,1578897000.0,2875572000.0,75806000.0,68270000.0,488207000.0,,69311000.0,188233000.0,,37810000.0,-231871000.0,205547000.0,3745059000.0,896657000.0,1558995000.0,1634801000.0,2110258000.0,3745059000.0,662338000.0,
Digital Realty Trust Inc,DLR,,1297996,2010.0,Q2,,2010-06-30,2010-08-12 16:21:21+00:00,-65747000.0,342623000.0,0.0,1645874000.0,20477000.0,,291181000.0,2113082000.0,3266333000.0,76779000.0,62882000.0,544604000.0,,85060000.0,196491000.0,,35814000.0,-287331000.0,11628000.0,4501032000.0,1292796000.0,1955110000.0,2031889000.0,2469143000.0,4501032000.0,662314000.0,
Digital Realty Trust Inc,DLR,,1297996,2011.0,FY,,2011-12-31,2013-02-28 17:28:11+00:00,-55880000.0,40631000.0,0.0,2497708000.0,29849000.0,,365082000.0,2665104000.0,4908823000.0,57494000.0,101538000.0,699016000.0,569781000.0,85819000.0,390588000.0,,55165000.0,-488692000.0,275106000.0,6098566000.0,2522917000.0,2522917000.0,2580411000.0,3518155000.0,6098566000.0,,
Digital Realty Trust Inc,DLR,,1297996,2011.0,Q1,,2011-03-31,2011-05-09 16:55:31+00:00,,,,,,,,,,,,,2039073000.0,,,,,,,,2039073000.0,2039073000.0,2039073000.0,,2039073000.0,,
Digital Realty Trust Inc,DLR,,1297996,2012.0,FY,,2012-12-31,2014-02-28 21:05:59+00:00,-12191000.0,56281000.0,0.0,3563889000.0,30621000.0,,560260000.0,2796997000.0,7118014000.0,30079000.0,154171000.0,1009988000.0,119348000.0,148233000.0,739861000.0,,44050000.0,-656104000.0,1481568000.0,8819214000.0,3014942000.0,3468305000.0,3498384000.0,5320830000.0,8819214000.0,453363000.0,
Digital Realty Trust Inc,DLR,,1297996,2013.0,FY,,2013-12-31,2015-03-02 17:07:00+00:00,10691000.0,56808000.0,0.0,3690216000.0,36475000.0,,541720000.0,3216240000.0,7808472000.0,35996000.0,122961000.0,1142993000.0,,130269000.0,765196000.0,,40362000.0,-785222000.0,1745652000.0,9626830000.0,2915685000.0,3610516000.0,3646512000.0,5980318000.0,9626830000.0,694831000.0,
Digital Realty Trust Inc,DLR,,1297996,2013.0,Q3,,2013-09-30,2013-11-12 17:10:04+00:00,-10327000.0,55118000.0,0.0,3686947000.0,39132000.0,,538891000.0,3332110000.0,7583375000.0,37087000.0,178730000.0,1156053000.0,,133625000.0,652720000.0,,42457000.0,-728012000.0,1448287000.0,9426041000.0,2948608000.0,3643482000.0,3680569000.0,5745472000.0,9426041000.0,694874000.0,22030000.0
Digital Realty Trust Inc,DLR,,1297996,2013.0,Q1,,2013-03-31,2013-05-08 17:11:52+00:00,-72473000.0,42130000.0,0.0,3678349000.0,33393000.0,,553463000.0,3387645000.0,7217864000.0,36321000.0,152626000.0,1080713000.0,,141257000.0,613537000.0,,43929000.0,-713612000.0,1294479000.0,8971492000.0,2892264000.0,3345627000.0,3381948000.0,5589544000.0,8971492000.0,453363000.0,
Digital Realty Trust Inc,DLR,,1297996,2014.0,FY,,2014-12-31,2015-11-06 17:06:55+00:00,-45046000.0,34814000.0,0.0,3971788000.0,30821000.0,,495567000.0,3170576000.0,7621362000.0,35982000.0,108478000.0,1326158000.0,,830941000.0,,,18062000.0,-1096607000.0,1502551000.0,9526784000.0,2830135000.0,3878256000.0,3914238000.0,5612546000.0,9526784000.0,1048121000.0,
Digital Realty Trust Inc,DLR,,1297996,2014.0,Q3,,2014-09-30,2014-11-07 17:09:14+00:00,-20470000.0,36528000.0,0.0,3966224000.0,33761000.0,,503720000.0,3252520000.0,7886290000.0,41452000.0,119696000.0,1247722000.0,353300000.0,1112894000.0,648314000.0,,13986000.0,-931777000.0,485023000.0,9722007000.0,3367277000.0,4062108000.0,4103560000.0,5618447000.0,9722007000.0,694831000.0,
Digital Realty Trust Inc,DLR,,1297996,2014.0,Q2,,2014-06-30,2014-08-07 17:12:55+00:00,14962000.0,80926000.0,,3957177000.0,36914000.0,,517801000.0,3449764000.0,7966201000.0,42559000.0,161500000.0,1253743000.0,,118432000.0,636783000.0,,39778000.0,-928626000.0,1409471000.0,9910231000.0,3043513000.0,4091722000.0,4134281000.0,5775950000.0,9910231000.0,1048209000.0,
Digital Realty Trust Inc,DLR,,1297996,2015.0,FY,,2015-12-31,2016-09-28 17:02:03+00:00,-96590000.0,57053000.0,0.0,4656676000.0,1426863000.0,330664000.0,32698000.0,4041789000.0,8114732000.0,36370000.0,138347000.0,1471248000.0,,842177000.0,,,18009000.0,-1350089000.0,1892452000.0,11451267000.0,3209997000.0,4500132000.0,4536502000.0,6914765000.0,11451267000.0,1290135000.0,
Digital Realty Trust Inc,DLR,,1297996,2015.0,Q3,,2015-09-30,2015-11-06 17:06:55+00:00,-87988000.0,22998000.0,0.0,3979296000.0,29173000.0,,436441000.0,3121346000.0,7483961000.0,40172000.0,107704000.0,1515940000.0,,95524000.0,513555000.0,,12500000.0,-1185633000.0,1627233000.0,9501013000.0,2705675000.0,3995479000.0,4035651000.0,5465362000.0,9501013000.0,1289804000.0,
Digital Realty Trust Inc,DLR,,1297996,2015.0,Q2,,2015-06-30,2015-08-06 17:28:01+00:00,-67324000.0,59152000.0,0.0,3975749000.0,30203000.0,,458165000.0,3230715000.0,7550648000.0,42348000.0,109005000.0,1478447000.0,,101753000.0,516232000.0,,9394000.0,-1108701000.0,1738111000.0,9586009000.0,2799724000.0,3847845000.0,3890193000.0,5695816000.0,9586009000.0,1048121000.0,
Digital Realty Trust Inc,DLR,,1297996,2015.0,Q1,,2015-03-31,2015-05-08 17:11:31+00:00,-91562000.0,37329000.0,0.0,3969196000.0,28243000.0,,469674000.0,3048999000.0,7528516000.0,42404000.0,108244000.0,1332730000.0,,100462000.0,523948000.0,,11934000.0,-1110298000.0,1768912000.0,9408426000.0,2767336000.0,3815457000.0,3857861000.0,5550565000.0,9408426000.0,1048121000.0,
Digital Realty Trust Inc,DLR,,1297996,2016.0,FY,,2016-12-31,2018-02-28 21:30:27+00:00,-135605000.0,10528000.0,0.0,5766079000.0,,752970000.0,1544559000.0,4157037000.0,8345838000.0,36282000.0,168111000.0,1527182000.0,,84498000.0,969072000.0,0.0,11508000.0,-1547420000.0,1681570000.0,12192585000.0,4083054000.0,5096015000.0,5132297000.0,7060288000.0,12192585000.0,1012961000.0,
Digital Realty Trust Inc,DLR,,1297996,2016.0,Q3,,2016-09-30,2016-11-09 16:50:52+00:00,-131939000.0,36445000.0,0.0,5760919000.0,1526563000.0,780100000.0,24554000.0,4350185000.0,8394310000.0,37927000.0,163787000.0,1525379000.0,,89708000.0,823905000.0,,11685000.0,-1483220000.0,1674802000.0,12299035000.0,4145760000.0,5158721000.0,5196648000.0,7102387000.0,12299035000.0,1012961000.0,
Digital Realty Trust Inc,DLR,,1297996,2016.0,Q2,,2016-06-30,2016-08-09 17:22:48+00:00,-129657000.0,33241000.0,0.0,4670609000.0,1331275000.0,,26785000.0,4501281000.0,7986882000.0,35822000.0,128802000.0,1895895000.0,,103915000.0,598610000.0,,18297000.0,-1541265000.0,1634125000.0,11292375000.0,2999687000.0,4289820000.0,4325642000.0,6966733000.0,11292375000.0,1290133000.0,
Digital Realty Trust Inc,DLR,,1297996,2017.0,FY,,2017-12-31,2019-02-25 17:29:13+00:00,-108432000.0,51000.0,0.0,11263505000.0,,3389595000.0,3183181000.0,6677339000.0,13113519000.0,700369000.0,217898000.0,1704869000.0,,254498000.0,1179979000.0,53902000.0,13130000.0,-2055552000.0,1971279000.0,21404345000.0,9099521000.0,10349081000.0,11049450000.0,10300993000.0,21404345000.0,1249560000.0,
Digital Realty Trust Inc,DLR,,1297996,2017.0,Q3,,2017-09-30,2017-11-09 16:48:57+00:00,-116732000.0,192578000.0,0.0,11251910000.0,3052277000.0,3384394000.0,178190000.0,6913108000.0,12795273000.0,704144000.0,223536000.0,1612033000.0,,262392000.0,1024394000.0,64509000.0,17753000.0,-1915586000.0,1571136000.0,21232498000.0,9219592000.0,10469279000.0,11173423000.0,9994566000.0,21232498000.0,1249687000.0,
Digital Realty Trust Inc,DLR,,1297996,2017.0,Q2,,2017-06-30,2017-08-09 17:11:18+00:00,-110709000.0,22383000.0,0.0,5993364000.0,1494083000.0,778862000.0,19716000.0,4354075000.0,8705005000.0,34479000.0,181007000.0,1540591000.0,,79048000.0,850602000.0,,18931000.0,-1722610000.0,2083545000.0,12579571000.0,4160045000.0,4996815000.0,5031294000.0,7548277000.0,12579571000.0,836770000.0,
Digital Realty Trust Inc,DLR,,1297996,2017.0,Q1,,2017-03-31,2017-05-10 16:14:01+00:00,-122540000.0,,,5770675000.0,1501843000.0,,20826000.0,4131195000.0,8532438000.0,38982000.0,171692000.0,2258748000.0,,81711000.0,804371000.0,,10447000.0,-1629633000.0,2070134000.0,12324302000.0,4018502000.0,5031463000.0,5070445000.0,7259103000.0,12329548000.0,1012961000.0,
Digital Realty Trust Inc,DLR,,1297996,2018.0,FY,,2018-12-31,2020-03-02 17:20:37+00:00,-115647000.0,126700000.0,,11357802000.0,,4348007000.0,3264154000.0,8274840000.0,14319707000.0,999566000.0,209311000.0,1708127000.0,,200113000.0,1381750000.0,15832000.0,,-2633071000.0,2826639000.0,23766695000.0,8609084000.0,9858644000.0,10858210000.0,12892653000.0,23766695000.0,1249560000.0,
Digital Realty Trust Inc,DLR,,1297996,2018.0,Q3,,2018-09-30,2018-11-02 16:41:46+00:00,-103201000.0,46242000.0,0.0,11335084000.0,,3373342000.0,2869285000.0,7236613000.0,13478265000.0,737208000.0,233667000.0,1686908000.0,,208202000.0,1059355000.0,17553000.0,8068000.0,-2455189000.0,1943258000.0,21462110000.0,8776694000.0,10026254000.0,10763462000.0,10681095000.0,21462110000.0,1249560000.0,
Digital Realty Trust Inc,DLR,,1297996,2018.0,Q2,,2018-06-30,2018-08-07 16:51:54+00:00,-107070000.0,17589000.0,0.0,11312179000.0,,3378325000.0,2973359000.0,7262329000.0,13395253000.0,656550000.0,207292000.0,1637454000.0,,216520000.0,1031794000.0,52805000.0,9443000.0,-2314291000.0,1843755000.0,21411423000.0,8890818000.0,10140378000.0,10796928000.0,10561690000.0,21411423000.0,1249560000.0,
Digital Realty Trust Inc,DLR,,1297996,2018.0,Q1,,2018-03-31,2018-05-08 16:42:06+00:00,-103974000.0,22370000.0,0.0,11285534000.0,,3405110000.0,3094134000.0,6767093000.0,13347111000.0,682693000.0,207859000.0,1705862000.0,,227441000.0,1012490000.0,49871000.0,7330000.0,-2177269000.0,2380619000.0,21581917000.0,9004291000.0,10253851000.0,10936544000.0,10595502000.0,21581917000.0,1249560000.0,
