company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Digital Realty Trust Inc,DLR,,1297996,2008.0,FY,2008-01-01,2008-12-31,2011-03-25 16:12:36+00:00,,,2198000.0,144678000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Realty Trust Inc,DLR,,1297996,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 21:46:42+00:00,0.0,54488000.0,785000.0,81820000.0,156828000.0,14095000.0,,-22284000.0,83750000.0,987957000.0,0.0,235086000.0,-519909000.0,283809000.0,235086000.0,-519909000.0,283809000.0,-1014000.0,91234000.0,91234000.0,2961000.0,-3661000.0,-4850000.0,,-150188000.0,582000.0,-533346000.0,-682772000.0,,0.0,4192000.0
Digital Realty Trust Inc,DLR,,1297996,2009.0,Q4,2009-10-01,2009-12-31,,,54488000.0,-581000.0,-33990000.0,156828000.0,14095000.0,,-22284000.0,83750000.0,987957000.0,,235086000.0,-519909000.0,283809000.0,235086000.0,-519909000.0,283809000.0,-1014000.0,91234000.0,91234000.0,2961000.0,-3661000.0,-4850000.0,,-150188000.0,582000.0,-533346000.0,-682772000.0,,,4192000.0
Digital Realty Trust Inc,DLR,,1297996,2009.0,Q3,2009-07-01,2009-09-30,,,-26329000.0,877000.0,77717000.0,-74632000.0,-6884000.0,,560000.0,-83750000.0,-553818000.0,,-113648000.0,261148000.0,-143326000.0,-113648000.0,261148000.0,-143482000.0,4018000.0,-42392000.0,-42392000.0,-428000.0,-16370000.0,4594000.0,,100411000.0,-105000.0,267054000.0,439879000.0,,,-3616000.0
Digital Realty Trust Inc,DLR,,1297996,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 17:09:17+00:00,,,1366000.0,115810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Realty Trust Inc,DLR,,1297996,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-12 16:21:21+00:00,0.0,26329000.0,489000.0,38093000.0,74632000.0,6884000.0,,-560000.0,83750000.0,553818000.0,,113648000.0,-261148000.0,143326000.0,113648000.0,-261148000.0,143482000.0,-4018000.0,42392000.0,42392000.0,428000.0,16370000.0,-4594000.0,,-100411000.0,105000.0,-267054000.0,-439879000.0,,,3616000.0
Digital Realty Trust Inc,DLR,,1297996,2010.0,Q2TTM,2009-07-01,2010-06-30,,-25000000.0,61100000.0,991000.0,93020000.0,176136000.0,9029000.0,,-51744000.0,461868000.0,843057000.0,,835155000.0,-845247000.0,283555000.0,835155000.0,-845247000.0,283399000.0,273307000.0,94330000.0,94330000.0,2960000.0,462987000.0,-3959000.0,,-191568000.0,773000.0,-826887000.0,-741189000.0,,,1570000.0
Digital Realty Trust Inc,DLR,,1297996,2010.0,Q2,2010-04-01,2010-06-30,,-25000000.0,32941000.0,347000.0,4831000.0,93940000.0,1818000.0,,-30020000.0,461868000.0,408918000.0,,713717000.0,-586486000.0,143072000.0,713717000.0,-586486000.0,143072000.0,270303000.0,45488000.0,45488000.0,427000.0,483018000.0,-3703000.0,,-141791000.0,296000.0,-560595000.0,-498296000.0,,,994000.0
Digital Realty Trust Inc,DLR,,1297996,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 16:55:31+00:00,,,348000.0,44462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Realty Trust Inc,DLR,,1297996,2011.0,Q3,2011-07-01,2011-09-30,,-7842000.0,20239000.0,976000.0,108214000.0,62979000.0,3630000.0,,-16421000.0,240036000.0,-1311000.0,287500000.0,181121000.0,-260664000.0,90375000.0,181121000.0,-260664000.0,90375000.0,10832000.0,37689000.0,37689000.0,-14316000.0,871046000.0,-5699000.0,,-77683000.0,205000.0,-255771000.0,-1129020000.0,,-9447000.0,5018000.0
Digital Realty Trust Inc,DLR,,1297996,2011.0,Q2TTM,2010-07-01,2011-06-30,,22776000.0,83472000.0,2543000.0,250360000.0,231355000.0,9207000.0,,24930000.0,331569000.0,645924000.0,,761832000.0,-1482117000.0,405680000.0,761832000.0,-1482235000.0,405680000.0,-314723000.0,137164000.0,137164000.0,-70208000.0,1155429000.0,-27751000.0,,-266036000.0,-1033000.0,-1491652000.0,-938304000.0,,-166750000.0,5303000.0
