company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,restructuringcharge,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Digital Realty Trust Inc,DLR,,1297996,2008.0,FY,2008-01-01,2008-12-31,2011-03-25 16:12:36+00:00,,,,,,,,,-700000.0,-700000.0,-700000.0,,,,,,,,,,,,,,700000.0,,,700000.0,,-700000.0,,,,,
Digital Realty Trust Inc,DLR,,1297996,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 21:46:42+00:00,0.62,0.62,198052000.0,0.61,,1038000.0,753000.0,88442000.0,91234000.0,91234000.0,47258000.0,3712000.0,-87689000.0,174038000.0,0.0,,,2172000.0,,,636080000.0,85086000.0,1062000.0,40404000.0,2177000.0,88442000.0,753000.0,459353000.0,637142000.0,90100000.0,549453000.0,,76200000.0,75950370.0,77020890.0
Digital Realty Trust Inc,DLR,,1297996,2009.0,Q2,2009-04-01,2009-06-30,2010-08-12 16:21:21+00:00,0.13,0.13,49183000.0,0.13,,292000.0,403000.0,22495000.0,21203000.0,21203000.0,10271000.0,831000.0,-22092000.0,42301000.0,0.0,,,741000.0,,,154924000.0,20595000.0,83000.0,10101000.0,82000.0,22495000.0,403000.0,112161000.0,155007000.0,20754000.0,132915000.0,,79000000.0,76121380.0,76851202.0
Digital Realty Trust Inc,DLR,,1297996,2010.0,Q4,2010-10-01,2010-12-31,,0.47,0.25,3927000.0,0.24,,97000.0,-106000.0,-2414000.0,18356000.0,18356000.0,-3254000.0,1615000.0,2308000.0,-5371000.0,-297000.0,,18833000.0,3238000.0,,,-4870000.0,-10935000.0,371000.0,1162000.0,-5324000.0,-2414000.0,-106000.0,-17703000.0,-4796000.0,15215000.0,-2488000.0,,84500000.0,84275498.0,86013471.0
Digital Realty Trust Inc,DLR,,1297996,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:28:11+00:00,0.69,0.69,263903000.0,0.68,,1851000.0,616000.0,137384000.0,105412000.0,105412000.0,58339000.0,3118000.0,-136768000.0,250225000.0,-3529000.0,,,5254000.0,,,865030000.0,101529000.0,371000.0,43955000.0,7438000.0,137384000.0,616000.0,623095000.0,861872000.0,102009000.0,725104000.0,,84500000.0,84275498.0,86013471.0
Digital Realty Trust Inc,DLR,,1297996,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.22,0.44,259976000.0,0.44,,1754000.0,722000.0,139798000.0,87056000.0,87056000.0,61593000.0,1503000.0,-139076000.0,255596000.0,-3232000.0,,-18833000.0,2016000.0,,,869900000.0,112464000.0,,42793000.0,12762000.0,139798000.0,722000.0,640798000.0,866668000.0,86794000.0,727592000.0,,389600000.0,180724105.0,185180023.0
Digital Realty Trust Inc,DLR,,1297996,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 17:11:46+00:00,0.11,0.22,119720000.0,0.22,,1068000.0,68000.0,66324000.0,39804000.0,39804000.0,18742000.0,860000.0,-66256000.0,107870000.0,-2127000.0,,,955000.0,,,394928000.0,55608000.0,0.0,20202000.0,3430000.0,66324000.0,68000.0,286628000.0,392801000.0,39917000.0,326545000.0,,170400000.0,166691976.0,171650952.0
Digital Realty Trust Inc,DLR,,1297996,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.11,0.22,119720000.0,0.22,,1068000.0,68000.0,66324000.0,39804000.0,39804000.0,18742000.0,860000.0,-66256000.0,107870000.0,-2127000.0,,,955000.0,,,394928000.0,55608000.0,,20202000.0,3430000.0,66324000.0,68000.0,286628000.0,392801000.0,39917000.0,326545000.0,,170400000.0,166691976.0,171650952.0
Digital Realty Trust Inc,DLR,,1297996,2011.0,Q4,2011-10-01,2011-12-31,,0.67,-0.32,-72353000.0,-0.29,,-2053000.0,-2084000.0,-36304000.0,-29504000.0,8724000.0,-29971000.0,1699000.0,-4734000.0,-72189000.0,-3289000.0,-38228000.0,,3329000.0,39334000.0,380000.0,-14476000.0,150802000.0,28389000.0,-1232000.0,-3712000.0,3030000.0,-1704000.0,2548000.0,10624000.0,3342000.0,5890000.0,,98400000.0,98405375.0,99169749.0
Digital Realty Trust Inc,DLR,,1297996,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 21:05:59+00:00,1.33,1.33,310425000.0,1.32,,-42000.0,3260000.0,149350000.0,162126000.0,162126000.0,130868000.0,5861000.0,-146090000.0,307922000.0,-1088000.0,,,4952000.0,,,1032522000.0,134399000.0,30188000.0,25397000.0,5654000.0,149350000.0,3260000.0,758400000.0,1061622000.0,157132000.0,915532000.0,,98400000.0,98405375.0,99169749.0
Digital Realty Trust Inc,DLR,,1297996,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 16:15:39+00:00,0.32,0.64,158094000.0,0.62,,922000.0,4436000.0,74156000.0,75378000.0,75378000.0,65237000.0,1269000.0,-69720000.0,164328000.0,1378000.0,,,1390000.0,,,545748000.0,74014000.0,1204000.0,8872000.0,7264000.0,74156000.0,4436000.0,403700000.0,548330000.0,74910000.0,478610000.0,,203900000.0,205657515.0,208305729.0
