company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashdividendspershare,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Huntington Bancshares Inc,HBAN,,49196,2008.0,FY,2008-01-02,2008-12-31,2011-02-18 17:09:05+00:00,,,-69625000.0,1282877000.0,244860000.0,,92976000.0,0.0,2752405000.0,1947625000.0,297801000.0,-2699708000.0,1237329000.0,,297801000.0,-2699708000.0,1237329000.0,-1164578000.0,195142000.0,-113806000.0,-113806000.0,-44164000.0,-1073000.0,,-302850000.0,1057463000.0,-4151859000.0,-59945000.0,-4293448000.0,,0.0,1512096000.0
Huntington Bancshares Inc,HBAN,,49196,2009.0,Q4,2009-10-01,2009-12-31,,,,-224644000.0,183426000.0,67568000.0,,-1674515000.0,-17000.0,1108000.0,,-417369000.0,-71109000.0,127714000.0,,-417369000.0,-71109000.0,127714000.0,-360764000.0,664488000.0,-369687000.0,-369687000.0,1210357000.0,-2627827000.0,11097000.0,-30855000.0,893991000.0,-1312598000.0,-16551000.0,1575734000.0,,,1246943000.0
Huntington Bancshares Inc,HBAN,,49196,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 16:43:58+00:00,,,112412000.0,869503000.0,228041000.0,,856112000.0,1135645000.0,805594000.0,,305775000.0,-1595361000.0,1966262000.0,,305775000.0,-1595361000.0,1966262000.0,676676000.0,2559633000.0,-3094179000.0,-3094179000.0,1901617000.0,-198000.0,,-162288000.0,2074671000.0,-8706212000.0,-49223000.0,-4032611000.0,0.0,0.0,7160074000.0
Huntington Bancshares Inc,HBAN,,49196,2009.0,Q3,2009-07-01,2009-09-30,,,,1648000.0,200638000.0,54865000.0,,-25446000.0,587335000.0,5203000.0,,1308784000.0,-1809261000.0,289981000.0,,1308784000.0,-1809261000.0,289981000.0,-210496000.0,662635000.0,-166190000.0,-166190000.0,-48384000.0,-85000.0,,-30748000.0,475136000.0,-4091799000.0,-11576000.0,84444000.0,,,2294114000.0
Huntington Bancshares Inc,HBAN,,49196,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 16:10:55+00:00,,,112232000.0,686077000.0,160473000.0,,818403000.0,1135662000.0,804486000.0,,723144000.0,-1524252000.0,1838548000.0,,723144000.0,-1524252000.0,1838548000.0,1037440000.0,1895145000.0,-2724492000.0,-2724492000.0,2403484000.0,-157000.0,,-131433000.0,1180680000.0,-7393614000.0,-32672000.0,-2980559000.0,,,5902034000.0
Huntington Bancshares Inc,HBAN,,49196,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 15:50:57+00:00,,,110584000.0,485439000.0,105608000.0,,843849000.0,548327000.0,799283000.0,,-585640000.0,285009000.0,1548567000.0,,-585640000.0,285009000.0,1548567000.0,1247936000.0,1232510000.0,-2558302000.0,-2558302000.0,2451868000.0,-72000.0,,-100685000.0,705544000.0,-3301815000.0,-21096000.0,-3065003000.0,,,3607920000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q4,2010-10-01,2010-12-31,,,,269919000.0,117683000.0,77116000.0,,-46727000.0,886172000.0,593566000.0,,676223000.0,-942268000.0,-25293000.0,,676223000.0,-942268000.0,-25293000.0,-291338000.0,789753000.0,122900000.0,122900000.0,-265555000.0,16000.0,,-39525000.0,86973000.0,-3179676000.0,-22249000.0,-155688000.0,,-1398071000.0,2259657000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,FY,2010-01-01,2010-12-31,2013-02-15 15:15:19+00:00,0.0,,121401000.0,552955000.0,286186000.0,,-101747000.0,886172000.0,1937067000.0,,1262505000.0,-2776784000.0,840823000.0,,1262505000.0,-2776784000.0,840823000.0,-673456000.0,1353227000.0,312347000.0,312347000.0,-290510000.0,-47000.0,,-136499000.0,634547000.0,-11534342000.0,-68200000.0,-1379344000.0,0.0,-1398071000.0,8825758000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-31 13:53:16+00:00,,,-148518000.0,435272000.0,209070000.0,,-55020000.0,,1343501000.0,,586282000.0,-1834516000.0,866116000.0,,586282000.0,-1834516000.0,866116000.0,-382118000.0,563474000.0,189447000.0,189447000.0,-24955000.0,-63000.0,,-96974000.0,547574000.0,-8354666000.0,-45951000.0,-1223656000.0,0.0,,6566101000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q3TTM,2009-10-01,2010-09-30,,,,-148338000.0,618698000.0,276638000.0,,-17311000.0,-17000.0,1344609000.0,,168913000.0,-1905625000.0,993830000.0,,168913000.0,-1905625000.0,993830000.0,-742882000.0,1227962000.0,-180240000.0,-180240000.0,-526822000.0,-104000.0,,-127829000.0,1441565000.0,-9667264000.0,-62502000.0,-2275708000.0,,,7824141000.0
