company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Huntington Bancshares Inc,HBAN,,49196,2010.0,FY,,2010-12-31,2012-02-17 16:43:58+00:00,1249008000.0,-197496000.0,847888000.0,,7638735000.0,,444268000.0,228620000.0,34637147000.0,135038000.0,38106507000.0,793285000.0,3813827000.0,36857499000.0,491602000.0,7216751000.0,3940794000.0,362507000.0,1130643000.0,-2814433000.0,2040732000.0,53819642000.0,4980542000.0,4980542000.0,4980542000.0,48839100000.0,53819642000.0,,10080648000.0,-8771000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q2,,2010-06-30,2011-08-08 14:42:38+00:00,1402160000.0,-84398000.0,1125776000.0,,6746244000.0,,444268000.0,258811000.0,,289468000.0,36969695000.0,777843000.0,4364942000.0,35567535000.0,492859000.0,39848507000.0,3903702000.0,1695940000.0,1025735000.0,-2910115000.0,1093218000.0,51770838000.0,5438436000.0,5438436000.0,5438436000.0,46332402000.0,51770838000.0,,8910576000.0,-9235000.0
Huntington Bancshares Inc,HBAN,,49196,2011.0,Q3,,2011-09-30,2011-10-31 13:53:16+00:00,1019710000.0,-80404000.0,2190276000.0,,7602742000.0,,444268000.0,188477000.0,,105454000.0,39011894000.0,334606000.0,2972968000.0,37992184000.0,543324000.0,43219727000.0,3722627000.0,362507000.0,1160547000.0,-2474205000.0,2224986000.0,54978707000.0,5400479000.0,5400479000.0,5400479000.0,49578228000.0,54978707000.0,0.0,9457491000.0,-10161000.0
Huntington Bancshares Inc,HBAN,,49196,2011.0,Q2,,2011-06-30,2011-08-08 14:42:38+00:00,1071126000.0,-122543000.0,983882000.0,,7596891000.0,,444268000.0,201864000.0,,116698000.0,39126452000.0,224860000.0,3351932000.0,38055326000.0,528590000.0,41402355000.0,3625586000.0,362507000.0,1020163000.0,-2574855000.0,2022946000.0,53050039000.0,5252643000.0,5252643000.0,5252643000.0,47797396000.0,53050039000.0,,8868965000.0,-9357000.0
Huntington Bancshares Inc,HBAN,,49196,2015.0,FY,,2015-12-31,2017-02-22 06:37:21+00:00,597843000.0,-226158000.0,847156000.0,0.0,7046472000.0,,676869000.0,54978000.0,38814995000.0,51838000.0,50341099000.0,,7041364000.0,49743256000.0,620540000.0,16479984000.0,3577015000.0,386291000.0,1472073000.0,-594067000.0,615279000.0,71018301000.0,6594606000.0,6594606000.0,6594606000.0,64423695000.0,71018301000.0,,15446649000.0,-17932000.0
Huntington Bancshares Inc,HBAN,,49196,2016.0,FY,,2016-12-31,2018-02-16 17:01:33+00:00,638000000.0,-401000000.0,1385000000.0,0.0,9892000000.0,,1993000000.0,402000000.0,52772000000.0,58000000.0,66962000000.0,,8309000000.0,66324000000.0,816000000.0,22836000000.0,4720000000.0,,1796000000.0,-227000000.0,3693000000.0,99714000000.0,9237000000.0,10308000000.0,10308000000.0,89406000000.0,99714000000.0,1071000000.0,24016000000.0,-27000000.0
Huntington Bancshares Inc,HBAN,,49196,2016.0,Q3,,2016-09-30,2016-11-08 16:05:23+00:00,616898000.0,-172175000.0,1661939000.0,,9874026000.0,,2004348000.0,428774000.0,,51113000.0,66304466000.0,,8998571000.0,65687568000.0,828440000.0,77405096000.0,4880901000.0,1071227000.0,1826862000.0,-359380000.0,2148118000.0,100765412000.0,10386765000.0,10386765000.0,10386765000.0,90378647000.0,100765412000.0,,25222329000.0,-26933000.0
Huntington Bancshares Inc,HBAN,,49196,2016.0,Q2,,2016-06-30,2016-07-29 13:41:36+00:00,623064000.0,-134042000.0,867180000.0,,7082264000.0,,676869000.0,47666000.0,,44896000.0,52543421000.0,,7929820000.0,51920357000.0,596642000.0,55043465000.0,3666522000.0,971278000.0,1516683000.0,-390838000.0,1956745000.0,73954017000.0,7507304000.0,7507304000.0,7507304000.0,66446713000.0,73954017000.0,,16133885000.0,-21358000.0
Huntington Bancshares Inc,HBAN,,49196,2017.0,FY,,2017-12-31,2019-02-15 16:06:44+00:00,691000000.0,-528000000.0,1212000000.0,0.0,9718000000.0,308000000.0,1993000000.0,584000000.0,55495000000.0,47000000.0,70117000000.0,,9206000000.0,69426000000.0,864000000.0,21546000000.0,4617000000.0,,2068000000.0,588000000.0,5056000000.0,104185000000.0,9743000000.0,10814000000.0,10814000000.0,93371000000.0,104185000000.0,1071000000.0,25134000000.0,-35000000.0
Huntington Bancshares Inc,HBAN,,49196,2017.0,Q3,,2017-09-30,2017-10-30 17:19:17+00:00,675486000.0,-369963000.0,1193738000.0,,9831444000.0,,1992849000.0,359844000.0,,50090000.0,68587296000.0,,9200707000.0,67911810000.0,853290000.0,78445113000.0,4744823000.0,,1813908000.0,201215000.0,1829549000.0,101988126000.0,9627563000.0,10698849000.0,10698849000.0,91289277000.0,101988126000.0,1071286000.0,24881682000.0,-35133000.0
