company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Huntington Bancshares Inc,HBAN,,49196,2017.0,Q2,,2017-06-30,2017-07-31 07:17:38+00:00,667996000.0,-350357000.0,1515476000.0,,9930984000.0,,1992849000.0,373861000.0,,77148000.0,68059310000.0,,8536471000.0,67391314000.0,855347000.0,75933373000.0,4690057000.0,,1729876000.0,33557000.0,4552877000.0,101406779000.0,9582896000.0,10654182000.0,10654182000.0,90752597000.0,101406779000.0,1071286000.0,24510727000.0,-31288000.0
Huntington Bancshares Inc,HBAN,,49196,2017.0,Q1,,2017-03-31,2017-04-28 15:57:54+00:00,672580000.0,-390860000.0,1308813000.0,,9909789000.0,,1992849000.0,388103000.0,,63055000.0,67098269000.0,,9279140000.0,66425689000.0,852582000.0,77422510000.0,4691270000.0,,1643279000.0,-126244000.0,1263430000.0,100045506000.0,9365920000.0,10437147000.0,10437147000.0,89608359000.0,100045506000.0,1071227000.0,24323145000.0,-26765000.0
Huntington Bancshares Inc,HBAN,,49196,2018.0,FY,,2018-12-31,2020-02-14 16:31:44+00:00,772000000.0,-609000000.0,1108000000.0,0.0,9192000000.0,1564000000.0,1989000000.0,535000000.0,62991000000.0,53000000.0,74900000000.0,,8625000000.0,74128000000.0,790000000.0,21783000000.0,4795000000.0,,2263000000.0,1361000000.0,2017000000.0,108781000000.0,9899000000.0,11102000000.0,11102000000.0,97679000000.0,108781000000.0,1203000000.0,23819000000.0,-45000000.0
Huntington Bancshares Inc,HBAN,,49196,2018.0,Q3,,2018-09-30,2018-10-30 17:10:03+00:00,761000000.0,-790000000.0,1299000000.0,,9369000000.0,,1993000000.0,306000000.0,,43000000.0,73370000000.0,,9385000000.0,72609000000.0,827000000.0,81689000000.0,4943000000.0,,2296000000.0,1196000000.0,1348000000.0,105652000000.0,9731000000.0,10934000000.0,10934000000.0,94718000000.0,105652000000.0,1203000000.0,23632000000.0,-44000000.0
Huntington Bancshares Inc,HBAN,,49196,2018.0,Q2,,2018-06-30,2018-07-30 17:13:46+00:00,741000000.0,-730000000.0,1382000000.0,,10049000000.0,,1993000000.0,319000000.0,,41000000.0,72406000000.0,,9726000000.0,71665000000.0,840000000.0,79587000000.0,4975000000.0,,2131000000.0,990000000.0,2442000000.0,105358000000.0,10269000000.0,11472000000.0,11472000000.0,93886000000.0,105358000000.0,1203000000.0,24143000000.0,-40000000.0
Huntington Bancshares Inc,HBAN,,49196,2018.0,Q1,,2018-03-31,2018-04-30 07:48:20+00:00,721000000.0,-677000000.0,1069000000.0,,10036000000.0,,1993000000.0,333000000.0,,46000000.0,71163000000.0,,8618000000.0,70442000000.0,847000000.0,79471000000.0,4927000000.0,,1995000000.0,780000000.0,2854000000.0,104246000000.0,10105000000.0,11308000000.0,11308000000.0,92938000000.0,104246000000.0,1203000000.0,24589000000.0,-34000000.0
Huntington Bancshares Inc,HBAN,,49196,2019.0,FY,,2019-12-31,2020-05-01 16:40:34+00:00,783000000.0,-256000000.0,1045000000.0,,8816000000.0,125000000.0,1990000000.0,475000000.0,,102000000.0,75404000000.0,,9849000000.0,74621000000.0,763000000.0,82347000000.0,5245000000.0,,2405000000.0,2088000000.0,2606000000.0,109002000000.0,10592000000.0,11795000000.0,11795000000.0,97207000000.0,109002000000.0,1203000000.0,24636000000.0,-56000000.0
Huntington Bancshares Inc,HBAN,,49196,2019.0,Q3,,2019-09-30,2019-10-28 17:24:18+00:00,783000000.0,-175000000.0,1018000000.0,,8990000000.0,618000000.0,1990000000.0,455000000.0,,122000000.0,74892000000.0,,9874000000.0,74109000000.0,775000000.0,82395000000.0,5295000000.0,,2384000000.0,1946000000.0,2173000000.0,108735000000.0,10706000000.0,11909000000.0,11909000000.0,96826000000.0,108735000000.0,1203000000.0,24353000000.0,-55000000.0
Huntington Bancshares Inc,HBAN,,49196,2019.0,Q2,,2019-06-30,2019-07-29 17:15:50+00:00,774000000.0,-273000000.0,870000000.0,,9040000000.0,728000000.0,1990000000.0,481000000.0,,149000000.0,75033000000.0,,8973000000.0,74259000000.0,774000000.0,80882000000.0,5203000000.0,,2563000000.0,1750000000.0,4161000000.0,108247000000.0,10465000000.0,11668000000.0,11668000000.0,96579000000.0,108247000000.0,1203000000.0,23793000000.0,-52000000.0
Huntington Bancshares Inc,HBAN,,49196,2019.0,Q1,,2019-03-31,2019-04-29 17:29:31+00:00,764000000.0,-455000000.0,804000000.0,,9178000000.0,532000000.0,1990000000.0,513000000.0,,147000000.0,75079000000.0,,9400000000.0,74315000000.0,784000000.0,82155000000.0,5044000000.0,,2354000000.0,1551000000.0,2862000000.0,108203000000.0,10229000000.0,11432000000.0,11432000000.0,96771000000.0,108203000000.0,1203000000.0,24074000000.0,-45000000.0
Huntington Bancshares Inc,HBAN,,49196,2020.0,Q1,,2020-03-31,2020-05-01 16:40:34+00:00,1504000000.0,227000000.0,1431000000.0,,8738000000.0,336000000.0,1990000000.0,417000000.0,,137000000.0,78035000000.0,,9796000000.0,76531000000.0,743000000.0,86830000000.0,5976000000.0,,2676000000.0,1657000000.0,2826000000.0,113897000000.0,10566000000.0,11769000000.0,11769000000.0,102128000000.0,113897000000.0,1203000000.0,26336000000.0,-56000000.0
