company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,propertyliabilityinsuranceclaims,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Huntington Bancshares Inc,HBAN,,49196,2008.0,FY,2008-01-02,2008-12-31,2011-02-18 17:09:05+00:00,76894000.0,-0.44,-0.44,0.6625,931679000.0,-0.44,0.0,-182202000.0,247751000.0,2450110000.0,292691000.0,32664000.0,-113806000.0,-113806000.0,-160206000.0,1531691000.0,202393000.0,-197370000.0,100461000.0,184894000.0,349527000.0,528462000.0,9913000.0,46400000.0,22437000.0,1057463000.0,783546000.0,42261000.0,1266631000.0,2798322000.0,1477374000.0,707138000.0,-296008000.0,2238829000.0,191152000.0,364100000.0,366155000.0,366155000.0
Huntington Bancshares Inc,HBAN,,49196,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 16:43:58+00:00,68307000.0,-6.14,-6.14,0.04,674101000.0,-6.14,2606944000.0,-584004000.0,258792000.0,1944269000.0,137388000.0,33049000.0,-3094179000.0,-3094179000.0,-3268935000.0,1424287000.0,336485000.0,41239000.0,35081000.0,147769000.0,227889000.0,648154000.0,-53543000.0,174756000.0,113830000.0,2074671000.0,700482000.0,2366000.0,813855000.0,2238142000.0,4033443000.0,1005644000.0,-3678183000.0,2429931000.0,168482000.0,532400000.0,532802000.0,532802000.0
Huntington Bancshares Inc,HBAN,,49196,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 16:10:55+00:00,16995000.0,-0.33,-0.33,0.01,161593000.0,-0.33,0.0,-91172000.0,66311000.0,480016000.0,29434000.0,8259000.0,-166190000.0,-166190000.0,-195413000.0,362819000.0,84634000.0,16208000.0,7519000.0,69865000.0,56298000.0,144147000.0,38908000.0,29223000.0,23851000.0,475136000.0,172152000.0,,191027000.0,553846000.0,401097000.0,256052000.0,-257362000.0,618871000.0,25832000.0,592200000.0,589708000.0,589708000.0
Huntington Bancshares Inc,HBAN,,49196,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 15:50:57+00:00,17117000.0,-0.4,-0.4,0.01,176081000.0,-0.4,4231000.0,-12750000.0,61372000.0,491686000.0,37024000.0,7491000.0,-125095000.0,-125095000.0,-182546000.0,349899000.0,85722000.0,12246000.0,9946000.0,64327000.0,52062000.0,163650000.0,-46514000.0,57451000.0,48138000.0,413707000.0,171735000.0,,213105000.0,563004000.0,339982000.0,265945000.0,-137845000.0,615844000.0,25722000.0,456400000.0,459246000.0,459246000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q4,2010-10-01,2010-12-31,,15046000.0,0.05,0.05,0.01,92546000.0,0.05,,35048000.0,62030000.0,456847000.0,19380000.0,-4953000.0,122900000.0,122900000.0,39146000.0,415294000.0,96570000.0,-5830000.0,9414000.0,21514000.0,74725000.0,202188000.0,22032000.0,83754000.0,18989000.0,86973000.0,212184000.0,1071000.0,112997000.0,528291000.0,434593000.0,264220000.0,157948000.0,679514000.0,46348000.0,738500000.0,726934000.0,729532000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,FY,2010-01-01,2010-12-31,2013-02-15 15:15:19+00:00,60478000.0,0.19,0.19,0.04,439050000.0,0.19,,39964000.0,250745000.0,1865848000.0,84530000.0,56347000.0,312347000.0,312347000.0,140315000.0,1618805000.0,355596000.0,6001000.0,28799000.0,171300000.0,265814000.0,683147000.0,39049000.0,172032000.0,97548000.0,634547000.0,798973000.0,3007000.0,526587000.0,2145392000.0,1673805000.0,1041858000.0,352311000.0,2660663000.0,181410000.0,738500000.0,726934000.0,729532000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q3,2010-07-01,2010-09-30,2011-10-31 13:53:16+00:00,15145000.0,0.1,0.1,0.01,103380000.0,0.1,,29690000.0,64163000.0,460598000.0,20382000.0,20921000.0,100946000.0,100946000.0,71451000.0,409962000.0,86922000.0,2421000.0,9908000.0,50820000.0,60596000.0,170330000.0,12047000.0,29495000.0,23406000.0,119160000.0,208272000.0,945000.0,124707000.0,534669000.0,427309000.0,267143000.0,130636000.0,677105000.0,43572000.0,714500000.0,716911000.0,719567000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q3YTD,2010-01-01,2010-09-30,,45432000.0,0.14,0.14,0.03,346504000.0,0.14,,4916000.0,188715000.0,1409001000.0,65150000.0,61300000.0,189447000.0,189447000.0,101169000.0,1203511000.0,259026000.0,11831000.0,19385000.0,149786000.0,191089000.0,480959000.0,17017000.0,88278000.0,78559000.0,547574000.0,586789000.0,1936000.0,413590000.0,1617101000.0,1239212000.0,777638000.0,194363000.0,1981149000.0,135062000.0,714500000.0,716911000.0,719567000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q2YTD,2010-01-01,2010-06-30,,30287000.0,0.04,0.04,0.02,243124000.0,0.04,,-24774000.0,124552000.0,948403000.0,44768000.0,40379000.0,88501000.0,88501000.0,29718000.0,793549000.0,172104000.0,9410000.0,9477000.0,98966000.0,130493000.0,310629000.0,4970000.0,58783000.0,55153000.0,428414000.0,378517000.0,991000.0,288883000.0,1082432000.0,811903000.0,510495000.0,63727000.0,1304044000.0,91490000.0,644600000.0,716580000.0,719387000.0
Huntington Bancshares Inc,HBAN,,49196,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 14:42:38+00:00,15141000.0,0.03,0.03,0.01,114822000.0,0.03,,13319000.0,62473000.0,468570000.0,20660000.0,17682000.0,48764000.0,48764000.0,19338000.0,399656000.0,87643000.0,2980000.0,4610000.0,51517000.0,67432000.0,168323000.0,4970000.0,29426000.0,26067000.0,193406000.0,194875000.0,515000.0,135997000.0,535653000.0,413810000.0,269643000.0,62083000.0,669299000.0,46823000.0,644600000.0,716580000.0,719387000.0
