company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2008.0,FY,,2008-12-31,2010-02-18 16:46:35+00:00,579000000.0,423000000.0,,3134000000.0,-110000000.0,,,1140000000.0,,2834000000.0,,,,,,759000000.0,12138000000.0,,2241000000.0,,,9004000000.0,,,,2174000000.0,,,,595000000.0,595000000.0,,,,463000000.0,486000000.0,,,,,,4199000000.0,,,12384000000.0,6309000000.0,2158000000.0,1174000000.0,6309000000.0,6309000000.0,6075000000.0,12384000000.0,1222000000.0,4901000000.0,0.0,-614000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,FY,,2009-12-31,2011-02-10 17:16:56+00:00,548000000.0,465000000.0,,3908000000.0,-75000000.0,,,1014000000.0,,2905000000.0,,,,,,758000000.0,12824000000.0,,2037000000.0,,,8916000000.0,,,,2076000000.0,,,,199000000.0,442000000.0,,,,455000000.0,547000000.0,,,,,,3942000000.0,,,11807000000.0,6157000000.0,1678000000.0,990000000.0,6157000000.0,6157000000.0,5650000000.0,11807000000.0,1213000000.0,4660000000.0,0.0,-615000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q3,,2009-09-30,2009-10-29 12:08:39+00:00,397000000.0,348000000.0,,-3696000000.0,-82000000.0,,,926000000.0,,2889000000.0,,,138000000.0,,,758000000.0,12592000000.0,,2161000000.0,,,8896000000.0,,,,1905000000.0,,,,226000000.0,311000000.0,,,,481000000.0,565000000.0,,,,,,3966000000.0,,,11635000000.0,6158000000.0,1500000000.0,846000000.0,6158000000.0,6158000000.0,5477000000.0,11635000000.0,1239000000.0,4631000000.0,0.0,-615000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q2,,2009-06-30,2009-07-30 12:05:55+00:00,493000000.0,450000000.0,182000000.0,-3504000000.0,-91000000.0,187000000.0,0.0,956000000.0,0.0,2874000000.0,0.0,0.0,94000000.0,0.0,0.0,758000000.0,12385000000.0,0.0,2416000000.0,425000000.0,107000000.0,8881000000.0,0.0,0.0,0.0,1947000000.0,265000000.0,0.0,0.0,203000000.0,83000000.0,0.0,38000000.0,0.0,50000000.0,87000000.0,0.0,0.0,21000000.0,0.0,0.0,3891000000.0,0.0,0.0,11851000000.0,6059000000.0,1737000000.0,890000000.0,6059000000.0,6059000000.0,5792000000.0,11851000000.0,1233000000.0,4902000000.0,0.0,-615000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,FY,,2010-12-31,2012-02-09 11:46:41+00:00,927000000.0,556000000.0,,4392000000.0,-104000000.0,,,1081000000.0,,3036000000.0,,,,,,696000000.0,14656000000.0,,2272000000.0,,,10264000000.0,,,,2110000000.0,,,,201000000.0,495000000.0,,,,484000000.0,630000000.0,,,,,,4540000000.0,,,13282000000.0,6848000000.0,1838000000.0,1422000000.0,6848000000.0,6848000000.0,6434000000.0,13282000000.0,1180000000.0,5012000000.0,0.0,-624000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q3,,2010-09-30,2010-10-28 11:10:59+00:00,924000000.0,532000000.0,,4286000000.0,-155000000.0,,,1149000000.0,,2999000000.0,,,,,,696000000.0,14197000000.0,,2194000000.0,,,9911000000.0,,,,2187000000.0,,,,322000000.0,493000000.0,,,,479000000.0,554000000.0,,,,,,4520000000.0,,,13089000000.0,6737000000.0,2003000000.0,1417000000.0,6737000000.0,6737000000.0,6352000000.0,13089000000.0,1175000000.0,4935000000.0,0.0,-627000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q2,,2010-06-30,2010-07-29 16:28:29+00:00,751000000.0,538000000.0,,4067000000.0,-128000000.0,,,1017000000.0,,2976000000.0,,,,,,757000000.0,13633000000.0,,2584000000.0,,,9566000000.0,,,,2162000000.0,,,,257000000.0,464000000.0,375000000.0,,,503000000.0,511000000.0,,,,,,4320000000.0,,,13013000000.0,6541000000.0,2187000000.0,1215000000.0,6541000000.0,6541000000.0,6472000000.0,13013000000.0,1260000000.0,5257000000.0,0.0,-627000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q1,,2010-03-31,2010-04-29 12:41:45+00:00,570000000.0,380000000.0,,4090000000.0,-78000000.0,,,1031000000.0,,2953000000.0,,,,,,757000000.0,13686000000.0,,2366000000.0,,,9596000000.0,,,,2104000000.0,,,,186000000.0,435000000.0,,,,502000000.0,582000000.0,,,,,,4147000000.0,,,12452000000.0,6395000000.0,1597000000.0,1005000000.0,6395000000.0,6395000000.0,6057000000.0,12452000000.0,1259000000.0,5052000000.0,0.0,-627000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2011.0,FY,,2011-12-31,2013-02-07 11:33:09+00:00,1343000000.0,783000000.0,,6569000000.0,-100000000.0,,,1455000000.0,0.0,3153000000.0,,,,,,696000000.0,19351000000.0,,4100000000.0,,,12782000000.0,,,,2059000000.0,,,,180000000.0,925000000.0,,,,548000000.0,752000000.0,,,,,,4850000000.0,,,16444000000.0,7265000000.0,2418000000.0,2268000000.0,7265000000.0,7265000000.0,9179000000.0,16444000000.0,1244000000.0,6911000000.0,0.0,-638000000.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2011.0,Q3,,2011-09-30,2011-10-20 11:12:07+00:00,1132000000.0,546000000.0,,4945000000.0,-85000000.0,,,1252000000.0,,3122000000.0,,,,,,696000000.0,17457000000.0,,3507000000.0,,,12512000000.0,,,,2235000000.0,,,,279000000.0,826000000.0,,,,548000000.0,551000000.0,,,,,,5185000000.0,,,15833000000.0,7582000000.0,2077000000.0,1958000000.0,7582000000.0,7582000000.0,8251000000.0,15833000000.0,1244000000.0,6293000000.0,0.0,-640000000.0
