company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2007.0,FY,2007-01-01,2007-12-31,2010-02-18 16:46:35+00:00,-1414000000.0,,736000000.0,11000000.0,,85000000.0,,280000000.0,,-107000000.0,-1403000000.0,2017000000.0,,,,-107000000.0,-1403000000.0,2017000000.0,507000000.0,944000000.0,944000000.0,252000000.0,45000000.0,,-75000000.0,,0.0,-255000000.0,-102000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 17:16:56+00:00,-1971000000.0,,791000000.0,131000000.0,,162000000.0,,951000000.0,,327000000.0,-2132000000.0,2295000000.0,,,,327000000.0,-2132000000.0,2285000000.0,480000000.0,1350000000.0,1350000000.0,-8000000.0,51000000.0,,-115000000.0,,-292000000.0,-557000000.0,-3000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2008.0,Q3,2008-07-01,2008-09-30,,-920000000.0,,194000000.0,22000000.0,,401000000.0,,223000000.0,,186000000.0,-1721000000.0,1867000000.0,,,,186000000.0,-1721000000.0,1867000000.0,332000000.0,974000000.0,974000000.0,298000000.0,-6000000.0,-823000000.0,-31000000.0,,,,,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 12:08:39+00:00,-1852000000.0,,593000000.0,131000000.0,,20000000.0,,673000000.0,,186000000.0,-1721000000.0,1867000000.0,,,,186000000.0,-1721000000.0,1867000000.0,332000000.0,1045000000.0,1045000000.0,209000000.0,49000000.0,,-84000000.0,,,-450000000.0,-2000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-30 12:05:55+00:00,-932000000.0,0.0,399000000.0,109000000.0,0.0,-381000000.0,0.0,450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,71000000.0,71000000.0,-89000000.0,55000000.0,823000000.0,-53000000.0,0.0,0.0,-450000000.0,-2000000.0,0.0,0.0
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q4,2009-10-01,2009-12-31,,-256000000.0,,215000000.0,3000000.0,,-11000000.0,,,,-181000000.0,-253000000.0,522000000.0,,,,-181000000.0,-253000000.0,522000000.0,88000000.0,8000000.0,8000000.0,310000000.0,4000000.0,,-32000000.0,,,-153000000.0,,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 11:46:41+00:00,-1268000000.0,,816000000.0,3000000.0,,-443000000.0,,1329000000.0,,-369000000.0,-1265000000.0,1508000000.0,,,,-369000000.0,-1265000000.0,1508000000.0,-126000000.0,-131000000.0,-131000000.0,1266000000.0,22000000.0,,-126000000.0,,0.0,-1593000000.0,-1000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q3,2009-07-01,2009-09-30,,-235000000.0,,205000000.0,,,-22000000.0,,,,-283000000.0,-235000000.0,488000000.0,,,,-283000000.0,-235000000.0,488000000.0,-30000000.0,106000000.0,106000000.0,199000000.0,2000000.0,,-31000000.0,,,-254000000.0,,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 11:10:59+00:00,-1012000000.0,,601000000.0,0.0,,-432000000.0,,1329000000.0,,-188000000.0,-1012000000.0,986000000.0,,,,-188000000.0,-1012000000.0,986000000.0,-214000000.0,-139000000.0,-139000000.0,956000000.0,18000000.0,,-94000000.0,,0.0,-1440000000.0,-1000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q2TTM,2008-07-01,2009-06-30,,-1816000000.0,,788000000.0,22000000.0,,133000000.0,,1830000000.0,,422000000.0,-2909000000.0,2793000000.0,,,,422000000.0,-2909000000.0,2783000000.0,296000000.0,1034000000.0,1034000000.0,838000000.0,12000000.0,-823000000.0,-125000000.0,,-292000000.0,-1293000000.0,-2000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q2,2009-04-01,2009-06-30,,-378000000.0,,196000000.0,,,-93000000.0,,160000000.0,,4000000.0,-378000000.0,313000000.0,,,,4000000.0,-378000000.0,313000000.0,-61000000.0,-57000000.0,-57000000.0,267000000.0,2000000.0,,-32000000.0,,,-126000000.0,,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-29 16:28:29+00:00,-777000000.0,,396000000.0,,,-410000000.0,,1329000000.0,,95000000.0,-777000000.0,498000000.0,,,,95000000.0,-777000000.0,498000000.0,-184000000.0,-245000000.0,-245000000.0,757000000.0,16000000.0,,-63000000.0,,0.0,-1186000000.0,-1000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 12:41:45+00:00,-399000000.0,,200000000.0,,,-317000000.0,,1169000000.0,,91000000.0,-399000000.0,185000000.0,,,,91000000.0,-399000000.0,185000000.0,-123000000.0,-188000000.0,-188000000.0,490000000.0,14000000.0,,-31000000.0,,0.0,-1060000000.0,-1000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q4,2010-10-01,2010-12-31,,-559000000.0,,221000000.0,12000000.0,,-14000000.0,,,,-15000000.0,-547000000.0,494000000.0,,,,-15000000.0,-547000000.0,494000000.0,-68000000.0,52000000.0,52000000.0,235000000.0,18000000.0,,-32000000.0,,,,-1000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,FY,2010-01-01,2010-12-31,2013-02-07 11:33:09+00:00,-1885000000.0,,883000000.0,564000000.0,,229000000.0,,760000000.0,,-100000000.0,-1779000000.0,1946000000.0,,,,-100000000.0,-1779000000.0,1946000000.0,67000000.0,725000000.0,725000000.0,109000000.0,72000000.0,0.0,-127000000.0,,-458000000.0,-792000000.0,-13000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q3TTM,2009-10-01,2010-09-30,,-1582000000.0,,877000000.0,555000000.0,,232000000.0,,760000000.0,,-266000000.0,-1485000000.0,1974000000.0,,,,-266000000.0,-1485000000.0,1974000000.0,223000000.0,681000000.0,681000000.0,184000000.0,58000000.0,,-127000000.0,,-458000000.0,-945000000.0,-12000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q3,2010-07-01,2010-09-30,,-544000000.0,,231000000.0,552000000.0,,137000000.0,,-405000000.0,,-492000000.0,16000000.0,608000000.0,,,,-492000000.0,16000000.0,608000000.0,132000000.0,232000000.0,232000000.0,8000000.0,10000000.0,,-32000000.0,,8000000.0,-65000000.0,,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-20 11:12:07+00:00,-1326000000.0,,662000000.0,552000000.0,,243000000.0,,760000000.0,,-85000000.0,-1232000000.0,1452000000.0,,,,-85000000.0,-1232000000.0,1452000000.0,135000000.0,673000000.0,673000000.0,-126000000.0,54000000.0,,-95000000.0,,-458000000.0,-792000000.0,-12000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q2TTM,2009-07-01,2010-06-30,,-1273000000.0,,851000000.0,3000000.0,,73000000.0,,1165000000.0,,-57000000.0,-1736000000.0,1854000000.0,,,,-57000000.0,-1736000000.0,1854000000.0,61000000.0,555000000.0,555000000.0,375000000.0,50000000.0,,-126000000.0,,-466000000.0,-1134000000.0,-12000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q2,2010-04-01,2010-06-30,,-399000000.0,,215000000.0,,,-129000000.0,,555000000.0,,129000000.0,-399000000.0,256000000.0,,,,129000000.0,-399000000.0,256000000.0,-14000000.0,204000000.0,204000000.0,-34000000.0,10000000.0,,-31000000.0,,,-405000000.0,,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 12:57:47+00:00,-782000000.0,,431000000.0,0.0,,106000000.0,,1165000000.0,,407000000.0,-1248000000.0,844000000.0,,,,407000000.0,-1248000000.0,844000000.0,3000000.0,441000000.0,441000000.0,-134000000.0,44000000.0,,-63000000.0,,-466000000.0,-727000000.0,-12000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q1TTM,2009-04-01,2010-03-31,,-1252000000.0,,832000000.0,3000000.0,,109000000.0,,770000000.0,,-182000000.0,-1715000000.0,1911000000.0,,,,-182000000.0,-1715000000.0,1911000000.0,14000000.0,294000000.0,294000000.0,676000000.0,42000000.0,,-127000000.0,,-466000000.0,-855000000.0,-12000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 12:50:55+00:00,-383000000.0,,216000000.0,0.0,,235000000.0,,610000000.0,,278000000.0,-849000000.0,588000000.0,,,,278000000.0,-849000000.0,588000000.0,17000000.0,237000000.0,237000000.0,-100000000.0,34000000.0,,-32000000.0,,-466000000.0,-322000000.0,-12000000.0,,
Noble Energy Inc,NBL,02VFQXG2D1LR5ZH3K186,72207,2011.0,Q4,2011-10-01,2011-12-31,,-722000000.0,,284000000.0,,,-487000000.0,,992000000.0,,548000000.0,-730000000.0,385000000.0,,,,548000000.0,-730000000.0,385000000.0,203000000.0,-296000000.0,-296000000.0,884000000.0,10000000.0,,-39000000.0,,-8000000.0,-414000000.0,-1000000.0,,
