company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2009.0,FY,,2009-12-31,2011-02-25 11:40:31+00:00,49573000.0,314247000.0,10109000.0,15574000.0,341111000.0,0.0,809833000.0,94680000.0,13267000.0,37050000.0,293077000.0,182165000.0,500000000.0,178666000.0,210926000.0,72604000.0,,69044000.0,49206000.0,58117000.0,49387000.0,22766000.0,2236716000.0,131772000.0,289146000.0,1907931000.0,848949000.0,1172376000.0,394568000.0,848949000.0,848949000.0,1058982000.0,1907931000.0,524629000.0,664414000.0,0.0,-2213174000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2010.0,FY,,2010-12-31,2012-02-24 10:34:16+00:00,64406000.0,358237000.0,11272000.0,-11795000.0,308498000.0,0.0,971579000.0,106445000.0,11909000.0,52831000.0,291657000.0,181316000.0,700000000.0,204300000.0,215060000.0,77764000.0,,72624000.0,77685000.0,72932000.0,52996000.0,22635000.0,2618479000.0,66055000.0,637921000.0,2327670000.0,1068797000.0,1586641000.0,385850000.0,1068797000.0,1068797000.0,1258873000.0,2327670000.0,525969000.0,873023000.0,0.0,-2509466000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2010.0,Q3,,2010-10-02,2010-11-05 08:00:45+00:00,63332000.0,337562000.0,10767000.0,3522000.0,262792000.0,0.0,885932000.0,120850000.0,29896000.0,38475000.0,292424000.0,183182000.0,700000000.0,208339000.0,214773000.0,75639000.0,,67574000.0,55328000.0,61847000.0,76940000.0,21761000.0,2491875000.0,92243000.0,574306000.0,2205646000.0,923262000.0,1438327000.0,417410000.0,923262000.0,923262000.0,1282384000.0,2205646000.0,552546000.0,864974000.0,0.0,-2458067000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2010.0,Q2,,2010-07-03,2010-08-06 08:01:02+00:00,,-7090000.0,,,,,,,,,,,,,,,,,,,,,,,,-7090000.0,,-7090000.0,,,,,,,,,
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2011.0,FY,,2011-12-31,2013-02-26 15:57:25+00:00,55317000.0,367085000.0,13258000.0,-36055000.0,383990000.0,0.0,1091487000.0,109922000.0,9449000.0,49949000.0,297071000.0,191992000.0,700000000.0,212864000.0,237095000.0,72613000.0,,92970000.0,80804000.0,73136000.0,54972000.0,29210000.0,3051447000.0,290832000.0,897361000.0,2723234000.0,1226578000.0,1942104000.0,601863000.0,1226578000.0,1226578000.0,1496656000.0,2723234000.0,544035000.0,894793000.0,0.0,-2880301000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2011.0,Q3,,2011-10-01,2011-11-04 13:07:35+00:00,64393000.0,354445000.0,12496000.0,-783000.0,423926000.0,0.0,1053017000.0,129653000.0,25959000.0,39209000.0,298297000.0,196305000.0,700000000.0,246258000.0,221059000.0,77537000.0,,71952000.0,68439000.0,62291000.0,60595000.0,25464000.0,2914300000.0,271578000.0,770291000.0,2639615000.0,1159083000.0,1863359000.0,605579000.0,1159083000.0,1159083000.0,1480532000.0,2639615000.0,555197000.0,874953000.0,0.0,-2807451000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2011.0,Q2,,2011-07-02,2011-08-05 10:48:20+00:00,67967000.0,365331000.0,12299000.0,32495000.0,344914000.0,0.0,1043282000.0,142958000.0,8440000.0,32332000.0,294020000.0,195074000.0,700000000.0,243180000.0,218637000.0,77594000.0,,76431000.0,69820000.0,67125000.0,64117000.0,25000000.0,2813043000.0,136176000.0,776763000.0,2571856000.0,1225534000.0,1800008000.0,467297000.0,1225534000.0,1225534000.0,1346322000.0,2571856000.0,553211000.0,879025000.0,0.0,-2663286000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2011.0,Q1,,2011-04-02,2011-05-06 08:00:50+00:00,67404000.0,349397000.0,11934000.0,22279000.0,296860000.0,0.0,998192000.0,133781000.0,23132000.0,28669000.0,293517000.0,191432000.0,400000000.0,223882000.0,216989000.0,78855000.0,,75742000.0,71006000.0,60963000.0,61890000.0,25542000.0,2712968000.0,390346000.0,742189000.0,2447162000.0,1150794000.0,1683334000.0,716229000.0,1150794000.0,1150794000.0,1296368000.0,2447162000.0,546839000.0,580139000.0,0.0,-2582645000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2012.0,FY,,2012-12-31,2014-02-27 14:41:08+00:00,54724000.0,404556000.0,12353000.0,-26395000.0,481035000.0,0.0,1157041000.0,121470000.0,60888000.0,31910000.0,316834000.0,220145000.0,1045000000.0,229565000.0,273279000.0,24772000.0,,101225000.0,84580000.0,90116000.0,100166000.0,25554000.0,3512890000.0,132781000.0,1057990000.0,3168150000.0,1467357000.0,2257726000.0,504242000.0,1467357000.0,1467357000.0,1700793000.0,3168150000.0,637145000.0,1196551000.0,0.0,-3176179000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2012.0,Q3,,2012-09-29,2012-11-02 09:17:13+00:00,60258000.0,362371000.0,12885000.0,-29492000.0,356293000.0,0.0,1138008000.0,128072000.0,20711000.0,26964000.0,316269000.0,212870000.0,700000000.0,246994000.0,261115000.0,70343000.0,,96201000.0,79692000.0,70969000.0,69388000.0,33155000.0,3336946000.0,447703000.0,1092148000.0,2997140000.0,1329879000.0,2137498000.0,767562000.0,1329879000.0,1329879000.0,1667261000.0,2997140000.0,598527000.0,899699000.0,0.0,-3115583000.0
