company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 11:40:31+00:00,-7805000.0,36200000.0,40571000.0,44081000.0,29071000.0,,-32932000.0,-16816000.0,28646000.0,469407000.0,-572938000.0,18811000.0,416272000.0,-572938000.0,18811000.0,418248000.0,-168811000.0,,322479000.0,45338000.0,-15527000.0,,,-19738000.0,-69065000.0,-817964000.0,-237500000.0,115419000.0,
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2008.0,Q4,2008-09-28,2008-12-31,,0.0,0.0,40571000.0,44081000.0,0.0,0.0,-19588000.0,0.0,0.0,0.0,,,112218000.0,-531898000.0,-24810000.0,112218000.0,-464078000.0,-223126000.0,99353000.0,12865000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2008.0,Q3,2008-06-29,2008-09-27,,,0.0,,,0.0,2982000.0,-13358000.0,0.0,63593000.0,113582000.0,,,102742000.0,-7979000.0,-19486000.0,102742000.0,61919000.0,71503000.0,71503000.0,31239000.0,-173952000.0,-19486000.0,,,,-3223000.0,,,16504000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 10:34:16+00:00,-36086000.0,25467000.0,23818000.0,13020000.0,31805000.0,,3634000.0,-3653000.0,19099000.0,184309000.0,-90280000.0,-419028000.0,418263000.0,-90280000.0,-419028000.0,418263000.0,-87411000.0,,323313000.0,41331000.0,10245000.0,,,-518390000.0,-93796000.0,-92556000.0,-211377000.0,229244000.0,
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2009.0,Q4,2009-10-04,2009-12-31,,,6677000.0,23818000.0,13020000.0,8023000.0,,-4000000.0,2128000.0,10940000.0,15285000.0,-50353000.0,-114812000.0,119859000.0,-50353000.0,-114812000.0,119859000.0,-49306000.0,,104123000.0,-1092000.0,5750000.0,,,-201048000.0,-13397000.0,-28163000.0,-54165000.0,99633000.0,
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2009.0,Q3YTD,2009-01-01,2009-10-03,2010-11-05 08:00:45+00:00,-36086000.0,18790000.0,,,23782000.0,,7634000.0,-5781000.0,8159000.0,169024000.0,-39927000.0,-304216000.0,298404000.0,-39927000.0,-304216000.0,298404000.0,-38105000.0,,219190000.0,42423000.0,4495000.0,,,-317342000.0,-80399000.0,-64393000.0,-157212000.0,129611000.0,
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2009.0,Q3TTM,2008-09-28,2009-10-03,,0.0,0.0,40571000.0,44081000.0,0.0,0.0,-11954000.0,0.0,0.0,0.0,,,410622000.0,-571825000.0,-329026000.0,410622000.0,-502183000.0,-223126000.0,318543000.0,92079000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2009.0,Q3,2009-07-05,2009-10-03,,-36086000.0,0.0,,,0.0,-36086000.0,4594000.0,0.0,0.0,0.0,,-304216000.0,124570000.0,-34052000.0,-304216000.0,124570000.0,31972000.0,-143254000.0,75936000.0,48634000.0,0.0,241076000.0,241076000.0,-317342000.0,-80399000.0,0.0,0.0,-17625000.0,-57754000.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2009.0,Q2TTM,2008-06-29,2009-07-04,,0.0,0.0,40571000.0,44081000.0,0.0,0.0,-29906000.0,0.0,0.0,0.0,,,388794000.0,-545752000.0,-44296000.0,388794000.0,-472236000.0,-8369000.0,314110000.0,74684000.0,0.0,0.0,-241076000.0,0.0,0.0,0.0,0.0,0.0,0.0
Waters Corp,WAT,5T547R1474YC9HOD8Q74,1000697,2009.0,Q2,2009-04-05,2009-07-04,,,0.0,,,0.0,,8703000.0,0.0,48050000.0,62514000.0,,,93146000.0,8158000.0,,93146000.0,-29708000.0,69907000.0,69907000.0,23239000.0,-110564000.0,-139715000.0,-139715000.0,,,,,104117000.0,35598000.0
