company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,cashinterestreceived,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments,saleofplantpropertyandequipment
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2007.0,FY,2006-12-31,2007-12-29,2010-02-22 11:01:20+00:00,-5500000.0,-19002000.0,-2294000.0,19965000.0,,,7050000.0,,365969000.0,49368000.0,430421000.0,-547250000.0,,430421000.0,-547250000.0,205951000.0,96172000.0,,,,49844000.0,0.0,-1087162000.0,-242371000.0,-34760000.0,787783000.0,0.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2008.0,Q4,2008-09-28,2008-12-27,,,1227000.0,-1626000.0,3832000.0,,,-12477000.0,,-14107000.0,44797000.0,54793000.0,-111132000.0,,54793000.0,-111132000.0,203255000.0,134439000.0,,,,30961000.0,,-85866000.0,-128661000.0,-6858000.0,103395000.0,
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2008.0,FY,2007-12-30,2008-12-27,2011-02-25 20:13:25+00:00,0.0,-1975000.0,-4629000.0,19138000.0,,,-20221000.0,,,138887000.0,177549000.0,-308441000.0,,177549000.0,-308441000.0,463067000.0,311954000.0,,,,80358000.0,0.0,-375382000.0,-459271000.0,-41696000.0,526212000.0,0.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2008.0,Q3,2008-06-29,2008-09-27,,,-3773000.0,-1480000.0,4663000.0,,,-20619000.0,,6929000.0,44644000.0,47158000.0,-93326000.0,,47158000.0,-93326000.0,137322000.0,70535000.0,,,,-217000.0,,-106802000.0,-95704000.0,-4198000.0,109180000.0,
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2008.0,Q3YTD,2007-12-30,2008-09-27,2009-10-29 19:28:34+00:00,0.0,-3202000.0,-3003000.0,15306000.0,,,-7744000.0,,14107000.0,94090000.0,122756000.0,-197309000.0,,122756000.0,-197309000.0,259812000.0,177515000.0,,,,49397000.0,0.0,-289516000.0,-330610000.0,-34838000.0,422817000.0,
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2008.0,Q2YTD,2007-12-30,2008-06-28,2009-07-31 19:40:43+00:00,0.0,571000.0,-1523000.0,10643000.0,,,12875000.0,,7178000.0,49446000.0,75598000.0,-103983000.0,,75598000.0,-103983000.0,122490000.0,106980000.0,,,,49614000.0,0.0,-182714000.0,-234906000.0,-30640000.0,313637000.0,
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q4,2009-09-27,2009-12-26,,,-24832000.0,-3023000.0,1881000.0,,,507000.0,,,-81000.0,-17916000.0,-96704000.0,,-17916000.0,-96704000.0,413798000.0,299685000.0,,,,-3308000.0,-53638000.0,-94979000.0,-69184000.0,-14527000.0,110521000.0,10576000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,FY,2008-12-28,2009-12-26,2012-02-29 17:24:52+00:00,,-147843000.0,-10550000.0,6147000.0,,318000.0,-3201000.0,,,44739000.0,-22021000.0,-701690000.0,,-22021000.0,-701690000.0,675193000.0,-51719000.0,,,,11468000.0,-100889000.0,-611506000.0,-279941000.0,-78228000.0,264881000.0,25447000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q3TTM,2008-09-28,2009-09-26,,,-121784000.0,-9153000.0,8098000.0,,318000.0,-16185000.0,,-14107000.0,89617000.0,50688000.0,-716118000.0,,50688000.0,-716118000.0,464650000.0,-216965000.0,,,,45737000.0,-47251000.0,-602393000.0,-339418000.0,-70559000.0,257755000.0,14871000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q3,2009-06-28,2009-09-26,,,-58414000.0,-2813000.0,972000.0,,,2575000.0,,,-3802000.0,-58255000.0,-187251000.0,,-58255000.0,-187251000.0,178585000.0,-64346000.0,,,,-5010000.0,-10701000.0,-209207000.0,-64791000.0,-49443000.0,82577000.0,14871000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q3YTD,2008-12-28,2009-09-26,2010-10-29 21:08:44+00:00,,-123011000.0,-7527000.0,4266000.0,,318000.0,-3708000.0,,,44820000.0,-4105000.0,-604986000.0,,-4105000.0,-604986000.0,261395000.0,-351404000.0,,,,14776000.0,-47251000.0,-516527000.0,-210757000.0,-63701000.0,154360000.0,14871000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q2TTM,2008-06-29,2009-06-27,,,-67143000.0,-7820000.0,11789000.0,,318000.0,-39379000.0,,-7178000.0,138063000.0,156101000.0,-622193000.0,,156101000.0,-622193000.0,423387000.0,-82084000.0,,,,50530000.0,-36550000.0,-499988000.0,-370331000.0,-25314000.0,284358000.0,
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q2,2009-03-29,2009-06-27,,,-65255000.0,-2506000.0,409000.0,,318000.0,14227000.0,,,3355000.0,7433000.0,-236501000.0,,7433000.0,-236501000.0,19069000.0,-195772000.0,,,,14477000.0,-22800000.0,-189453000.0,-59562000.0,-10399000.0,34996000.0,
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q2YTD,2008-12-28,2009-06-27,2010-07-30 19:42:54+00:00,,-64597000.0,-4714000.0,3294000.0,,318000.0,-6283000.0,,,48622000.0,54150000.0,-417735000.0,,54150000.0,-417735000.0,82810000.0,-287058000.0,,,,19786000.0,-36550000.0,-307320000.0,-145966000.0,-14258000.0,71783000.0,0.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q1,2008-12-28,2009-03-28,2010-04-29 15:24:00+00:00,,658000.0,-2208000.0,2885000.0,,,-20510000.0,,,45267000.0,46717000.0,-181234000.0,,46717000.0,-181234000.0,63741000.0,-91286000.0,,,,5309000.0,-13750000.0,-117867000.0,-86404000.0,-3859000.0,36787000.0,
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q4,2010-09-26,2010-12-31,,,-22116000.0,-4461000.0,2760000.0,,28596000.0,-3303000.0,,,,-44218000.0,-157821000.0,,-44218000.0,-157821000.0,349815000.0,144473000.0,,,,-30391000.0,13000.0,-60829000.0,-211767000.0,-13827000.0,86166000.0,
