company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2009.0,Q1,2008-12-28,2009-03-28,2010-04-29 15:24:00+00:00,2.01,2.01,1.99,,5137000.0,6209000.0,164595000.0,164595000.0,164595000.0,182924000.0,418208000.0,,508000.0,,11704000.0,,49315000.0,182924000.0,235284000.0,935000.0,2103000.0,67228000.0,168056000.0,1676000.0,169732000.0,418208000.0,81900000.0,81685000.0,82612000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q4,2010-09-26,2010-12-31,,1.83,1.83,1.8,,17421000.0,12190000.0,155944000.0,155944000.0,155944000.0,313077000.0,609801000.0,,4680000.0,,27601000.0,,91282000.0,313077000.0,296724000.0,,3034000.0,131073000.0,165651000.0,7714000.0,173365000.0,609801000.0,84900000.0,84891000.0,86491000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,FY,2009-12-27,2010-12-31,2013-02-26 21:27:11+00:00,7.82,7.82,7.68,0.0,97876000.0,19442000.0,664201000.0,664201000.0,664201000.0,1378669000.0,2563515000.0,,-1195000.0,,94797000.0,0.0,321704000.0,1378669000.0,1184846000.0,6000.0,14375000.0,435943000.0,748903000.0,13174000.0,762077000.0,2563515000.0,84900000.0,84891000.0,86491000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q3YTD,2009-12-27,2010-09-25,,5.99,5.99,5.88,,80455000.0,7252000.0,508257000.0,508257000.0,508257000.0,1065592000.0,1953714000.0,,-5875000.0,,67196000.0,,230422000.0,1065592000.0,888122000.0,6000.0,11341000.0,304870000.0,583252000.0,5460000.0,588712000.0,1953714000.0,85000000.0,85072000.0,86610000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q3TTM,2009-09-27,2010-09-25,,7.67,7.67,7.52,,89152000.0,8351000.0,649877000.0,649877000.0,649877000.0,1440648000.0,2594979000.0,,-3164000.0,,90912000.0,,327089000.0,1440648000.0,1154331000.0,413000.0,14627000.0,426352000.0,727979000.0,11050000.0,739029000.0,2594979000.0,85000000.0,85072000.0,86610000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q3,2010-06-27,2010-09-25,2011-11-04 10:57:03+00:00,2.08,2.08,2.04,,36046000.0,3821000.0,176869000.0,176869000.0,176869000.0,476007000.0,797899000.0,,-1381000.0,,21472000.0,,84961000.0,476007000.0,321892000.0,0.0,2658000.0,110254000.0,211638000.0,1277000.0,212915000.0,797899000.0,85000000.0,85072000.0,86610000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q2YTD,2009-12-27,2010-06-26,,3.91,3.91,3.84,,44409000.0,3431000.0,331388000.0,331388000.0,331388000.0,589585000.0,1155815000.0,,-4494000.0,,45724000.0,,145461000.0,589585000.0,566230000.0,6000.0,8683000.0,194616000.0,371614000.0,4183000.0,375797000.0,1155815000.0,85000000.0,84852000.0,86401000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q2TTM,2009-06-28,2010-06-26,,7.41,7.41,7.27,,64729000.0,8606000.0,626352000.0,626352000.0,626352000.0,1200499000.0,2277931000.0,,-1916000.0,,93576000.0,,296118000.0,1200499000.0,1077432000.0,502000.0,14367000.0,398300000.0,679132000.0,11949000.0,691081000.0,2277931000.0,85000000.0,84852000.0,86401000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q2,2010-03-28,2010-06-26,2011-08-04 21:52:57+00:00,1.87,1.87,1.84,,21395000.0,2288000.0,159043000.0,159043000.0,159043000.0,303660000.0,587854000.0,,-3064000.0,,22836000.0,,78597000.0,303660000.0,284194000.0,6000.0,3035000.0,103721000.0,180473000.0,-35000.0,180438000.0,587854000.0,85000000.0,84852000.0,86401000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q1TTM,2009-03-29,2010-03-27,,7.7,7.7,7.54,,64053000.0,8842000.0,647888000.0,647888000.0,647888000.0,1124619000.0,2215953000.0,,284000.0,,89345000.0,,290447000.0,1124619000.0,1091334000.0,4323000.0,13280000.0,388634000.0,702700000.0,9241000.0,711941000.0,2215953000.0,84500000.0,84505000.0,86092000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2010.0,Q1,2009-12-27,2010-03-27,2011-05-04 21:50:52+00:00,2.04,2.04,2.0,,23014000.0,1143000.0,172345000.0,172345000.0,172345000.0,285925000.0,567961000.0,,-1430000.0,,22888000.0,,66864000.0,285925000.0,282036000.0,0.0,5648000.0,90895000.0,191141000.0,4218000.0,195359000.0,567961000.0,84500000.0,84505000.0,86092000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q4,2011-10-01,2011-12-31,,-4.81,-4.81,-4.74,393365000.0,-68329000.0,5881000.0,-413113000.0,-413113000.0,-413113000.0,522228000.0,660352000.0,,252000.0,,37906000.0,60366000.0,125926000.0,522228000.0,138124000.0,100000.0,3726000.0,623444000.0,-485320000.0,3878000.0,-481442000.0,660352000.0,85900000.0,86067000.0,86067000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 18:06:45+00:00,-0.46,-0.46,-0.46,393365000.0,-14220000.0,33620000.0,-39493000.0,-39493000.0,-39493000.0,1794456000.0,2766207000.0,,1660000.0,,140523000.0,60366000.0,412541000.0,1794456000.0,971751000.0,100000.0,13391000.0,1040415000.0,-68664000.0,14951000.0,-53713000.0,2766207000.0,85900000.0,86067000.0,86067000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q3TTM,2010-09-26,2011-09-30,,6.18,6.18,6.08,,71530000.0,39929000.0,529564000.0,529564000.0,529564000.0,1585305000.0,2715656000.0,,6088000.0,,130218000.0,,377897000.0,1585305000.0,1130351000.0,,12699000.0,548044000.0,582307000.0,18787000.0,601094000.0,2715656000.0,86200000.0,86338000.0,87151000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q3YTD,2011-01-01,2011-09-30,,4.35,4.35,4.28,,54109000.0,27739000.0,373620000.0,373620000.0,373620000.0,1272228000.0,2105855000.0,,1408000.0,,102617000.0,,286615000.0,1272228000.0,833627000.0,,9665000.0,416971000.0,416656000.0,11073000.0,427729000.0,2105855000.0,86200000.0,86338000.0,87151000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 16:31:52+00:00,2.28,2.28,2.25,,26251000.0,5514000.0,196514000.0,196514000.0,196514000.0,626624000.0,1005788000.0,,-3203000.0,,38164000.0,0.0,112743000.0,626624000.0,379164000.0,0.0,3225000.0,156421000.0,222743000.0,22000.0,222765000.0,1005788000.0,86200000.0,86338000.0,87151000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q2TTM,2010-06-27,2011-06-30,,5.98,5.98,5.87,,81325000.0,38236000.0,509919000.0,509919000.0,509919000.0,1434688000.0,2507767000.0,,7910000.0,,113526000.0,,350115000.0,1434688000.0,1073079000.0,,12132000.0,501877000.0,571202000.0,20042000.0,591244000.0,2507767000.0,86100000.0,86164000.0,87126000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.07,2.07,2.03,,27858000.0,22225000.0,177106000.0,177106000.0,177106000.0,645604000.0,1100067000.0,,4611000.0,,64453000.0,,173872000.0,645604000.0,454463000.0,,6440000.0,260550000.0,193913000.0,11051000.0,204964000.0,1100067000.0,86100000.0,86164000.0,87126000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 17:13:37+00:00,0.71,0.71,0.7,,10819000.0,10294000.0,61138000.0,61138000.0,61138000.0,337976000.0,532774000.0,,4010000.0,,33102000.0,0.0,86872000.0,337976000.0,194798000.0,0.0,3417000.0,130268000.0,64530000.0,7427000.0,71957000.0,532774000.0,86100000.0,86164000.0,87126000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q1TTM,2010-03-28,2011-03-31,,7.14,7.14,7.01,,91901000.0,30230000.0,607824000.0,607824000.0,607824000.0,1400372000.0,2562847000.0,,836000.0,,103260000.0,,341840000.0,1400372000.0,1162475000.0,6000.0,11750000.0,475330000.0,687145000.0,12580000.0,699725000.0,2562847000.0,85300000.0,85324000.0,87053000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 17:27:34+00:00,1.36,1.36,1.33,,17039000.0,11931000.0,115968000.0,115968000.0,115968000.0,307628000.0,567293000.0,,601000.0,,31351000.0,0.0,87000000.0,307628000.0,259665000.0,0.0,3023000.0,130282000.0,129383000.0,3624000.0,133007000.0,567293000.0,85300000.0,85324000.0,87053000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q4,2012-10-01,2012-12-31,,1.8,1.8,1.82,,16396000.0,1637000.0,154178000.0,154178000.0,154178000.0,781464000.0,1075011000.0,,-1876000.0,,31639000.0,24839000.0,63417000.0,781464000.0,293547000.0,2694000.0,3129000.0,121532000.0,172015000.0,-1441000.0,170574000.0,1075011000.0,86800000.0,86860000.0,86860000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 20:34:49+00:00,-1.11,-1.11,-1.11,,56534000.0,7823000.0,-96338000.0,-96338000.0,-96338000.0,2515796000.0,3368545000.0,0.0,-1177000.0,,132460000.0,469101000.0,280928000.0,2515796000.0,852749000.0,13888000.0,12824000.0,890312000.0,-37563000.0,-2241000.0,-39804000.0,3368545000.0,86800000.0,86860000.0,86860000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q3TTM,2011-10-01,2012-09-30,,-7.72,-7.72,-7.67,393365000.0,-28191000.0,12067000.0,-663629000.0,-663629000.0,-663629000.0,2256560000.0,2953886000.0,,951000.0,,138727000.0,504628000.0,343437000.0,2256560000.0,697326000.0,11294000.0,13421000.0,1392224000.0,-694898000.0,3078000.0,-691820000.0,2953886000.0,87000000.0,86992000.0,87765000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q3YTD,2012-01-01,2012-09-30,,-2.91,-2.91,-2.93,,40138000.0,6186000.0,-250516000.0,-250516000.0,-250516000.0,1734332000.0,2293534000.0,,699000.0,,100821000.0,444262000.0,217511000.0,1734332000.0,559202000.0,11194000.0,9695000.0,768780000.0,-209578000.0,-800000.0,-210378000.0,2293534000.0,87000000.0,86992000.0,87765000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q3,2012-07-01,2012-09-30,2013-10-31 18:06:59+00:00,1.01,1.01,1.0,,22844000.0,1595000.0,87917000.0,87917000.0,87917000.0,600431000.0,839147000.0,,3213000.0,,32372000.0,24197000.0,73507000.0,600431000.0,238716000.0,2902000.0,3405000.0,131671000.0,107045000.0,3716000.0,110761000.0,839147000.0,87000000.0,86992000.0,87765000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q2TTM,2011-07-01,2012-06-30,,-6.45,-6.45,-6.42,393365000.0,-24784000.0,15986000.0,-555032000.0,-555032000.0,-555032000.0,2282753000.0,3120527000.0,,-5465000.0,,144519000.0,480431000.0,382673000.0,2282753000.0,837774000.0,8392000.0,13241000.0,1416974000.0,-579200000.0,-616000.0,-579816000.0,3120527000.0,86700000.0,86855000.0,87653000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q2YTD,2012-01-01,2012-06-30,,-3.92,-3.92,-3.93,,17294000.0,4591000.0,-338433000.0,-338433000.0,-338433000.0,1133901000.0,1454387000.0,,-2514000.0,,68449000.0,420065000.0,144004000.0,1133901000.0,320486000.0,8292000.0,6290000.0,637109000.0,-316623000.0,-4516000.0,-321139000.0,1454387000.0,86700000.0,86855000.0,87653000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 20:27:20+00:00,1.28,1.28,1.27,,24364000.0,533000.0,110983000.0,110983000.0,110983000.0,713591000.0,957332000.0,,-319000.0,,32365000.0,19000000.0,52184000.0,713591000.0,243741000.0,7372000.0,3379000.0,104082000.0,139659000.0,-4312000.0,135347000.0,957332000.0,86700000.0,86855000.0,87653000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q1TTM,2011-04-01,2012-03-31,,-7.02,-7.02,-6.99,393365000.0,-38329000.0,25747000.0,-604877000.0,-604877000.0,-604877000.0,1907138000.0,2695969000.0,,-1136000.0,,145256000.0,461431000.0,417361000.0,1907138000.0,788831000.0,1020000.0,13279000.0,1443160000.0,-654329000.0,11123000.0,-643206000.0,2695969000.0,86400000.0,86507000.0,86507000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 19:15:18+00:00,-5.2,-5.2,-5.2,,-7070000.0,4058000.0,-449416000.0,-449416000.0,-449416000.0,420310000.0,497055000.0,,-2195000.0,,36084000.0,401065000.0,91820000.0,420310000.0,76745000.0,920000.0,2911000.0,533027000.0,-456282000.0,-204000.0,-456486000.0,497055000.0,86400000.0,86507000.0,86507000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 08:28:26+00:00,3.77,3.74,3.67,,30098000.0,2768000.0,350718000.0,350718000.0,350718000.0,2444984000.0,3309616000.0,-163000.0,-4296000.0,,134300000.0,86896000.0,270261000.0,2444984000.0,864632000.0,1884000.0,16752000.0,494225000.0,370407000.0,10572000.0,380979000.0,3309616000.0,93000000.0,93697000.0,95468000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q4,2013-10-01,2013-12-31,,0.73,0.7,0.7,,1937000.0,,62940000.0,62940000.0,62940000.0,577890000.0,769064000.0,-163000.0,-1379000.0,,38421000.0,24892000.0,65661000.0,577890000.0,191174000.0,-16000.0,4203000.0,128974000.0,62200000.0,2840000.0,65040000.0,769064000.0,93000000.0,93697000.0,95468000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q3TTM,2012-10-01,2013-09-30,,4.84,4.84,4.79,,44557000.0,4405000.0,441956000.0,441956000.0,441956000.0,2648558000.0,3615563000.0,,-4793000.0,,127518000.0,86843000.0,268017000.0,2648558000.0,967005000.0,4594000.0,15678000.0,486783000.0,480222000.0,6291000.0,486513000.0,3615563000.0,98500000.0,98720000.0,100378000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q3YTD,2013-01-01,2013-09-30,,3.04,3.04,2.97,,28161000.0,2768000.0,287778000.0,287778000.0,287778000.0,1867094000.0,2540552000.0,,-2917000.0,,95879000.0,62004000.0,204600000.0,1867094000.0,673458000.0,1900000.0,12549000.0,365251000.0,308207000.0,7732000.0,315939000.0,2540552000.0,98500000.0,98720000.0,100378000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 17:46:42+00:00,1.98,1.98,1.94,,13650000.0,0.0,195038000.0,195038000.0,195038000.0,901553000.0,1265587000.0,,-3138000.0,,34984000.0,57276000.0,63870000.0,901553000.0,364034000.0,275000.0,4197000.0,156130000.0,207904000.0,784000.0,208688000.0,1265587000.0,98500000.0,98720000.0,100378000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.87,3.87,3.85,,53751000.0,6000000.0,334835000.0,334835000.0,334835000.0,2347436000.0,3189123000.0,,1558000.0,,124906000.0,53764000.0,277654000.0,2347436000.0,841687000.0,7221000.0,14886000.0,462324000.0,379363000.0,9223000.0,388586000.0,3189123000.0,88400000.0,89201000.0,91142000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.06,1.06,1.03,,14511000.0,2768000.0,92740000.0,92740000.0,92740000.0,965541000.0,1274965000.0,,221000.0,,60895000.0,4728000.0,140730000.0,965541000.0,309424000.0,1625000.0,8352000.0,209121000.0,100303000.0,6948000.0,107251000.0,1274965000.0,88400000.0,89201000.0,91142000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q2,2013-04-01,2013-06-30,2014-08-05 19:03:20+00:00,0.38,0.38,0.37,,7464000.0,1392000.0,33598000.0,33598000.0,33598000.0,379662000.0,519760000.0,,-564000.0,,30964000.0,2381000.0,66265000.0,379662000.0,140098000.0,875000.0,3405000.0,101002000.0,39096000.0,1966000.0,41062000.0,519760000.0,88400000.0,89201000.0,91142000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q1TTM,2012-04-01,2013-03-31,,4.77,4.77,4.75,,70651000.0,5141000.0,412220000.0,412220000.0,412220000.0,2681365000.0,3626695000.0,,1803000.0,,126307000.0,70383000.0,263573000.0,2681365000.0,945330000.0,13718000.0,14860000.0,465404000.0,479926000.0,2945000.0,482871000.0,3626695000.0,87000000.0,87206000.0,89377000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 18:39:29+00:00,0.68,0.68,0.66,,7047000.0,1376000.0,59142000.0,59142000.0,59142000.0,585879000.0,755205000.0,,785000.0,,29931000.0,2347000.0,74465000.0,585879000.0,169326000.0,750000.0,4947000.0,108119000.0,61207000.0,4982000.0,66189000.0,755205000.0,87000000.0,87206000.0,89377000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 10:15:31+00:00,3.96,3.96,3.9,,31188000.0,5146000.0,395964000.0,395964000.0,395964000.0,2566246000.0,3391187000.0,-4949000.0,-5946000.0,,143969000.0,0.0,253827000.0,2566246000.0,824941000.0,1982000.0,18030000.0,402942000.0,421999000.0,10102000.0,432101000.0,3391187000.0,100000000.0,100048000.0,101643000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q4,2014-10-01,2014-12-31,,1.91,1.89,1.87,,11449000.0,3249000.0,189596000.0,189596000.0,189596000.0,700285000.0,1006388000.0,1372000.0,-1595000.0,,34944000.0,,70968000.0,700285000.0,306103000.0,553000.0,4879000.0,109161000.0,196942000.0,2731000.0,199673000.0,1006388000.0,100000000.0,100048000.0,101643000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.78,2.77,2.73,,21676000.0,1897000.0,269308000.0,269308000.0,269308000.0,2443851000.0,3153863000.0,-6484000.0,-5730000.0,,147446000.0,24892000.0,248520000.0,2443851000.0,710012000.0,1413000.0,17354000.0,422755000.0,287257000.0,10211000.0,297468000.0,3153863000.0,102100000.0,100197000.0,101415000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q3,2014-07-01,2014-09-30,2015-11-09 16:45:21+00:00,0.88,0.9,0.89,,-6948000.0,1406000.0,89833000.0,89833000.0,89833000.0,700886000.0,890288000.0,-4345000.0,-853000.0,,37593000.0,,66528000.0,700886000.0,189402000.0,89000.0,4297000.0,105527000.0,83875000.0,3355000.0,87230000.0,890288000.0,102100000.0,100197000.0,101415000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.05,2.07,2.03,,19739000.0,1897000.0,206368000.0,206368000.0,206368000.0,1865961000.0,2384799000.0,-6321000.0,-4351000.0,,109025000.0,,182859000.0,1865961000.0,518838000.0,1429000.0,13151000.0,293781000.0,225057000.0,7371000.0,232428000.0,2384799000.0,102100000.0,100197000.0,101415000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.88,3.85,3.78,,42274000.0,491000.0,374513000.0,374513000.0,374513000.0,2644518000.0,3529162000.0,-2139000.0,-8015000.0,,144837000.0,82168000.0,245862000.0,2644518000.0,884644000.0,1599000.0,17254000.0,473358000.0,411286000.0,7640000.0,418926000.0,3529162000.0,90600000.0,100148000.0,101814000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q2,2014-04-01,2014-06-30,2015-08-04 19:30:31+00:00,0.05,0.05,0.04,,-2166000.0,491000.0,4528000.0,4528000.0,4528000.0,451628000.0,544353000.0,-2004000.0,-1145000.0,,32659000.0,,57667000.0,451628000.0,92725000.0,930000.0,4533000.0,90817000.0,1908000.0,2458000.0,4366000.0,544353000.0,90600000.0,100148000.0,101814000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.17,1.17,1.14,,26687000.0,491000.0,116535000.0,116535000.0,116535000.0,1165075000.0,1494511000.0,-1976000.0,-3498000.0,,71432000.0,,116331000.0,1165075000.0,329436000.0,1340000.0,8854000.0,188254000.0,141182000.0,4016000.0,145198000.0,1494511000.0,90600000.0,100148000.0,101814000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q1TTM,2013-04-01,2014-03-31,,4.21,4.18,4.11,,51904000.0,1392000.0,403583000.0,403583000.0,403583000.0,2572552000.0,3504569000.0,-135000.0,-7434000.0,,143142000.0,84549000.0,254460000.0,2572552000.0,932017000.0,1544000.0,16126000.0,483543000.0,448474000.0,7148000.0,455622000.0,3504569000.0,100000000.0,99591000.0,101822000.0
