company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q2,,2011-06-30,2011-08-04 21:52:57+00:00,189875000.0,605654000.0,242250000.0,-39647000.0,176644000.0,357477000.0,,1878515000.0,,3590000.0,36493000.0,458808000.0,,332492000.0,225694000.0,356651000.0,1727993000.0,268243000.0,,,145379000.0,94917000.0,,0.0,422263000.0,156689000.0,,260514000.0,,1842670000.0,28334000.0,106966000.0,4939232000.0,3681538000.0,1836231000.0,591869000.0,3681538000.0,3681538000.0,1257694000.0,4939232000.0,1375008000.0,665825000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2011.0,Q1,,2011-03-31,2011-05-04 21:50:52+00:00,99398000.0,373277000.0,228956000.0,-51401000.0,155570000.0,355725000.0,,1834600000.0,,401000.0,28148000.0,458808000.0,,103531000.0,305149000.0,287236000.0,1549529000.0,265591000.0,,,0.0,85218000.0,,1118000.0,460649000.0,139142000.0,,177831000.0,,1781532000.0,28169000.0,199785000.0,4433981000.0,3565849000.0,1394255000.0,469889000.0,3565849000.0,3565849000.0,868132000.0,4433981000.0,1490197000.0,398243000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,FY,,2012-12-31,2014-02-25 18:06:45+00:00,350230000.0,972279000.0,554433000.0,10179000.0,212835000.0,901294000.0,0.0,2065614000.0,94535000.0,44070000.0,5474000.0,65444000.0,,500223000.0,301400000.0,533824000.0,1525382000.0,317473000.0,270364000.0,,21390000.0,34353000.0,49521000.0,,1036305000.0,928734000.0,,207368000.0,,1529733000.0,62349000.0,102578000.0,6348692000.0,3605526000.0,2832324000.0,1101374000.0,3605526000.0,3605526000.0,2743166000.0,6348692000.0,1990986000.0,1641792000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q3,,2012-09-30,2012-11-02 16:31:52+00:00,235744000.0,883993000.0,575156000.0,-1745000.0,213407000.0,614699000.0,0.0,2084344000.0,534000.0,37361000.0,6982000.0,65444000.0,,468294000.0,285573000.0,662579000.0,1549689000.0,328263000.0,,,143392000.0,260013000.0,49521000.0,,1042724000.0,702047000.0,,216196000.0,,1375555000.0,61398000.0,102295000.0,5981729000.0,3458154000.0,2710036000.0,1139827000.0,3458154000.0,3458154000.0,2523575000.0,5981729000.0,1722004000.0,1383748000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q2,,2012-06-30,2012-08-03 17:13:37+00:00,194554000.0,579840000.0,476817000.0,-5477000.0,185324000.0,630240000.0,0.0,2079278000.0,195418000.0,31386000.0,9175000.0,65444000.0,,471083000.0,267411000.0,733395000.0,1567367000.0,341012000.0,,,189721000.0,38533000.0,49521000.0,,781676000.0,507223000.0,,136868000.0,,1287638000.0,47768000.0,113453000.0,5487334000.0,3361439000.0,2464424000.0,962265000.0,3361439000.0,3361439000.0,2125895000.0,5487334000.0,1455543000.0,1163630000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2012.0,Q1,,2012-03-31,2012-05-04 17:27:34+00:00,218216000.0,867525000.0,434333000.0,-10892000.0,177439000.0,610480000.0,0.0,2043233000.0,177583000.0,32824000.0,15979000.0,65444000.0,,806070000.0,368657000.0,705566000.0,1540953000.0,343174000.0,,,395069000.0,266684000.0,46232000.0,,554881000.0,409974000.0,,189600000.0,,1176655000.0,58238000.0,53107000.0,5773512000.0,3208996000.0,2900403000.0,1171033000.0,3208996000.0,3208996000.0,2564516000.0,5773512000.0,1332156000.0,1393483000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,FY,,2013-12-31,2015-02-24 20:34:49+00:00,261333000.0,657706000.0,320077000.0,-25776000.0,,1325072000.0,0.0,2646122000.0,759980000.0,63899000.0,6707000.0,84985000.0,117416000.0,162780000.0,296762000.0,522682000.0,1385084000.0,296603000.0,0.0,0.0,556957000.0,179421000.0,132626000.0,,909888000.0,629544000.0,,94720000.0,,1882771000.0,60543000.0,439102000.0,6883502000.0,4503117000.0,3792764000.0,1588061000.0,4503117000.0,4503117000.0,2380385000.0,6883502000.0,1705654000.0,792324000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q3,,2013-09-30,2013-10-31 18:06:59+00:00,184837000.0,584514000.0,364545000.0,-27372000.0,214262000.0,1192648000.0,0.0,2629236000.0,888124000.0,24649000.0,6337000.0,84985000.0,,168885000.0,278753000.0,451637000.0,1397784000.0,324275000.0,277960000.0,,752241000.0,132014000.0,164358000.0,,902387000.0,424002000.0,,87283000.0,,1817511000.0,60329000.0,339236000.0,6862710000.0,4419375000.0,3596566000.0,1636186000.0,4419375000.0,4419375000.0,2443335000.0,6862710000.0,1868360000.0,807149000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q2,,2013-06-30,2013-08-06 20:27:20+00:00,217587000.0,653018000.0,391764000.0,-21705000.0,248178000.0,928657000.0,0.0,2555970000.0,1118352000.0,28878000.0,4749000.0,74930000.0,,194570000.0,275183000.0,462645000.0,1560908000.0,332688000.0,237594000.0,,1004778000.0,61149000.0,49521000.0,,785544000.0,413845000.0,,117167000.0,,1622473000.0,61194000.0,356615000.0,6868126000.0,4156738000.0,3601279000.0,1854795000.0,4156738000.0,4156738000.0,2711388000.0,6868126000.0,1705939000.0,856593000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2013.0,Q1,,2013-03-31,2013-05-06 19:15:18+00:00,209019000.0,759262000.0,430503000.0,-9085000.0,228779000.0,842753000.0,0.0,2094192000.0,781265000.0,41456000.0,2068000.0,68833000.0,,501111000.0,286325000.0,523883000.0,1553205000.0,321420000.0,188681000.0,,617540000.0,49480000.0,49521000.0,,766035000.0,357112000.0,,106518000.0,,1588875000.0,61106000.0,168993000.0,6294425000.0,3673982000.0,3109926000.0,1533441000.0,3673982000.0,3673982000.0,2620443000.0,6294425000.0,1631294000.0,1087002000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,FY,,2014-12-31,2016-02-24 08:28:26+00:00,214656000.0,212405000.0,388156000.0,50140000.0,,1482054000.0,0.0,2697658000.0,255937000.0,,1727000.0,84985000.0,119236000.0,162074000.0,662082000.0,630171000.0,1419988000.0,313891000.0,9127000.0,12487000.0,29354000.0,88664000.0,,,1034028000.0,566891000.0,,202151000.0,,2243689000.0,51399000.0,509032000.0,6720991000.0,4991487000.0,3077654000.0,1000539000.0,4991487000.0,4991487000.0,1729504000.0,6720991000.0,2223349000.0,728965000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q3,,2014-09-30,2014-11-06 17:46:42+00:00,219997000.0,829525000.0,348602000.0,23187000.0,247441000.0,622523000.0,0.0,2682299000.0,234043000.0,62372000.0,5346000.0,84985000.0,119448000.0,163646000.0,489388000.0,546321000.0,1384429000.0,228661000.0,,,546409000.0,56077000.0,20728000.0,,880017000.0,316978000.0,,132273000.0,,2087731000.0,54607000.0,492875000.0,6439954000.0,4793217000.0,3253026000.0,918672000.0,4793217000.0,4793217000.0,1646737000.0,6439954000.0,1802499000.0,728065000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q2,,2014-06-30,2014-08-05 19:03:20+00:00,187530000.0,802811000.0,294668000.0,7429000.0,249990000.0,851346000.0,0.0,2661220000.0,425654000.0,107265000.0,40708000.0,84985000.0,116935000.0,133836000.0,370594000.0,444063000.0,1369659000.0,245080000.0,,,312065000.0,201845000.0,20728000.0,,1254493000.0,348991000.0,,134470000.0,,1999306000.0,60838000.0,497521000.0,6612015000.0,4667955000.0,3170269000.0,1211243000.0,4667955000.0,4667955000.0,1944060000.0,6612015000.0,2072087000.0,732817000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2014.0,Q1,,2014-03-31,2014-05-06 18:39:29+00:00,186278000.0,765912000.0,321339000.0,-7885000.0,241390000.0,975194000.0,0.0,2646495000.0,229530000.0,64622000.0,6638000.0,84985000.0,117117000.0,138229000.0,304757000.0,469613000.0,1370537000.0,233172000.0,,,233075000.0,193493000.0,20748000.0,,1229748000.0,365411000.0,,102840000.0,,1994779000.0,60656000.0,404033000.0,6376353000.0,4633389000.0,3036037000.0,997934000.0,4633389000.0,4633389000.0,1742964000.0,6376353000.0,1969779000.0,745030000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2015.0,FY,,2015-12-31,2017-02-22 10:15:31+00:00,337668000.0,559800000.0,409452000.0,15480000.0,,1126826000.0,0.0,2742897000.0,116522000.0,,1330000.0,84985000.0,110002000.0,251325000.0,733683000.0,517313000.0,1284136000.0,357693000.0,17887000.0,1276000.0,187940000.0,57738000.0,,,1382359000.0,555719000.0,,248977000.0,,2790110000.0,38090000.0,703454000.0,7316331000.0,5548487000.0,3345586000.0,960800000.0,5548487000.0,5548487000.0,1767844000.0,7316331000.0,2686609000.0,807044000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2015.0,Q3,,2015-09-30,2015-11-09 16:45:21+00:00,303593000.0,570046000.0,412167000.0,28491000.0,,1189703000.0,0.0,2734262000.0,96801000.0,78092000.0,2028000.0,84985000.0,112470000.0,246814000.0,702263000.0,483575000.0,1330054000.0,264200000.0,17754000.0,1279000.0,98421000.0,43035000.0,,,1297587000.0,528813000.0,,210399000.0,,2625975000.0,38663000.0,619814000.0,7060642000.0,5388728000.0,3251329000.0,896287000.0,5388728000.0,5388728000.0,1671914000.0,7060642000.0,2479259000.0,775627000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2015.0,Q2,,2015-06-30,2015-08-04 19:30:31+00:00,273280000.0,347186000.0,367354000.0,12988000.0,,1075144000.0,0.0,2716594000.0,168587000.0,77709000.0,4771000.0,84985000.0,115454000.0,257787000.0,530909000.0,576335000.0,1356231000.0,262389000.0,9852000.0,43345000.0,73739000.0,58217000.0,,,1287779000.0,590441000.0,,262731000.0,,2311888000.0,41898000.0,700017000.0,6803805000.0,5041470000.0,3156206000.0,914107000.0,5041470000.0,5041470000.0,1762335000.0,6803805000.0,2291368000.0,848228000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2015.0,Q1,,2015-03-31,2015-04-30 19:53:14+00:00,202755000.0,335804000.0,436913000.0,71474000.0,,779908000.0,0.0,2698235000.0,242970000.0,73419000.0,2882000.0,84985000.0,118364000.0,200386000.0,679196000.0,616558000.0,1368443000.0,210536000.0,9127000.0,44210000.0,331846000.0,57263000.0,,,1054320000.0,502276000.0,,263284000.0,,2217397000.0,42123000.0,704674000.0,6674674000.0,4987106000.0,3149703000.0,984906000.0,4987106000.0,4987106000.0,1687568000.0,6674674000.0,2156528000.0,702662000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2016.0,FY,,2016-12-31,2018-02-22 21:45:51+00:00,148730000.0,473426000.0,262977000.0,-9907000.0,,1347155000.0,0.0,2765414000.0,308704000.0,,12562000.0,14462000.0,87970000.0,160422000.0,605917000.0,425995000.0,629142000.0,255152000.0,54737000.0,15000000.0,700800000.0,146942000.0,,,1389159000.0,537716000.0,,217462000.0,,2462842000.0,27966000.0,607991000.0,6824368000.0,5218349000.0,3787829000.0,907881000.0,5218349000.0,5218349000.0,1606019000.0,6824368000.0,2407397000.0,698138000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2016.0,Q3,,2016-09-30,2016-11-02 19:29:11+00:00,201835000.0,568831000.0,328969000.0,49864000.0,,1414219000.0,0.0,2767666000.0,184167000.0,,10486000.0,78888000.0,72386000.0,161131000.0,858603000.0,447028000.0,1266337000.0,347081000.0,20313000.0,0.0,94549000.0,55841000.0,,,1978634000.0,573446000.0,,264806000.0,,3128229000.0,626026000.0,675985000.0,8087660000.0,5945759000.0,3465418000.0,1407324000.0,5945759000.0,5945759000.0,2141901000.0,8087660000.0,3355905000.0,734577000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2016.0,Q2,,2016-06-30,2016-08-03 18:10:11+00:00,263062000.0,542027000.0,354525000.0,56639000.0,,916660000.0,0.0,2773923000.0,204830000.0,,1518000.0,78888000.0,68218000.0,161839000.0,841262000.0,477300000.0,1268267000.0,351714000.0,22254000.0,372000.0,112512000.0,56503000.0,,,1836796000.0,625507000.0,,276971000.0,,2974083000.0,71591000.0,750779000.0,7544020000.0,5804645000.0,3076621000.0,952029000.0,5804645000.0,5804645000.0,1739375000.0,7544020000.0,3199132000.0,787346000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2016.0,Q1,,2016-03-31,2016-04-27 19:19:31+00:00,274991000.0,436342000.0,351865000.0,27094000.0,,1086280000.0,0.0,2751176000.0,252404000.0,,7414000.0,84985000.0,107020000.0,205262000.0,793872000.0,599010000.0,1278386000.0,359959000.0,17851000.0,389000.0,131249000.0,83375000.0,,,1661559000.0,569453000.0,,226667000.0,,2960675000.0,94080000.0,794220000.0,7577789000.0,5738945000.0,3274157000.0,1064129000.0,5738945000.0,5738945000.0,1838844000.0,7577789000.0,3025246000.0,774715000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2017.0,FY,,2017-12-31,2019-02-21 19:54:11+00:00,120220000.0,386405000.0,366827000.0,2259000.0,,2268534000.0,0.0,2799211000.0,81816000.0,,19581000.0,14462000.0,80227000.0,380465000.0,642013000.0,201210000.0,1154537000.0,51417000.0,48370000.0,20411000.0,77931000.0,48757000.0,,,1040703000.0,735063000.0,,157902000.0,,2297227000.0,13075000.0,720379000.0,6864501000.0,5098697000.0,3832772000.0,650276000.0,5098697000.0,5098697000.0,1765804000.0,6864501000.0,1877192000.0,1115528000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2017.0,Q3,,2017-09-30,2017-10-26 18:02:50+00:00,130704000.0,799763000.0,317325000.0,-5856000.0,,2019073000.0,0.0,2788571000.0,69095000.0,,4396000.0,14462000.0,81765000.0,330209000.0,636534000.0,238447000.0,940119000.0,276423000.0,69432000.0,0.0,67263000.0,44046000.0,,,1069464000.0,633071000.0,,142404000.0,,2729681000.0,13451000.0,699544000.0,7054693000.0,5512396000.0,3966494000.0,579017000.0,5512396000.0,5512396000.0,1542297000.0,7054693000.0,2148080000.0,963280000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2017.0,Q2,,2017-06-30,2017-07-27 20:12:11+00:00,118075000.0,608914000.0,190453000.0,-12023000.0,,1509516000.0,0.0,2779398000.0,31503000.0,,1554000.0,14462000.0,83834000.0,307459000.0,609689000.0,370620000.0,784937000.0,262879000.0,49996000.0,19600000.0,35992000.0,148689000.0,,,1437577000.0,577670000.0,,172701000.0,,2523934000.0,13574000.0,719569000.0,6680286000.0,5291309000.0,3436912000.0,503848000.0,5291309000.0,5291309000.0,1388977000.0,6680286000.0,2458437000.0,885129000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2017.0,Q1,,2017-03-31,2017-05-04 19:48:28+00:00,143455000.0,221722000.0,185337000.0,-12210000.0,,1656245000.0,0.0,2768045000.0,24754000.0,,5002000.0,14462000.0,85902000.0,265823000.0,583706000.0,465871000.0,691767000.0,251453000.0,49994000.0,19600000.0,0.0,156963000.0,,,1596981000.0,583823000.0,,177358000.0,,2471971000.0,11540000.0,789442000.0,6604503000.0,5227806000.0,3330238000.0,527051000.0,5227806000.0,5227806000.0,1376697000.0,6604503000.0,2582498000.0,849646000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2018.0,FY,,2018-12-31,2020-02-20 20:34:28+00:00,233287000.0,586448000.0,441580000.0,-54466000.0,,1403562000.0,0.0,2825316000.0,129755000.0,,20885000.0,14462000.0,74162000.0,461221000.0,318390000.0,444818000.0,1756211000.0,77682000.0,22832000.0,,37930000.0,14380000.0,,,998100000.0,602281000.0,,243061000.0,,2441553000.0,5570000.0,1143704000.0,7121362000.0,5212403000.0,3859523000.0,845457000.0,5212403000.0,5212403000.0,1908959000.0,7121362000.0,1505628000.0,1063502000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2018.0,Q3,,2018-09-30,2018-10-25 17:58:06+00:00,154602000.0,562833000.0,433117000.0,-35171000.0,,1434883000.0,0.0,2816690000.0,215900000.0,,49941000.0,14462000.0,74585000.0,463485000.0,344317000.0,347486000.0,1671129000.0,108636000.0,0.0,21308000.0,28978000.0,12006000.0,,,995337000.0,591929000.0,,195552000.0,,2389438000.0,2618000.0,1295049000.0,7094555000.0,5170957000.0,3886089000.0,868184000.0,5170957000.0,5170957000.0,1923598000.0,7094555000.0,1537337000.0,1055414000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2018.0,Q2,,2018-06-30,2018-07-26 18:04:23+00:00,161139000.0,303090000.0,381053000.0,-30237000.0,,2024491000.0,0.0,2809377000.0,199482000.0,,29822000.0,14462000.0,77095000.0,448554000.0,340153000.0,306612000.0,1484177000.0,93730000.0,0.0,21398000.0,62475000.0,36175000.0,,,1030035000.0,650898000.0,,157553000.0,,2331688000.0,7741000.0,1110421000.0,7025692000.0,5110828000.0,3986040000.0,815412000.0,5110828000.0,5110828000.0,1914864000.0,7025692000.0,1555475000.0,1099452000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2018.0,Q1,,2018-03-31,2018-04-26 19:48:05+00:00,136897000.0,424670000.0,297446000.0,-18583000.0,,1858338000.0,0.0,2797776000.0,67336000.0,,10164000.0,14462000.0,79607000.0,431817000.0,555037000.0,239444000.0,1311642000.0,64427000.0,47798000.0,20411000.0,10094000.0,35833000.0,,,996917000.0,695263000.0,,197206000.0,,2380178000.0,6062000.0,1020136000.0,6840189000.0,5159371000.0,3770299000.0,553738000.0,5159371000.0,5159371000.0,1680818000.0,6840189000.0,1758248000.0,1127080000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2019.0,FY,,2019-12-31,2020-05-07 18:24:44+00:00,218081000.0,475039000.0,351260000.0,-79334000.0,,1352741000.0,0.0,2849481000.0,323217000.0,,17010000.0,14462000.0,64543000.0,454187000.0,,497096000.0,2181149000.0,130771000.0,,,186997000.0,391130000.0,,,1524930000.0,646527000.0,,276455000.0,,2326620000.0,17510000.0,811506000.0,7515689000.0,5096767000.0,3599834000.0,1318208000.0,5096767000.0,5096767000.0,2418922000.0,7515689000.0,1734706000.0,1100714000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2019.0,Q3,,2019-09-30,2019-10-24 18:46:06+00:00,218088000.0,532319000.0,377364000.0,-39518000.0,,878999000.0,0.0,2835973000.0,93283000.0,,15409000.0,14462000.0,66785000.0,452064000.0,305469000.0,645628000.0,2106968000.0,66114000.0,0.0,,5557000.0,28422000.0,,,1451399000.0,659349000.0,,319435000.0,,2386028000.0,28240000.0,661552000.0,7054687000.0,5182483000.0,3043490000.0,760806000.0,5182483000.0,5182483000.0,1872204000.0,7054687000.0,1904229000.0,1111413000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2019.0,Q2,,2019-06-30,2019-08-01 19:05:56+00:00,242541000.0,397499000.0,421595000.0,-46920000.0,,1221568000.0,0.0,2826638000.0,112237000.0,,15293000.0,14462000.0,69119000.0,452976000.0,328591000.0,678349000.0,2006334000.0,76892000.0,0.0,,1703000.0,23341000.0,,,1230163000.0,706413000.0,,305566000.0,,2355406000.0,28312000.0,807561000.0,7137807000.0,5135124000.0,3412246000.0,843319000.0,5135124000.0,5135124000.0,2002683000.0,7137807000.0,1719227000.0,1159389000.0
First Solar Inc,FSLR,549300NPYMLM4NHTOF27,1274494,2019.0,Q1,,2019-03-31,2019-05-02 17:49:59+00:00,221738000.0,668809000.0,408031000.0,-59013000.0,,1013402000.0,0.0,2814220000.0,166984000.0,,7865000.0,14462000.0,71641000.0,558356000.0,388637000.0,519362000.0,1859293000.0,78283000.0,0.0,,80278000.0,19537000.0,,,1181784000.0,732893000.0,,277163000.0,,2373954000.0,12361000.0,1103812000.0,7256926000.0,5129161000.0,3662826000.0,836516000.0,5129161000.0,5129161000.0,2127765000.0,7256926000.0,1734807000.0,1291249000.0
