company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2015.0,Q1,2014-12-29,2015-03-29,2016-05-05 11:17:23+00:00,0.26,0.26,0.0,0.24,,68000000.0,279000000.0,279000000.0,,96000000.0,3000000.0,1631000000.0,2478000000.0,39000000.0,180000000.0,,338000000.0,1631000000.0,847000000.0,201000000.0,,338000000.0,509000000.0,-162000000.0,347000000.0,2478000000.0,377000000.0,377000000.0,400000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,FY,2016-01-04,2016-12-31,2019-06-07 17:07:36+00:00,0.0,2.81,2.35,2.78,18000000.0,1333000000.0,3606000000.0,3606000000.0,,3416000000.0,10000000.0,17154000000.0,26300000000.0,472000000.0,180000000.0,,3527000000.0,17154000000.0,9146000000.0,1134000000.0,,3545000000.0,5601000000.0,-662000000.0,4939000000.0,26300000000.0,,1217000000.0,1217000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q4,2016-10-03,2016-12-31,,-2.06,0.75,0.6,0.73,18000000.0,288000000.0,908000000.0,908000000.0,,908000000.0,,4651000000.0,6670000000.0,467000000.0,,,962000000.0,4651000000.0,2019000000.0,310000000.0,,980000000.0,1039000000.0,157000000.0,1196000000.0,6670000000.0,,1217000000.0,1217000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q3,2016-07-04,2016-10-02,2017-11-06 19:44:12+00:00,0.69,0.69,0.6,0.69,,262000000.0,843000000.0,843000000.0,,842000000.0,1000000.0,4049000000.0,6267000000.0,3000000.0,0.0,,805000000.0,4049000000.0,2218000000.0,311000000.0,,805000000.0,1413000000.0,-308000000.0,1105000000.0,6267000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q3YTD,2016-01-04,2016-10-02,,2.06,2.06,1.75,2.05,,1045000000.0,2698000000.0,2698000000.0,,2508000000.0,10000000.0,12503000000.0,19630000000.0,5000000.0,180000000.0,,2565000000.0,12503000000.0,7127000000.0,824000000.0,,2565000000.0,4562000000.0,-819000000.0,3743000000.0,19630000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q3TTM,2015-09-28,2016-10-02,,2.64,2.64,2.9,2.65,,1427000000.0,3346000000.0,3346000000.0,,2793000000.0,13000000.0,17223000000.0,26754000000.0,14000000.0,540000000.0,,3682000000.0,17223000000.0,9531000000.0,1090000000.0,,3682000000.0,5849000000.0,-1076000000.0,4773000000.0,26754000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q2,2016-04-04,2016-07-03,2017-08-04 12:23:37+00:00,0.63,0.63,0.575,0.63,,411000000.0,955000000.0,955000000.0,,770000000.0,5000000.0,4262000000.0,6793000000.0,-6000000.0,180000000.0,,895000000.0,4262000000.0,2531000000.0,264000000.0,,895000000.0,1636000000.0,-270000000.0,1366000000.0,6793000000.0,1217000000.0,1217000000.0,1217000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q2YTD,2016-01-04,2016-07-03,,1.37,1.37,1.15,1.36,,783000000.0,1855000000.0,1855000000.0,,1666000000.0,9000000.0,8454000000.0,13363000000.0,2000000.0,180000000.0,,1760000000.0,8454000000.0,4909000000.0,513000000.0,,1760000000.0,3149000000.0,-511000000.0,2638000000.0,13363000000.0,1217000000.0,1217000000.0,1217000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q2TTM,2015-06-29,2016-07-03,,1.68,1.68,2.85,1.69,,1116000000.0,2383000000.0,2383000000.0,,1648000000.0,15000000.0,17666000000.0,26607000000.0,-97000000.0,720000000.0,,4106000000.0,17666000000.0,8941000000.0,1239000000.0,,4106000000.0,4835000000.0,-1336000000.0,3499000000.0,26607000000.0,1217000000.0,1217000000.0,1217000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q1,2016-01-04,2016-04-03,2017-05-04 11:09:37+00:00,0.74,0.74,0.575,0.73,,372000000.0,900000000.0,900000000.0,,896000000.0,4000000.0,4192000000.0,6570000000.0,8000000.0,,,865000000.0,4192000000.0,2378000000.0,249000000.0,,865000000.0,1513000000.0,-241000000.0,1272000000.0,6570000000.0,1215000000.0,1215000000.0,1215000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q1TTM,2015-03-30,2016-04-03,,0.14,0.14,2.28,0.15,,670000000.0,1268000000.0,1268000000.0,,534000000.0,14000000.0,15138000000.0,22430000000.0,-336000000.0,720000000.0,,3649000000.0,15138000000.0,7292000000.0,1369000000.0,,3649000000.0,3643000000.0,-1705000000.0,1938000000.0,22430000000.0,1215000000.0,1215000000.0,1215000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,FY,2017-01-01,2017-12-30,2020-02-14 17:13:43+00:00,8.98,8.98,2.45,8.91,49000000.0,-5482000000.0,10932000000.0,10932000000.0,,10941000000.0,-9000000.0,17043000000.0,26076000000.0,627000000.0,,,2927000000.0,17043000000.0,9033000000.0,1234000000.0,,2976000000.0,6057000000.0,-607000000.0,5450000000.0,26076000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q4,2017-10-01,2017-12-30,,6.52,6.52,0.63,6.47,49000000.0,-6687000000.0,7938000000.0,7938000000.0,,7945000000.0,-7000000.0,4637000000.0,6835000000.0,117000000.0,,,707000000.0,4637000000.0,2198000000.0,308000000.0,,756000000.0,1442000000.0,-191000000.0,1251000000.0,6835000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q3,2017-07-02,2017-09-30,2018-11-02 11:37:21+00:00,0.78,0.78,0.625,0.77,,416000000.0,943000000.0,943000000.0,,944000000.0,-1000000.0,4077000000.0,6280000000.0,127000000.0,,,665000000.0,4077000000.0,2203000000.0,306000000.0,,665000000.0,1538000000.0,-179000000.0,1359000000.0,6280000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q3YTD,2017-01-01,2017-09-30,,2.46,2.46,1.83,2.44,,1205000000.0,2994000000.0,2994000000.0,,2996000000.0,-2000000.0,12406000000.0,19241000000.0,510000000.0,,,2220000000.0,12406000000.0,6835000000.0,926000000.0,,2220000000.0,4615000000.0,-416000000.0,4199000000.0,19241000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q3TTM,2016-10-03,2017-09-30,,0.4,3.21,2.43,3.17,18000000.0,1493000000.0,3902000000.0,3902000000.0,,3904000000.0,-2000000.0,17057000000.0,25911000000.0,977000000.0,,,3182000000.0,17057000000.0,8854000000.0,1236000000.0,,3200000000.0,5654000000.0,-259000000.0,5395000000.0,25911000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q2,2017-04-02,2017-07-01,2018-08-03 10:03:30+00:00,0.95,0.95,0.6,0.94,,430000000.0,1160000000.0,1160000000.0,,1159000000.0,1000000.0,4204000000.0,6637000000.0,253000000.0,,,789000000.0,4204000000.0,2433000000.0,307000000.0,,789000000.0,1644000000.0,-54000000.0,1590000000.0,6637000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q2YTD,2017-01-01,2017-07-01,,1.68,1.68,1.2,1.67,,789000000.0,2051000000.0,2051000000.0,,2052000000.0,-1000000.0,8329000000.0,12961000000.0,383000000.0,,,1555000000.0,8329000000.0,4632000000.0,620000000.0,,1555000000.0,3077000000.0,-237000000.0,2840000000.0,12961000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q2TTM,2016-07-04,2017-07-01,,0.31,3.12,2.4,3.09,18000000.0,1339000000.0,3802000000.0,3802000000.0,,3802000000.0,,17029000000.0,25898000000.0,853000000.0,,,3322000000.0,17029000000.0,8869000000.0,1241000000.0,,3340000000.0,5529000000.0,-388000000.0,5141000000.0,25898000000.0,1218000000.0,1218000000.0,1218000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q1,2017-01-01,2017-04-01,2018-05-03 12:08:07+00:00,0.73,0.73,0.6,0.73,,359000000.0,891000000.0,891000000.0,,893000000.0,-2000000.0,4125000000.0,6324000000.0,130000000.0,,,766000000.0,4125000000.0,2199000000.0,313000000.0,,766000000.0,1433000000.0,-183000000.0,1250000000.0,6324000000.0,1217000000.0,1217000000.0,1217000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q1TTM,2016-04-04,2017-04-01,,-0.01,2.8,2.38,2.78,18000000.0,1320000000.0,3597000000.0,3597000000.0,,3413000000.0,4000000.0,17087000000.0,26054000000.0,594000000.0,180000000.0,,3428000000.0,17087000000.0,8967000000.0,1198000000.0,,3446000000.0,5521000000.0,-604000000.0,4917000000.0,26054000000.0,1217000000.0,1217000000.0,1217000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,FY,2017-12-31,2018-12-29,2020-02-14 17:13:43+00:00,-8.36,-8.36,2.5,-8.36,15936000000.0,-1067000000.0,-10254000000.0,-10254000000.0,,-10192000000.0,-62000000.0,17347000000.0,26268000000.0,168000000.0,,,3190000000.0,17347000000.0,8921000000.0,1284000000.0,,19126000000.0,-10205000000.0,-1116000000.0,-11321000000.0,26268000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q4,2018-09-30,2018-12-29,,-10.31,-10.31,0.63,-10.3,15485000000.0,-1846000000.0,-12628000000.0,-12628000000.0,,-12568000000.0,-60000000.0,4675000000.0,6891000000.0,-13000000.0,,,867000000.0,4675000000.0,2216000000.0,325000000.0,,16352000000.0,-14136000000.0,-338000000.0,-14474000000.0,6891000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q3,2018-07-01,2018-09-29,2019-10-31 16:08:25+00:00,0.51,0.51,0.625,0.5,217000000.0,201000000.0,618000000.0,618000000.0,,619000000.0,-1000000.0,4289000000.0,6383000000.0,71000000.0,,,803000000.0,4289000000.0,2094000000.0,326000000.0,,1020000000.0,1074000000.0,-255000000.0,819000000.0,6383000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q3YTD,2017-12-31,2018-09-29,,1.95,1.95,1.88,1.94,451000000.0,779000000.0,2374000000.0,2374000000.0,,2376000000.0,-2000000.0,12672000000.0,19377000000.0,181000000.0,,,2323000000.0,12672000000.0,6705000000.0,959000000.0,,2774000000.0,3931000000.0,-778000000.0,3153000000.0,19377000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q3TTM,2017-10-01,2018-09-29,,8.47,8.47,2.5,8.41,500000000.0,-5908000000.0,10312000000.0,10312000000.0,,10321000000.0,-9000000.0,17309000000.0,26212000000.0,298000000.0,,,3030000000.0,17309000000.0,8903000000.0,1267000000.0,,3530000000.0,5373000000.0,-969000000.0,4404000000.0,26212000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q2,2018-04-01,2018-06-30,2019-08-13 06:13:31+00:00,0.62,0.62,0.625,0.62,234000000.0,308000000.0,753000000.0,753000000.0,,754000000.0,-1000000.0,4343000000.0,6690000000.0,20000000.0,,,756000000.0,4343000000.0,2347000000.0,316000000.0,,990000000.0,1357000000.0,-296000000.0,1061000000.0,6690000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q2YTD,2017-12-31,2018-06-30,,1.44,1.44,1.25,1.44,234000000.0,578000000.0,1756000000.0,1756000000.0,,1757000000.0,-1000000.0,8383000000.0,12994000000.0,110000000.0,,,1520000000.0,8383000000.0,4611000000.0,633000000.0,,1754000000.0,2857000000.0,-523000000.0,2334000000.0,12994000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q2TTM,2017-07-02,2018-06-30,,8.74,8.74,2.5,8.68,283000000.0,-5693000000.0,10637000000.0,10637000000.0,,10646000000.0,-9000000.0,17097000000.0,26109000000.0,354000000.0,,,2892000000.0,17097000000.0,9012000000.0,1247000000.0,,3175000000.0,5837000000.0,-893000000.0,4944000000.0,26109000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q1,2017-12-31,2018-03-31,2019-08-13 06:06:38+00:00,0.82,0.82,0.625,0.82,0.0,270000000.0,1003000000.0,1003000000.0,,1003000000.0,0.0,4040000000.0,6304000000.0,90000000.0,,,764000000.0,4040000000.0,2264000000.0,317000000.0,,764000000.0,1500000000.0,-227000000.0,1273000000.0,6304000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q1TTM,2017-04-02,2018-03-31,,9.07,9.07,2.48,9.0,49000000.0,-5571000000.0,11044000000.0,11044000000.0,,11051000000.0,-7000000.0,16958000000.0,26056000000.0,587000000.0,,,2925000000.0,16958000000.0,9098000000.0,1238000000.0,,2974000000.0,6124000000.0,-651000000.0,5473000000.0,26056000000.0,1219000000.0,1219000000.0,1219000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q4,2019-09-29,2019-12-28,,0.15,0.15,-399.2,0.14,676000000.0,144000000.0,183000000.0,183000000.0,,182000000.0,1000000.0,4429000000.0,6536000000.0,59000000.0,,,837000000.0,4429000000.0,2107000000.0,326000000.0,,1513000000.0,594000000.0,-267000000.0,327000000.0,6536000000.0,1221000000.0,1221000000.0,1221000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,FY,2018-12-30,2019-12-28,2020-02-14 17:13:43+00:00,1.59,1.59,1.6,1.58,1899000000.0,728000000.0,1933000000.0,1933000000.0,,1935000000.0,-2000000.0,16830000000.0,24977000000.0,952000000.0,,,3178000000.0,16830000000.0,8147000000.0,1361000000.0,,5077000000.0,3070000000.0,-409000000.0,2661000000.0,24977000000.0,1221000000.0,1221000000.0,1221000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q3YTD,2018-12-30,2019-09-28,,1.44,1.44,400.8,1.44,1223000000.0,584000000.0,1750000000.0,1750000000.0,,1753000000.0,-3000000.0,12401000000.0,18441000000.0,893000000.0,,,2341000000.0,12401000000.0,6040000000.0,1035000000.0,,3564000000.0,2476000000.0,-142000000.0,2334000000.0,18441000000.0,1221000000.0,1221000000.0,1221000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q3TTM,2018-09-30,2019-09-28,,-8.87,-8.87,401.43,-8.86,16708000000.0,-1262000000.0,-10878000000.0,-10878000000.0,,-10815000000.0,-63000000.0,17076000000.0,25332000000.0,880000000.0,,,3208000000.0,17076000000.0,8256000000.0,1360000000.0,,19916000000.0,-11660000000.0,-480000000.0,-12140000000.0,25332000000.0,1221000000.0,1221000000.0,1221000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q3,2019-06-30,2019-09-28,2019-10-31 16:08:25+00:00,0.74,0.74,400.0,0.74,5000000.0,264000000.0,898000000.0,898000000.0,,899000000.0,-1000000.0,4129000000.0,6076000000.0,380000000.0,,,762000000.0,4129000000.0,1947000000.0,398000000.0,,767000000.0,1180000000.0,-18000000.0,1162000000.0,6076000000.0,1221000000.0,1221000000.0,1221000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q2YTD,2018-12-30,2019-06-29,,0.7,0.7,0.8,0.7,1218000000.0,320000000.0,852000000.0,852000000.0,,854000000.0,-2000000.0,8272000000.0,12365000000.0,513000000.0,,,1579000000.0,8272000000.0,4093000000.0,637000000.0,,2797000000.0,1296000000.0,-124000000.0,1172000000.0,12365000000.0,1220000000.0,1220000000.0,1220000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q2TTM,2018-07-01,2019-06-29,,-9.1,-9.1,2.05,-9.1,16920000000.0,-1325000000.0,-11158000000.0,-11158000000.0,,-11095000000.0,-63000000.0,17236000000.0,25639000000.0,571000000.0,,,3249000000.0,17236000000.0,8403000000.0,1288000000.0,,20169000000.0,-11766000000.0,-717000000.0,-12483000000.0,25639000000.0,1220000000.0,1220000000.0,1220000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q2,2019-03-31,2019-06-29,2019-08-13 06:13:31+00:00,0.37,0.37,0.4,0.37,598000000.0,103000000.0,448000000.0,448000000.0,,449000000.0,-1000000.0,4324000000.0,6406000000.0,133000000.0,,,750000000.0,4324000000.0,2082000000.0,316000000.0,,1348000000.0,734000000.0,-183000000.0,551000000.0,6406000000.0,1220000000.0,1220000000.0,1220000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q1,2018-12-30,2019-03-30,2020-05-01 16:03:30+00:00,0.33,0.33,0.4,0.33,620000000.0,217000000.0,404000000.0,404000000.0,,405000000.0,-1000000.0,3948000000.0,5959000000.0,380000000.0,,,829000000.0,3948000000.0,2011000000.0,321000000.0,,1449000000.0,562000000.0,59000000.0,621000000.0,5959000000.0,1220000000.0,1220000000.0,1220000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q1TTM,2018-04-01,2019-03-30,,-8.85,-8.85,2.28,-8.85,16556000000.0,-1120000000.0,-10853000000.0,-10853000000.0,,-10790000000.0,-63000000.0,17255000000.0,25923000000.0,458000000.0,,,3255000000.0,17255000000.0,8668000000.0,1288000000.0,,19811000000.0,-11143000000.0,-830000000.0,-11973000000.0,25923000000.0,1220000000.0,1220000000.0,1220000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2020.0,Q1TTM,2019-03-31,2020-03-28,,1.57,1.57,1.6,1.56,1505000000.0,671000000.0,1910000000.0,1910000000.0,,1908000000.0,2000000.0,17181000000.0,25175000000.0,653000000.0,,,3211000000.0,17181000000.0,7994000000.0,1350000000.0,,4716000000.0,3278000000.0,-697000000.0,2581000000.0,25175000000.0,1222000000.0,1222000000.0,1222000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2020.0,Q1,2019-12-29,2020-03-28,2020-05-01 16:03:30+00:00,0.31,0.31,0.4,0.31,226000000.0,160000000.0,381000000.0,381000000.0,,378000000.0,3000000.0,4299000000.0,6157000000.0,81000000.0,,,862000000.0,4299000000.0,1858000000.0,310000000.0,,1088000000.0,770000000.0,-229000000.0,541000000.0,6157000000.0,1222000000.0,1222000000.0,1222000000.0
