company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q2,,2017-07-01,2017-11-06 19:41:26+00:00,3888000000.0,1434000000.0,494000000.0,,-1308000000.0,1445000000.0,0.0,58686000000.0,,153000000.0,157000000.0,,44600000000.0,,59400000000.0,29979000000.0,3065000000.0,6808000000.0,213000000.0,20887000000.0,1975000000.0,1164000000.0,1149000000.0,,406000000.0,,1535000000.0,673000000.0,,,1178000000.0,1109000000.0,119416000000.0,58333000000.0,7108000000.0,7356000000.0,58333000000.0,58546000000.0,60870000000.0,119416000000.0,105535000000.0,53514000000.0,-223000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q1,,2017-04-01,2017-11-06 19:37:29+00:00,3936000000.0,1474000000.0,599000000.0,,-1449000000.0,3242000000.0,0.0,58654000000.0,,424000000.0,157000000.0,,44300000000.0,,59330000000.0,29748000000.0,3151000000.0,6693000000.0,212000000.0,20910000000.0,2016000000.0,1008000000.0,989000000.0,,346000000.0,,1604000000.0,801000000.0,,,750000000.0,2932000000.0,120802000000.0,57732000000.0,8875000000.0,9383000000.0,57732000000.0,57944000000.0,62858000000.0,120802000000.0,105234000000.0,53475000000.0,-223000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,FY,,2018-12-29,2020-02-14 17:13:43+00:00,4153000000.0,2129000000.0,722000000.0,,-1943000000.0,1130000000.0,0.0,58735000000.0,152000000.0,,,,36503000000.0,,49468000000.0,30770000000.0,2667000000.0,7078000000.0,118000000.0,12202000000.0,306000000.0,1221000000.0,1767000000.0,1376000000.0,463000000.0,,1337000000.0,902000000.0,400000000.0,3000000.0,-4853000000.0,398000000.0,103461000000.0,51657000000.0,9075000000.0,7503000000.0,51657000000.0,51775000000.0,51683000000.0,103461000000.0,87308000000.0,44180000000.0,-282000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q3,,2018-09-29,2018-11-02 11:37:21+00:00,4312000000.0,2032000000.0,494000000.0,,-1732000000.0,1366000000.0,0.0,58805000000.0,195000000.0,104000000.0,,,44308000000.0,,58727000000.0,30998000000.0,3287000000.0,7216000000.0,187000000.0,14215000000.0,394000000.0,710000000.0,978000000.0,,315000000.0,,1889000000.0,964000000.0,,6000000.0,8576000000.0,1378000000.0,119730000000.0,65385000000.0,7590000000.0,7581000000.0,65385000000.0,65572000000.0,54152000000.0,119730000000.0,104924000000.0,46571000000.0,-264000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q2,,2018-06-30,2018-08-03 10:03:30+00:00,4326000000.0,1987000000.0,474000000.0,,-1557000000.0,3369000000.0,0.0,58778000000.0,177000000.0,88000000.0,,,44270000000.0,,59101000000.0,31380000000.0,3161000000.0,7258000000.0,188000000.0,14230000000.0,394000000.0,807000000.0,1011000000.0,,404000000.0,,1766000000.0,929000000.0,,7000000.0,8710000000.0,2788000000.0,121896000000.0,65677000000.0,9501000000.0,9091000000.0,65677000000.0,65865000000.0,56024000000.0,121896000000.0,105137000000.0,46933000000.0,-254000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2018.0,Q1,,2018-03-31,2018-05-03 12:08:07+00:00,4241000000.0,1574000000.0,567000000.0,,-975000000.0,1794000000.0,0.0,58745000000.0,150000000.0,291000000.0,,,44843000000.0,,59600000000.0,28561000000.0,3144000000.0,7267000000.0,207000000.0,14085000000.0,400000000.0,775000000.0,1142000000.0,,345000000.0,,1640000000.0,949000000.0,,8000000.0,8718000000.0,3743000000.0,120787000000.0,66248000000.0,7437000000.0,10329000000.0,66248000000.0,66455000000.0,54324000000.0,120787000000.0,106083000000.0,43995000000.0,-240000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,FY,,2019-12-28,2020-05-01 16:03:30+00:00,4003000000.0,1973000000.0,647000000.0,,-1886000000.0,2279000000.0,0.0,56840000000.0,,,,,35546000000.0,,48652000000.0,28216000000.0,2721000000.0,7055000000.0,126000000.0,11878000000.0,273000000.0,618000000.0,1804000000.0,122000000.0,393000000.0,,2100000000.0,1459000000.0,384000000.0,0.0,-3060000000.0,1028000000.0,101450000000.0,51623000000.0,8097000000.0,7875000000.0,51623000000.0,51749000000.0,49701000000.0,101450000000.0,86298000000.0,41826000000.0,-271000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q3,,2019-09-28,2019-10-31 16:08:25+00:00,4156000000.0,1959000000.0,458000000.0,,-2126000000.0,2315000000.0,0.0,57305000000.0,119000000.0,,,,35826000000.0,,48714000000.0,28112000000.0,3158000000.0,6926000000.0,131000000.0,12010000000.0,315000000.0,1124000000.0,1658000000.0,35000000.0,280000000.0,,2231000000.0,1467000000.0,415000000.0,2000000.0,-3241000000.0,2560000000.0,102822000000.0,51673000000.0,9125000000.0,9112000000.0,51673000000.0,51804000000.0,51016000000.0,102822000000.0,86771000000.0,41904000000.0,-265000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q2,,2019-06-29,2019-08-13 06:13:31+00:00,4153000000.0,2049000000.0,508000000.0,,-1807000000.0,1452000000.0,0.0,57781000000.0,105000000.0,,,,35989000000.0,,48943000000.0,29832000000.0,3074000000.0,7023000000.0,132000000.0,12128000000.0,308000000.0,1058000000.0,1446000000.0,1035000000.0,391000000.0,,2078000000.0,1459000000.0,395000000.0,2000000.0,-4140000000.0,1299000000.0,103201000000.0,51543000000.0,9168000000.0,7797000000.0,51543000000.0,51675000000.0,51524000000.0,103201000000.0,87010000000.0,43727000000.0,-291000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2019.0,Q1,,2019-03-30,2019-08-13 06:06:38+00:00,4184000000.0,2010000000.0,543000000.0,,-1684000000.0,1096000000.0,0.0,58264000000.0,85000000.0,,,,36100000000.0,,49553000000.0,29803000000.0,3118000000.0,7031000000.0,130000000.0,12161000000.0,308000000.0,1116000000.0,1575000000.0,1026000000.0,363000000.0,,2052000000.0,1483000000.0,384000000.0,2000000.0,-4586000000.0,1307000000.0,103562000000.0,51703000000.0,8835000000.0,7972000000.0,51703000000.0,51833000000.0,51727000000.0,103562000000.0,87705000000.0,43755000000.0,-291000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2020.0,Q1,,2020-03-28,2020-05-01 16:03:30+00:00,3956000000.0,2321000000.0,681000000.0,,-2426000000.0,5403000000.0,0.0,56390000000.0,,,,,35062000000.0,,48259000000.0,31531000000.0,2831000000.0,6813000000.0,115000000.0,11839000000.0,250000000.0,535000000.0,1664000000.0,133000000.0,385000000.0,,2231000000.0,1395000000.0,485000000.0,0.0,-2686000000.0,1248000000.0,104073000000.0,51009000000.0,11708000000.0,7934000000.0,51009000000.0,51124000000.0,52949000000.0,104073000000.0,85552000000.0,45015000000.0,-269000000.0
