company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2014.0,FY,,2014-12-28,2016-03-03 12:53:54+00:00,1651000000.0,851000000.0,297000000.0,,-574000000.0,2298000000.0,0.0,7324000000.0,,232000000.0,15000000.0,0.0,14959000000.0,,13188000000.0,13358000000.0,1185000000.0,2365000000.0,219000000.0,3867000000.0,287000000.0,581000000.0,730000000.0,,167000000.0,367000000.0,1144000000.0,282000000.0,,8349000000.0,0.0,,36571000000.0,7117000000.0,4915000000.0,3092000000.0,7117000000.0,7336000000.0,20886000000.0,36571000000.0,29291000000.0,17794000000.0,0.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2015.0,FY,,2016-01-03,2017-02-23 13:32:18+00:00,2844000000.0,1454000000.0,856000000.0,,-671000000.0,4837000000.0,0.0,58387000000.0,,417000000.0,328000000.0,762000000.0,43051000000.0,,62120000000.0,25151000000.0,2618000000.0,6524000000.0,208000000.0,21497000000.0,2405000000.0,871000000.0,1241000000.0,,401000000.0,,1498000000.0,752000000.0,,8343000000.0,0.0,83000000.0,122973000000.0,57685000000.0,9780000000.0,6932000000.0,57685000000.0,57893000000.0,56737000000.0,122973000000.0,106669000000.0,49805000000.0,-31000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2015.0,Q3,,2015-09-27,2015-11-06 12:49:33+00:00,2719000000.0,1613000000.0,732000000.0,,-613000000.0,4437000000.0,0.0,59634000000.0,,410000000.0,401000000.0,,46750000000.0,,56693000000.0,25250000000.0,2981000000.0,6432000000.0,206000000.0,19684000000.0,3019000000.0,1380000000.0,1484000000.0,,,0.0,1506000000.0,734000000.0,,8342000000.0,-196000000.0,,121792000000.0,58839000000.0,10411000000.0,5746000000.0,58811000000.0,59017000000.0,54433000000.0,121792000000.0,104949000000.0,48687000000.0,14000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2015.0,Q2,,2015-06-28,2015-08-10 16:11:02+00:00,1608000000.0,1021000000.0,426000000.0,533000000.0,-719000000.0,2147000000.0,,7458000000.0,,171000000.0,,,14741000000.0,2786000000.0,12942000000.0,13626000000.0,1162000000.0,2253000000.0,215000000.0,3843000000.0,191000000.0,68000000.0,436000000.0,,,0.0,1537000000.0,8768000000.0,191000000.0,27000000.0,0.0,12000000.0,36062000000.0,6739000000.0,4589000000.0,2653000000.0,6739000000.0,6954000000.0,29081000000.0,36062000000.0,29220000000.0,26428000000.0,
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,FY,,2016-12-31,2018-02-16 12:39:26+00:00,3996000000.0,898000000.0,749000000.0,,-1628000000.0,4204000000.0,0.0,58605000000.0,260000000.0,255000000.0,157000000.0,,44125000000.0,,59297000000.0,29713000000.0,2684000000.0,6688000000.0,216000000.0,20848000000.0,2038000000.0,707000000.0,1238000000.0,,415000000.0,,1617000000.0,806000000.0,,0.0,588000000.0,2691000000.0,120480000000.0,57358000000.0,8753000000.0,9501000000.0,57358000000.0,57574000000.0,62906000000.0,120480000000.0,105039000000.0,53405000000.0,-207000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q3,,2016-10-02,2016-11-04 15:20:29+00:00,3456000000.0,1063000000.0,708000000.0,,-1229000000.0,3920000000.0,0.0,58579000000.0,,142000000.0,164000000.0,769000000.0,44500000000.0,,59620000000.0,29980000000.0,3108000000.0,6490000000.0,226000000.0,20706000000.0,2367000000.0,852000000.0,1164000000.0,,311000000.0,,1509000000.0,745000000.0,,0.0,374000000.0,2700000000.0,121080000000.0,57642000000.0,8943000000.0,9414000000.0,57642000000.0,57868000000.0,63212000000.0,121080000000.0,105629000000.0,53798000000.0,-82000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q2,,2016-07-03,2016-08-05 11:52:49+00:00,2960000000.0,1260000000.0,867000000.0,,-933000000.0,4237000000.0,0.0,58537000000.0,,368000000.0,164000000.0,827000000.0,44641000000.0,,59762000000.0,30002000000.0,2881000000.0,6423000000.0,221000000.0,20900000000.0,2341000000.0,969000000.0,1263000000.0,,393000000.0,,1511000000.0,801000000.0,,0.0,263000000.0,2751000000.0,121684000000.0,57826000000.0,9347000000.0,9593000000.0,57826000000.0,58047000000.0,63637000000.0,121684000000.0,105914000000.0,54044000000.0,-41000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2016.0,Q1,,2016-04-03,2016-05-05 11:17:23+00:00,2773000000.0,1744000000.0,867000000.0,,-560000000.0,4199000000.0,0.0,58450000000.0,,575000000.0,164000000.0,794000000.0,43542000000.0,,62049000000.0,25167000000.0,2892000000.0,6434000000.0,216000000.0,21659000000.0,2380000000.0,977000000.0,1291000000.0,,266000000.0,,1436000000.0,737000000.0,,8341000000.0,193000000.0,,123273000000.0,58043000000.0,9812000000.0,6730000000.0,58043000000.0,58259000000.0,56673000000.0,123273000000.0,107027000000.0,49943000000.0,-40000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,FY,,2017-12-30,2019-06-07 17:07:36+00:00,4362000000.0,1274000000.0,689000000.0,,-1054000000.0,1629000000.0,0.0,58646000000.0,538000000.0,,,,44825000000.0,,59432000000.0,28308000000.0,2760000000.0,7061000000.0,207000000.0,14039000000.0,427000000.0,655000000.0,1489000000.0,0.0,419000000.0,,1573000000.0,1088000000.0,345000000.0,6000000.0,8495000000.0,3195000000.0,120092000000.0,65863000000.0,7201000000.0,10154000000.0,65863000000.0,66070000000.0,54016000000.0,120092000000.0,105830000000.0,43862000000.0,-224000000.0
Kraft Heinz Co,KHC,5493003STKEZ2S0RNU91,1637459,2017.0,Q3,,2017-09-30,2017-11-06 19:44:12+00:00,3947000000.0,1365000000.0,493000000.0,,-1085000000.0,1441000000.0,0.0,58707000000.0,,169000000.0,158000000.0,,44858000000.0,,59500000000.0,28299000000.0,3188000000.0,6934000000.0,212000000.0,20898000000.0,1808000000.0,1234000000.0,1115000000.0,,295000000.0,,1531000000.0,688000000.0,,,1360000000.0,3210000000.0,120051000000.0,58759000000.0,7228000000.0,9387000000.0,58759000000.0,58971000000.0,61080000000.0,120051000000.0,105889000000.0,51693000000.0,-223000000.0
