company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commonequity,customerandotherreceivables,deferredacquisitioncost,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2008.0,FY,,2008-12-31,2010-03-01 09:44:39+00:00,5000000.0,508000000.0,5873000000.0,65000000.0,46000000.0,5466000000.0,10739000000.0,24000000.0,548000000.0,,183000000.0,119000000.0,158000000.0,44000000.0,-385000000.0,410000000.0,11950000000.0,5493000000.0,5590000000.0,5614000000.0,6178000000.0,11950000000.0,97000000.0,0.0
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2009.0,Q3,,2009-09-11,2009-10-16 15:00:16+00:00,6000000.0,1019000000.0,6523000000.0,52000000.0,46000000.0,5539000000.0,10336000000.0,22000000.0,565000000.0,,201000000.0,130000000.0,124000000.0,49000000.0,-575000000.0,0.0,12067000000.0,5954000000.0,6051000000.0,6073000000.0,5870000000.0,12067000000.0,97000000.0,
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2009.0,Q2,,2009-06-19,2009-07-28 13:36:26+00:00,2000000.0,1346000000.0,6403000000.0,81000000.0,51000000.0,5883000000.0,10431000000.0,23000000.0,462000000.0,,257000000.0,,115000000.0,46000000.0,-518000000.0,210000000.0,12472000000.0,5887000000.0,5984000000.0,6007000000.0,6350000000.0,12472000000.0,97000000.0,55000000.0
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2010.0,Q3,,2010-09-10,2010-10-15 16:16:52+00:00,9000000.0,838000000.0,7033000000.0,59000000.0,39000000.0,5367000000.0,10452000000.0,33000000.0,623000000.0,,201000000.0,187000000.0,154000000.0,84000000.0,-946000000.0,57000000.0,12095000000.0,6096000000.0,6096000000.0,6129000000.0,5812000000.0,12095000000.0,,
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2010.0,Q2,,2010-06-18,2010-07-27 09:14:57+00:00,2000000.0,1171000000.0,6914000000.0,54000000.0,43000000.0,5395000000.0,10054000000.0,21000000.0,592000000.0,,190000000.0,153000000.0,169000000.0,43000000.0,-887000000.0,,11957000000.0,6029000000.0,6029000000.0,6050000000.0,5738000000.0,11957000000.0,,
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2010.0,Q1,,2010-03-26,2010-05-03 16:36:40+00:00,9000000.0,1245000000.0,6923000000.0,41000000.0,46000000.0,5383000000.0,10144000000.0,24000000.0,547000000.0,,194000000.0,164000000.0,160000000.0,34000000.0,-894000000.0,,12060000000.0,6038000000.0,6135000000.0,6159000000.0,5741000000.0,12060000000.0,97000000.0,3000000.0
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2011.0,FY,,2011-12-31,2012-04-30 17:05:28+00:00,-2000000.0,1652000000.0,7758000000.0,74000000.0,110000000.0,11272000000.0,11383000000.0,6749000000.0,12845000000.0,0.0,538000000.0,350000000.0,316000000.0,72000000.0,-1079000000.0,234000000.0,26136000000.0,6677000000.0,6677000000.0,13426000000.0,12394000000.0,26136000000.0,,
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2011.0,Q3,,2011-09-09,2011-10-17 16:17:15+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-11444000000.0,0.0,11444000000.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2011.0,Q2,,2011-06-17,2011-07-25 15:43:58+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-11635000000.0,0.0,11635000000.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Host Hotels & Resorts Inc,HST,N6EL63S0K3PB1YFTDI24,1070750,2012.0,FY,,2012-12-31,2014-02-26 16:34:29+00:00,12000000.0,417000000.0,8047000000.0,80000000.0,53000000.0,4648000000.0,11588000000.0,34000000.0,820000000.0,,372000000.0,194000000.0,158000000.0,36000000.0,-1234000000.0,763000000.0,12994000000.0,6825000000.0,6825000000.0,6859000000.0,5977000000.0,12994000000.0,,
