company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commonequity,customerandotherreceivables,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2010.0,FY,,2010-12-31,2012-02-28 17:29:02+00:00,-10254000.0,5766000.0,817274000.0,253000.0,,478954000.0,1148159000.0,13082000.0,11633000.0,-148264000.0,15453000.0,23991000.0,12480000.0,10000000.0,1185541000.0,631581000.0,631581000.0,644663000.0,528398000.0,1185541000.0,19730000.0,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2011.0,FY,,2011-12-31,2013-02-27 09:18:01+00:00,-10255000.0,7321000.0,862768000.0,589000.0,,579423000.0,1245873000.0,,57952000.0,-169799000.0,16832000.0,31414000.0,14466000.0,46000000.0,1343674000.0,655539000.0,655539000.0,655539000.0,673669000.0,1343674000.0,31939000.0,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2011.0,Q3,,2011-09-30,2011-11-04 16:01:49+00:00,-8365000.0,6573000.0,820931000.0,502000.0,,549182000.0,1286780000.0,,15722000.0,-165629000.0,14578000.0,30365000.0,12601000.0,114000000.0,1340488000.0,619762000.0,619762000.0,619762000.0,708125000.0,1340488000.0,30911000.0,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2011.0,Q2,,2011-06-30,2011-08-08 16:11:55+00:00,-7499000.0,7691000.0,815488000.0,315000.0,,477753000.0,1145593000.0,,11038000.0,-156675000.0,12942000.0,20461000.0,13900000.0,35000000.0,1184195000.0,624139000.0,624139000.0,624139000.0,546156000.0,1184195000.0,19558000.0,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2012.0,FY,,2012-12-31,2014-02-27 16:07:42+00:00,-15242000.0,7255000.0,943920000.0,856000.0,,579251000.0,1417391000.0,,58808000.0,-172773000.0,22095000.0,36564000.0,12670000.0,105000000.0,1484310000.0,728730000.0,728730000.0,728730000.0,742910000.0,1484310000.0,,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2012.0,Q3,,2012-09-30,2012-11-06 06:09:55+00:00,-16224000.0,5419000.0,942643000.0,676000.0,,579295000.0,1342972000.0,,13757000.0,-171673000.0,22874000.0,29797000.0,11811000.0,26000000.0,1397348000.0,727571000.0,727571000.0,727571000.0,657966000.0,1397348000.0,34524000.0,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2012.0,Q2,,2012-06-30,2012-08-07 08:06:16+00:00,-14483000.0,7461000.0,884964000.0,490000.0,,579339000.0,1315244000.0,,25205000.0,-175563000.0,22081000.0,26618000.0,16982000.0,70000000.0,1382763000.0,667743000.0,667743000.0,667743000.0,698038000.0,1382763000.0,34363000.0,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2012.0,Q1,,2012-03-31,2012-05-08 08:07:19+00:00,-9200000.0,13405000.0,864192000.0,1036000.0,,579381000.0,1285506000.0,,16153000.0,-174137000.0,16377000.0,20669000.0,16894000.0,63000000.0,1350001000.0,653680000.0,653680000.0,653680000.0,679427000.0,1350001000.0,33901000.0,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2013.0,FY,,2013-12-31,2015-02-24 16:18:39+00:00,-6402000.0,9524000.0,1066736000.0,883000.0,,577254000.0,1498165000.0,,53303000.0,-162450000.0,14231000.0,37741000.0,12940000.0,49000000.0,1561875000.0,870709000.0,870709000.0,870709000.0,678226000.0,1561875000.0,,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2013.0,Q3,,2013-09-30,2013-11-06 16:06:53+00:00,-10053000.0,9662000.0,1037347000.0,782000.0,,578242000.0,1460050000.0,,52768000.0,-169721000.0,17443000.0,33263000.0,14916000.0,49000000.0,1523262000.0,830398000.0,830398000.0,830398000.0,677948000.0,1523262000.0,,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2013.0,Q2,,2013-06-30,2013-08-07 07:00:57+00:00,-6481000.0,9641000.0,1002147000.0,655000.0,,579161000.0,1434139000.0,,16408000.0,-170740000.0,14944000.0,28665000.0,12893000.0,64000000.0,1497414000.0,797751000.0,797751000.0,797751000.0,686770000.0,1497414000.0,36571000.0,-27175000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2013.0,Q1,,2013-03-31,2013-05-08 06:02:16+00:00,-13703000.0,6916000.0,999064000.0,740000.0,,579206000.0,1437550000.0,,16071000.0,-173334000.0,20860000.0,22031000.0,12591000.0,76000000.0,1495540000.0,784852000.0,784852000.0,784852000.0,698097000.0,1495540000.0,34263000.0,-27175000.0
