company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,investmentsecuritiesinterestincome,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,propertyliabilityinsuranceclaims,restructuringcharge,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:07:31+00:00,1.72,1.72,2.54,33252000.0,1.72,,322000.0,39683000.0,-114730000.0,3689000.0,37399000.0,2284000.0,322000.0,53605000.0,,150724000.0,,,,35764000.0,7569000.0,,,,,322000.0,122621000.0,7569000.0,-114730000.0,7891000.0,21700000.0,21700000.0,21700000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:29:02+00:00,0.84,0.84,-1.54,32736000.0,0.84,,,21654000.0,20581000.0,1073000.0,19916000.0,1738000.0,,50726000.0,,,-48993000.0,,183074000.0,38004000.0,7966000.0,,,,,,121466000.0,191040000.0,69574000.0,191040000.0,23700000.0,23700000.0,23700000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:08:42+00:00,0.32,0.32,0.45,8138000.0,0.32,,,7970000.0,-27369000.0,-228000.0,7496000.0,474000.0,,12888000.0,,35567000.0,82000.0,,2074000.0,9626000.0,,-1127000.0,,,,,29525000.0,2074000.0,-27451000.0,2074000.0,23400000.0,23335957.0,23349479.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 08:36:21+00:00,0.28,0.28,0.0,8216000.0,0.28,,,6742000.0,-27418000.0,765000.0,6286000.0,456000.0,,11976000.0,,33395000.0,83000.0,,2033000.0,9342000.0,,,,,,,29534000.0,2033000.0,-27501000.0,2033000.0,22500000.0,22613518.0,22616553.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2010.0,Q4,2010-10-01,2010-12-31,,0.32,0.32,-0.45,6929000.0,0.32,,,8975000.0,43014000.0,3432000.0,8531000.0,444000.0,,10664000.0,,-37471000.0,-15724000.0,,81583000.0,8740000.0,4251000.0,,,763000.0,,,27096000.0,85834000.0,58738000.0,85834000.0,27500000.0,27500000.0,27500000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 09:18:01+00:00,1.48,1.48,,31546000.0,1.48,0.0,,42541000.0,31547000.0,10994000.0,40642000.0,1899000.0,,49338000.0,,,-31387000.0,,174775000.0,39097000.0,8926000.0,,,786000.0,,,120767000.0,183701000.0,62934000.0,183701000.0,27500000.0,27500000.0,27500000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 16:01:49+00:00,0.32,0.32,0.45,8215000.0,0.32,,,9374000.0,9374000.0,,8923000.0,451000.0,,13197000.0,,,-7914000.0,,46196000.0,9900000.0,2427000.0,,,23000.0,,,31335000.0,48623000.0,17288000.0,48623000.0,27900000.0,27485416.0,27525279.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.16,1.16,0.45,24617000.0,1.16,,,33566000.0,-11467000.0,7562000.0,32111000.0,1455000.0,,38674000.0,,37471000.0,-15663000.0,,93192000.0,30357000.0,4675000.0,,,23000.0,,,93671000.0,97867000.0,4196000.0,97867000.0,27900000.0,27485416.0,27525279.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.84,0.84,,16402000.0,0.84,,,24192000.0,-20841000.0,7562000.0,23188000.0,1004000.0,,25477000.0,,37471000.0,-7749000.0,,46996000.0,20457000.0,2248000.0,,,,,,62336000.0,49244000.0,-13092000.0,49244000.0,27700000.0,27463500.0,27508097.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 16:11:55+00:00,0.57,0.57,-0.45,8202000.0,0.57,,,16304000.0,8618000.0,7686000.0,15761000.0,543000.0,,12543000.0,,,-7839000.0,,45061000.0,10107000.0,2248000.0,,,,,,30852000.0,47309000.0,16457000.0,47309000.0,27700000.0,27463500.0,27508097.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 08:31:09+00:00,0.27,0.27,0.45,8200000.0,0.27,,,7888000.0,-29459000.0,-124000.0,7427000.0,461000.0,,12934000.0,,37471000.0,90000.0,,1935000.0,10350000.0,,,,,,,31484000.0,1935000.0,-29549000.0,1935000.0,27500000.0,27445101.0,27479148.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2011.0,Q4,2011-10-01,2011-12-31,,0.38,0.38,0.45,9065000.0,0.37,1047000.0,,10383000.0,7350000.0,3033000.0,10256000.0,127000.0,,12289000.0,,,-7305000.0,,45523000.0,11824000.0,3587000.0,,,230000.0,,,34455000.0,49110000.0,14655000.0,49110000.0,27600000.0,27600000.0,27800000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:07:42+00:00,1.11,1.11,,34836000.0,1.1,1047000.0,,31529000.0,27314000.0,4215000.0,30592000.0,937000.0,,51793000.0,,,-37421000.0,,188371000.0,45171000.0,12489000.0,,,3278000.0,,,136125000.0,200860000.0,64735000.0,200860000.0,27600000.0,27600000.0,27800000.0
Life Storage Inc,LSI,W9EE01AFDDF9DQCQZC68,944314,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.73,0.73,-0.45,25771000.0,0.73,,,21146000.0,19964000.0,1182000.0,20336000.0,810000.0,,39504000.0,,,-30116000.0,,142848000.0,33347000.0,8902000.0,,,3048000.0,,,101670000.0,151750000.0,50080000.0,151750000.0,29200000.0,27593338.0,27634029.0
